 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0010390293885188537 3.511191802294811e-05 -0.00019620912806418415 0.00017351277661297474 0.0005045914174349373 0.00020489877548095456 -3.272782395194824e-07 6.205566264142332e-06 -1.9505442301074884e-06 3.7600433275430567e-06 -1.2652514586409474e-06 -3.7394657856697018e-06 -1.3446070056999265e-06 5.685544476286271e-07 -1.1482427896791192e-06 9.481138391940203e-07 -4.038800047840999e-06 -4.330636640252579e-07 -5.108183597107442e-06 -1.5883039677556224e-06 -2.454411974571987e-06 1.3493049491669197e-06 1.2051684957716918e-06 5.059374181943272e-07 -1.2299601280768787e-06 1.1514367915530562e-06 1.5054366532589283e-06 1.3557087690781148e-06 1.2703697994930979e-06 1.0385518092702942e-05
AGE 3.511191802294815e-05 2.4264402063684366e-06 -5.6083810748872e-07 -1.7692960675128426e-06 -3.1987297853495005e-06 -1.0055020460631054e-06 -1.1128165762547824e-07 3.220963864127034e-07 -4.81069848829344e-08 1.4179888305756035e-07 6.59142699871651e-08 -8.419544086210321e-08 -1.3900519659634957e-07 -3.577327428155916e-09 -7.224944722079163e-08 1.9740744958842066e-07 -1.4080733899622497e-07 -7.566837224479755e-08 -2.501615716946428e-07 -2.737842780272722e-08 -1.8542945615572474e-08 -3.245980230021171e-08 8.216982308993105e-09 2.438016224433255e-08 -2.7117717368356203e-08 -2.1655619715721893e-08 -1.008612603753552e-06 2.033449266256777e-06 -2.153425353327543e-06 1.6843689526412087e-07
sex -0.00019620912806418865 -5.608381074887098e-07 0.003569498041443714 0.0008901920313998538 -0.0018222342802908318 -0.0009205046264573744 1.1982151638703626e-07 6.208021699636644e-07 -5.752671162179016e-07 3.4978998506906517e-07 1.5407520062471495e-06 6.357269431343187e-07 -2.2393672674836508e-07 -1.3564161140405685e-06 -1.0717151001364367e-06 2.8159924834864237e-06 1.9582638709004777e-06 6.166085480156073e-07 1.3752024748755452e-06 1.0482013191432741e-06 -3.7190220761311686e-07 -2.101305562961651e-06 1.1203969443134414e-06 -2.3441266003431937e-06 -8.069156567153843e-07 5.127843820774359e-07 -1.8123100083080836e-05 2.636679937524905e-05 -4.850436424260503e-05 4.7196544050242025e-05
age_sex 0.00017351277661294825 -1.7692960675128827e-06 0.0008901920313999638 0.0024183011434671677 0.0017949595274947185 0.0003126864579692114 1.4039391009936215e-06 4.765546796962812e-07 -1.5848939020993732e-07 1.3046245120053564e-06 -4.7235370983353227e-07 6.157840986046517e-07 -1.360657774874096e-06 3.3067154812340887e-06 -9.35706501980253e-07 1.1825413716343152e-06 2.7667148579633267e-07 -8.854099651031306e-07 5.38604810933413e-07 -7.583555325946919e-07 -8.090336462950331e-07 1.1446329220150139e-06 -9.802174255161463e-07 -5.763175953516017e-06 -1.7607562520333424e-07 -4.2609015166458723e-07 -2.7618213835107755e-05 4.505201494302447e-06 2.4681782271357815e-05 1.9612289184623955e-05
age2_sex 0.0005045914174349293 -3.198729785349677e-06 -0.0018222342802907663 0.0017949595274949401 0.004856160652528676 0.0018817864329085062 5.004534286755501e-07 -4.2268412208644844e-07 1.3451870480221617e-07 4.6691006468724755e-07 -6.938587488898201e-07 -7.030635219469545e-07 -8.048785819170769e-07 5.046370122021617e-06 -1.1555595450161969e-06 -5.853420968289642e-06 2.5707167647984404e-06 -5.686797187242951e-07 -1.440284211900261e-06 -1.3361669021563833e-06 -4.2450028978767506e-07 3.8007658277979795e-06 -1.4922587339328137e-06 -4.042124310944687e-06 -1.0403686794080448e-06 3.659196472981304e-07 2.48849663811251e-06 3.3158532352476835e-05 5.246562962867448e-05 -9.084460549735751e-05
age3_sex 0.00020489877548095876 -1.0055020460631958e-06 -0.0009205046264573748 0.0003126864579693235 0.001881786432908576 0.0008482978033173418 -1.3222909215470313e-07 -1.4453857406387289e-07 1.694869738430893e-07 -3.4732538768391195e-08 -4.31949321588592e-08 -5.594165310402125e-07 -2.3292100161967413e-08 1.6212874378319258e-06 -4.874575105037586e-07 -3.286145625952819e-06 1.3041590118122286e-06 -2.837042437252535e-07 -1.082494837902438e-06 -4.092904126260666e-07 -7.919282438177822e-08 1.443286669189795e-06 -6.729752105841276e-07 -8.406163231751876e-07 -6.855515308137241e-07 4.698331109640921e-07 5.906841881078e-06 1.9901900185714457e-05 3.33711270752641e-06 -3.758772106658883e-05
PC.PC1 -3.272782395195312e-07 -1.1128165762547801e-07 1.1982151638722118e-07 1.4039391009934277e-06 5.004534286750249e-07 -1.3222909215490957e-07 1.0166429883537928e-06 -2.3982726012715284e-08 -3.0304588724656506e-08 -8.411370475988144e-08 2.17195539882993e-08 -4.41047827470622e-09 -6.037063111131138e-08 9.551319549283268e-08 3.418148082663672e-08 1.840441566074264e-08 1.232948470442928e-08 8.292453893750812e-08 -3.630827149624126e-08 -5.842785768984645e-08 2.9365916507009278e-08 -8.57746159645758e-08 1.0829926165232414e-08 8.843362284479481e-09 7.458361582266617e-08 -1.344158955553872e-07 6.456565897256145e-07 3.572394975497622e-07 5.621226048223092e-07 3.51181970284647e-08
PC.PC2 6.205566264142381e-06 3.2209638641270253e-07 6.208021699634633e-07 4.7655467969633916e-07 -4.2268412208608247e-07 -1.4453857406371184e-07 -2.398272601271487e-08 1.8287877436848103e-06 -6.71327568267415e-08 9.811755693576924e-08 6.469792170612751e-08 -5.45295550703549e-07 -1.0579282195518352e-07 -1.0638419568111142e-07 4.966914198956865e-08 -1.6526875036000228e-09 -4.386233011061628e-07 -2.1324985127562603e-07 -1.0464434413537664e-07 -1.4972497347192158e-07 -1.457800367388643e-07 7.542713357290018e-08 -1.745261055761349e-08 -5.3442505963481695e-08 -1.4656395319834621e-07 6.746775415851271e-08 -1.9119845280255952e-07 2.6523269981180217e-06 -1.9770913247619772e-06 -6.900320284847722e-08
PC.PC3 -1.9505442301074787e-06 -4.8106984882932933e-08 -5.752671162178508e-07 -1.5848939020991927e-07 1.345187048021563e-07 1.6948697384305641e-07 -3.030458872465616e-08 -6.713275682674148e-08 1.998451111945438e-06 2.5464950865084044e-08 1.4006327183657628e-07 2.0278353569343232e-07 1.0961644280795468e-07 -6.059517469678045e-08 -1.200994096239959e-08 1.156833425927918e-07 1.8523071716887704e-07 -6.428519691994318e-08 3.1276590447259374e-08 1.2597578929122702e-07 6.063478383082784e-08 -2.631837812660007e-08 4.459320441573408e-08 3.870773814080329e-08 -3.5665426570300806e-09 -4.7828721218364e-09 -1.057766026220016e-06 6.727892439572848e-07 -3.6871294129194833e-06 1.9527738055300985e-07
PC.PC4 3.760043327543042e-06 1.4179888305755953e-07 3.497899850691355e-07 1.3046245120054074e-06 4.6691006468719837e-07 -3.4732538768427227e-08 -8.41137047598814e-08 9.81175569357693e-08 2.5464950865083356e-08 2.5844144095159107e-06 2.88911910726946e-07 -2.472860280175841e-07 1.4481837135463463e-07 7.813564483271585e-08 9.232952467215029e-08 -2.958896270195848e-09 -1.4920733942957303e-07 -2.3082318759392678e-08 -4.843410519172253e-08 5.2416979890475694e-08 -2.2161133138886502e-08 9.737238049564512e-08 -3.104250020409018e-08 -1.0409175217704609e-07 1.6956292520695798e-07 1.6197303670385348e-07 -1.2355704299295925e-06 2.427590703365928e-07 -2.426850758837115e-06 1.1590846161787912e-06
