 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.0029226464163768797 9.926565226248523e-05 0.0006354045455560952 0.0024111503779474497 0.003116619293730387 0.0010033273630300958 -3.831476036959059e-06 1.5113177113749425e-05 1.5988022370559148e-06 3.9256194241535835e-06 -1.48727046384353e-06 -2.3065279907264027e-06 1.9798743940058597e-06 2.6433855035559357e-06 -4.185982514731062e-06 -2.8581629329323387e-06 -3.5616783235331598e-06 -2.962455022711275e-06 -5.681351269032418e-06 1.433022323019928e-06 -8.610691800317956e-08 2.8400477240067896e-06 -9.586109041365802e-07 -3.524608835278129e-07 -1.3794021057665324e-06 1.2129719504562642e-06 -1.0924218822212365e-05 -0.0001973939846177713 0.00024320457586453464 0.00018174983131722723
AGE 9.926565226248558e-05 5.656370476843643e-06 1.0967662702705961e-05 1.7665884452518952e-06 -5.822274942856129e-06 -2.7274920238281256e-06 -2.3783771751954907e-07 7.838491062599267e-07 3.142717928563154e-08 2.1102824687324443e-07 1.7507499019568106e-07 -2.6924387669963533e-08 -1.2871090288938444e-07 5.4522421840300275e-08 -2.3833338267381146e-07 9.854088172976615e-08 -1.621335125074095e-07 -1.962752320119226e-07 -3.2613811615655236e-07 6.164783310607087e-08 1.1119944002246057e-07 -6.573543462966768e-08 -4.828823784657282e-08 -2.1879083632227187e-07 -1.3891034235491428e-08 -1.7505882710567018e-07 -9.658320385268398e-07 -3.889695342310409e-06 -2.7936245634049636e-06 8.820200187127873e-06
sex 0.0006354045455565023 1.0967662702704992e-05 0.011240900256560373 0.008227802377603807 0.0022986548504583433 -0.00023526324525711376 -1.5823383963377343e-06 6.799417825295178e-06 -4.158742498009739e-06 -1.0855222530713341e-06 6.435297645395041e-06 -1.9021571896403393e-06 3.5719810322149427e-06 3.123603308066844e-06 2.273577301535372e-06 -3.2640581084474476e-07 3.688615012096661e-06 2.1859495723069782e-06 -1.989277489682337e-06 4.774120777784394e-06 -9.501854678314433e-07 -5.120309027877232e-06 2.3511455946049122e-06 4.209230749462754e-06 8.595374198481935e-06 4.212268191838239e-06 0.00011298810812676164 -0.00016176120971852937 9.982726429229666e-05 4.5548023535759765e-05
age_sex 0.002411150377947683 1.7665884452484933e-06 0.00822780237760146 0.019631174073812475 0.019604712348919202 0.005336821612157529 -3.556019711834445e-07 4.218115100609909e-06 2.5914815513854616e-06 -1.778837523615885e-06 -3.0606496504274754e-06 1.2099633400983023e-06 5.23896946271068e-06 1.039094482565694e-06 1.2244245010046414e-06 6.041211624759502e-07 1.2244221864751564e-06 -8.507839168708213e-09 -3.253982548335896e-06 3.551813854944623e-06 2.851789750613833e-06 -2.583139348629795e-06 -9.413673750676342e-07 8.95743618139516e-06 4.325112543431092e-06 -3.0083372155432938e-06 -4.601108200248557e-06 -4.037010242821728e-05 0.00018398623649810178 -0.00020589103899833582
age2_sex 0.0031166192937302907 -5.822274942860004e-06 0.0022986548504547524 0.01960471234891658 0.02691173835547406 0.00871148963329411 -1.4106106462677663e-06 8.042632795960318e-08 8.009633761267264e-06 -3.885696232363943e-06 -6.8609999102653525e-06 2.0471789620827176e-06 6.87409536787813e-06 3.594398804042087e-07 4.771071923879266e-07 -4.70840117654489e-06 7.305849610609657e-06 -1.3954132840362788e-06 -4.604720574498485e-06 1.8891834400318208e-06 4.809189455594533e-06 2.7715908413214765e-06 -2.883450303701789e-06 1.0483185773654722e-05 -1.0291252855777156e-06 -3.394586564713968e-06 -1.7813756526944138e-05 2.231800816582062e-05 0.00019842650639592349 -0.0002714849564442171
age3_sex 0.0010033273630300065 -2.7274920238292907e-06 -0.00023526324525832346 0.005336821612156315 0.008711489633293613 0.003066812736896661 -7.111136439296764e-07 -5.886112284488191e-07 3.219823230313627e-06 -1.5434708942780943e-06 -2.1501899820745622e-06 4.1756826499661235e-07 2.459048589552342e-06 4.142791347162394e-07 -1.1843959635087314e-07 -2.738811302552615e-06 3.6949217906803856e-06 -8.636517972940581e-07 -2.043032725956137e-06 4.665236407901443e-07 1.6169748144395083e-06 1.9300172678711867e-06 -1.4314488338864852e-06 3.107233162666342e-06 -1.2850917034962917e-06 -5.11420996550799e-07 -1.8971461549873587e-06 7.165566284359663e-06 4.275030587233257e-05 -5.908098212097187e-05
PC.PC1 -3.831476036959081e-06 -2.378377175195497e-07 -1.5823383963375691e-06 -3.5560197118330633e-07 -1.410610646267757e-06 -7.111136439297007e-07 1.7775916642896774e-06 6.941643321343184e-08 -2.82777329133774e-09 -2.2401044308487667e-07 9.509383997162255e-08 -8.470164352249492e-08 -1.659984057260495e-07 1.5503788187600548e-07 7.093660323732987e-08 -8.907402099132938e-08 1.0037135855816848e-08 1.7979729929572298e-07 -1.8081843194733065e-07 -1.20713050072842e-07 1.791790381111332e-07 -1.6343258675972393e-07 4.817483775750244e-08 5.152302784211415e-09 1.9784941335889294e-07 -3.071241569833914e-07 1.0988981585362026e-06 -1.1593445233594483e-06 4.6400750715804435e-06 1.270056172942294e-06
PC.PC2 1.5113177113749637e-05 7.838491062599251e-07 6.799417825295639e-06 4.218115100611573e-06 8.042632796172944e-08 -5.886112284481385e-07 6.941643321343143e-08 2.735887119565981e-06 -1.1400078691635988e-07 1.5196136994521175e-07 1.8239326052088739e-07 -5.138902148654576e-07 -1.4954872123450526e-07 -5.477305777617998e-08 3.53305596575529e-08 8.215191702553793e-08 -4.874772218303163e-07 -2.948796085651166e-07 1.294906454226786e-07 -1.9597429221285618e-07 -5.242759770886036e-08 -9.897032951240192e-08 -2.1667440588608594e-08 -5.13094861818223e-08 -1.7807976266702513e-08 5.984255857704873e-08 2.407985737546197e-06 -4.150536444904112e-06 -2.2988987394317275e-06 1.0008804118481687e-05
PC.PC3 1.598802237055391e-06 3.142717928562939e-08 -4.158742498016369e-06 2.5914815513782906e-06 8.009633761263522e-06 3.2198232303131886e-06 -2.8277732913371966e-09 -1.1400078691636194e-07 3.286299567038997e-06 1.5115097307667994e-07 2.0415110234583255e-07 2.1957821489576656e-07 2.785897334630851e-08 -2.197395161821927e-07 1.2017874403327041e-08 3.7778594635928973e-07 1.9125200045915313e-07 -2.05870239298301e-07 -7.929602384200575e-09 1.417595026421168e-07 2.1041543275446225e-08 -1.0667981297258988e-07 9.188233644147453e-08 1.5262536379750293e-07 -8.07457224051379e-08 -1.7958398299373044e-08 -3.1457463808099226e-06 1.8578302050205075e-06 -9.351088752942388e-06 -7.646355063816888e-07
PC.PC4 3.925619424153586e-06 2.1102824687324416e-07 -1.0855222530708267e-06 -1.7788375236154932e-06 -3.885696232363932e-06 -1.543470894278164e-06 -2.2401044308487595e-07 1.519613699452117e-07 1.5115097307667907e-07 3.925466595942674e-06 2.9542148104889615e-07 -2.611052570628143e-07 2.0308301838034932e-07 6.3353275600204224e-09 4.516026417530292e-08 -2.0094655617590694e-07 -1.8536957763261746e-07 -1.1059661976022642e-08 5.3913651646623734e-08 4.77140484034555e-09 -1.1185385537078606e-07 2.1177824173182618e-07 -6.695360159219694e-08 -4.105053751970557e-07 -1.25204330835485e-07 1.8957613982175415e-07 -1.3867898745233866e-06 2.7912079425325413e-06 -5.76222664961414e-06 -1.8122789657825452e-06
