 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0002591776436276363 2.074260788870849e-06 -1.6533846059582787e-06 -6.683932742282792e-06 2.920309929134645e-06 4.051679548200768e-06 -8.479558822182165e-09 1.870993230898948e-06 -1.6116276339900828e-06 6.366105355948341e-07 1.5899751677348793e-11 4.6532307658656727e-07 1.4497042980953494e-08 1.8962266745462377e-07 5.328783378089493e-08 3.0702834724891413e-07 6.643212574926346e-07 8.553038810452988e-08 -8.389689751597498e-07 -1.600589874329688e-07 -5.015307094161549e-07 2.8313362411863526e-07 1.3809124221875627e-06 1.6553305993768274e-07 1.768224224150151e-07 -8.677947437830883e-07 -3.4596948187887543e-06 1.0101968583728952e-05 -9.395821886460991e-07
AGE 2.07426078887081e-06 6.018830534289001e-07 5.189442175363473e-07 5.23402324933739e-07 -6.286084444041784e-07 -4.455531126983909e-07 -1.641670591502543e-08 5.601988714971168e-08 -4.32810670121639e-08 2.3955912488236757e-08 5.835926071186864e-08 2.4677022271734493e-08 -4.984488958460097e-08 8.162380153188972e-09 1.8879796520264675e-08 3.9972301568831906e-08 6.060951437668979e-08 -3.225380137328359e-09 -5.956465450812876e-08 1.3667744908193724e-08 1.9598661326724605e-10 -8.224787226405947e-09 1.1845786177601415e-08 -1.2961411516336323e-09 1.1818186084387586e-08 -3.324853829103449e-08 -2.640718617775466e-07 -1.1315995950830378e-07 4.449056657415119e-07
sex -1.6533846059581877e-06 5.189442175363421e-07 0.0009006686142173363 8.066782807210736e-05 -0.00024127863248760777 -6.461101757829762e-05 2.4299195420896803e-07 2.9089746551989983e-07 -2.527248774548642e-07 1.2586799173215852e-07 9.226138310436354e-07 -6.46854336519625e-07 -2.9517764953101196e-07 9.948474437931046e-08 -4.830413741072649e-07 -5.5331414638136696e-08 3.0560405742720126e-07 -4.863523934362366e-07 -1.405747281577194e-07 3.8190174977019646e-07 -1.7536272183985297e-07 -6.005869844825634e-07 -4.216186119873772e-08 -2.72792866608207e-07 -3.6048087735683223e-07 3.6880566894552196e-07 -3.4951909957412725e-06 -3.2939590101025205e-06 1.0653977042973062e-05
age_sex -6.683932742282675e-06 5.234023249337376e-07 8.066782807210851e-05 0.0004279318309033328 -6.218803242903696e-05 -0.00014793748062521492 3.7876616048491804e-07 6.750440408502594e-08 1.426781426116116e-07 2.7715942916407104e-07 -9.237178743579075e-08 4.0951469258054505e-08 -4.304880647688229e-07 -5.249061893484864e-09 3.9933483291088156e-08 9.75948923268792e-07 -6.047279907132647e-07 -1.865836362667903e-07 4.0250531691698175e-07 -1.8183907879414907e-08 -4.001971866461867e-07 -2.0543200938025328e-07 -8.754134337379747e-07 5.019047671461868e-08 1.6051984834080658e-07 3.43661878848318e-07 -6.234189798994923e-06 1.0880361210652603e-06 3.339854991192028e-06
age2_sex 2.920309929134574e-06 -6.286084444041766e-07 -0.0002412786324876083 -6.218803242903665e-05 0.0001419001379924585 5.2736836410482695e-05 -6.450183660727608e-08 -9.202200670504706e-08 1.8394723564902688e-07 -6.684622124310508e-08 -1.601439064252056e-07 1.1634955138225613e-07 1.6572098105387256e-07 -3.127715795051674e-08 2.16544877598176e-07 -1.0619271539261702e-07 1.1163447125498077e-07 2.3718164322278516e-07 7.049753121583837e-08 -2.7834385205331314e-07 8.88351616915309e-08 -1.1607986780315189e-07 1.2011022110799155e-07 -8.412715567244986e-08 5.074266754879533e-08 -1.6367680135221003e-08 6.5105373134970685e-06 -3.674280454490041e-06 -5.925325447531497e-06
age3_sex 4.0516795482007295e-06 -4.4555311269839013e-07 -6.46110175782984e-05 -0.00014793748062521506 5.2736836410482925e-05 7.533311641136716e-05 -1.0403067869883681e-07 3.817106202897902e-08 4.912677038802028e-08 -3.4123656128098114e-08 4.431715943932186e-09 -8.882226532273603e-10 1.5177677436053523e-07 1.1966755473261425e-08 -3.690480942444195e-08 -3.2043998878263466e-07 2.512504412878974e-07 8.621209867899977e-08 -1.7239803064033198e-07 -9.837315811222621e-08 1.1417369696033853e-07 1.006437588368198e-08 2.4205701578528473e-07 -1.5356962276877242e-07 -1.0599772730915534e-07 -5.020158042188591e-08 4.412600030822567e-06 -2.9213610636443896e-06 -3.052344653678797e-06
PC.PC1 -8.479558822171094e-09 -1.6416705915025287e-08 2.42991954208968e-07 3.7876616048491693e-07 -6.450183660727588e-08 -1.0403067869883624e-07 4.90596275834949e-07 -1.6024853538745478e-08 -3.5710631479849524e-08 -2.1875070873715966e-08 -4.035772334912939e-08 7.5868684321469e-09 1.594023693188486e-09 2.3903166316437406e-08 4.652618465285027e-08 -9.947511750837583e-09 -1.7543348496790864e-08 1.7535631014822564e-08 -2.7404489715739983e-09 -2.509397730865077e-08 4.0880334627896015e-08 3.565835856441096e-09 8.297125009473638e-09 -1.3959527744849725e-08 -7.903919346742026e-09 -5.4447362484500145e-09 -3.891721397491253e-08 6.614580086532031e-07 4.43942311509754e-07
PC.PC2 1.870993230899073e-06 5.6019887149712764e-08 2.908974655198999e-07 6.750440408502843e-08 -9.202200670504688e-08 3.817106202897841e-08 -1.6024853538745124e-08 9.763366345269572e-07 -6.60826234370112e-08 6.213097333981972e-08 1.720804089224347e-08 -1.158051101759262e-08 5.70801835163967e-10 -3.01452706830174e-08 1.5917722421564213e-08 1.4486861603671729e-08 -1.2053763910607485e-08 -1.7221035310655263e-08 -1.708826787577506e-08 -1.5693747370278005e-08 -2.3318218051821364e-08 4.2594320932495144e-08 4.972206510448938e-09 3.035382478652293e-09 5.363142917688202e-09 1.0967067733980268e-08 -7.24742427639901e-08 5.171770064767491e-07 6.805676558172115e-07
PC.PC3 -1.6116276339900876e-06 -4.3281067012164194e-08 -2.5272487745486274e-07 1.4267814261161733e-07 1.8394723564902582e-07 4.912677038801818e-08 -3.5710631479849207e-08 -6.608262343701032e-08 9.964966936221873e-07 1.8305360422132666e-08 6.633966689035159e-08 3.575665499867844e-09 3.099267004693962e-08 -6.16356719756533e-08 7.226118376867423e-09 2.3557950804465874e-08 -5.927186441914687e-09 -3.115085959028534e-08 9.709805966113554e-10 3.1805588499851316e-08 3.388623640456532e-08 -4.790259874748416e-08 3.2666155213696324e-09 5.4458286064723186e-08 1.6318061717141514e-08 -7.1140731994343146e-09 -1.7973506587323306e-07 -1.2018261913907195e-06 -1.157861287328806e-06
PC.PC4 6.366105355948304e-07 2.3955912488236946e-08 1.2586799173215558e-07 2.771594291640642e-07 -6.684622124310299e-08 -3.412365612809505e-08 -2.1875070873715946e-08 6.213097333981957e-08 1.830536042213292e-08 1.3552949258466273e-06 1.0601181882964017e-07 -4.5632188550465446e-08 1.1347700755907645e-07 5.995774221495175e-08 1.4577387510759495e-08 -2.6132425868100822e-08 -2.4222056333105862e-08 6.020610598246167e-08 -2.0211974079185137e-08 5.070421272435388e-08 1.337539660468883e-09 4.064827051643506e-08 -4.1119424537194115e-09 -1.4619199389039882e-09 -8.923658780886093e-09 -4.300817863136106e-08 -3.455547846906973e-07 -3.6844295369988543e-07 -3.2520775058117967e-07
PC.PC5 1.589975167109924e-11 5.835926071186866e-08 9.226138310436377e-07 -9.237178743579146e-08 -1.601439064252052e-07 4.43171594393275e-09 -4.0357723349129436e-08 1.7208040892243553e-08 6.633966689035167e-08 1.0601181882964062e-07 1.780433325179958e-06 3.69317864193187e-08 1.6387954472123816e-08 -2.9208547439934167e-08 -1.251585766025301e-08 2.2889249392629312e-08 1.7489608433144744e-08 2.6367972616202727e-08 -4.0993027025675435e-09 -2.730670378449481e-08 -1.4262151202868281e-08 -2.6899088807723465e-08 3.8117111235868716e-11 1.0089273166822815e-07 1.7953574723542005e-08 5.827138903277054e-08 -6.881583560039291e-10 -8.996670520557396e-07 -6.048078641687537e-07
PC.PC6 4.6532307658656786e-07 2.4677022271734307e-08 -6.468543365196231e-07 4.095146925805587e-08 1.163495513822552e-07 -8.882226532280951e-10 7.58686843214689e-09 -1.158051101759256e-08 3.575665499867872e-09 -4.5632188550465525e-08 3.693178641931835e-08 2.0359950037672008e-06 1.0343178521131504e-07 -2.220059765182612e-08 -9.57009801727007e-08 1.26345588475993e-08 4.763532153940662e-11 -3.5939711138103185e-09 -5.4320530282212845e-08 2.777774992906772e-08 3.5732620428775375e-08 -5.0558965840186415e-08 -1.0065052829420482e-07 -5.575098473656243e-09 -2.3869890911007797e-08 -1.8490524455546062e-08 1.7904090149656152e-08 6.447687466898414e-07 -7.52176518535548e-07
PC.PC7 1.4497042980952907e-08 -4.9844889584600873e-08 -2.9517764953101186e-07 -4.304880647688228e-07 1.657209810538727e-07 1.5177677436053507e-07 1.594023693188609e-09 5.708018351638403e-10 3.0992670046939706e-08 1.1347700755907617e-07 1.6387954472123515e-08 1.0343178521131386e-07 1.604202746075665e-06 1.476845508377236e-07 2.5072870423995852e-08 -2.6308832620787466e-08 -6.706005795971628e-09 -4.927899784418456e-08 -9.56810617816082e-10 -1.0793958182070842e-09 1.2631022858821597e-08 -6.624597692721153e-09 -1.742673160923457e-08 -5.124209955078762e-08 -5.676892884348986e-09 -5.790464092974137e-09 9.024399337950985e-08 1.1031162919812622e-06 4.1294489222751903e-07
