 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.006857468052313348 0.00011968793521846648 -0.0014174065829656796 -0.0010638062595879608 0.002750762489165027 0.0028388147777018715 9.014414725558721e-05 -3.360860410419151e-06 0.0004202230532035287 5.563327208584624e-05 -3.864693544764499e-05 2.2514400730480918e-05 -5.0701021617024544e-05 1.9827300067008325e-05 -1.2345036819052853e-05 1.0103753800380391e-06 8.803985338928541e-06 7.915385538184112e-06 -1.821832666095423e-05 -4.470103559521584e-06 -5.5620200017585264e-05 8.659893692829568e-06 3.2454400703976347e-06 -1.1111995091203908e-05 -4.717704784953272e-06 2.4527883760734045e-05 -1.3844282471411413e-05 4.1204588257802916e-05 -0.0002641815124958762 -0.00011641551381371062
AGE 0.00011968793521846682 1.3993147090602186e-05 -1.9086170482910537e-05 -6.720624093075018e-06 9.16596622845166e-06 1.3664314130288228e-05 -1.0489812811799939e-06 1.0073375954262693e-06 -2.4262908371084597e-06 1.066820460624321e-07 4.2811213634027077e-07 -7.249712268039906e-07 -3.1216509254183586e-07 -5.71172658027075e-08 2.500500256029555e-07 8.60556455299046e-07 -5.736824523575555e-07 -4.878803864460417e-07 -7.626730441037473e-07 -1.7142193268754837e-07 -3.5826865376636923e-07 -2.664426604171612e-07 1.6612983642187795e-07 6.287596644956702e-10 5.942448799883084e-07 -5.061868586354075e-07 -2.558852348111448e-06 1.878963237792347e-05 -2.896160407964264e-05 -6.8138617386922165e-06
sex -0.0014174065829657021 -1.9086170482909907e-05 0.010263396949621912 0.0050746944424728616 -0.009126785549129839 -0.008177454517353978 8.04197424066956e-06 1.9669261529872895e-06 1.7074977723513563e-05 3.189498593164243e-06 6.514081754086117e-06 8.995208831554523e-06 -8.169438750423031e-06 -1.1289152543303357e-05 -8.246120913936406e-06 1.5622083477839926e-05 6.337813103922418e-06 6.208394356944845e-06 1.6755039051134566e-06 7.004866399596323e-06 -8.466511719031242e-06 -1.8388010187634445e-05 5.21233274205118e-06 -4.840497868655145e-06 -4.816809537957402e-06 -9.661628906821793e-06 -8.654969252634268e-05 0.00011556047302927745 -5.3178111868894056e-05 0.00014736723260579755
age_sex -0.0010638062595879725 -6.720624093074293e-06 0.005074694442472894 0.00987906673246712 -0.00259570869128499 -0.008493393515958755 -4.006032099364788e-06 8.959239712034522e-06 -1.0903648148540835e-05 4.791578157218604e-06 -6.508236330340031e-06 7.777932900255288e-06 -2.5170091707559488e-06 -5.6154900882407195e-06 -5.593155504036486e-06 8.883519579945521e-06 -1.3503143649622316e-05 -3.875970087406842e-06 7.4762259802783735e-06 4.225811829759107e-06 -2.0706660295019824e-05 -9.403476386264495e-06 4.126935895774317e-07 1.3138911791713771e-06 -1.0578873708364476e-05 -8.675048046550936e-06 -6.007392633168697e-05 -4.1833936734270205e-06 6.546493809826027e-05 0.0002283908254346367
age2_sex 0.0027507624891650413 9.165966228451163e-06 -0.00912678554912977 -0.002595708691284889 0.018765139986419623 0.014655812241782919 4.913588268093847e-06 6.073373367984525e-07 -6.5857188331833635e-06 -2.9626764955728276e-06 9.883039999891226e-07 -1.1843741265658096e-05 6.1811991033822745e-06 2.451076711226141e-05 -1.079398175631705e-06 -2.6345192594739415e-05 1.3091022203910598e-05 -1.0249368569383734e-05 -1.4520346796827148e-06 -7.161777962370595e-06 8.79433174299387e-06 2.588668221315221e-05 -6.581877027436278e-06 -1.1906115518570391e-05 -1.103827538935312e-06 2.1372936230508997e-05 0.00013350662046557468 0.00010519980333760253 -0.0004761844539560356 -7.801074514717296e-05
age3_sex 0.0028388147777018845 1.3664314130287456e-05 -0.008177454517353947 -0.008493393515958686 0.01465581224178297 0.017530755809013813 1.3282473052986944e-05 -7.278866316194747e-06 6.580480452740078e-06 -4.104742595374265e-06 1.1130812209061424e-05 -1.3766814892864426e-05 -1.946215070196832e-07 2.283551436281462e-05 4.397121504912487e-06 -1.7272216990592314e-05 2.0455940279652052e-05 -8.121002027911072e-06 -9.750402139135942e-06 -1.19740303731032e-05 2.470464481677815e-05 2.4166188226495542e-05 -6.505071252045715e-06 -2.006962168265766e-05 1.1485673343861279e-05 2.043447802311203e-05 0.00010789343379820357 2.2849186758528002e-05 -0.00017601472852198292 -0.00028096845480686506
PC.PC1 9.014414725558607e-05 -1.048981281179991e-06 8.04197424066825e-06 -4.0060320993652854e-06 4.913588268095097e-06 1.3282473052987953e-05 1.9867319891207092e-05 3.9986178556792995e-06 2.144726867403515e-05 -2.471372580029366e-06 6.362894849623841e-06 8.53672529207492e-07 -6.890508254258876e-06 3.188627587960137e-06 -3.6092921350781204e-06 1.7065490711972298e-06 4.393534548356652e-06 4.824957882397045e-07 -5.887957080829131e-07 -1.7843668573350398e-06 3.337772902652286e-07 -2.4215583085282735e-07 4.2914854007339405e-08 -5.644420841975715e-07 -1.3227558377593096e-06 1.1701503999145688e-06 -2.0009700712395553e-06 5.2059628238342564e-06 8.907609274325261e-06 -1.9892717939933918e-05
PC.PC2 -3.3608604104190925e-06 1.0073375954262795e-06 1.966926152985434e-06 8.959239712032786e-06 6.073373367997797e-07 -7.278866316192871e-06 3.9986178556792825e-06 6.472428739379466e-06 6.443338403269222e-07 -7.578735259909925e-07 2.140961580772685e-06 -1.1022570491536096e-06 -1.5147422300889359e-06 3.800212120988459e-07 -1.2736956099511382e-06 5.759547093986528e-07 -3.2268763097617256e-07 -8.103433514003087e-07 -1.3098702414661753e-06 -8.986800090209442e-07 2.9075879028547928e-08 5.231577065658043e-07 -3.559494910431947e-08 -2.17254408883538e-07 -1.2706476898099757e-06 1.1185150879472947e-06 -1.6438598461479255e-06 1.0313772023124582e-05 -9.024129606376531e-06 -2.321211033292225e-06
PC.PC3 0.00042022305320352915 -2.42629083710845e-06 1.707497772351349e-05 -1.0903648148540993e-05 -6.5857188331831035e-06 6.58048045274045e-06 2.1447268674035337e-05 6.443338403269706e-07 6.0153727800086966e-05 2.804059156326924e-06 9.601736482164953e-07 4.094200112496915e-06 -8.55109149823302e-06 3.552747406879083e-06 -4.05938973988466e-06 1.5213662120677004e-06 6.185984608953786e-06 1.2056137870416195e-06 3.5234134771183225e-07 -7.240280546846765e-07 -3.6883784534954836e-06 1.2946632308678472e-06 2.1898634058396552e-07 -1.4209526758002293e-06 -2.6268524528328774e-06 4.276446539383185e-06 -8.37616744802411e-06 6.473076108363547e-06 -6.220468593756126e-07 -3.864682447381608e-05
PC.PC4 5.5633272085846455e-05 1.0668204606243149e-07 3.1894985931637247e-06 4.7915781572185975e-06 -2.962676495572278e-06 -4.1047425953739704e-06 -2.471372580029352e-06 -7.578735259909935e-07 2.8040591563269437e-06 7.2519616804615534e-06 -2.4775090394545656e-06 -7.246317073949637e-08 1.360487975221796e-06 -4.649197756730471e-07 3.863144977221628e-07 -3.7175208676200717e-07 -8.795922428143509e-07 4.757882146984426e-07 -1.1872668463178375e-07 1.2618826230698077e-06 -2.161951031362167e-06 4.593880665913331e-07 -7.067088979686712e-08 -6.600637580761213e-07 4.405342560091091e-07 1.4007910781932769e-06 -3.747840391333015e-06 -1.7476517883922667e-06 -2.28783149692405e-05 2.0041418496942717e-05
PC.PC5 -3.8646935447645515e-05 4.281121363402696e-07 6.514081754084298e-06 -6.508236330341627e-06 9.883039999908769e-07 1.1130812209063615e-05 6.362894849623816e-06 2.140961580772687e-06 9.601736482163956e-07 -2.477509039454573e-06 1.2885142896702862e-05 -3.299743215117125e-08 -3.0684950029267335e-06 1.2711987819876098e-06 -6.823489019774051e-07 1.0305927503339231e-06 1.6613978827661735e-06 -7.73097705594599e-07 -5.818984384436992e-07 -3.172197440130282e-06 4.8930709676076005e-06 1.605403653783405e-08 -1.370452524417056e-07 6.662578744333599e-07 6.137500254038299e-07 -1.5558586002310553e-06 -3.3035609310664386e-06 5.905681213363328e-06 3.7889100829089762e-06 -1.749205310373433e-05
PC.PC6 2.2514400730480986e-05 -7.2497122680399e-07 8.995208831554347e-06 7.777932900255237e-06 -1.184374126565795e-05 -1.3766814892864333e-05 8.536725292075092e-07 -1.102257049153603e-06 4.094200112496925e-06 -7.246317073950041e-08 -3.29974321511632e-08 1.3511198105958236e-05 1.0870699434990003e-06 2.2887631755477143e-07 -4.8945975940279286e-08 1.7974793987663e-07 1.1881650611364779e-06 -3.815402883299014e-07 -2.5194598840745316e-06 2.496817310612406e-07 7.277334929729303e-08 8.356693918126968e-07 -1.6118469809401014e-07 2.6632471959220863e-07 -1.632930253893535e-07 6.464376688673027e-07 1.925302335973473e-06 -8.743343864810226e-06 5.4746174434091626e-06 -1.2714330851872002e-05
PC.PC7 -5.0701021617024585e-05 -3.121650925418429e-07 -8.169438750423845e-06 -2.5170091707557213e-06 6.181199103383698e-06 -1.946215070188896e-07 -6.890508254258891e-06 -1.514742230088942e-06 -8.55109149823301e-06 1.3604879752217969e-06 -3.0684950029267436e-06 1.087069943499001e-06 1.0632773030053836e-05 -6.159533961368757e-07 1.2166565172927872e-06 -6.464198459927678e-07 -1.0374249222984108e-06 -6.554405696576908e-07 6.547900823345184e-08 1.0028195085908368e-06 -4.47281969976357e-07 1.3059550862554249e-06 3.801313708730995e-08 3.355709581139914e-08 -7.632521024724341e-07 1.6868668728494334e-06 3.915919241539102e-06 1.0005127869855043e-05 -1.8486888472745434e-05 1.0606337850516228e-05
PC.PC8 1.982730006700771e-05 -5.7117265802716504e-08 -1.1289152543301988e-05 -5.615490088240584e-06 2.451076711226011e-05 2.2835514362813922e-05 3.1886275879601306e-06 3.800212120988446e-07 3.5527474068790386e-06 -4.6491977567304924e-07 1.271198781987612e-06 2.288763175547667e-07 -6.159533961368737e-07 9.707187844028163e-06 -3.322099775773885e-07 9.209282456132096e-07 1.0137687343862345e-06 -6.155436099391862e-07 2.4718679114391395e-07 -1.010329982087891e-06 1.5622736645938095e-06 9.056888529111479e-07 -2.882429697372354e-07 -2.821516392784423e-07 -1.1750796591279793e-06 6.894501947274869e-08 9.048900479829533e-07 -8.99187078557258e-07 -4.7049051687480035e-06 2.0337883061854578e-05
PC.PC9 -1.2345036819052803e-05 2.5005002560295297e-07 -8.24612091393626e-06 -5.593155504036091e-06 -1.0793981756318053e-06 4.397121504912118e-06 -3.609292135078132e-06 -1.2736956099511441e-06 -4.0593897398846435e-06 3.8631449772216523e-07 -6.823489019774123e-07 -4.8945975940276705e-08 1.2166565172927895e-06 -3.322099775773895e-07 1.08328003259274e-05 1.0014134814902305e-07 -1.1064836656582215e-06 -4.7491025667326264e-07 -3.6872468784421936e-07 -7.79553408550137e-07 1.1805346094769698e-06 3.7308466224373556e-07 -1.5938906116116258e-07 3.806837508492547e-07 1.3720095165359177e-06 -1.9807827172980464e-06 1.4828064517171148e-06 -1.836719819301818e-05 1.8604987189846297e-05 5.101016271936148e-06
PC.PC10 1.0103753800384027e-06 8.60556455299053e-07 1.5622083477837568e-05 8.88351957994421e-06 -2.6345192594737134e-05 -1.7272216990590142e-05 1.7065490711972309e-06 5.759547093986554e-07 1.5213662120676891e-06 -3.717520867620084e-07 1.0305927503339259e-06 1.7974793987662687e-07 -6.464198459927663e-07 9.209282456132129e-07 1.0014134814902176e-07 1.2571412371909027e-05 4.3889542173955607e-07 -4.169060119867848e-07 9.485273268315137e-08 -9.56545146039878e-07 2.1407354411097037e-06 1.6658947410386297e-06 8.335518698414013e-08 -1.0825116041389453e-06 -1.603167728787107e-07 2.0905900206912693e-06 1.6617601713207665e-06 9.575556648962546e-06 -1.1020105382819016e-05 -9.688564811316987e-06
PC.PC11 8.803985338928766e-06 -5.736824523575519e-07 6.337813103921105e-06 -1.3503143649623463e-05 1.3091022203912383e-05 2.0455940279654122e-05 4.393534548356665e-06 -3.226876309761647e-07 6.1859846089537665e-06 -8.795922428143545e-07 1.6613978827661837e-06 1.188165061136471e-06 -1.0374249222984141e-06 1.0137687343862398e-06 -1.1064836656582209e-06 4.388954217395564e-07 1.3443643552107233e-05 -4.168941755870857e-08 9.034354183710476e-07 8.141958441910734e-07 2.2155092485432567e-06 1.2096774000044946e-06 3.495577878370596e-07 -7.291484693080435e-07 -1.7486197252383972e-06 2.9153587359998127e-06 -1.8256737611393659e-06 1.5601722088082055e-06 4.956890224548899e-06 -9.46529873026794e-06
PC.PC12 7.915385538184019e-06 -4.878803864460387e-07 6.208394356945352e-06 -3.875970087406223e-06 -1.0249368569384202e-05 -8.121002027911804e-06 4.82495788239703e-07 -8.103433514003086e-07 1.2056137870416119e-06 4.757882146984417e-07 -7.730977055945986e-07 -3.815402883299008e-07 -6.554405696576912e-07 -6.155436099391888e-07 -4.7491025667326105e-07 -4.16906011986783e-07 -4.168941755870796e-08 1.3161984467409174e-05 -2.2088933137414308e-07 2.6723710274435455e-06 -3.330149348241608e-06 -1.294339934745437e-06 -3.833594616681094e-07 -7.261199361739905e-07 1.4822332444090535e-06 -7.869192002372023e-07 3.3518908394422723e-06 -5.992774750876143e-06 3.175646174234301e-05 -3.260638319234863e-05
PC.PC13 -1.821832666095404e-05 -7.626730441037466e-07 1.675503905113822e-06 7.476225980278906e-06 -1.4520346796829423e-06 -9.750402139136432e-06 -5.887957080829026e-07 -1.309870241466173e-06 3.5234134771185984e-07 -1.1872668463178274e-07 -5.818984384436985e-07 -2.5194598840745287e-06 6.547900823344621e-08 2.4718679114391305e-07 -3.68724687844222e-07 9.485273268315502e-08 9.03435418371051e-07 -2.2088933137414252e-07 1.2578791853139183e-05 3.859590442633056e-07 -1.1478811740566355e-06 8.373794338447497e-07 -2.123607914589228e-07 -4.644598354011972e-08 -2.5763990125620357e-07 -3.5096409556575654e-07 9.148167562481888e-07 1.0721030954221118e-05 -5.27348013850574e-06 -7.757062615540222e-06
PC.PC14 -4.4701035595213645e-06 -1.714219326875447e-07 7.004866399595241e-06 4.225811829758942e-06 -7.161777962369443e-06 -1.1974030373102463e-05 -1.784366857335038e-06 -8.98680009020943e-07 -7.240280546846651e-07 1.261882623069807e-06 -3.172197440130286e-06 2.496817310612419e-07 1.0028195085908358e-06 -1.0103299820878911e-06 -7.795534085501352e-07 -9.56545146039877e-07 8.141958441910778e-07 2.6723710274435417e-06 3.859590442633068e-07 1.3479487004886148e-05 -9.983824346605738e-06 -6.1545723270946386e-06 3.4201592951342594e-07 -1.009110003579935e-06 1.710843891642146e-06 -2.717259452214519e-06 1.4328509037622432e-06 -1.2907329604423604e-05 3.47850474960964e-05 -1.4369634015422962e-05
PC.PC15 -5.562020001758563e-05 -3.582686537663742e-07 -8.466511719027998e-06 -2.070666029501734e-05 8.79433174299096e-06 2.4704644816774773e-05 3.337772902652192e-07 2.907587902854522e-08 -3.6883784534954704e-06 -2.16195103136216e-06 4.893070967607598e-06 7.277334929729693e-08 -4.472819699763575e-07 1.562273664593806e-06 1.1805346094769675e-06 2.140735441109705e-06 2.215509248543251e-06 -3.330149348241607e-06 -1.1478811740566347e-06 -9.983824346605753e-06 2.8996135632810825e-05 9.361340033704655e-06 -1.590317405420093e-07 1.3325036091826392e-06 -3.3031488708009224e-06 6.3818581640902625e-06 3.02512486747458e-06 1.8287374715922834e-05 -3.394307057532969e-05 1.9331379646950706e-05
PC.PC16 8.659893692829675e-06 -2.6644266041716326e-07 -1.8388010187633337e-05 -9.403476386263121e-06 2.5886682213151262e-05 2.4166188226493977e-05 -2.421558308528108e-07 5.231577065658032e-07 1.294663230867882e-06 4.593880665913363e-07 1.6054036537840455e-08 8.356693918126988e-07 1.30595508625542e-06 9.056888529111545e-07 3.730846622437308e-07 1.6658947410386326e-06 1.2096774000044948e-06 -1.2943399347454301e-06 8.373794338447493e-07 -6.154572327094659e-06 9.36134003370466e-06 1.867247711502508e-05 -7.374618795956499e-07 -7.322787412820617e-07 -4.524092803974036e-06 9.890058984780707e-06 -1.8217336370627393e-07 5.308058848515528e-06 -4.6226718274000086e-05 4.029547310665063e-05
PC.PC17 3.2454400703976254e-06 1.6612983642187824e-07 5.212332742051186e-06 4.126935895774402e-07 -6.581877027436316e-06 -6.505071252045759e-06 4.291485400734145e-08 -3.559494910431782e-08 2.1898634058396605e-07 -7.067088979686745e-08 -1.370452524417042e-07 -1.6118469809401138e-07 3.8013137087308614e-08 -2.8824296973723584e-07 -1.5938906116116258e-07 8.335518698414051e-08 3.495577878370589e-07 -3.8335946166810916e-07 -2.123607914589232e-07 3.420159295134254e-07 -1.590317405420077e-07 -7.374618795956512e-07 8.671415337210463e-06 -2.648424966226469e-08 -6.303708486716971e-07 1.112586573795135e-07 -1.6643958364593066e-06 2.336762454971771e-06 -6.323217494040788e-07 -9.803208903646418e-06
PC.PC18 -1.1111995091203701e-05 6.287596644953012e-10 -4.84049786865403e-06 1.3138911791701119e-06 -1.1906115518571448e-05 -2.0069621682657055e-05 -5.644420841975697e-07 -2.172544088835407e-07 -1.420952675800208e-06 -6.600637580761196e-07 6.662578744333584e-07 2.6632471959221006e-07 3.355709581139716e-08 -2.8215163927843914e-07 3.806837508492541e-07 -1.0825116041389504e-06 -7.291484693080419e-07 -7.261199361739914e-07 -4.644598354012083e-08 -1.0091100035799357e-06 1.332503609182637e-06 -7.322787412820662e-07 -2.6484249662264943e-08 1.2170142421989003e-05 -3.803682013532446e-07 -1.7496791614053028e-07 -1.764392301236888e-07 -7.4486786281371e-06 -1.2542296686277635e-06 5.959862989179148e-06
PC.PC19 -4.7177047849534535e-06 5.9424487998831e-07 -4.816809537957293e-06 -1.0578873708363404e-05 -1.1038275389357667e-06 1.1485673343859968e-05 -1.3227558377593194e-06 -1.2706476898099768e-06 -2.626852452832882e-06 4.4053425600910414e-07 6.13750025403825e-07 -1.6329302538935128e-07 -7.632521024724342e-07 -1.1750796591279826e-06 1.3720095165359207e-06 -1.6031677287871077e-07 -1.7486197252384018e-06 1.4822332444090507e-06 -2.5763990125620087e-07 1.710843891642154e-06 -3.3031488708009287e-06 -4.5240928039740445e-06 -6.303708486716969e-07 -3.8036820135323815e-07 1.609397606225863e-05 -5.198598488254394e-06 2.0583386620690053e-06 -5.224451160450351e-06 -1.2305013086405928e-06 -6.8356385395162306e-06
PC.PC20 2.452788376073403e-05 -5.061868586354119e-07 -9.661628906822115e-06 -8.67504804655114e-06 2.1372936230508858e-05 2.0434478023111916e-05 1.1701503999145849e-06 1.1185150879472977e-06 4.27644653938319e-06 1.4007910781932813e-06 -1.55585860023105e-06 6.464376688672996e-07 1.6868668728494307e-06 6.894501947275765e-08 -1.98078271729805e-06 2.09059002069127e-06 2.9153587359998076e-06 -7.869192002371948e-07 -3.509640955657576e-07 -2.717259452214523e-06 6.38185816409025e-06 9.890058984780693e-06 1.1125865737951421e-07 -1.7496791614052702e-07 -5.198598488254374e-06 2.297584944997296e-05 -5.127209090230525e-06 1.6205044700908473e-05 -3.820817084293641e-05 2.0607774084530654e-05
proband -1.3844282471412275e-05 -2.5588523481114485e-06 -8.654969252634123e-05 -6.007392633168665e-05 0.00013350662046557476 0.0001078934337982039 -2.0009700712396438e-06 -1.6438598461479481e-06 -8.376167448024228e-06 -3.747840391332996e-06 -3.303560931066474e-06 1.92530233597346e-06 3.9159192415391575e-06 9.048900479829245e-07 1.4828064517171e-06 1.6617601713207576e-06 -1.8256737611393763e-06 3.351890839442262e-06 9.148167562482004e-07 1.4328509037622536e-06 3.025124867474592e-06 -1.8217336370628185e-07 -1.664395836459302e-06 -1.7643923012368814e-07 2.058338662069011e-06 -5.127209090230512e-06 0.0011288793402331504 -0.0005525541900288877 1.0833293752546269e-05 -3.3505720650324305e-05
