 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.0024548751238085073 8.344314905292696e-05 0.0005699602367516823 0.0018198710738060863 0.0021533546002813677 0.0006466008304671282 -3.5893562192251765e-06 1.163181843239052e-05 -1.565925478528161e-06 3.8136894342685095e-06 -4.880677711018428e-07 -2.6110020905695355e-06 1.6118798244391689e-06 2.1761547086447107e-06 -2.276679029472214e-06 -3.681481428583924e-06 -2.404940195328196e-06 -2.367694640606328e-06 -5.025166154579276e-06 1.1973189185013198e-06 -6.191159900625677e-07 3.0556076254089293e-06 1.1941534731006964e-06 6.311904732991475e-07 -1.0282032207101941e-06 7.455782773247336e-07 -2.0299600997976862e-05 -0.00021324312162595085 0.0003373373117132663 0.00011117518197871185
AGE 8.344314905292695e-05 4.59806416537271e-06 7.388667028077112e-06 4.311432517235825e-06 1.5754931271140737e-06 8.592500216944033e-08 -1.4679890095335106e-07 5.453683126819304e-07 -7.244454513560683e-08 1.8700784631140415e-07 1.614787089306772e-07 -7.032013713223782e-08 -1.1595990428581112e-07 5.8698200101863836e-08 -9.437480977785668e-08 -2.1546593807485234e-08 -1.8865496917070032e-08 -1.5311398092870594e-07 -2.9930646826227777e-07 8.006792877326702e-08 4.326647442842842e-08 2.508123020473942e-08 6.038504911944743e-08 -9.989537052045507e-08 -3.146463661105459e-09 -1.4108963564607952e-07 -7.243696430805939e-07 -5.908995912912509e-06 7.5684251745899986e-06 2.814290936106493e-06
sex 0.0005699602367518305 7.388667028077007e-06 0.008823893265118891 0.006875007968204811 0.0025974122565460196 0.00013199427481824447 -1.9725407510871596e-06 4.3256878984345905e-06 -4.312216083919829e-06 -2.3314115668657897e-06 5.243524565803438e-06 -2.2647440902962144e-06 3.078688521739306e-06 8.761819162118311e-07 1.8648190295760015e-06 -1.2798912419811707e-06 3.5998578789303674e-06 3.538750240748413e-06 -2.5456649239918586e-06 3.3499837417784236e-06 -1.4286322560201878e-06 -3.908112105969059e-06 3.144661041420275e-07 5.127782681831109e-06 7.75026723009844e-06 3.7018269755574425e-06 5.799452523527298e-05 -8.929909907601782e-05 3.294277250257247e-05 2.4981175750635623e-05
age_sex 0.0018198710738062088 4.3114325172357e-06 0.006875007968203971 0.015252609448197594 0.014339905106500005 0.003675722919156459 -3.6848396814610045e-07 3.551888852163027e-06 1.3124142273951953e-06 -1.967981066357715e-06 -7.817653242196707e-07 1.0468538563126521e-06 3.577572741567301e-06 -1.3983560716604596e-06 1.0264131464518202e-06 8.698009457653386e-07 -2.1839245789074022e-07 7.516239764326434e-07 -2.98297944739597e-06 2.149350749219924e-06 1.8705968958169232e-06 -2.0632786696074584e-06 1.1804766615624656e-06 5.623597826866488e-06 3.791525910769087e-06 -2.777865979487217e-06 -3.497160170058196e-05 -4.267292280859065e-05 0.0001380239010742466 -0.0001232088772070206
age2_sex 0.0021533546002813677 1.5754931271139477e-06 0.0025974122565448053 0.014339905106498982 0.01785588409064665 0.005379993298603546 -9.661092980446128e-07 2.226462358011077e-06 4.505234895359908e-06 -1.9173270687273237e-06 -3.1381593654094754e-06 2.787659664806548e-06 4.586396064630443e-06 -3.9799388183854994e-07 -3.959197231883388e-07 -3.5640657264545745e-06 2.297795562824749e-06 -1.5372280575928419e-06 -2.3608324796275223e-06 1.4335781321203854e-06 4.557071663354654e-06 2.137471611419699e-06 2.896282645575372e-06 2.5428280259024623e-06 -2.1514100443195075e-06 -4.743725326720051e-06 -4.17563513181566e-05 -3.2293807990559514e-05 0.00022856674310512635 -0.00017092694514921867
age3_sex 0.0006466008304671086 8.592500216942487e-08 0.00013199427481786218 0.003675722919156018 0.005379993298603375 0.0017682764609181026 -5.223118705066194e-07 6.31177111648525e-07 1.6126768828816718e-06 -4.626966101476258e-07 -1.0184638051540026e-06 8.711171021075088e-07 1.5273905387341776e-06 3.326348712094494e-07 -6.301343127937901e-07 -2.074866030372667e-06 1.4434505354734299e-06 -7.715140712290902e-07 -6.885215313909398e-07 4.577272882969291e-07 1.5847628680481443e-06 1.5644646620744501e-06 1.0604424988396642e-06 -1.922842344402514e-08 -1.7800962420245703e-06 -1.3424729132112407e-06 -9.188034924279171e-06 -1.6193052415551543e-05 8.443376567756449e-05 -4.8198171202955684e-05
PC.PC1 -3.5893562192251054e-06 -1.4679890095335009e-07 -1.9725407510870003e-06 -3.6848396814568937e-07 -9.661092980441918e-07 -5.223118705065037e-07 1.5470287069839985e-06 8.342580694497465e-08 -5.386979993242972e-08 -2.0474964403819103e-07 9.696790513750344e-08 -6.765256537921665e-08 -1.2878594253243371e-07 1.215525546193133e-07 5.860775816070744e-08 -4.101870334628261e-08 -1.3113616617740525e-08 1.5391138946599154e-07 -1.560451651026908e-07 -1.0026252231935122e-07 1.7101591225807887e-07 -1.6515249910263824e-07 3.296891540402452e-08 3.699328636286377e-08 1.8270221362505597e-07 -2.63301215056815e-07 6.417901477951928e-07 -9.8385090115112e-07 2.6768032135855095e-06 2.2937422033846513e-06
PC.PC2 1.1631818432390052e-05 5.453683126819163e-07 4.325687898434451e-06 3.5518888521623513e-06 2.226462358010322e-06 6.311771116483118e-07 8.342580694497351e-08 2.4147240438517204e-06 -1.5940607504578933e-07 1.4487745193156054e-07 1.5662849138964955e-07 -4.620475176051596e-07 -1.2594545931443174e-07 -4.0314786904566276e-08 -2.2270027052096585e-08 2.65023453355031e-08 -4.6662254512453444e-07 -2.0792033947601993e-07 1.3691183690424157e-07 -1.6827060766160792e-07 -4.206883823599438e-08 -6.87032522585118e-08 -5.106028574267716e-08 -6.575819741782035e-08 -3.111286545568916e-08 3.967164153720762e-08 1.999875795818501e-06 -3.866622249965144e-06 -1.363448604500676e-06 8.564099730818897e-06
PC.PC3 -1.565925478528196e-06 -7.24445451355994e-08 -4.312216083919727e-06 1.312414227394044e-06 4.5052348953583285e-06 1.6126768828811873e-06 -5.386979993243115e-08 -1.5940607504578899e-07 2.712231623591017e-06 1.2469685432331416e-07 1.423620893801098e-07 2.1097028810641429e-07 4.433488336399439e-08 -1.4797382851811948e-07 3.4862622141359043e-08 2.424395273069074e-07 2.1369469758245527e-07 -2.1973184468628302e-07 2.130168532785955e-08 1.195133374026243e-07 5.8499706202972785e-08 -6.672493041372577e-08 1.0891632484776255e-07 6.665837329318417e-08 -7.507141051411483e-08 -6.720855944265045e-08 -2.7246076894451103e-06 9.562879857974612e-07 -5.427972482570676e-06 -1.9202301563869615e-06
PC.PC4 3.8136894342684883e-06 1.870078463114058e-07 -2.331411566865777e-06 -1.9679810663580385e-06 -1.9173270687278315e-06 -4.626966101477925e-07 -2.0474964403819217e-07 1.4487745193155972e-07 1.2469685432331281e-07 3.412603164673183e-06 2.037104045136148e-07 -2.2807881944674388e-07 1.683021646155755e-07 3.973138102747059e-08 2.6264634109402352e-08 -1.5526777580813144e-07 -1.7936767087426738e-07 -2.406352325531604e-09 6.792913979690997e-08 4.129998794197997e-08 -1.1012825655100986e-07 1.8253790837927592e-07 -5.8612982109613837e-08 -3.805400548490973e-07 -1.044329669625485e-07 1.7933913652506133e-07 -1.1804499545962306e-06 2.561670180670383e-06 -3.901967962559986e-06 -3.0992214701973075e-06
