 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.004337920977805614 0.00013055768623264536 0.0024814302320979014 0.006909188240126578 0.00788787131679818 0.0023903965256993204 5.240483890915195e-06 1.1444330183989783e-05 -5.010720964812683e-06 3.9397202910349475e-06 -2.015300927687329e-06 -4.305850269310392e-06 1.975582244108113e-06 -3.4696343591949794e-07 -5.202360037000919e-06 -2.601495706670094e-06 -5.8676525619641995e-06 -1.0939061648995928e-06 -1.1096842014087874e-05 4.884594706160859e-06 2.5913299699346533e-06 3.7484611305886354e-06 -1.5376871672733992e-06 3.660854172537814e-06 3.966067725521719e-06 4.698771969350107e-06 -0.00018751987284446606 -0.00027178036796893896 -0.00015990779637407344 0.0005129358674875155 0.00012921013062022256 0.00043134192024775654 0.0001914340980586066
AGE 0.00013055768623264415 7.0381874619830435e-06 -8.203074243548329e-06 -2.6135904177778293e-05 -2.955161435458553e-05 -8.948688419629744e-06 9.818439447078703e-08 5.543043200328909e-07 -1.960629532266634e-07 1.1692229899377717e-07 1.2163450962206482e-07 -3.768301628089687e-08 -2.892689458642028e-08 -1.0798199857498587e-07 -2.9466096123695245e-07 9.538589372488788e-08 -1.870387093299531e-07 -2.977461101031271e-07 -4.947607826037464e-07 2.1519489788288363e-07 2.1479011236597635e-07 1.109488323869042e-08 -6.087467373092032e-08 -4.720640843543233e-08 6.188709789868957e-08 -1.0992482918537487e-07 -5.1505636825762175e-06 -5.9507826670300576e-06 1.519682347069822e-07 1.1587248453089112e-05 3.434288241322837e-06 2.119938270599064e-06 8.263077282187511e-06
sex 0.002481430232098087 -8.203074243546999e-06 0.024166435165883408 0.028599652089300372 0.020232926886766863 0.004418517291983778 -6.293003799533805e-06 1.0247057546455018e-05 -2.45394024825078e-06 -7.295774875116598e-06 1.0922389624782223e-05 -4.120474623423489e-06 -5.242334962719098e-07 8.587284396984127e-06 4.236283332731131e-06 4.0091781626496445e-06 -6.149993053065144e-07 1.4713235193075386e-05 -9.137101870918197e-07 1.1609187607520665e-05 -5.045967827712487e-07 -8.975046315237882e-06 2.8225246140397066e-06 -5.774186036946116e-06 1.36628871878875e-05 9.233733108696797e-06 -0.0001243571623866846 -9.729565317888997e-05 -9.45493624546239e-05 4.5149926670011996e-05 -0.00010309223855209726 0.00045685342890544795 0.0001190336210156399
age_sex 0.006909188240126764 -2.613590417777305e-05 0.028599652089299505 0.0609772761204449 0.06055585288645723 0.016771768763345837 -1.5698955124310434e-06 8.470472177674913e-06 1.4555898593345877e-05 -4.684167611709582e-06 7.72727707214275e-06 6.6989964965852055e-06 -6.771779842542595e-06 1.2984459101575283e-05 2.284196751076333e-06 1.1359771425400434e-05 -3.3283342143471634e-06 2.132719963264092e-05 -1.9781588376576877e-07 6.565523588305642e-06 5.56115380424402e-06 3.724190993059926e-06 2.9987105599456675e-06 -1.316509864018086e-05 3.487478228555972e-06 -3.5098223291340657e-06 -0.0004925597335305003 -8.1503484522138e-05 -0.00040464352355674374 0.0002471510940829663 -0.00041740878761105767 0.0015122797764808623 0.00011953952872681675
age2_sex 0.0078878713167983 -2.95516143545797e-05 0.020232926886765645 0.06055585288645664 0.06966942412974989 0.02106698170254746 -2.975721003928699e-07 3.982386287290517e-06 2.1230962730858923e-05 -2.9162169263591016e-06 4.914290150775632e-06 1.3385284923432898e-05 -6.149451378272241e-06 1.1907752867599878e-05 1.5637142181122177e-06 4.426285895924895e-06 3.307070778203755e-06 1.9040688392969324e-05 6.828610135048175e-07 5.212499794033971e-07 8.122049234458898e-06 1.6432728505666465e-05 3.3735549134323917e-06 -1.1463802015163547e-05 -2.928917563566123e-06 -7.346750329156431e-06 -0.0005048352570703187 -0.00010066050308012973 -0.0004492833552011529 0.000363102473784361 -0.0004719673679963478 0.0018027475809081778 -0.00018515726359743886
age3_sex 0.002390396525699349 -8.94868841962787e-06 0.004418517291983365 0.016771768763345588 0.02106698170254738 0.006722190678841948 -1.1970703163909772e-07 6.391526693500588e-07 6.839524026239901e-06 -5.133325930633823e-07 1.4477970767573702e-06 4.813426320464995e-06 -1.3407877824701953e-06 3.2647412764195855e-06 1.2973761858681485e-07 -3.3606845711222676e-07 2.1699706516440118e-06 4.9237830672460375e-06 2.54321425453295e-07 -9.164510014452521e-07 2.2596831248221966e-06 7.133209126417572e-06 1.109251577185292e-06 -2.8755306947668024e-06 -1.5349670258488802e-06 -1.934395777207437e-06 -0.00014054397871264852 -4.537761434586912e-05 -0.00012824061882218336 0.00012075636870362322 -0.00012406823468192352 0.0005528576339446818 -0.00011964093204425048
PC.PC1 5.240483890914771e-06 9.81843944707905e-08 -6.2930037995356675e-06 -1.5698955124350474e-06 -2.9757210039671813e-07 -1.1970703164012885e-07 1.916149258769502e-06 -2.0682184942135813e-09 -1.2806936369139967e-07 -1.2893132109732367e-07 7.737297868212945e-08 -5.5678004453226014e-08 -1.0913994522979596e-07 1.162418744798143e-07 9.127657820345487e-08 -4.684951610168954e-08 -1.7851098061465856e-08 2.2078553179392358e-07 -1.9396082515919937e-07 -1.1702562582574031e-07 1.706174823479119e-07 -1.4416809637335238e-07 -1.7672876940623125e-08 1.9543808984859012e-07 4.1146839550054387e-07 -2.1747730573701512e-07 3.7406019132542636e-07 -3.8394275370391674e-07 -7.533144049378011e-07 3.111031404956882e-06 4.064530786754154e-06 2.5942154091267784e-06 4.493507928656066e-06
PC.PC2 1.1444330183989461e-05 5.543043200328808e-07 1.0247057546455911e-05 8.470472177675249e-06 3.982386287290175e-06 6.391526693498516e-07 -2.0682184942140656e-09 3.0467032674940253e-06 -4.504871903842035e-08 4.312428280395482e-08 1.5451128593377518e-07 -9.230851183642699e-07 -1.7024134973539948e-07 -3.1863059188882446e-08 1.0331779541956378e-07 9.474217413693929e-08 -7.386239589800259e-07 -4.1188809469179435e-07 5.14013970878696e-08 -2.7359661777087375e-07 -1.5194845942662167e-07 4.701385030595648e-08 -3.787942612736991e-08 -1.970761695397134e-07 -3.19124825915625e-07 9.263076092499581e-08 -1.393280930450492e-06 -4.547328995847466e-06 6.522474392739882e-06 4.014811762817143e-06 6.986898046264677e-06 5.077499683898138e-07 -2.3421574182579843e-06
PC.PC3 -5.010720964812124e-06 -1.9606295322666886e-07 -2.453940248247951e-06 1.455589859335154e-05 2.123096273086413e-05 6.8395240262412545e-06 -1.2806936369139832e-07 -4.504871903841894e-08 3.525127164558167e-06 4.460964692807723e-09 2.7507438231776796e-07 3.5407932863350674e-07 3.900824668223493e-08 -8.204894055717981e-08 -4.975219187757796e-08 3.0836132393909185e-07 2.7593797925069713e-07 -2.2165344653623455e-07 6.22928687760573e-08 1.4336600295446766e-07 5.27381230372106e-08 -3.107665544504667e-08 1.9046790806940132e-07 -1.3755415607839682e-07 -3.3816525057085636e-07 -1.681626221849333e-07 -1.716638841178811e-07 -6.673390421876094e-07 2.255477116938616e-06 -4.758095471067254e-06 -3.838910260153108e-06 -9.685263817339375e-06 -1.4330613758676807e-06
PC.PC4 3.939720291035176e-06 1.1692229899376492e-07 -7.295774875111398e-06 -4.684167611703382e-06 -2.9162169263548707e-06 -5.133325930625107e-07 -1.2893132109732557e-07 4.312428280395629e-08 4.460964692808284e-09 4.626875799160732e-06 6.154346485634522e-07 -3.8513536539779985e-07 1.456552279482761e-07 -1.1113786831036204e-07 1.3385069096092726e-07 -1.5997404699340048e-08 -1.5476103895164382e-07 -1.3113528172266883e-08 6.118111429108096e-09 -1.7200659323352958e-08 -9.786036982697953e-08 1.9196002582267243e-07 -1.1392413458996181e-07 -7.376741830423576e-07 2.4116511328903505e-07 3.785445160011883e-07 -1.3784967671206383e-06 3.6627210425387934e-06 -6.987697131468269e-06 -8.737513334105342e-06 1.0133929505856989e-06 2.986495422756772e-06 6.519650049565803e-06
