 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.0033427100214925174 0.00011345777727466565 0.0006625183239282644 0.002279061534136777 0.0027847173275576858 0.0008569582257945113 -4.966927008457244e-06 1.605933077727714e-05 -2.166230702148551e-06 4.814450479029962e-06 -1.9125306331634054e-07 -3.520084073084892e-06 2.693818868097862e-06 3.013953945012954e-06 -3.4900813258308717e-06 -5.055240662762094e-06 -3.3366604023646967e-06 -3.1861327643870065e-06 -6.147514809783186e-06 1.692739290605543e-06 -8.677680983072708e-07 4.203849648649933e-06 1.157793234212515e-06 3.978696907866786e-07 -9.301468402955239e-07 1.215091022273425e-06 -3.209621847415765e-05 -0.0002943610882547388 0.0004303419681016315 0.00017967635814953738
AGE 0.00011345777727466513 6.2642119578475794e-06 9.346854600806374e-06 4.600485643730037e-06 8.893405452469826e-08 -6.78864618839554e-07 -2.1813758355450037e-07 7.571637073815336e-07 -9.024321662881268e-08 2.735565512712613e-07 2.3819083276356774e-07 -7.495477322275332e-08 -1.4152050034340966e-07 8.738105639524753e-08 -1.4733597151149974e-07 1.14068603773588e-08 -1.12341627885746e-08 -1.7615384137393025e-07 -3.6076380545515145e-07 1.2026826072720546e-07 6.487812697920471e-08 5.89114062666831e-08 7.784370472793095e-08 -2.0546944836772838e-07 -4.048970165429257e-08 -2.2900466703997285e-07 -8.188655008532115e-07 -8.205253317618169e-06 5.745830703781808e-06 7.891615334686883e-06
sex 0.0006625183239281999 9.34685460080659e-06 0.010610455425815395 0.008158736732114723 0.0028892117811021804 6.176043778490901e-05 -2.125407768199269e-06 4.865046825849104e-06 -5.042606276987175e-06 -3.2538196701919344e-06 6.577393814390655e-06 -2.6980231909486196e-06 4.144869700438594e-06 1.568417061921252e-06 1.908924431403284e-06 -1.0896852058353527e-06 4.735179622024424e-06 5.041551312907237e-06 -2.912154298193832e-06 3.7471306060448148e-06 -1.5207205242762429e-06 -3.844969706161314e-06 1.1561538694569668e-08 5.810533822983317e-06 9.265448003808857e-06 4.435842790691938e-06 7.775856163522319e-05 -0.00010394845021455196 -3.9318852797870055e-06 7.14102966192013e-05
age_sex 0.002279061534136728 4.600485643731106e-06 0.008158736732115023 0.01856714259457637 0.017887973025003483 0.004701801640524902 1.1887024524906049e-07 3.903054808240426e-06 1.0252654090902435e-06 -3.762050657765448e-06 -1.8356685360028387e-06 1.209816424044577e-06 5.0416363805366025e-06 -2.4567432673481264e-06 7.451160325721231e-07 -4.1926023138396184e-07 8.027818777997868e-07 1.2375093200771853e-07 -4.4799489070824745e-06 2.2101508542654193e-06 1.8608924358664038e-06 -2.7671112148533217e-06 6.059671191803361e-07 9.757061737289973e-06 7.287052447198215e-06 -1.1154021416271165e-06 -6.356892208413395e-05 -6.19063244104751e-05 0.00026120942203100106 -0.00021537986764554024
age2_sex 0.0027847173275577053 8.893405452592455e-08 0.0028892117811027125 0.017887973025004014 0.023048773082363885 0.007130697554957928 -4.004504671468265e-07 2.4317127808819995e-06 4.278123240277562e-06 -4.19880181716669e-06 -5.752141729831255e-06 3.858513712151323e-06 5.990830724333313e-06 -1.7497172693485047e-06 -1.3473097167943529e-06 -7.904171667637448e-06 4.8606150268611155e-06 -3.518623674009801e-06 -5.103897907503716e-06 1.067730632020111e-06 4.625477388629856e-06 9.702348846186603e-07 2.859077063583218e-06 9.183624793332126e-06 2.200952466569578e-06 -1.5027437037437414e-06 -0.0001011342236044327 -7.675374293564526e-05 0.0005195589826434255 -0.00037749329653789484
age3_sex 0.0008569582257945344 -6.788646188391556e-07 6.176043778510808e-05 0.004701801640525173 0.007130697554958061 0.0023993215971657602 -3.5800413669800266e-07 7.51528074638252e-07 1.5007274706292512e-06 -1.209675657007699e-06 -2.052445761279729e-06 1.3440388816069805e-06 1.8924150993506809e-06 -2.6541924947593542e-08 -1.0370520046256517e-06 -4.0509688151867935e-06 2.575929548091206e-06 -1.516057069620724e-06 -1.7787013199978902e-06 3.14967998210054e-07 1.5780279250152872e-06 1.1776054581430923e-06 1.1188043196925963e-06 2.442128122775236e-06 -2.4732145605901147e-07 4.614662443459061e-08 -3.180110783057284e-05 -3.677642186039403e-05 0.00020490474578753356 -0.0001303611608626268
PC.PC1 -4.966927008457201e-06 -2.1813758355449862e-07 -2.12540776819934e-06 1.1887024524899915e-07 -4.004504671468427e-07 -3.5800413669799805e-07 2.12329523355367e-06 1.1042230189421921e-07 -6.647460782048587e-08 -2.8371730139991147e-07 1.1809343770870189e-07 -9.865878475609642e-08 -1.6349119262017325e-07 1.7017742075104632e-07 7.537482773430257e-08 -5.4066930438083264e-08 -1.0193508495832036e-08 2.0283940634330962e-07 -2.1533965938376858e-07 -1.26706581349414e-07 2.2993735882993496e-07 -2.211740353239299e-07 4.2637736794465047e-08 5.557828527957939e-08 2.5383564233461224e-07 -3.5482155907498427e-07 8.381538733558175e-07 -1.105177731371137e-06 4.312823343924739e-06 2.113522110445703e-06
PC.PC2 1.6059330777277408e-05 7.57163707381542e-07 4.8650468258494994e-06 3.9030548082413785e-06 2.4317127808829354e-06 7.51528074638494e-07 1.1042230189422024e-07 3.3223133368541375e-06 -2.203216750036068e-07 2.1192939850333306e-07 2.047516757151205e-07 -6.525199004892891e-07 -1.7462741353803343e-07 -7.215582394257712e-08 -6.497186116528114e-08 3.3075317278376745e-08 -6.84596965653537e-07 -2.711007729066188e-07 2.2176047707218963e-07 -2.1979784291105363e-07 -5.16228693016428e-08 -9.261806845433816e-08 -1.1481729402701062e-07 -9.805474530589281e-08 -4.0317011984532107e-08 7.752393785484416e-08 2.330456559734926e-06 -4.9852504963498555e-06 -2.893110598647671e-06 1.2244783874482797e-05
PC.PC3 -2.1662307021484547e-06 -9.024321662879988e-08 -5.042606276986196e-06 1.0252654090892726e-06 4.278123240275364e-06 1.5007274706284641e-06 -6.647460782048701e-08 -2.2032167500360385e-07 3.750515142443774e-06 1.7948670977102402e-07 1.9059015063085913e-07 2.971623454020632e-07 4.767299951079686e-08 -2.1599114406806935e-07 5.1221245418552776e-08 3.486176833396871e-07 3.04020832624232e-07 -2.9668693963407383e-07 2.5664102933628636e-08 1.5700558107258414e-07 7.643454243278528e-08 -9.119983452872105e-08 1.5722718661176539e-07 1.0426105138182453e-07 -1.2086107823083337e-07 -1.1022050473545494e-07 -3.3818040440736057e-06 9.289969989017123e-07 -8.11276997210375e-06 -1.917853711425225e-06
PC.PC4 4.8144504790300695e-06 2.735565512712639e-07 -3.253819670192129e-06 -3.7620506577652917e-06 -4.198801817166234e-06 -1.209675657007517e-06 -2.837173013999096e-07 2.1192939850333213e-07 1.7948670977102413e-07 4.7256464994548045e-06 2.612362467287584e-07 -2.9908474199558685e-07 2.0934763662201532e-07 7.352602828510114e-08 2.3365481976613228e-08 -2.1435235519998589e-07 -2.55414427422817e-07 -1.0363823719305533e-08 1.1459308268046705e-07 4.177190330529724e-08 -1.3832315017078186e-07 2.540860744039088e-07 -8.763723060572742e-08 -5.531143646032603e-07 -1.6937165503717274e-07 2.2058778769010152e-07 -1.315480352744994e-06 3.350221498378059e-06 -5.195345485829666e-06 -4.09182507492049e-06
PC.PC5 -1.912530633161183e-07 2.3819083276354167e-07 6.577393814387643e-06 -1.835668535999111e-06 -5.752141729823434e-06 -2.0524457612769725e-06 1.1809343770870243e-07 2.0475167571511693e-07 1.9059015063086368e-07 2.6123624672875884e-07 5.93514278725942e-06 1.6982702260645892e-07 5.8213488741686086e-08 -1.6670100232021873e-07 -1.5143193013643683e-08 3.778125213257608e-07 1.9910512935460166e-07 2.031524392115148e-07 2.0731544598651484e-08 4.074096664048342e-09 8.072761440175652e-09 -1.3528610681343208e-07 1.7060576138866923e-08 2.190124706662078e-07 2.4197524711186596e-07 -1.6242849949034064e-07 -9.361521137574745e-07 -1.1382074381868818e-06 1.0289630346975736e-07 -1.1260056717273845e-06
PC.PC6 -3.5200840730849368e-06 -7.495477322276241e-08 -2.6980231909466617e-06 1.2098164240466746e-06 3.858513712152651e-06 1.344038881607233e-06 -9.865878475609678e-08 -6.525199004892888e-07 2.971623454020615e-07 -2.990847419955887e-07 1.6982702260645908e-07 7.195897738182458e-06 3.3783150902540693e-07 1.526252585969928e-07 -7.501507342813372e-07 3.6184350427700383e-07 1.5123747515298415e-06 3.956865121454506e-07 4.737622138239198e-07 5.442952365321064e-07 4.824520797929979e-07 -4.5683592467827015e-07 -4.599474312065415e-07 1.0499038167143339e-07 6.132889354403596e-08 -4.898461696076473e-07 -1.0936632293661642e-06 7.477583241473462e-06 -7.405328456577972e-07 -8.21158041378739e-06
PC.PC7 2.6938188680978397e-06 -1.4152050034341037e-07 4.144869700439102e-06 5.041636380536987e-06 5.9908307243333426e-06 1.8924150993506218e-06 -1.6349119262017346e-07 -1.7462741353803298e-07 4.767299951079725e-08 2.0934763662201598e-07 5.821348874168264e-08 3.3783150902540344e-07 5.812983088020987e-06 4.2353291706029903e-07 -5.3402548097963404e-08 -1.5962742560350463e-08 4.059928633087035e-07 -5.459317647098667e-07 1.2029305338255265e-07 2.55488508239139e-07 1.9118177187665876e-07 1.3428366837039806e-07 -1.320716236638257e-08 -4.562995290004079e-08 -7.595646205446692e-08 -5.209920999675847e-08 1.4406120752867815e-06 2.690525580939525e-06 1.4999130174045992e-06 3.895544834626276e-06
PC.PC8 3.0139539450129693e-06 8.738105639524571e-08 1.5684170619215475e-06 -2.456743267347632e-06 -1.7497172693480183e-06 -2.6541924947454688e-08 1.7017742075104597e-07 -7.215582394257741e-08 -2.1599114406806946e-07 7.352602828509945e-08 -1.6670100232022002e-07 1.526252585969924e-07 4.235329170602992e-07 7.1326846743131544e-06 -1.317735620132592e-07 -9.633167928026921e-07 3.438629592810519e-07 -2.870557940768671e-07 1.6979194975076055e-07 -7.113711158924329e-08 9.579098825672429e-08 3.3565860704032544e-07 -1.668843488703375e-07 -1.05257789649866e-06 1.6754887321445638e-07 -2.053534662121658e-07 3.0087645608718196e-08 -3.663726465993676e-06 7.0190682397638475e-06 3.896198157479049e-06
PC.PC9 -3.490081325830985e-06 -1.4733597151150082e-07 1.9089244314032256e-06 7.451160325715346e-07 -1.3473097167951203e-06 -1.037052004625886e-06 7.537482773430297e-08 -6.497186116528164e-08 5.1221245418553385e-08 2.3365481976613112e-08 -1.5143193013643445e-08 -7.501507342813369e-07 -5.340254809796356e-08 -1.317735620132588e-07 5.875853322006763e-06 4.965590334115532e-07 1.8600886798143098e-07 2.0035784348815168e-08 -8.963089003692879e-07 1.785285946247449e-07 1.5477328251423846e-07 -1.340581600185178e-07 2.2770425611681594e-07 1.1003803378075418e-07 6.294107895506749e-07 -3.111719200098161e-07 4.162900430480668e-07 1.9042984762791976e-06 -8.663140413683003e-06 7.486606978245226e-06
PC.PC10 -5.055240662762147e-06 1.1406860377358119e-08 -1.0896852058362213e-06 -4.1926023138480225e-07 -7.90417166763783e-06 -4.0509688151868156e-06 -5.4066930438083906e-08 3.307531727837636e-08 3.4861768333968765e-07 -2.1435235519998504e-07 3.7781252132575956e-07 3.618435042770053e-07 -1.596274256035093e-08 -9.633167928026926e-07 4.965590334115514e-07 9.063017216659624e-06 -4.515686428957011e-07 -4.37702228469949e-07 4.7481063805990496e-07 2.0250059484624352e-07 -8.64296676861916e-08 -2.528577353342918e-07 1.6127906671101497e-07 3.142818964559325e-07 -5.779560818214035e-08 1.8076315324320962e-07 6.374143341030574e-07 2.6973080241160476e-06 -2.029830384812548e-06 -6.238512425658247e-06
PC.PC11 -3.3366604023654883e-06 -1.1234162788596272e-08 4.735179622027365e-06 8.027818777998316e-07 4.860615026859038e-06 2.575929548090349e-06 -1.0193508495831366e-08 -6.845969656535392e-07 3.0402083262423056e-07 -2.5541442742282027e-07 1.99105129354602e-07 1.5123747515298472e-06 4.0599286330870566e-07 3.438629592810521e-07 1.860088679814321e-07 -4.5156864289570146e-07 6.934607951358378e-06 -2.2132876498376802e-07 5.286292772502544e-07 -2.026428298420555e-08 1.0266865775203024e-07 2.3259762161538088e-08 -8.591144268169586e-08 -2.9155274831799417e-07 2.018321785651447e-07 1.5497855172471134e-07 -3.6353181147292875e-07 -1.0645278133393766e-06 8.433080096373507e-06 -6.965870582200366e-06
PC.PC12 -3.1861327643870527e-06 -1.7615384137392866e-07 5.04155131290679e-06 1.2375093200682642e-07 -3.5186236740106576e-06 -1.5160570696209497e-06 2.0283940634331013e-07 -2.7110077290661767e-07 -2.9668693963407447e-07 -1.0363823719306097e-08 2.031524392115157e-07 3.956865121454483e-07 -5.459317647098654e-07 -2.870557940768653e-07 2.0035784348815866e-08 -4.377022284699499e-07 -2.2132876498377276e-07 9.858924604455593e-06 -6.78640251888772e-07 7.3470560479817885e-09 1.3164415842145212e-07 9.949846558640872e-07 -6.299292963145598e-07 -9.060074004254461e-09 8.504344104790662e-07 -9.71793449310856e-10 2.4272726200401293e-06 1.0530544463747663e-05 -7.975979861252566e-06 -8.459715140584476e-06
PC.PC13 -6.147514809782991e-06 -3.6076380545514674e-07 -2.912154298193953e-06 -4.479948907082339e-06 -5.103897907503256e-06 -1.7787013199976935e-06 -2.1533965938376763e-07 2.2176047707219154e-07 2.566410293362754e-08 1.1459308268046747e-07 2.0731544598651908e-08 4.737622138239214e-07 1.2029305338255199e-07 1.6979194975076007e-07 -8.963089003692872e-07 4.7481063805990284e-07 5.286292772502567e-07 -6.786402518887707e-07 6.090649415928982e-06 3.159920422779288e-07 6.636816202314852e-08 -7.383409102175121e-08 -8.506607957145812e-08 -1.549000485153231e-07 -5.602562257879743e-07 -1.4698715672687683e-07 7.302211335799424e-08 -7.032678785243904e-08 6.994137152881023e-06 -4.836021717250301e-06
