 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
PC.PC5 -1.542357813258408e-06 8.474556610277884e-08 1.970031094088025e-06 -4.3374184954111117e-07 -7.077612577678758e-07 -3.942752435774526e-09 3.573004979949278e-08 9.765602129928658e-08 1.6588730275712426e-07 3.509319839047657e-07 4.1043539901033696e-06 1.3641143277503284e-07 1.5116182020684862e-07 -1.300503346695606e-07 1.4133605173331336e-08 2.1018015406174297e-09 1.9233343829020728e-07 2.5572396797057244e-07 -6.800182886255563e-08 6.20516151649845e-08 2.4843235345920565e-09 -8.842439065826081e-08 -1.5453727919728514e-08 1.7556862331125582e-07 3.1809910458513947e-07 9.084923794752325e-09 -6.490487995898984e-07 8.657197858889811e-07 1.933046095832934e-06 -5.7741943279831325e-06
PC.PC6 -5.698219156770825e-06 -1.286101179325681e-07 1.1677790796308158e-06 7.408119284661114e-07 -1.3169942533243722e-06 -8.955172303261049e-07 -1.325427016025201e-08 -7.789754645736545e-07 2.784689896708195e-07 -3.381489574514485e-07 1.364114327750331e-07 4.954027558653846e-06 2.3252796496478988e-07 5.059743047590464e-08 -1.8166629291768093e-07 1.7146700724268215e-07 1.2519644223660675e-06 1.0965029478332972e-07 5.881339850517363e-08 4.830713034368508e-07 3.3428834039348346e-07 -1.6577820277457556e-07 -3.285636589981257e-07 1.0647823058116792e-07 2.2144351652317173e-07 -2.825708377034325e-07 9.93337206974069e-07 -6.894587197234523e-07 -5.579493616391243e-07 -4.999330968941899e-06
PC.PC7 -1.8569410964373802e-06 -1.7373048440257402e-07 1.6593895228467324e-07 -1.8826254295282837e-06 -1.4890374754752161e-06 -1.629799310593864e-07 -9.636037053854867e-08 -1.4188980000258906e-07 1.4889480311129252e-07 2.284696848560071e-07 1.5116182020684849e-07 2.325279649647911e-07 3.959753089822472e-06 3.6989517229672814e-07 1.1075259928494597e-08 -1.869403314438458e-08 3.1503638898448185e-07 -2.5812974073544266e-07 -1.9908707091384193e-08 6.590682638209069e-08 1.0011700331563556e-07 -1.803269063416365e-08 -5.778651994766789e-08 4.068576523185316e-08 -1.0107448260334171e-07 -9.670994769479924e-08 1.2220916630414104e-06 3.4220967414406763e-06 -5.73456517437018e-07 -4.256447342510645e-06
PC.PC8 6.800144842037257e-07 2.376610755639841e-09 -1.5097436273771758e-06 3.766596610291762e-06 5.395288683227487e-06 1.7142721884122579e-06 1.2488921627382433e-07 -1.1989431516386086e-07 -7.332613893467039e-08 1.2765226757619276e-07 -1.3005033466956207e-07 5.059743047590446e-08 3.6989517229672857e-07 5.0069975950349345e-06 9.530512967893214e-08 -7.155394412607655e-08 4.3676242089206815e-08 -1.035364038131719e-07 8.624551618681823e-08 4.446273147071152e-08 -4.160632803535315e-08 7.519277350093838e-08 -1.2686336259945713e-07 -3.064558008319207e-07 -1.5459291948258716e-07 -2.269389963613075e-07 -1.732780180670203e-08 -6.136490855401966e-08 -1.705471846636709e-07 5.2579907421387524e-06
PC.PC9 -1.4424801045737284e-06 -1.0220850681374616e-07 -1.5853403555973245e-06 -1.0557819509375266e-06 -1.405205978109742e-06 -6.733755231330762e-07 2.3762211254722338e-08 3.131762980553065e-08 -8.099412181499337e-09 1.0719241714027974e-07 1.4133605173331607e-08 -1.8166629291767982e-07 1.1075259928493922e-08 9.530512967893129e-08 4.2367097529257336e-06 3.7857633977219224e-07 4.4963178567224966e-07 1.6115992134570197e-08 -6.053275987996636e-07 1.7262958238428916e-07 9.642894736066832e-09 7.891285979265307e-08 -4.222859973219343e-08 -2.846969903140283e-08 3.75524609410029e-07 -2.491235179153228e-07 -5.18712363093678e-07 -5.390078753133203e-06 6.42218541593909e-06 2.1679059561044273e-06
PC.PC10 1.3293123468049174e-06 2.7300471486829265e-07 3.633384259958216e-06 1.8049691430117258e-06 -7.432241322493207e-06 -4.2450548503476695e-06 2.262602246980158e-08 5.971301811753387e-09 1.5477878435114817e-07 -3.008345251141109e-08 2.1018015406174557e-09 1.7146700724268276e-07 -1.8694033144384398e-08 -7.155394412607571e-08 3.785763397721915e-07 6.212148040279566e-06 -3.092193078819467e-07 -1.8029001359921866e-07 2.4866613717028844e-07 2.4438544554042373e-08 -7.717410769990723e-08 -6.345639810096693e-08 8.921994662122098e-08 -2.560661060914336e-07 1.3166853100633274e-07 1.2965883800684625e-07 2.1015335912969898e-07 2.2310483549598647e-06 -2.7387319164497574e-06 -1.6943300222480183e-06
PC.PC11 -5.9089437486589935e-06 -1.831887806288585e-07 2.4330418465560303e-06 1.703521042664925e-07 2.7952866598082678e-06 1.4066054538776936e-06 3.289714616061712e-08 -6.101208264155005e-07 2.5397843001879055e-07 -2.0319340970048382e-07 1.9233343829020803e-07 1.2519644223660685e-06 3.150363889844816e-07 4.367624208920637e-08 4.4963178567224897e-07 -3.092193078819455e-07 5.021203544352232e-06 -1.433295261930005e-07 2.7707805879319377e-07 3.597222437011546e-07 1.9114725930947373e-07 1.4774166468179691e-08 5.690192167258141e-08 -1.958600695492285e-07 1.1981332856712486e-07 -7.460323997321503e-08 3.938807814844769e-08 3.152760493845505e-07 1.6012063394939882e-06 -3.660615522432179e-06
PC.PC12 -6.942067157535336e-07 -1.251836703723436e-07 3.0235410978004676e-07 -6.658047445245741e-07 3.866147595307145e-07 -2.5665356846534736e-08 1.1242529962966823e-07 -2.786702908495692e-07 -9.049986379850772e-08 -3.415221838810006e-08 2.55723967970572e-07 1.0965029478332961e-07 -2.5812974073544293e-07 -1.0353640381317064e-07 1.6115992134570342e-08 -1.802900135992188e-07 -1.4332952619299993e-07 6.512105835536546e-06 -3.862783270634628e-07 1.2665731129635524e-07 1.7464811207099917e-07 5.856574201357004e-07 -3.1466230145315905e-07 2.3638629589235862e-09 5.494721180590141e-07 6.067915017277319e-08 2.0443178910094913e-06 -1.3058457438596619e-06 7.052966778646014e-06 -5.09107092209334e-06
PC.PC13 -6.75925239481329e-06 -3.575222308294133e-07 1.4776555815078513e-06 8.091972343236324e-07 -1.2756038851125124e-06 -1.106131518559574e-06 -5.6275282937046645e-08 -1.1113290866467846e-07 3.544985951912501e-08 -6.148013894658905e-08 -6.800182886255512e-08 5.881339850517495e-08 -1.9908707091383664e-08 8.6245516186818e-08 -6.053275987996632e-07 2.486661371702879e-07 2.7707805879319557e-07 -3.86278327063463e-07 4.164421770007573e-06 6.611440403408854e-08 -6.578267436755034e-08 1.1140003849912538e-07 1.7431370534095567e-07 -2.2532723501991934e-08 -3.305898068320021e-07 -1.518027315967995e-07 4.3976347119379506e-07 2.739594906584197e-06 2.1968259606509758e-06 -6.544065334323335e-06
PC.PC14 -1.9751983923235846e-06 -2.4149510990706273e-08 1.2840769062745022e-06 -9.712406030763817e-07 -1.8372542282833124e-06 -6.113251230863427e-07 -7.457982011451891e-08 -1.8755866964422047e-07 1.595644969987359e-07 7.628741544998354e-08 6.205161516498489e-08 4.830713034368504e-07 6.590682638208922e-08 4.44627314707115e-08 1.7262958238428918e-07 2.4438544554042165e-08 3.5972224370115485e-07 1.266573112963555e-07 6.611440403408854e-08 3.796985834709933e-06 1.7599048156219602e-07 -1.234038417726961e-07 -5.732943184399983e-08 2.3563684637275782e-07 1.3885288539822236e-07 -1.3830834003750353e-07 4.862070292224734e-07 -1.6769780033195107e-06 6.139712713082645e-06 -3.3734770136415367e-06
PC.PC15 -3.179483296721534e-06 -2.9370271363003002e-08 -4.837192173926929e-07 -7.62204419766813e-07 -2.881778660882441e-07 -1.0184260020307489e-07 4.094768112287735e-08 -1.9025642525742722e-07 6.946807320322353e-08 -1.6850929542779623e-08 2.4843235345921934e-09 3.3428834039348346e-07 1.001170033156353e-07 -4.160632803535339e-08 9.642894736067245e-09 -7.717410769990686e-08 1.9114725930947307e-07 1.7464811207099992e-07 -6.578267436755096e-08 1.7599048156219792e-07 3.952272481216888e-06 4.836235857010483e-08 -7.515289207744886e-08 -1.6281902101600383e-07 2.7374901971942967e-07 7.267056497883975e-08 8.637760122557639e-07 5.33299493721791e-07 5.046961258492314e-06 -2.9690209614761926e-06
PC.PC16 1.4378597872141813e-06 -5.4603052719589316e-08 -2.9057847648154416e-06 1.0998067647538242e-06 5.004219616989186e-06 2.051015195417491e-06 -1.2463715937227908e-07 7.445774731812221e-08 -2.0653560143313832e-08 1.369649142175429e-07 -8.842439065826113e-08 -1.6577820277457561e-07 -1.8032690634163622e-08 7.51927735009379e-08 7.891285979265358e-08 -6.345639810096569e-08 1.477416646817931e-08 5.856574201356988e-07 1.1140003849912534e-07 -1.2340384177269494e-07 4.83623585701042e-08 4.245008307185205e-06 -5.238998526285992e-08 -8.93851484956433e-07 -2.0197491593761993e-07 2.3134578297190465e-07 -6.168163214153828e-07 -3.0586648429191038e-06 6.965770431441342e-07 4.6804924328690854e-06
PC.PC17 1.5277590876539058e-06 6.359755423214458e-08 1.3908027263649431e-06 -1.5611412251479253e-06 -1.8272133094478515e-06 -7.427488691938676e-07 8.222733967735167e-09 -9.395927027628298e-08 7.733900352130431e-08 -5.461566036413871e-08 -1.5453727919728504e-08 -3.2856365899812367e-07 -5.778651994766753e-08 -1.2686336259945663e-07 -4.222859973219317e-08 8.92199466212217e-08 5.6901921672582495e-08 -3.146623014531593e-07 1.7431370534095665e-07 -5.732943184399974e-08 -7.515289207744918e-08 -5.2389985262859595e-08 4.313548903673867e-06 9.441020166456766e-08 -2.726385692704641e-07 -8.833592537014174e-09 -8.81667743374569e-07 7.198065811098854e-07 -1.951434068250865e-06 -1.4390586056310904e-06
PC.PC18 6.703175195623101e-07 3.7053272396026e-08 -2.7660116860897276e-06 -7.1302800291577764e-06 -5.06433582009119e-06 -1.0088087843291044e-06 1.266173985099653e-08 -8.254692762371887e-08 6.446877810696177e-08 -1.600135241968838e-07 1.755686233112569e-07 1.0647823058116849e-07 4.068576523185225e-08 -3.0645580083192116e-07 -2.8469699031402383e-08 -2.5606610609143234e-07 -1.958600695492294e-07 2.363862958922184e-09 -2.253272350199119e-08 2.356368463727578e-07 -1.6281902101600346e-07 -8.93851484956434e-07 9.441020166456822e-08 6.599162507824536e-06 1.371565424361561e-08 4.945092098476762e-07 2.9894875996504244e-07 -2.47771836956241e-06 4.406943889864299e-06 -5.164721168778937e-06
PC.PC19 -1.511496833385596e-06 -5.231304249529118e-08 -1.1571207003320884e-06 -3.13805360442855e-07 -9.714313097198278e-07 -6.597203633059209e-07 1.1733599916674152e-07 -2.1463697285230633e-07 -3.432144706895095e-08 2.2688631383759444e-07 3.180991045851402e-07 2.214435165231719e-07 -1.0107448260334305e-07 -1.5459291948258687e-07 3.7552460941002843e-07 1.3166853100633303e-07 1.1981332856712423e-07 5.494721180590172e-07 -3.305898068320022e-07 1.3885288539822257e-07 2.737490197194289e-07 -2.0197491593761925e-07 -2.7263856927046395e-07 1.3715654243616922e-08 5.841639734672392e-06 6.75118471039506e-07 9.367805411299201e-07 3.5674208760442016e-07 -1.8784206223642059e-06 -4.733952440665354e-06
PC.PC20 2.1189929879295543e-06 -3.828061308326035e-08 3.9756446862057676e-07 -8.463595467868413e-07 4.944444738817909e-07 6.90143691503851e-07 -1.9061601958410292e-07 1.0618086787032807e-07 -3.085569114072566e-08 2.1210968520691486e-07 9.084923794752802e-09 -2.825708377034315e-07 -9.670994769479903e-08 -2.2693899636130752e-07 -2.4912351791532265e-07 1.2965883800684729e-07 -7.460323997321577e-08 6.067915017277313e-08 -1.5180273159679917e-07 -1.3830834003750282e-07 7.26705649788399e-08 2.3134578297190447e-07 -8.833592537013557e-09 4.945092098476774e-07 6.751184710395055e-07 4.355863573959966e-06 -1.2251833375962262e-06 -1.0397528088014684e-06 5.062742555106712e-07 1.1448380710693802e-06
proband 6.006452883291568e-06 -1.2004998215258123e-06 -2.7173575909503706e-05 -3.575427357414359e-05 9.895867624573192e-06 1.123107163828057e-05 8.852206599577451e-07 -2.77482144827117e-07 -1.3850328735167424e-06 -1.5170074325501836e-06 -6.490487995899025e-07 9.933372069740684e-07 1.222091663041412e-06 -1.7327801806694205e-08 -5.187123630936762e-07 2.1015335912970575e-07 3.9388078148441836e-08 2.0443178910094883e-06 4.397634711937929e-07 4.862070292224693e-07 8.637760122557582e-07 -6.168163214153854e-07 -8.816677433745708e-07 2.9894875996503915e-07 9.3678054112992e-07 -1.2251833375962281e-06 0.0005191585642449497 -0.00025761344315903737 -4.105149093112469e-06 9.683787351148289e-06
maternal -9.263755127899771e-07 3.050233075920678e-06 2.750308149900109e-05 4.732331333184986e-06 4.041511491068965e-05 2.5026648334104695e-05 5.692826714086834e-07 3.647246419004745e-06 1.1826421741468156e-06 1.6373589318834266e-07 8.657197858889801e-07 -6.89458719723472e-07 3.4220967414406826e-06 -6.136490855399547e-08 -5.390078753133203e-06 2.2310483549598596e-06 3.1527604938454916e-07 -1.3058457438596477e-06 2.739594906584196e-06 -1.6769780033195154e-06 5.332994937217914e-07 -3.0586648429190957e-06 7.198065811098802e-07 -2.4777183695623825e-06 3.567420876043957e-07 -1.039752808801461e-06 -0.0002576134431590376 0.002047259179808103 -0.0015652412564158746 -0.0012711389304262697
gpm -5.7070790726819634e-06 -3.2460446044096856e-06 -4.674610417171024e-05 4.0248696045467735e-05 5.595115492919256e-05 -4.9323636180130955e-06 6.923101487206598e-07 -2.455364849810853e-06 -5.648727874836749e-06 -2.6925137963089702e-06 1.933046095832936e-06 -5.579493616390976e-07 -5.734565174370358e-07 -1.705471846637286e-07 6.422185415939101e-06 -2.738731916449729e-06 1.6012063394939916e-06 7.052966778645998e-06 2.1968259606509825e-06 6.139712713082686e-06 5.046961258492269e-06 6.965770431441234e-07 -1.9514340682508335e-06 4.4069438898642e-06 -1.8784206223641612e-06 5.062742555106581e-07 -4.105149093108205e-06 -0.0015652412564158794 0.005118551297172353 -0.001964046684385265
gmm 1.8630254482886288e-05 3.0551706430551875e-10 6.24449731841304e-05 2.095504325514027e-05 -0.00011106919853004012 -4.363576482590874e-05 1.1411258462455128e-07 2.0798596689311845e-07 5.423865409528837e-07 1.1277615256744624e-06 -5.77419432798313e-06 -4.999330968941911e-06 -4.2564473425106436e-06 5.257990742138761e-06 2.167905956104427e-06 -1.694330022248056e-06 -3.6606155224321743e-06 -5.091070922093334e-06 -6.5440653343233374e-06 -3.3734770136415566e-06 -2.969020961476143e-06 4.680492432869093e-06 -1.4390586056311105e-06 -5.164721168778881e-06 -4.73395244066535e-06 1.1448380710693868e-06 9.683787351144625e-06 -0.001271138930426268 -0.0019640466843852625 0.004581597525561699
