 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00025875591140060136 2.0767162946497725e-06 -1.5446879425872993e-06 -6.700396071556432e-06 2.991254245966515e-06 4.112442052795495e-06 -2.31462314593855e-08 1.8590043462459928e-06 -1.5845746419855576e-06 6.438436356506647e-07 1.9893235037772313e-08 4.474583108190283e-07 -1.1095156843916923e-08 1.908475063920875e-07 3.371526002375859e-08 3.0260025348212463e-07 6.680745478394768e-07 7.095433520038843e-08 -8.422304341300202e-07 -1.669002649661401e-07 -5.127717627840108e-07 2.808111512681857e-07 1.3807971208623474e-06 1.5630540575287397e-07 1.618482193873954e-07 -8.603084097983663e-07 -2.0199942895406408e-07
AGE 2.076716294649804e-06 6.010977001177899e-07 5.056167821630526e-07 5.19698507982206e-07 -6.226799876206986e-07 -4.42755228386426e-07 -1.6741424527478922e-08 5.5347267618283847e-08 -4.22471310188045e-08 2.4224970930633783e-08 5.879502727854938e-08 2.5731954644200522e-08 -4.9995784127598873e-08 7.8500870913436e-09 1.8994976737046187e-08 4.024482938407457e-08 6.041538783481171e-08 -3.3173841053466337e-09 -5.931397322903347e-08 1.3360695265277933e-08 -2.609874102968719e-10 -8.067933805277556e-09 1.2470353760879559e-08 -2.926875775212885e-10 1.1942212761531723e-08 -3.347511016205221e-08 -1.4395426576522963e-07
sex -1.5446879425872834e-06 5.056167821630632e-07 0.0009002510361947655 8.058451003198512e-05 -0.00024111793928040655 -6.454598404720216e-05 2.3591769615658012e-07 2.759681017619528e-07 -2.300371473392868e-07 1.320189490808396e-07 9.322649958938622e-07 -6.205552649093332e-07 -2.977815705098293e-07 9.192204510995951e-08 -4.790643333191426e-07 -4.785787202746901e-08 3.0141814974161887e-07 -4.879495547579308e-07 -1.3481685255611218e-07 3.7487637415721345e-07 -1.8541376845408248e-07 -5.966896590223804e-07 -2.700583162080635e-08 -2.483063522849178e-07 -3.5625440611194983e-07 3.625340641154951e-07 -8.256770712864434e-07
age_sex -6.700396071556279e-06 5.196985079822148e-07 8.058451003198495e-05 0.0004278491638168583 -6.212081853901865e-05 -0.00014788548646219428 3.731514717345159e-07 6.03097815203942e-08 1.5571876692917507e-07 2.8083717235549086e-07 -8.474458448630529e-08 4.5920473156657055e-08 -4.367225583268006e-07 -7.453376832457838e-09 3.674568776266842e-08 9.771259454403556e-07 -6.050674362653087e-07 -1.9012695731898175e-07 4.034549020076645e-07 -2.194910963883678e-08 -4.0581722720589684e-07 -2.0468807918660894e-07 -8.700232375893355e-07 5.62853331551158e-08 1.586145050248301e-07 3.429873656858166e-07 -4.642084301014708e-06
age2_sex 2.991254245966438e-06 -6.226799876207052e-07 -0.00024111793928040614 -6.212081853901899e-05 0.00014176206439810187 5.26598540535557e-05 -5.2009665765814614e-08 -7.709898953301236e-08 1.558836539165608e-07 -7.495675592550486e-08 -1.771906401487475e-07 1.1022927855010779e-07 1.8140423423908855e-07 -2.7451845774409815e-08 2.2516438159351e-07 -1.0831525997733222e-07 1.1173670883438574e-07 2.4623181778923653e-07 6.935774689413392e-08 -2.70313231586416e-07 1.0154291468818992e-07 -1.1711840764110779e-07 1.1047946333275356e-07 -9.387319339564047e-08 5.668615735972021e-08 -1.6492174702870007e-08 3.0656899001223407e-06
age3_sex 4.112442052795425e-06 -4.42755228386432e-07 -6.454598404720218e-05 -0.00014788548646219472 5.265985405355566e-05 7.527982846893576e-05 -9.598229707968629e-08 4.7046858238846554e-08 3.1794575766873e-08 -3.920644734948293e-08 -6.539473719486619e-09 -2.4829023491675305e-09 1.6251574001202901e-07 1.386193654544006e-08 -3.037808152281764e-08 -3.2105172060592737e-07 2.508345671523704e-07 9.235794260982578e-08 -1.7254876283299634e-07 -9.348622386242435e-08 1.2196672255552586e-07 9.707578963730095e-09 2.368509862176245e-07 -1.5780430742183964e-07 -1.013880142939088e-07 -5.089979572204804e-08 2.2717421757339337e-06
PC.PC1 -2.3146231459377193e-08 -1.6741424527478806e-08 2.3591769615658242e-07 3.7315147173451597e-07 -5.200966576581523e-08 -9.5982297079686e-08 4.887455741653241e-07 -1.7583051723339524e-08 -3.249081738440352e-08 -2.0929679549971994e-08 -3.8250214505736834e-08 7.440870678677727e-09 -5.984551775447506e-10 2.3627096925185853e-08 4.508261465721586e-08 -9.923750633171956e-09 -1.7383031544549757e-08 1.6275507208154996e-08 -2.8012622359140474e-09 -2.5961252223631764e-08 3.9408209317948205e-08 3.5671611867947806e-09 9.100817149872328e-09 -1.3498431682698842e-08 -8.909408574041625e-09 -5.190998734739642e-09 3.564403179719729e-07
PC.PC2 1.8590043462459053e-06 5.534726761828319e-08 2.7596810176194875e-07 6.030978152038919e-08 -7.70989895330098e-08 4.7046858238849175e-08 -1.7583051723339904e-08 9.73826774090462e-07 -6.254927723922732e-08 6.310962741158867e-08 1.9355843527321725e-08 -1.1047452809190152e-08 -1.483410887517647e-09 -3.053809623892852e-08 1.4713318002406395e-08 1.4692654407982141e-08 -1.2020159933896989e-08 -1.8385189411258116e-08 -1.693894303840649e-08 -1.6658782403023614e-08 -2.4878916875413068e-08 4.266774490245818e-08 6.075707312954343e-09 4.0719733823969206e-09 4.541193767932349e-09 1.1034573327702828e-08 3.5678309380443126e-07
PC.PC3 -1.5845746419855498e-06 -4.2247131018804125e-08 -2.300371473392844e-07 1.5571876692917716e-07 1.5588365391655977e-07 3.179457576687206e-08 -3.249081738440306e-08 -6.254927723922685e-08 9.890164351470561e-07 1.6311839886735038e-08 6.196054888431899e-08 3.1335552864650122e-09 3.5309668289632305e-08 -6.088517811253855e-08 9.865601001968e-09 2.3310901389293223e-08 -6.088365368432564e-09 -2.8651157412613333e-08 9.113086393670086e-10 3.370348638453171e-08 3.6964091010889454e-08 -4.799504670845331e-08 1.281187126019094e-09 5.2878020533222274e-08 1.8172170450942067e-08 -7.445435165751114e-09 -1.02451122959431e-06
PC.PC4 6.438436356506515e-07 2.422497093063373e-08 1.3201894908083634e-07 2.8083717235548774e-07 -7.495675592550363e-08 -3.920644734948157e-08 -2.0929679549972206e-08 6.310962741158703e-08 1.6311839886734413e-08 1.3538082236639651e-06 1.046709981551195e-07 -4.5694023456467004e-08 1.147443547617307e-07 6.0119114756607e-08 1.5364748859675273e-08 -2.6193436951599176e-08 -2.4258937700824352e-08 6.092304561283257e-08 -2.0195005170849257e-08 5.1239616118296023e-08 2.2560297025533813e-09 4.0597216741798274e-08 -4.676701918288127e-09 -1.8710371249001966e-09 -8.349432837901596e-09 -4.309577636266063e-08 -5.937211125866395e-07
PC.PC5 1.9893235037768445e-08 5.879502727854946e-08 9.322649958938596e-07 -8.474458448630681e-08 -1.7719064014874773e-07 -6.539473719486325e-09 -3.825021450573719e-08 1.9355843527321504e-08 6.196054888431867e-08 1.0467099815512019e-07 1.7765004901074907e-06 3.708938519630152e-08 1.9322498790978235e-08 -2.8805799450154597e-08 -1.057769055157079e-08 2.2844049336356917e-08 1.7289290573956444e-08 2.8066291094483072e-08 -4.032232806647179e-09 -2.6076125576135497e-08 -1.2295575158935378e-08 -2.692217437855312e-08 -1.054026530754535e-09 1.0021290689202044e-07 1.932916573911133e-08 5.787909917522477e-08 -5.387667361826222e-07
