 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.002342625376644885 7.840704060306037e-05 0.0004667722916598353 0.0021235926523668538 0.0028622017284642837 0.0009465882772006712 -3.1167345154273113e-06 9.35607117465915e-06 4.575057212159404e-07 2.7941898988216227e-06 -2.2224707992758738e-07 -9.3530056864365e-07 1.3863927757829044e-06 1.986589436213077e-06 -2.875344793773303e-06 -3.1032977774249673e-06 -3.1216781930309943e-06 -1.9336433867500875e-06 -4.619129187541429e-06 1.3165357878965538e-06 -6.469730434750906e-08 3.152657205217211e-06 2.3163569206135466e-07 9.438282455355338e-07 -1.2414205765547784e-06 5.093722859390189e-07 -2.1951521463642432e-05 -0.0001563903238711756 0.00024588175682849824 0.0001000457795559984
AGE 7.840704060306064e-05 4.533743857624242e-06 9.106373374019364e-06 1.9919696206347975e-06 -4.844908402881271e-06 -2.5964009435892994e-06 -1.45352448352537e-07 4.0005964030018415e-07 -1.4941946483600728e-08 1.1096992297887508e-07 2.0453278704574562e-07 2.0137648964798292e-08 -9.002697703387114e-08 3.748299054147146e-08 -1.6061029187880457e-07 -5.649877692248319e-09 -1.2229269124095815e-07 -1.0603334740931206e-07 -2.5623918424496984e-07 9.737203633856209e-08 8.976830771156149e-08 2.3106493034741857e-08 -1.7593229683995825e-08 -1.343806997217317e-07 -2.5038469153446966e-08 -1.753295710968749e-07 -5.604961626748125e-07 -2.371820966872421e-06 6.774938722334026e-07 4.04815972218744e-06
sex 0.00046677229165991883 9.106373374018818e-06 0.009397743060511212 0.006630985674440129 0.0014822468900846616 -0.000376745817265158 -2.386627657619489e-06 5.453776353573207e-06 -4.616871081413147e-06 -1.135151787297488e-06 5.866718787220125e-06 -3.599262251844241e-06 2.441841032246657e-06 1.2108331757173944e-07 2.2272002981894343e-06 -8.631064551417345e-07 2.136944726642414e-06 3.4033810083313055e-06 -2.3147775687213987e-06 4.09908626109586e-06 -1.443706103614071e-06 -5.111416108059596e-06 1.0100772691937163e-06 3.844202339259945e-06 6.916500456764961e-06 2.863274639299844e-06 8.046278895645769e-05 -0.0001053588726042969 5.007444884406202e-05 3.41624082805742e-05
age_sex 0.0021235926523669466 1.9919696206335405e-06 0.006630985674439752 0.01674423577296163 0.017180516687514 0.004786369912644637 -8.816795700775942e-07 3.876373011826852e-06 2.104366234805352e-06 -2.4595545231438495e-06 -9.464313903725178e-07 2.416357276039344e-06 4.007772697312049e-06 -1.3784824922763416e-07 2.522529336112791e-06 8.728467969876676e-07 1.2938028227511536e-06 -5.543976624716893e-07 -3.1001603598756083e-06 2.6550003677357012e-06 2.005984305140399e-06 -1.7279667045726982e-06 1.2575763313813137e-06 6.462918522514081e-06 3.776135645898449e-06 -2.9478877874391294e-06 -4.7139554331916805e-05 -4.3905665619827174e-05 0.00022005369845003257 -0.000217789633434393
age2_sex 0.0028622017284642754 -4.844908402882513e-06 0.0014822468900839519 0.017180516687513168 0.024486705815952477 0.008151606789211799 -1.2537460309281845e-06 1.3079114449103438e-06 6.785486941707956e-06 -4.53897333307579e-06 -3.850405483340857e-06 7.261229495749387e-06 6.777989969013938e-06 2.152471945767866e-06 2.5486884721229294e-06 -3.809386958207937e-06 7.513981063473403e-06 -3.680382421058986e-06 -2.848303744573329e-06 1.7718849133227574e-06 4.319437080801037e-06 4.2462172762554995e-06 2.3582456945818054e-06 6.700374442649136e-06 -6.12177099931169e-08 -3.0197975830311133e-06 -8.795112432156571e-05 -2.4620105434345385e-05 0.0003468738371630333 -0.0003379937812130669
age3_sex 0.0009465882772006424 -2.5964009435897107e-06 -0.00037674581726541864 0.00478636991264421 0.00815160678921159 0.0029553662776631343 -5.485275094980815e-07 3.380854498850406e-08 2.6905407534595444e-06 -1.6623065373846436e-06 -1.1879207204945187e-06 2.912651968246074e-06 2.572029004343284e-06 1.290643176577645e-06 3.90395150773284e-07 -2.122990949631256e-06 3.7110836678371744e-06 -1.5747656766666886e-06 -9.805686424425327e-07 4.6341218570478454e-07 1.4212978441792197e-06 2.500842015130115e-06 8.792898675366115e-07 1.9280422718533676e-06 -6.831808656979997e-07 -4.204238029123503e-07 -3.172689273702986e-05 -1.193158824616494e-05 0.00012166197708603417 -0.00010814753640933903
PC.PC1 -3.1167345154273045e-06 -1.4535244835253805e-07 -2.386627657619313e-06 -8.816795700772614e-07 -1.253746030927889e-06 -5.485275094980084e-07 1.418385794939377e-06 7.545679011410917e-08 -5.51683387307758e-09 -1.7931490485114326e-07 1.0072662877557771e-07 -5.325215663245064e-08 -1.3098414580699224e-07 1.1074752114560352e-07 7.803586231046316e-08 -5.262821548088924e-08 -1.9101640118428506e-08 1.4327820947374382e-07 -1.4341102987779783e-07 -1.0599722867079235e-07 1.3954313913322316e-07 -1.4947639368787303e-07 4.7511165855475805e-08 4.648857250885417e-08 1.7129947091818646e-07 -2.3010575734358158e-07 6.951784740853316e-07 -1.3227450116567012e-06 3.2977785999842955e-06 2.1716690134165874e-06
PC.PC2 9.356071174659231e-06 4.000596403001808e-07 5.453776353573393e-06 3.876373011827708e-06 1.307911444911506e-06 3.3808544988892605e-08 7.545679011410907e-08 2.2320758781199455e-06 -1.527193869310953e-07 1.3400049177824177e-07 1.1675449673301204e-07 -4.87212436800313e-07 -1.441429847635505e-07 -4.332945241053073e-08 1.690922915622631e-08 8.235661381598889e-09 -4.206569443816669e-07 -2.1412757660421477e-07 1.2554261262500732e-07 -1.9304270532332185e-07 -5.137436315582612e-08 -5.533872106761879e-08 -4.702248754047091e-09 -6.621871364525467e-08 -2.0234639060538076e-08 5.337463699673443e-08 1.8737514687075153e-06 -3.841701516520225e-06 -2.81636284281232e-07 7.050775605282786e-06
PC.PC3 4.5750572121582835e-07 -1.494194648360352e-08 -4.616871081413504e-06 2.1043662348047455e-06 6.785486941707502e-06 2.690540753459454e-06 -5.516833873077349e-09 -1.5271938693109629e-07 2.5471803238027884e-06 9.217807056650667e-08 1.4854327567791202e-07 2.0697577268580333e-07 3.5073928622753516e-08 -1.1444298634335938e-07 2.8610717861429218e-08 2.1563408714760466e-07 1.8258656444584164e-07 -1.5422890360050042e-07 -1.3140968347262389e-08 1.2033805761745917e-07 5.170269369426379e-08 -5.514224322321215e-08 7.755828447562447e-08 1.7820076560605763e-08 -6.350925640356783e-08 -5.557197573472918e-08 -2.65101708252206e-06 1.6859179237822552e-06 -6.696732139665878e-06 -1.3015203046724592e-06
PC.PC4 2.7941898988216565e-06 1.1096992297887494e-07 -1.1351517872972568e-06 -2.4595545231434522e-06 -4.538973333075534e-06 -1.66230653738461e-06 -1.7931490485114326e-07 1.3400049177824227e-07 9.217807056650623e-08 3.0285931641969223e-06 1.866460114707173e-07 -2.4181382991867943e-07 1.7283944161582113e-07 1.945711654359221e-08 1.0174553589200745e-08 -1.5533859581129663e-07 -1.5877050017561465e-07 1.1406240683108228e-08 5.974864256784776e-08 3.6686933786366196e-08 -1.044619052907864e-07 1.7011211735357782e-07 -5.5195143776558636e-08 -3.594601675507629e-07 -1.07275810927655e-07 1.7139803468048316e-07 -1.6191625718524715e-06 2.550972857024875e-06 -4.272545675457421e-06 -2.3788572357073735e-06
