 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0016985745199769777 7.407607334954943e-07 9.632862136089438e-06 -2.560059033170515e-05 3.830400773211745e-06 1.4960479307054952e-05 2.6385872172791578e-05 -4.441174176319847e-06 0.00013933221273962807 1.7333556593680615e-05 -1.3583954078487287e-05 6.4868000721963996e-06 -1.6375573624231355e-05 5.428723925975588e-06 -3.635169712774641e-06 -1.289401479822386e-06 1.8565574858815667e-06 2.817140953496811e-06 6.31109282171621e-07 -1.226853036584099e-07 -1.8829253445527486e-05 2.715246435538528e-07 1.61747343060982e-07 -2.4521323264317407e-06 -1.5785265528908582e-06 3.6001622297608727e-06 -5.992541506259815e-06
AGE 7.40760733495503e-07 1.5339819628498066e-06 2.0955906216538987e-07 1.8141532989649797e-06 -1.1995045995985126e-06 -1.0033057930560282e-06 -1.0740307036597244e-07 2.5360951875908322e-08 -4.1327544602261977e-08 7.365188639464201e-08 1.1172691692708428e-07 6.027401754409481e-08 -6.214537839465319e-08 3.7728890265970587e-08 7.599539019431546e-08 8.3347948694775e-08 7.850020607665393e-08 -3.063590025053082e-08 -9.35714926782243e-08 -2.438624968085306e-08 2.872081757156717e-08 2.2247690637674526e-08 1.0116955914234132e-08 -1.565241719607778e-08 6.017833635377226e-08 -8.352975413190913e-08 -1.737207187718314e-07
sex 9.632862136089206e-06 2.0955906216540784e-07 0.0016714110395045253 -0.00018827403996113344 -0.0007472301262158011 0.0002803636892540572 1.5767575141633987e-06 1.6336550390125953e-07 5.525452016009604e-07 3.499244231237972e-07 1.7956116530948959e-06 -7.300263791381338e-07 -1.244103866681777e-06 3.393217888236903e-07 -1.4579636247376037e-06 8.828217311680397e-07 2.141140791488881e-07 -7.137492880287748e-07 -1.0923059955132701e-06 1.0781786219382502e-07 -4.859645860855004e-07 -1.6499204557804994e-06 3.7171871945083144e-07 -1.335886840908158e-06 3.325581685567857e-07 6.157750496709046e-08 3.3748713294486515e-06
age_sex -2.56005903317051e-05 1.814153298964981e-06 -0.0001882740399611322 0.0009801327398921147 0.0002596005379197313 -0.0005371906959776023 2.2728473001589295e-07 3.5346374336700234e-07 1.3751843507871828e-07 7.978327781354043e-07 -3.9057433881469577e-07 -6.698085764138192e-08 -3.144522586276176e-08 -1.5720728861276224e-07 -2.8119806192611587e-07 6.069789657827e-07 -7.510711245207616e-07 1.1116561307628763e-07 1.1119582684106868e-06 1.3396643008959467e-06 -3.081796512457275e-06 -8.940340038280574e-07 -1.0153953196829389e-06 -2.1757728257793546e-08 1.1083004642528186e-07 1.2057733745661777e-06 7.866070581567028e-07
age2_sex 3.830400773211986e-06 -1.1995045995985255e-06 -0.0007472301262157988 0.0002596005379197311 0.0006529176651218915 -0.00033422314807308795 -4.49895578447343e-07 3.5803268930598165e-07 1.1369672296712957e-06 -2.1565412940795851e-07 -1.0202607870745151e-06 1.3504015935169225e-07 1.3264801726839772e-06 -2.0153358041623463e-07 3.4408578758324753e-07 -1.1618083494773748e-06 8.44945214777703e-07 5.840430980876324e-07 7.290177149804427e-07 9.99637697452764e-07 -1.1786622559924905e-06 -1.0966232472959691e-07 -3.4943192970337757e-07 8.337166630731828e-07 -6.2666157698396e-07 7.257750350304381e-07 6.299103722878333e-06
age3_sex 1.4960479307054815e-05 -1.0033057930560254e-06 0.00028036368925405677 -0.0005371906959776031 -0.00033422314807308903 0.00044248159985723647 2.404887597821357e-07 -3.154778251673386e-07 -2.3704285740944855e-07 -1.6776756600196198e-07 3.237855954542238e-07 1.5953734016793894e-08 -5.914964071445571e-07 5.3611770476388776e-08 1.0679791288632412e-07 3.742207659768408e-07 -1.2873129715874068e-07 -2.218014031634978e-07 -7.891876283695342e-07 -1.420143986142008e-06 1.8764324897324264e-06 3.0988555619665575e-07 3.931634241198381e-07 -5.890172942122243e-07 2.397917524502721e-07 -6.294444821482512e-07 -1.9141096172410203e-06
PC.PC1 2.6385872172791317e-05 -1.074030703659725e-07 1.5767575141634125e-06 2.2728473001589006e-07 -4.498955784473612e-07 2.404887597821432e-07 5.8444231203770494e-06 1.2938185459970703e-06 6.252092833955878e-06 -7.159385717718444e-07 1.818625500549862e-06 5.41607198109971e-08 -2.071005727649423e-06 9.469007720659961e-07 -1.014303893279367e-06 4.1652703466661035e-07 1.0260798197070768e-06 -4.282047662036718e-08 -2.497720679417815e-07 -7.427155792181127e-07 3.382792154051509e-07 8.286532478073834e-08 -4.088864436574469e-08 -1.0423907319251379e-07 -4.2047797914099487e-07 3.4908621065552497e-07 9.857415025236185e-08
PC.PC2 -4.44117417631969e-06 2.536095187590827e-08 1.633655039012641e-07 3.5346374336700054e-07 3.5803268930598075e-07 -3.154778251673361e-07 1.2938185459970815e-06 1.7281208790464645e-06 2.664394539715441e-07 -2.8075990410338154e-07 6.805169542007664e-07 -3.966088166992514e-08 -4.3964863310053774e-07 1.8481443121897017e-07 -3.157005064381925e-07 1.8621391247672767e-07 3.4680648745901333e-07 -6.771612792939763e-08 -1.6407901135146484e-07 -1.6798936178844426e-07 1.1201474176032708e-07 1.0329358569430764e-07 -3.110326528064101e-08 -5.415685014060855e-09 -1.2442902268293123e-07 1.4181541694237837e-07 2.856618910367657e-07
PC.PC3 0.00013933221273962763 -4.13275446022628e-08 5.525452016009871e-07 1.375184350787225e-07 1.1369672296712667e-06 -2.3704285740943624e-07 6.25209283395589e-06 2.6643945397151987e-07 1.8312960490348325e-05 1.0116999687065812e-06 5.1022426606544705e-08 5.447792015201247e-07 -2.8230460808522297e-06 1.0410414155154033e-06 -1.1927879922076399e-06 2.2333317065961546e-07 9.579170626612177e-07 2.3636432411643963e-07 5.6261451355515575e-08 -3.315627384556275e-07 -1.5592911656547853e-06 1.0912087427865647e-07 -1.3228065700901684e-07 -2.7588309485813067e-07 -5.176156265658984e-07 9.495409644268169e-07 -2.6476235430210647e-06
PC.PC4 1.7333556593680676e-05 7.365188639464184e-08 3.499244231238046e-07 7.978327781353952e-07 -2.1565412940796391e-07 -1.6776756600195502e-07 -7.159385717718466e-07 -2.8075990410338223e-07 1.011699968706583e-06 2.0901608847234965e-06 -8.121200338911349e-07 3.730876826208156e-08 4.412445389566714e-07 -1.1176391502011549e-07 8.761549878355712e-08 -1.656831663239336e-07 -1.5257561181843864e-07 2.3623108142338476e-07 1.0324126140636862e-07 4.5800687854271144e-07 -7.489824618260476e-07 7.429740172196882e-08 -9.937555439195197e-09 -1.0136298168883018e-07 -1.3559931164736104e-08 2.0968386811513352e-07 -1.1693928584783253e-06
