 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.004289719522941645 0.00013491049886821258 0.0023330960832685923 0.005338155734486441 0.005417875126206808 0.0014856410271070263 5.086439937379982e-06 1.4662042860880558e-05 -9.431422826676761e-06 6.114211438548317e-06 -3.4391937998987393e-06 -8.475720044046925e-06 2.24295601523168e-06 1.7148657414578657e-07 -3.3210892490247445e-06 -3.840132717843294e-06 -4.580207654030458e-06 -2.7429737294516597e-06 -1.25191541137299e-05 5.630989111665583e-06 1.7391738648814018e-06 2.9160753812242345e-06 -3.1161826601587405e-08 4.726291819723521e-06 4.271422832071509e-06 5.979261559782734e-06 -0.000150001134669973 -0.00036185033559908177 -0.00022969488697135543 0.000652640529368421 0.00015558404483635984 0.00046473008946471277 0.00021348385600230063
AGE 0.0001349104988682127 6.9061396640339e-06 -6.871473401684526e-06 -1.7001104815277855e-05 -1.586205628793517e-05 -4.1343575591886246e-06 9.614215942892933e-08 7.563354333778289e-07 -3.2263112785896847e-07 2.511567909602899e-07 2.054377328061585e-08 -2.227641142391884e-07 -8.951339300522766e-08 -3.8864180271145074e-08 -1.3874104600462942e-07 2.82817510032309e-08 -2.2792508952875355e-08 -3.7605229429559453e-07 -5.740280446441619e-07 1.9911201939666458e-07 1.5137788004941337e-07 8.857483702216829e-09 2.092371446549714e-08 7.393098670341394e-08 1.0375648043640969e-07 -4.3900727519677915e-09 -4.501714030777135e-06 -1.0721931595586805e-05 -6.640503379140243e-06 2.1552923830217332e-05 1.117101885136959e-06 1.1781245573860303e-05 8.555338530906014e-06
sex 0.0023330960832684063 -6.87147340168327e-06 0.023715066590924636 0.027665723488490886 0.01900385776736723 0.0039813871645541675 -5.313347212526239e-06 9.223215406819194e-06 -1.986055844151565e-06 -7.749233542731439e-06 1.2354903122455313e-05 -3.6850615481426945e-06 -1.725263639244903e-07 9.936839203319145e-06 2.771607555974598e-06 3.597781065436419e-06 -1.3531432982126349e-06 1.4676254382786567e-05 -2.563108028718348e-07 1.1117264398455777e-05 -9.81155765501708e-07 -7.389967555266271e-06 3.476721095285441e-06 -6.161810728714044e-06 1.2064466582112683e-05 7.380066908187344e-06 -0.00011343477892027153 -0.00012113283895324308 -2.4216717301931604e-05 4.272283862499434e-05 -4.212175685803607e-05 0.0003206137620232414 0.00011852056417016966
age_sex 0.005338155734486441 -1.7001104815276408e-05 0.027665723488492465 0.051873833773779486 0.04646629893042631 0.011669207754332028 -7.662465118364185e-07 8.692149684504672e-06 1.1953521713674012e-05 -4.556598624448525e-06 9.270764488803789e-06 9.948587520818425e-07 -5.5656873155606636e-06 1.1710569706830417e-05 -2.671583836477768e-06 1.2703749301342448e-05 -9.621559416086567e-06 2.0112541038125366e-05 3.991312647720107e-07 8.755602108730814e-06 5.238746786763084e-06 -1.6823903015195237e-07 6.8113741481733075e-06 -1.567160261509624e-05 -1.25057636337925e-06 -6.883826774691293e-06 -0.0003420311470183049 -0.00014242624638033163 -0.00019095914704327018 0.00018770969546241779 -0.00019140621416467067 0.0008804468482185125 0.00023783291163977866
age2_sex 0.005417875126206854 -1.5862056287933734e-05 0.019003857767368963 0.046466298930426676 0.047511337034214216 0.012983732622723485 -1.964026455946494e-07 5.671055640125037e-06 1.635529433164055e-05 -1.7838494724563736e-06 5.569267505131773e-06 3.173075822011619e-06 -5.240324575849697e-06 8.985913253611458e-06 -5.548831509278268e-06 5.944757019526599e-06 -5.7793302901197e-06 1.7257814691634546e-05 4.5329964188671007e-07 4.796621667159264e-06 9.16898396827999e-06 7.803935363343382e-06 8.323254786540508e-06 -1.698713100478901e-05 -1.095671092142022e-05 -1.2095751015205982e-05 -0.0002829492204356771 -0.00016811274963418138 -0.00018629109801233005 0.0002896794564406788 -0.00018323512704478375 0.0009308979347395523 1.806335151262058e-05
age3_sex 0.0014856410271070317 -4.134357559188155e-06 0.003981387164554591 0.01166920775433205 0.012983732622723416 0.003755920047054354 -2.5852251272036856e-07 1.5163694109188878e-06 4.955891062661267e-06 -2.8396861149076708e-08 1.2437013471409075e-06 8.860115318415276e-07 -1.2056630633285892e-06 2.187659428073156e-06 -2.195860055020993e-06 -2.8589379505402577e-08 -7.372455645782214e-07 4.287156988935875e-06 1.245437353530074e-08 8.964178212950113e-07 2.9365036155287208e-06 3.654874522212785e-06 2.6021544846977365e-06 -5.20126807955709e-06 -4.717436543847309e-06 -3.6723930370775525e-06 -6.27644368214398e-05 -6.679077084783405e-05 -3.987852175321046e-05 0.00010718905037013668 -3.624375450032706e-05 0.0002555768604286862 -4.6827425667292034e-05
PC.PC1 5.0864399373800625e-06 9.614215942893295e-08 -5.3133472125272375e-06 -7.662465118369047e-07 -1.9640264559481022e-07 -2.585225127203926e-07 2.0722965503687554e-06 6.8764131256028836e-09 -2.1646780428141598e-07 -1.4038604002802576e-07 6.745495227587956e-08 -9.096834367614247e-08 -1.1604117497557001e-07 1.0828583282983416e-07 6.49066483339463e-08 -2.2481899691153957e-08 -2.2730608301987547e-09 2.2708607210963928e-07 -2.1754219935866206e-07 -1.0655979942077182e-07 2.1835007263876614e-07 -1.6089884773782667e-07 -3.04564839520685e-08 1.6889875457636674e-07 4.2367242252914363e-07 -2.410901762382479e-07 2.3434881958614178e-07 1.1921491857607179e-07 -1.186673588395939e-06 1.708084562703592e-06 4.489745926555982e-06 3.835889967697645e-06 3.922048390179385e-06
PC.PC2 1.4662042860880648e-05 7.563354333778317e-07 9.223215406818979e-06 8.692149684504347e-06 5.671055640124967e-06 1.5163694109189278e-06 6.876413125603211e-09 3.2930066032560136e-06 -4.569056240091643e-08 4.628842064982026e-08 2.0071311622217839e-07 -9.17696306328941e-07 -1.403045181461874e-07 -1.4883378288322704e-08 8.42643027160009e-08 1.1901677569230695e-07 -7.97527206636498e-07 -4.089807735470657e-07 8.57749865722078e-09 -2.5843846752140233e-07 -1.4393277906838977e-07 3.7204519012020586e-08 -1.1633702410525128e-07 -1.78915000057819e-07 -3.447710591257774e-07 7.003138400301159e-08 -1.007333318609277e-06 -4.5562077790134315e-06 8.55865093538356e-06 2.978023808577961e-06 8.624002428395456e-06 -1.9983242793562833e-06 -2.0629735938072874e-06
PC.PC3 -9.431422826676671e-06 -3.226311278589784e-07 -1.9860558441496625e-06 1.1953521713677114e-05 1.6355294331643522e-05 4.955891062662092e-06 -2.1646780428141747e-07 -4.5690562400915836e-08 3.7578603182907876e-06 2.8509659503476353e-08 2.752763566341253e-07 3.723663777898785e-07 5.5724751455439055e-08 -9.186976263012974e-08 -5.558435805797948e-08 3.132466303605601e-07 3.1914817338899743e-07 -3.169558531356792e-07 1.314628059988528e-07 1.4086318489692805e-07 5.7966962170170607e-08 -3.8665397974136395e-08 2.298718043255102e-07 -8.02823081770533e-08 -3.4617014251321146e-07 -1.8201647773997546e-07 -4.86397008354055e-07 -2.145273824747662e-06 1.465201419050395e-06 -2.40674382293497e-06 -4.675045735965957e-06 -9.646921841666622e-06 -2.0569399825545988e-06
PC.PC4 6.114211438548132e-06 2.5115679096026694e-07 -7.749233542730527e-06 -4.556598624445341e-06 -1.7838494724528857e-06 -2.8396861148097925e-08 -1.4038604002802568e-07 4.628842064981755e-08 2.8509659503479225e-08 5.178185180175765e-06 6.820240110423256e-07 -3.7733387266735716e-07 1.533831358105014e-07 -1.0499096569723424e-07 1.7749111725403425e-07 -8.784381754622956e-10 -1.7733704518620897e-07 -6.746224253423333e-08 -7.371583140668487e-09 -2.2696528099418963e-08 -1.1890059846923915e-07 1.855173446223233e-07 -1.1263740238857975e-07 -7.475605754861938e-07 3.0565981597491456e-07 4.230609225654706e-07 -8.602108883635617e-07 3.843890561634497e-06 -6.955319838088183e-06 -8.21215502963748e-06 -2.8057270560229813e-08 2.0934573271737614e-06 6.9799523516685256e-06
