 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.03954772831662365 0.0006970866750347558 -0.0011735096939747228 0.04316261445552815 0.10956287253347147 0.061576487897318996 0.00032891984703539896 -3.3749115347971586e-06 0.0012856213919013664 9.541399089268327e-05 -7.229815470787848e-05 6.965490230838051e-05 -0.00012060778018205329 6.171664006491675e-05 -4.227052041896536e-05 -1.6397349674410923e-05 4.280938853558478e-05 -6.8778196051194176e-06 -6.496584153166672e-05 1.8150508106449979e-06 -0.00015385346108002067 -1.286052329152857e-05 -4.486628236484932e-06 4.745640747974198e-06 5.402264091754405e-05 5.5818596178936486e-05 -0.0012332853257813092 -0.0016203422648052611 8.388306067173991e-07 0.003774436390523933 0.0009190448190688598 0.0019377156720630122 -7.189610257978384e-05
AGE 0.0006970866750347514 5.89889699512531e-05 -2.296785976618051e-06 -0.00014912926356231592 -0.00025069378415609923 -9.364513735727798e-05 -2.5418285186160647e-06 4.2539735881145965e-06 -4.1730799863260695e-06 -1.1598061693998766e-06 3.0303668993397447e-07 -2.2811270261408134e-06 1.8882062218956459e-06 7.749393533107383e-07 2.36781866459613e-07 1.996354994488738e-06 -2.6466643951010173e-06 -5.29378794497684e-06 -4.816522891214855e-07 -2.715399486877275e-07 -5.335867294656291e-07 2.2165262490043907e-06 6.559009162709595e-07 -2.4943318601604902e-06 -4.45271268515696e-08 -2.106878269767153e-06 -3.2014380514744926e-05 4.4671887268569644e-05 5.3665986165075994e-05 -8.841261353004622e-05 0.00010046770736500392 -5.635256757302873e-05 1.9945666039785583e-05
sex -0.001173509693974815 -2.2967859766187975e-06 0.052300896278077616 0.0400564502014774 -0.017554925915458455 -0.027620950462765123 5.8810740691181404e-05 3.6115074551193664e-05 0.00019050997223796288 7.89307477908787e-06 3.2245412723244856e-05 -9.754029702044859e-06 -2.9790713103572033e-05 2.1019396873765347e-05 -2.7343663489882436e-05 4.125206246613083e-05 3.2720545547661386e-05 3.889553845744179e-06 -1.5255936599601936e-05 3.885742190972169e-05 2.6604127973447934e-06 -3.746514102730029e-05 1.8488355844242517e-05 -6.237286626249096e-05 1.2985782791387966e-05 5.492041585127327e-05 -0.00029119752029906765 -0.0009506816177378123 0.00020039871914476253 4.9791538812688394e-05 0.00048392094398073623 0.0018737345790655069 0.0004147326764698164
age_sex 0.043162614455528416 -0.00014912926356231007 0.04005645020147745 0.18970285542912074 0.3218529271068927 0.1468743540808751 0.00017512878953611488 5.471299385454342e-05 0.0003754880202656123 -9.965558156110303e-06 5.104039428334198e-05 5.0930049696568904e-05 -7.816578457264101e-05 4.6359499479519134e-05 8.696549219327853e-08 -3.211923884730686e-05 1.5043613640341514e-05 5.311769528853434e-05 -2.5639705941907974e-05 5.180061008564714e-05 -9.6337107535247e-05 -0.00013443478410194083 -4.5741500999841105e-06 2.791587222573685e-05 0.00013318569016567937 -4.5893956818526613e-05 -0.0013610277837168962 -0.0018030409872198034 -0.0011338384694923854 0.0027069292000265355 -0.0004216846102692699 0.004615239314442283 0.001400261403330849
age2_sex 0.10956287253347198 -0.0002506937841560839 -0.01755492591545801 0.3218529271068918 0.7958754222721147 0.4358872391089888 0.00044363908389953046 6.905432791848747e-05 0.000660837830427097 -0.00010076967853017685 0.00018085681991495623 0.00013468160139133093 -0.00017401631484170857 0.0001157089844667511 2.0126019209267288e-05 -0.000170307078740337 0.00013917686916513428 0.00013332378289131826 -9.912142576673131e-05 4.490695790411053e-05 -0.0001996635011707442 -0.00026296422217702366 -3.3010227066324555e-05 0.00017312264375679296 0.0003268329375346958 -0.00011174093898756358 -0.0018963796065667182 -0.0038612534615381174 -0.0019147816818210499 0.009276785602377127 -0.003401045878507453 0.006000221380428469 -0.0013038882184252703
age3_sex 0.06157648789731926 -9.36451373572691e-05 -0.027620950462764922 0.14687435408087435 0.4358872391089883 0.2569531766483417 0.00028548966944657683 2.464951577093686e-05 0.00035641079321835134 -7.54869124327916e-05 0.00013687665666316644 7.241169662377246e-05 -0.0001150792520798055 7.186793614104974e-05 4.551508440288594e-06 -9.675439206704637e-05 0.00011529052399578084 6.946608550066968e-05 -7.610529755109886e-05 6.3081973165928324e-06 -9.521479313850867e-05 -0.00013819427894555533 -2.0233245104954932e-05 9.552680756565689e-05 0.00018745876931771445 -4.833255480110269e-05 -0.0007702402013995662 -0.0021237034624369483 -0.0011783702598421025 0.006165724173216991 -0.0031774651727916265 0.003298007343354323 -0.0020715874112484187
PC.PC1 0.00032891984703539836 -2.5418285186160795e-06 5.881074069119088e-05 0.00017512878953611724 0.00044363908389952487 0.00028548966944657314 5.928401664710843e-05 1.204763236912934e-05 6.183256828070792e-05 -8.542093263577114e-06 1.946364018043053e-05 2.8790203967515526e-06 -2.0440242031363143e-05 7.621291698418564e-06 -1.0335602842733916e-05 4.2628760095484445e-06 1.4392951345374244e-05 2.305171855218909e-06 -6.11225770648325e-06 -7.297708429672237e-06 4.9120048560387335e-06 -9.998105973284027e-07 1.89602667128467e-07 3.572594189957006e-07 -4.223361201731937e-07 1.8041874465136768e-06 -4.609048671303325e-06 -9.956822495265268e-05 -4.2957525862724915e-05 0.00013453982030161101 2.8153924604413462e-05 0.00010982609776491297 -7.329443698287002e-06
PC.PC2 -3.3749115348001757e-06 4.253973588114595e-06 3.61150745511947e-05 5.4712993854535244e-05 6.905432791846798e-05 2.464951577092679e-05 1.2047632369129317e-05 1.3454293921244668e-05 2.424944632267008e-06 -3.48105000504484e-06 6.517766893363319e-06 -1.1379125933260166e-06 -3.7075424952942255e-06 2.1612580938178877e-06 -3.4804435541160037e-06 2.23174918272066e-06 3.958006090145552e-07 -2.1771497805580486e-06 -3.4395547286786074e-06 -3.2060093348427326e-06 2.894235750225281e-06 1.7188264382230508e-06 -4.5254257345839667e-07 -1.0916592944227878e-06 -4.583415575337642e-06 2.9236866193192585e-06 -1.300029036223192e-06 -2.2125492763744423e-05 4.0452823359431556e-05 1.969899218026309e-05 2.484449910882285e-05 -2.1823314631611615e-05 -1.84513521367164e-05
PC.PC3 0.0012856213919013675 -4.173079986325877e-06 0.00019050997223795136 0.00037548802026559416 0.0006608378304270783 0.00035641079321834673 6.18325682807079e-05 2.4249446322670424e-06 0.00015746550813530488 3.5610908303059403e-06 5.870923735293994e-06 9.203859035404032e-06 -2.4537745359071693e-05 8.718174989634401e-06 -1.1416953910577089e-05 4.948687558080991e-06 1.8041676155349378e-05 3.1875161887671233e-06 -3.5543923897537747e-06 -5.60047919073716e-06 -5.436326785063784e-06 9.89534752337285e-09 1.5191555763023408e-06 -2.070029345937139e-06 -5.573682904053988e-06 6.993426425484998e-06 -3.774984286419477e-05 -0.00012266560467808673 -7.811736893452491e-07 0.0002516064025589815 -5.7491677724326355e-05 0.00016685558986632602 -0.00014327998155821042
PC.PC4 9.541399089268112e-05 -1.1598061693998855e-06 7.893074779092314e-06 -9.965558156108204e-06 -0.00010076967853018398 -7.548691243279805e-05 -8.54209326357716e-06 -3.4810500050448455e-06 3.5610908303058374e-06 1.5496576019927688e-05 -6.410090811453257e-06 -1.7584605136947365e-08 3.4026789494360727e-06 -2.3692790166926252e-06 9.755546432235791e-07 -8.726716074670421e-07 -1.8051889923128463e-06 8.268521424723265e-07 2.3537764934116187e-07 2.642098264737355e-06 -4.867584197787927e-06 1.1623138286041842e-06 -5.735326929863167e-07 -3.2026353124479286e-06 1.8756769500400809e-06 4.76537828464205e-06 -6.795359698864854e-06 1.667170420148553e-06 -3.8104924569457574e-05 -2.1038194488519335e-05 8.634504837440446e-06 -1.4689575831648285e-05 6.099359501567046e-05
