 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.0006308889298668197 -2.7353312904077778e-08 -2.3917905679505582e-05 1.3392359397707782e-06 1.1968903133108756e-07 7.773637087048449e-07 2.5444773143176636e-06 1.6675944640245794e-06 -1.6499976991677705e-07 2.3321550230389312e-06 -9.65766008768317e-07 1.130437232168969e-06 -4.1786605336450956e-07 -1.3852959473618517e-06 -1.5951631494995718e-06 -1.9028593823946613e-06 5.98013563894093e-07 -2.1041679955146248e-06 -7.960384253287042e-07 1.2232788598162552e-06 -1.1078719165689755e-06 -1.0786999464620408e-05 9.745191213325344e-06 4.011235921344744e-06
PC1 -2.7353312904078274e-08 2.149923193133554e-06 -1.6013134024302707e-06 -3.034365855543428e-07 -8.480939092783265e-08 -2.7958944519631977e-07 8.82142038111404e-08 8.557363481617708e-08 3.155477915838061e-08 4.836267438911903e-09 1.4012602000210637e-07 1.1512084910983398e-08 6.038062549639529e-07 -1.244816763092664e-07 -2.8266757983924504e-07 -7.351420969439801e-07 -6.324281065251983e-07 2.59300443256371e-07 3.046997373694349e-08 1.787652609080197e-07 3.121817580054038e-08 2.174278164791244e-07 -2.0523746952626618e-06 4.2471185801840223e-07
PC2 -2.391790567950558e-05 -1.6013134024302709e-06 4.7657480570347874e-05 9.389177447866853e-07 1.4404437193849656e-06 -5.972478763005331e-07 -4.852626087161483e-07 -6.544470089124508e-07 1.1864113761107684e-06 -3.252753345155292e-07 -6.61072397517779e-08 -9.532659369638473e-08 -1.1759786114065134e-06 9.003813653637302e-07 -1.1070001246916443e-06 4.4126475407349106e-08 1.4373070619050766e-07 6.916545512377251e-07 1.3867075893801266e-07 -5.819913444915053e-07 -3.3065928881589806e-07 3.615599214764387e-06 -2.4542920901229115e-06 -8.022739214572008e-07
PC3 1.3392359397707789e-06 -3.034365855543427e-07 9.389177447866846e-07 4.297645362049209e-06 1.9868851262689228e-07 1.2395245836371251e-06 7.203063653425123e-08 4.936628800143669e-07 -2.2753041448524195e-07 -9.70403337433151e-07 -9.166441540713245e-08 4.4893630700659817e-07 5.6158574090235575e-08 -7.799598900440058e-07 1.326012055884746e-07 -3.8818082246311725e-08 2.7180751497889314e-07 -4.260966921570294e-07 -5.391424327963361e-07 4.2612066500066845e-07 9.117436514054638e-08 5.194229431632457e-07 -1.0710815960032009e-06 -4.614865611368659e-06
PC4 1.1968903133108643e-07 -8.480939092783262e-08 1.4404437193849666e-06 1.986885126268923e-07 8.135656667504243e-06 1.7402269417234981e-06 -3.8066596278122754e-07 2.5434284043515287e-07 -1.3528183507075235e-06 4.5559043253685297e-07 3.017701092512393e-07 2.7038976170230186e-07 -1.0257445527821773e-06 -6.321492749683642e-07 2.288566578015424e-08 -5.477427528250604e-08 8.679774455366224e-08 1.6109105602236097e-08 -5.256104172758551e-07 -1.7611487188309751e-07 9.376395187119431e-08 1.1221013854758708e-06 -3.9692853960872844e-06 -1.9350082201955882e-06
PC5 7.773637087048434e-07 -2.795894451963196e-07 -5.972478763005326e-07 1.2395245836371245e-06 1.7402269417234986e-06 1.5934435881442377e-05 3.890969950564967e-07 1.0847280002355475e-06 -9.004208868294939e-07 -6.038617276204951e-07 -5.031073132113489e-07 -9.727915525346128e-07 5.219146953981983e-07 -1.3509031931595373e-06 5.623940488690354e-07 1.2220754435595108e-07 -6.791559015467236e-08 7.907552747649667e-07 -2.2145117823992375e-07 2.666073237601185e-07 -1.0652101326256237e-07 -2.1906413363791204e-06 2.1367906454452e-06 -2.57908638513012e-06
PC6 2.5444773143176632e-06 8.821420381114032e-08 -4.852626087161481e-07 7.203063653425107e-08 -3.80665962781228e-07 3.8909699505649653e-07 1.5213553560630128e-05 -1.2136745152447923e-07 2.6340074555031285e-07 2.487117798152426e-07 6.734576940701029e-08 -3.4193585426840145e-07 -1.0182233372528498e-07 -1.8850498687020095e-07 -1.9927846797757816e-07 -1.478201822477565e-07 -1.0484849309713647e-07 2.867828462276725e-07 -4.2655402808829844e-07 -2.5118010688928053e-07 -5.245495586262138e-07 -2.617322997809162e-06 8.142044556001866e-07 -2.7460257047142026e-06
PC7 1.667594464024579e-06 8.557363481617716e-08 -6.544470089124507e-07 4.936628800143668e-07 2.543428404351527e-07 1.0847280002355477e-06 -1.21367451524479e-07 1.2949572016163593e-05 1.0194378114921193e-06 -2.478606166848889e-07 -1.1267849719855156e-07 1.3690767332851781e-06 4.3975277419383296e-07 2.8243974835736205e-07 -4.4864540450397273e-07 -5.30202107221972e-07 3.5310417801174915e-08 -4.915569397470532e-07 5.6184923389779735e-08 1.0059590619686609e-07 -4.705457956137464e-07 -3.869931442806318e-06 2.7532949766377e-06 3.8051058398345586e-06
PC8 -1.6499976991677456e-07 3.155477915838047e-08 1.186411376110769e-06 -2.27530414485242e-07 -1.352818350707523e-06 -9.004208868294933e-07 2.634007455503125e-07 1.0194378114921185e-06 1.4523358977194763e-05 3.987469832469867e-07 4.798762834242954e-07 -8.421535220333527e-07 3.0173016997260677e-07 -1.371433971649805e-07 -5.16959391615655e-07 -4.4862332318064024e-07 3.751698325374534e-07 1.1667835074933002e-07 -8.056205627494821e-07 -2.2493491890194545e-07 1.41348469736636e-07 -3.57167018093862e-07 2.752447095463395e-06 7.774271541689625e-07
PC9 2.332155023038933e-06 4.836267438911683e-09 -3.2527533451552937e-07 -9.704033374331504e-07 4.5559043253685313e-07 -6.038617276204948e-07 2.4871177981524253e-07 -2.478606166848889e-07 3.9874698324698645e-07 1.2303520775997877e-05 -2.4974997563759334e-07 -8.804572961516024e-09 -4.5559500314402594e-07 1.0795752010705165e-07 -8.656234813862724e-07 4.261652248399154e-07 3.405418665326013e-07 5.190696432705651e-07 -4.8510796760858e-07 -2.6010090433072624e-07 -7.817594907773888e-07 -1.5420633182958368e-06 -7.001092091402483e-08 -8.555090356459522e-07
