 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0008157881914417841 1.7613146893597525e-07 -2.4115044085917197e-05 1.6838702117373321e-06 1.1929008418967583e-06 2.0092662323946163e-07 2.682416288285317e-06 2.5156623047259534e-06 -8.721342788141735e-07 2.5319600148723483e-06 -1.2004797689889445e-06 6.096472221761212e-07 -4.860846738941212e-07 -1.9342295778992937e-06 -1.3090605194345297e-06 -1.9170703854410398e-06 1.4529818359893059e-06 -1.358963754452302e-06 -9.159104550805249e-07 1.698997056910285e-07 -3.7144907255169525e-07 -1.1098148150400574e-05 5.435714168138798e-05 5.648144617121555e-05 -7.685692009424804e-05 -2.2649823955243867e-05 9.790263016704453e-07 -0.00011535700430105947
PC1 1.7613146893597353e-07 2.716893008893928e-06 -1.6060582157924371e-06 -3.9470761680300746e-07 -4.7013007815843604e-08 -2.2341922646207206e-07 7.577608292499629e-08 1.2161301236254268e-07 4.825806955797284e-08 -4.4954349448217555e-09 1.6374372988253904e-07 -1.7286569367656033e-08 6.354232177354855e-07 -1.778651109651088e-07 -2.8913632673656685e-07 -7.312195595970592e-07 -6.425112819200339e-07 2.755185690909601e-07 5.315244897793023e-08 1.5301970491347642e-07 3.0134327666893185e-08 -1.6619663161571537e-07 -3.5429273929091593e-06 3.420731067584196e-06 4.414816084023473e-07 3.6848412167320206e-06 9.364748315726218e-07 -8.042682939947309e-06
PC2 -2.411504408591719e-05 -1.606058215792437e-06 4.9603373860113724e-05 1.0030063544456824e-06 1.4765305415401683e-06 -6.13941754574387e-07 -5.902093234125092e-07 -4.296679410633126e-07 9.177225474194215e-07 -5.42424378641656e-07 1.3643685031544357e-07 -1.0959024958128025e-07 -9.776019511663003e-07 7.884030776733088e-07 -8.971232005880966e-07 1.3509958768855525e-07 1.44141234896802e-07 6.913761841030128e-07 1.7035078075832616e-07 -8.698428812207998e-08 -1.680939352897445e-07 6.1741051165548754e-06 4.275568388349415e-06 -4.705603385795498e-06 -8.229032566097878e-06 -1.0743433137112118e-05 2.805521197429133e-06 5.3690887814023566e-06
PC3 1.683870211737333e-06 -3.947076168030072e-07 1.0030063544456816e-06 5.224450631966045e-06 1.4212480252497184e-07 1.280455230238457e-06 6.365222048048631e-09 4.4897138776053085e-07 -1.9246611465176344e-07 -9.722044881085532e-07 -1.0044852566102381e-07 4.3786960772233624e-07 8.237567877357643e-08 -7.608503974766175e-07 1.7007609938352297e-07 -1.707909455741651e-08 2.3043547630518178e-07 -3.4079779438428273e-07 -5.554307085023746e-07 4.2870469025536184e-07 1.5043525884283306e-07 7.01072261586956e-07 1.1972678097911254e-06 -3.2880243242511527e-06 1.1308946398272052e-06 -8.168577701279176e-06 -3.217881056692792e-06 -9.632716937377099e-07
PC4 1.1929008418967583e-06 -4.7013007815843604e-08 1.4765305415401687e-06 1.42124802524972e-07 9.797713236004983e-06 1.6250577441622324e-06 -4.7149477314622986e-07 1.7099545907910602e-07 -1.3652887980410755e-06 5.248339053311382e-07 3.8804386363666195e-07 2.90045053755915e-07 -1.0984600538495232e-06 -6.677709055273281e-07 1.4880064852558254e-07 -6.016800499291946e-08 1.3231996739272314e-07 -5.691650873460934e-08 -4.581234865499815e-07 -1.3935573999763273e-07 7.894720854110386e-08 1.6542497752548504e-06 -6.506467167772291e-06 -3.869059705068037e-06 4.288991262283101e-06 -1.9729278580626866e-06 3.429571482975487e-06 -8.042920071095295e-07
PC5 2.0092662323946015e-07 -2.2341922646207206e-07 -6.139417545743863e-07 1.280455230238457e-06 1.625057744162232e-06 1.7137916030462592e-05 3.813564109654507e-07 9.750593373767598e-07 -6.069889165785185e-07 -4.610144843664258e-07 -2.5309421022692465e-07 -8.941832589561992e-07 7.328757749798155e-07 -1.2178136063802623e-06 4.2114311399660545e-07 8.587352159564827e-08 -1.528262493482626e-07 8.803815738577881e-07 -1.40181868930295e-07 1.098533084979066e-07 -2.0923627296628123e-07 -1.757018134433004e-06 4.7594935745841915e-06 1.925106635511921e-06 4.918826483727257e-06 -9.056159381078852e-06 -3.88234479088967e-06 -7.387095441155591e-06
PC6 2.6824162882853156e-06 7.577608292499666e-08 -5.902093234125101e-07 6.365222048048148e-09 -4.714947731462301e-07 3.8135641096544966e-07 1.607435928774883e-05 6.523297294925511e-08 1.8590095739163288e-07 1.6183628268554412e-07 8.85769864721332e-08 -3.547236623752275e-07 -7.032314906030022e-08 -1.4666004068264434e-07 -2.7183964773151853e-07 -1.8941963410723504e-07 -2.995333896985563e-08 3.298301492066617e-07 -4.023854964689575e-07 -3.644243426766959e-07 -6.062513188596548e-07 -2.0473436578157835e-06 5.5597635068089835e-06 -1.688601953370578e-06 -1.9119482795819956e-05 5.299786650746919e-06 9.624198033076375e-07 -7.585403902647289e-07
PC7 2.5156623047259504e-06 1.216130123625429e-07 -4.2966794106331233e-07 4.489713877605305e-07 1.7099545907910623e-07 9.750593373767596e-07 6.52329729492553e-08 1.3773456356985924e-05 9.72549536732977e-07 -3.440240059772273e-07 -1.964989168509758e-07 1.1723384039944445e-06 3.3170641858747005e-07 1.598236099792577e-07 -4.115557875963878e-07 -4.586984708522335e-07 1.0668462646353031e-07 -4.6058762347577484e-07 1.1510245440881566e-07 -4.1709623854799766e-08 -4.2564801471263857e-07 -5.423536229976649e-06 6.501689333268927e-06 3.41513646600476e-06 -1.3484024308915219e-05 5.033678118922834e-06 1.3631480390324632e-05 -8.43466689574527e-06
PC8 -8.721342788141706e-07 4.825806955797261e-08 9.177225474194215e-07 -1.9246611465176307e-07 -1.3652887980410753e-06 -6.069889165785185e-07 1.859009573916329e-07 9.72549536732977e-07 1.5152663746225852e-05 3.5809100178249145e-07 3.7848069664718915e-07 -8.507116360624517e-07 3.9987771718683507e-07 -1.4611642837534508e-07 -5.621660223231909e-07 -4.123125024340974e-07 3.021828890196494e-07 9.347298801798767e-08 -7.956155208900399e-07 -2.576027868592452e-07 5.768424941923134e-08 -5.389380269977755e-07 7.423867727248088e-06 1.9567533207883887e-06 -4.125363811118991e-06 -3.7598981325795804e-06 -4.394096058167078e-06 1.9447168156322003e-06
PC9 2.531960014872346e-06 -4.495434944821942e-09 -5.424243786416555e-07 -9.722044881085532e-07 5.248339053311382e-07 -4.610144843664254e-07 1.61836282685544e-07 -3.440240059772268e-07 3.580910017824912e-07 1.3152954637416603e-05 -1.3814910644094552e-07 3.3086234689093256e-08 -3.7385825924508255e-07 1.0648030601122343e-07 -8.505054532700832e-07 4.322843609935418e-07 4.512514727812325e-07 4.5475309533542973e-07 -6.123342895242222e-07 -3.396088283991304e-07 -7.524706242746057e-07 -4.474304570686501e-07 -3.8352815300657924e-07 8.384616964840579e-07 1.0198953697190205e-05 -9.810082950009106e-06 1.5437569156509334e-06 -6.932173956335883e-06
