 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00010063952079239183 6.263835543526446e-06 -1.8252374970900355e-07 1.8319030762650466e-09 -3.047488393163969e-05 2.3930372013063497e-06 -6.132024689987392e-08 5.261630210671785e-10 2.0676576777095702e-07 2.974767526412403e-07 -1.9489627245723316e-07 -1.247157216122368e-07 -6.902494419283174e-08 6.742063686854943e-08 -6.526599321545702e-08 7.709144154502504e-08 -2.5584773226695617e-08 -1.0447506294718023e-07 -1.1375045831703125e-07 -4.6452903325222745e-08 -3.793057279765226e-08 4.238229649758327e-08 -3.592411911624777e-08 -3.3591798604553576e-08 1.843431896785998e-08 4.052541997353641e-10 3.167913967493939e-08 -1.5951428531443747e-08 -2.681806847573343e-07 -2.2951189720527478e-06 2.3583358856058585e-06
age 6.263835543535847e-06 0.00027059404162007325 -6.211181983883597e-06 4.429066681075106e-08 0.0034082036217371685 -0.00025710513416258885 5.887145917428174e-06 -4.185080305121556e-08 -1.1988399200463752e-07 2.2791669935061185e-07 -7.851804709210778e-08 2.150725919928841e-07 1.1844609526102126e-09 4.0059476866382324e-08 7.833480987340132e-08 5.2857137334732176e-08 8.417959468299082e-08 -3.2845570121705816e-07 -7.118340975165665e-08 -7.565912470570092e-09 -1.1792714401037496e-07 -1.7043538328783547e-07 -1.7543279547008563e-07 1.7258597056002876e-07 1.7668975866034148e-07 -3.023824317967355e-07 1.4339777778788944e-07 3.016653108230665e-07 -5.904527834889375e-07 7.908792715195744e-07 -1.9452059377692565e-06
age2 -1.8252374971203836e-07 -6.2111819838806884e-06 1.453088420037764e-07 -1.053711568206036e-09 -7.647342215370465e-05 5.894515876504767e-06 -1.3759428410962222e-07 9.94847143273469e-10 4.913345738582116e-09 -4.930049062298853e-09 1.128273711012432e-09 -5.329476367967887e-09 -1.183146901603483e-10 -1.8203928208333424e-09 -1.218221223218027e-09 -4.0021422192811095e-10 -1.894164469359253e-09 7.309770812071078e-09 2.062352994859597e-09 4.4677271829069094e-10 2.506031370381344e-09 2.8740940665135823e-09 3.0675595071998656e-09 -3.1658803678704736e-09 -4.584717241176588e-09 6.510044953263641e-09 -3.6726527468060164e-09 -7.0654354275667614e-09 1.35946556426774e-08 -1.0210139852091644e-08 3.9550389323120353e-08
age3 1.831903076269941e-09 4.42906668107473e-08 -1.0537115682063817e-09 7.764842138245105e-12 5.349932522707839e-07 -4.195338539568415e-08 9.960930108723043e-10 -7.31962476144643e-12 -4.756744608517918e-11 3.663842210465765e-11 -7.260212098649132e-12 3.9544388411454526e-11 -5.455396260994778e-13 1.8185721899915883e-11 5.740947499019701e-12 -5.249322944952249e-13 1.476726521191806e-11 -5.032535504943734e-11 -1.9841936089863592e-11 -5.16249839404181e-12 -1.787346142887348e-11 -1.361558640472354e-11 -1.705277743193452e-11 1.722625937136501e-11 3.587966784207324e-11 -4.3997394542570483e-11 2.8609233060219416e-11 5.043820410131499e-11 -7.793471484037677e-11 4.090223893740919e-11 -2.8237915067533765e-10
sex -3.0474883924443443e-05 0.003408203621746575 -7.647342215392199e-05 5.349932522723611e-07 0.11603652572864608 -0.008665013858554413 0.00019748189583718194 -1.4029931723558296e-06 -2.1790982806978985e-06 -4.821528894179824e-07 1.8438534976107305e-06 1.440564417210613e-06 -3.394706199287479e-06 -7.039392467475706e-07 2.8039972537603936e-06 -1.7274986850224094e-07 -1.9729704112319586e-06 -2.0350892324904847e-06 -1.4972092395622871e-06 2.077452256865267e-06 1.4097009015545972e-06 -1.3961814671916614e-06 -3.4361821003592234e-06 1.5276990465064464e-06 1.0993918125350571e-06 -3.953687188590532e-06 2.78849786036762e-06 8.466048575396574e-07 -1.6157461354393482e-06 8.096832149227144e-06 -5.340708612604501e-05
agesex 2.3930372015851595e-06 -0.0002571051341634821 5.894515876525827e-06 -4.195338539583683e-08 -0.008665013858554331 0.0006646922618711255 -1.5463880179954682e-05 1.1168698108853038e-07 2.247972187859833e-07 4.405308965550597e-08 -1.3525607134478632e-07 -8.011210302480626e-08 2.2068805595468852e-07 -4.801747069139442e-09 -1.3182956293087723e-07 4.3534820257539085e-08 1.491610608247773e-07 1.6583552015297225e-07 1.0143139655375153e-07 -1.3274471358025813e-07 -1.528070586794854e-07 6.767192500531151e-08 2.2969012485052808e-07 -5.7685987618064527e-08 -1.5507762665650165e-07 3.0726769229973713e-07 -2.4141750452861664e-07 -8.328409029002946e-08 2.0594625982890827e-07 -6.291321506714968e-07 3.1967892547227345e-06
age2sex -6.132024689809994e-08 5.887145917449158e-06 -1.3759428411011773e-07 9.960930108759264e-10 0.0001974818958371793 -1.5463880179954628e-05 3.6654900356865683e-07 -2.691315269972977e-09 -6.535283614363075e-09 -1.2335672036737585e-09 3.060482265143239e-09 1.7188142346222543e-09 -4.659487397175599e-09 9.65989166908346e-10 1.9566265647516316e-09 -1.7490508582764796e-09 -3.0616842926802314e-09 -3.6238034327864464e-09 -2.5729788482510424e-09 2.59300533253304e-09 4.331628467344497e-09 -3.871722577336782e-10 -5.117369999669136e-09 -1.868927138507451e-10 4.5245853904400166e-09 -7.583030313267167e-09 6.055400048046449e-09 1.792431744359579e-09 7.792453394710124e-10 1.452416706975285e-08 -6.192175726936677e-08
age3sex 5.261630210452873e-10 -4.1850803051379115e-08 9.948471432772811e-10 -7.319624761474008e-12 -1.4029931723558158e-06 1.1168698108853037e-07 -2.691315269972985e-09 2.007140469980716e-11 5.29659816959582e-11 1.2044760503632311e-11 -2.0759870592104827e-11 -1.392811868680581e-11 3.351661609253862e-11 -1.0199168099105833e-11 -9.469931611279104e-12 1.5390404913929727e-11 1.8581913557465072e-11 2.316975130157532e-11 1.9913227459378693e-11 -1.580188821011748e-11 -3.491018853454045e-11 -4.3593919610617655e-12 3.675662118545489e-11 1.2799824878474665e-11 -3.677528157315155e-11 5.820985998627764e-11 -4.6516823681363e-11 -1.1998665939057638e-11 -9.067561784212218e-11 -9.12983008109727e-11 4.100120994257614e-10
pcs.V3 2.0676576777097232e-07 -1.1988399200484067e-07 4.913345738586789e-09 -4.7567446085212395e-11 -2.179098280691425e-06 2.2479721878547435e-07 -6.5352836143508935e-09 5.2965981695867486e-11 1.1044110070918427e-06 9.680398016911733e-08 -2.6188928782267955e-08 -8.766977406713425e-09 1.0124953826173626e-08 1.4971900776535485e-08 -6.206759324579387e-09 1.0942918926908572e-08 7.343799537775528e-09 1.1648751117413444e-09 -3.203370700930135e-09 9.036547020282723e-09 -3.1443546511984086e-09 -1.619714590938021e-08 -7.520088482359726e-09 -6.514275117916131e-09 -1.5951445059322181e-09 -9.267786949874321e-09 8.950860021778981e-09 2.669304221692002e-09 -8.63223419668392e-08 -3.737006485160835e-07 -4.3426607421219407e-07
pcs.V4 2.9747675264125287e-07 2.2791669934999122e-07 -4.930049062284522e-09 3.6638422104554986e-11 -4.821528894360335e-07 4.405308965689962e-08 -1.2335672037063571e-09 1.2044760503868786e-11 9.680398016911791e-08 1.1947080998967726e-06 4.3683263690798523e-08 3.2513718448203094e-09 1.3462658515010006e-08 -2.847979195225026e-08 -4.321418168270265e-09 2.8321240877415483e-08 -2.806768039202854e-09 -2.350235222105828e-09 7.411724725685006e-09 -8.289953476939184e-09 -6.458855161868176e-09 1.637863490864617e-08 1.420424121645058e-08 5.186047691868599e-09 1.249418668300388e-08 1.655282553697247e-09 -7.190377560207436e-09 -6.210545337586324e-09 7.696034554000879e-08 5.966462751182371e-07 4.7044060105869566e-07
