 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00011420865626324606 7.926754303846887e-06 -2.225584073762408e-07 2.183579328996103e-09 -2.4145193120887707e-05 2.1505732027466377e-06 -5.9407224192503784e-08 5.523236904222316e-10 2.435324126244764e-07 3.0585293171236767e-07 -1.9560360920810225e-07 -1.2769689964681915e-07 -7.778686963470815e-08 5.025783244211439e-08 -8.59147670988334e-08 8.541431980696263e-08 -3.0349803846319867e-09 -1.1511547615758823e-07 -1.5895036427139912e-07 -6.206038917092451e-08 -2.8273387265762892e-08 1.4792271052411173e-08 -3.1970912883668625e-08 -6.536022401439839e-08 4.965801629068612e-08 -3.496844657939241e-08 3.5518452419298e-08 -8.826807935664882e-09 -3.1102558729894194e-07 -2.5579900834994716e-06 2.3411340828202067e-06
age 7.926754303847955e-06 0.00031119824169669515 -7.161062872376259e-06 5.115748429861392e-08 0.003908378863540073 -0.00029595969913930503 6.79601760007476e-06 -4.842006037489137e-08 -8.641145780361562e-08 2.154477191719137e-07 -8.529050929952334e-08 2.4534047050493673e-07 4.522288514787384e-08 6.6762164996221e-08 1.4176009228475192e-07 1.4683234707455633e-07 1.8709212466960336e-07 -3.5640158138070304e-07 -7.523859445811928e-08 4.5891409003690845e-08 -1.489512199031599e-07 -2.522226784988351e-07 -3.136785504887102e-07 2.8061590775929554e-07 2.6247726073663466e-07 -2.2587212304280308e-07 1.90780369646925e-07 3.706634466805334e-07 2.3736515955283323e-07 7.789646192768086e-07 -3.939055223155169e-06
age2 -2.225584073751096e-07 -7.161062872376877e-06 1.6795103662352995e-07 -1.2201574597272706e-09 -8.793013399018473e-05 6.802217288730417e-06 -1.5922056240474765e-07 1.1537451161839667e-09 4.413174804129638e-09 -4.624373178035115e-09 1.026540686605111e-09 -5.7805147489371596e-09 -1.0620966363078494e-09 -2.6326949159416103e-09 -2.407300978236095e-09 -2.5126469844968365e-09 -4.344178642002174e-09 7.993463975045427e-09 2.0921811813806298e-09 -7.823382740346083e-10 2.906333337163454e-09 4.755238062973365e-09 5.93954161065595e-09 -5.456427376340511e-09 -6.944095145715275e-09 5.131063099530057e-09 -4.766722305006283e-09 -8.368732847942897e-09 -7.1109205234967405e-09 -9.338168218547093e-09 8.419677234116661e-08
age3 2.183579328989166e-09 5.115748429861386e-08 -1.2201574597271933e-09 9.008340553529975e-12 6.16512950807894e-07 -4.851631415881771e-08 1.155055593061355e-09 -8.506309519543685e-12 -4.557259873519902e-11 3.544860643926247e-11 -5.420078649550386e-12 4.0703091411169006e-11 5.289783417113192e-12 2.5184875088800615e-11 1.2284141596412325e-11 1.4032166330109344e-11 3.3317684198186434e-11 -5.55782908646375e-11 -2.0409064675905382e-11 3.1155705734549185e-12 -1.871786803099021e-11 -2.6463832159188483e-11 -3.584632461180591e-11 3.1805142605043015e-11 5.515283485561954e-11 -3.645906537228742e-11 3.633163178098805e-11 5.78326621163922e-11 8.16435930039112e-11 2.6491101220634996e-11 -5.954996324043998e-10
sex -2.4145193123343655e-05 0.003908378863539034 -8.793013399016471e-05 6.165129508077687e-07 0.1350860650080006 -0.010121378382470457 0.00023127564207186253 -1.6465532250048201e-06 -2.537201059272037e-06 -1.1675188035938459e-06 1.536850074266225e-07 1.3479484559597599e-06 -3.984999510119934e-06 -1.8690074288269717e-06 2.682263933961167e-06 3.960258159496477e-07 -1.829057472437982e-07 -2.813779313031339e-06 -1.5908669737115183e-06 2.9249701145694303e-06 4.1797749768367514e-07 -2.355751506539672e-06 -6.417135379343267e-06 2.5882014633999596e-06 -3.014011082260134e-07 -4.153994707800036e-06 6.21911842563734e-06 4.4214196968107294e-07 -1.056743279322166e-05 2.7489192212926504e-05 -7.402652394723769e-05
agesex 2.15057320289832e-06 -0.00029595969913915444 6.8022172887268295e-06 -4.851631415879088e-08 -0.010121378382470438 0.0007788911185248175 -1.8166021971008592e-05 1.3146880653465046e-07 2.5710750468044264e-07 9.514460108481177e-08 -1.937374846066873e-08 -4.497216523271073e-08 2.7091139089027053e-07 7.885794332609508e-08 -1.0297101316431303e-07 2.0580582342394884e-09 9.471354952240212e-10 2.148359633111892e-07 9.350273725999274e-08 -1.9973271051145195e-07 -9.756844035986827e-08 1.4591418464358026e-07 4.353670974341432e-07 -1.0502053724500462e-07 -7.975481310610264e-08 3.3772498925157284e-07 -5.111047693790823e-07 -4.184940979231894e-08 6.769408736824487e-07 -2.043859212580101e-06 4.643019827243338e-06
age2sex -5.940722419438276e-08 6.796017600069256e-06 -1.5922056240462165e-07 1.1550555930604545e-09 0.00023127564207186057 -1.8166021971008504e-05 4.316529404711026e-07 -3.175595659117391e-09 -7.400639534119998e-09 -2.208075168188292e-09 5.297731652503455e-10 4.00192331774904e-10 -5.9610501395772594e-09 -8.976520058305749e-10 9.256038372464043e-10 -1.000104392991506e-09 5.758939239897559e-10 -4.693736673847563e-09 -2.3927585148985037e-09 4.238725975384234e-09 3.4415429818569433e-09 -2.293047993286301e-09 -9.593011946872119e-09 3.919894943935516e-10 3.2638308920673753e-09 -8.71245049269247e-09 1.2420666861697268e-08 6.290888628007369e-10 -4.780613170073284e-09 4.448289939782909e-08 -9.369482724371176e-08
age3sex 5.523236904018021e-10 -4.842006037488365e-08 1.1537451161837632e-09 -8.506309519542134e-12 -1.6465532250047987e-06 1.314688065346492e-07 -3.175595659117375e-09 2.3728943543270512e-11 5.976617403067773e-11 1.739629425845533e-11 -2.824083519545633e-12 -1.7238568935676841e-12 4.438747097401935e-11 3.15731130038338e-12 7.31328374539502e-13 1.1792503414994062e-11 -8.828522763113093e-12 3.0975920997117764e-11 1.8899470148208424e-11 -2.8304316625319187e-11 -3.110074935352833e-11 1.005358409411997e-11 6.741578673418856e-11 1.1494698242926648e-11 -3.0554799377637384e-11 6.957136240644907e-11 -9.315390678401503e-11 -2.539580344339753e-12 -8.812108792774943e-11 -2.832218132981499e-10 6.284763508885264e-10
pcs.V3 2.4353241262443107e-07 -8.641145780321009e-08 4.413174804120031e-09 -4.5572598735128747e-11 -2.537201059260718e-06 2.5710750467955595e-07 -7.4006395340989736e-09 5.976617403052329e-11 1.2486091852615512e-06 1.0790717867718967e-07 -2.493844301586464e-08 -1.0092726193074212e-08 1.3527791562505415e-08 1.5974323959248926e-08 -5.374421560726464e-09 1.1967488396256999e-08 1.1974825792694409e-08 -1.8751637022998483e-10 -1.1979109036575334e-08 1.0943857029768433e-08 4.110170443881772e-09 -1.5852739059928384e-08 -1.2818783874252789e-08 1.0336315697838598e-09 -6.126077364222373e-09 -1.3311243122233026e-08 9.692691433971928e-09 1.2854688820206866e-08 -1.1658292875302907e-07 -4.6985549943341885e-07 -4.778163142225368e-07
pcs.V4 3.058529317123642e-07 2.1544771917218853e-07 -4.624373178041544e-09 3.544860643930891e-11 -1.1675188035861967e-06 9.514460108421164e-08 -2.208075168174077e-09 1.7396294258351258e-11 1.0790717867718951e-07 1.3469249089248512e-06 5.0272137950217676e-08 -5.593652852668309e-09 1.8604766346334393e-08 -3.435175780939045e-08 -7.892753035313746e-09 3.572424847088213e-08 -1.6110906326364725e-09 -9.277982427568265e-09 7.721493811389731e-09 -7.2736416065723175e-09 -8.126004580311933e-09 2.0488768163902074e-08 1.3077907150516866e-08 1.843000487722575e-08 7.473491607645035e-09 3.0097376044618466e-09 -8.507887657337511e-09 6.50943839015269e-09 1.0725723120325232e-07 6.642328299595497e-07 5.440457433942618e-07
pcs.V5 -1.956036092081071e-07 -8.52905092994582e-08 1.0265406866036624e-09 -5.420078649540368e-12 1.5368500742926538e-07 -1.937374846086804e-08 5.297731652549022e-10 -2.8240835195780147e-12 -2.493844301586472e-08 5.0272137950217636e-08 1.3665257394367576e-06 5.976692802768867e-09 -1.2782322078977854e-09 -2.8489304329913724e-08 1.2401334670039851e-08 -4.775833002598219e-09 1.9930064199626066e-08 1.7171739132047688e-08 4.081497161030515e-09 3.531059653047728e-09 1.1985031483283067e-08 1.2444250311899563e-08 -1.8702833391710583e-08 5.246516973480047e-10 5.3325279156580175e-09 1.4748820963826407e-08 1.2320807152842529e-09 -7.120973005528392e-10 1.8530808438237835e-07 1.9115228014735168e-07 7.11668827083332e-08
pcs.V6 -1.276968996468164e-07 2.453404705048216e-07 -5.7805147489344985e-09 4.0703091411149845e-11 1.3479484559562061e-06 -4.4972165232438874e-08 4.001923317685663e-10 -1.7238568935216886e-12 -1.0092726193074124e-08 -5.593652852668348e-09 5.976692802768843e-09 1.3455126345607101e-06 5.865641916266049e-09 1.2746783243548023e-09 6.273879078847877e-09 -1.3668450155063959e-08 2.8010005462865074e-08 -2.762215947906885e-09 -1.1579110514569825e-08 -1.2264249173627733e-08 -4.2299227942854277e-10 3.346416369106093e-09 -3.876280912781562e-09 4.1375326962622343e-10 5.615476095482645e-10 4.717814049985266e-09 -3.001346996322094e-08 -1.5527193065393828e-08 1.3078492016115504e-08 3.6276123255644217e-07 -3.24522627608103e-08
pcs.V7 -7.778686963472253e-08 4.522288514792642e-08 -1.0620966363090759e-09 5.289783417121908e-12 -3.984999510121316e-06 2.709113908903784e-07 -5.961050139579831e-09 4.4387470974038376e-11 1.352779156250576e-08 1.8604766346334572e-08 -1.278232207897726e-09 5.8656419162659106e-09 1.5125157599198456e-06 2.400322301689127e-09 -5.792067835420142e-09 -2.732320117085276e-08 3.084278781590747e-09 -6.847934177799659e-09 1.4397962237426178e-08 -9.412871589929397e-09 -8.631647363442221e-09 -7.481149903975025e-09 -2.400998670803813e-08 1.0939443581320197e-08 2.61872298045544e-09 -2.3082468391634416e-08 -1.3137644282202505e-08 -8.162542621381906e-11 5.206507828762527e-08 -1.7567695971575616e-07 -9.145328451889953e-08
pcs.V8 5.025783244212165e-08 6.676216499626701e-08 -2.632694915942676e-09 2.5184875088808214e-11 -1.8690074288251662e-06 7.88579433259554e-08 -8.976520058273151e-10 3.1573113003598663e-12 1.5974323959248913e-08 -3.4351757809390506e-08 -2.84893043299137e-08 1.2746783243547777e-09 2.4003223016890653e-09 1.505386647808706e-06 1.6584601039836047e-08 -1.156425738417928e-08 -6.578369188350763e-09 4.1650496278544116e-08 8.665295677006733e-09 -3.215613448144299e-08 8.387119329176557e-09 9.123968722366268e-09 -7.58852726060671e-09 1.0270029597492165e-08 2.6036985798643962e-08 1.2768615179793832e-08 7.4103224852478575e-09 -2.0114836848376538e-10 2.513074042124133e-07 -1.6606186777809385e-07 -1.1632050472933167e-07
pcs.V9 -8.591476709883069e-08 1.4176009228472624e-07 -2.4073009782354897e-09 1.2284141596407894e-11 2.682263933960894e-06 -1.029710131642901e-07 9.256038372458253e-10 7.313283745439724e-13 -5.374421560726506e-09 -7.89275303531377e-09 1.2401334670039788e-08 6.2738790788479304e-09 -5.792067835420113e-09 1.6584601039836033e-08 1.4683144425827558e-06 -8.104759805102042e-09 1.1796272802616441e-08 4.782064297612504e-09 1.4754692208096229e-08 -1.0674961217895234e-08 -9.941113718843109e-09 -1.1725324787530979e-08 6.241481357164721e-09 -1.9662854451522826e-08 -2.743229029895474e-08 -1.2998508982197626e-08 -3.815300039854276e-09 1.1029431934838198e-08 1.6617502556687715e-07 -2.2901437881989167e-07 -8.456331950612043e-08
pcs.V10 8.541431980696696e-08 1.468323470746048e-07 -2.5126469844979747e-09 1.4032166330117563e-11 3.960258159508341e-07 2.0580582341459558e-09 -1.0001043929892893e-09 1.1792503414977858e-11 1.1967488396256994e-08 3.572424847088215e-08 -4.775833002598222e-09 -1.3668450155063914e-08 -2.732320117085277e-08 -1.1564257384179269e-08 -8.104759805102035e-09 1.4872952394952658e-06 1.440087564265559e-09 1.1014343262003833e-08 6.7590071418698255e-09 1.8565267374150663e-09 -1.8109826295400618e-08 8.930615080440357e-09 9.005693473307483e-09 1.0414936093535946e-08 3.363999019396205e-09 2.207828142822422e-08 9.044072536836151e-10 -9.633702191478056e-09 4.6791222196836147e-08 1.0182537279724827e-07 2.5867486268131485e-07
