 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00020543668475589 -4.0277531588818455e-06 -4.088517682221379e-08 1.654068621631444e-09 4.519407178248102e-05 -5.41108016865604e-06 1.721790111817344e-07 -1.6361440677560578e-09 8.006450669496235e-07 3.598744093264911e-07 -3.8879878838163417e-07 -6.857794519514049e-07 -1.6433239095756456e-07 -3.964155040998231e-07 -6.516391693100352e-07 -5.111208335862874e-09 4.6698720959319095e-07 2.5146213316350416e-07 -2.536424484287976e-07 -4.040938994659498e-07 -2.1061816006403446e-07 -1.0321059103754449e-07 -8.402051307375438e-08 5.857593197336229e-08 5.981094309333318e-07 -4.104691551433354e-07 2.3742398558382727e-07 1.2372586945295845e-07 -4.500168071565886e-06 -1.2309033816645901e-06 6.557185312062108e-06
age -4.027753159660857e-06 0.0007526679372039312 -1.6838563615593355e-05 1.176253125605034e-07 0.01014951424777201 -0.0007406647826392913 1.6562678134611438e-05 -1.1561712158381207e-07 5.081400037211859e-07 7.165677368041106e-07 7.614261032034282e-08 2.2246543569671654e-07 8.54151352927999e-07 1.0285055775866563e-06 -3.650442155810639e-07 -2.0139109271945184e-07 1.8050769950643523e-08 -1.5228699650489496e-07 -4.08839363650657e-07 5.982258460070569e-08 5.01535737285686e-07 -5.783195016325208e-07 -8.190432887613159e-07 6.321126418200658e-07 6.746404744904554e-07 -1.9942883919560638e-07 3.840040295762949e-07 6.0014730987204936e-09 5.9560786058696934e-06 -1.0813201579493596e-05 -8.817357657219222e-06
age2 -4.0885176833832344e-08 -1.6838563615632857e-05 3.843059297794863e-07 -2.7326110838589766e-09 -0.00022202712884489623 1.6568418843528604e-05 -3.780054371532149e-07 2.6860349504898063e-09 -5.374489059252013e-09 -1.8065633830133548e-08 -2.9165621094934786e-09 -5.835733478452324e-09 -2.0119077143734024e-08 -2.397800038754109e-08 9.797633866505189e-09 4.987681453477166e-09 -1.2977699127158355e-09 3.705907303575941e-09 1.1771359630473147e-08 4.055794505349336e-10 -1.0260749475783013e-08 1.0841661203036835e-08 1.3510199882515616e-08 -1.483885069917307e-08 -1.778023970875243e-08 6.527304351757445e-09 -1.1891755242169394e-08 -2.1005021330490077e-09 -1.5157134582053665e-07 2.5988527458907366e-07 2.1464161766200314e-07
age3 1.654068621502674e-09 1.1762531256042855e-07 -2.732611083850764e-09 1.9762630576294934e-11 1.5222011401088422e-06 -1.1568157943153169e-07 2.6867841268142575e-09 -1.94191373132381e-11 1.4180139507440253e-12 1.475517666771666e-10 2.2049522667574717e-11 4.0719600461236586e-11 1.4595075019200806e-10 1.7965576678938316e-10 -8.013410418878972e-11 -3.6150580737353656e-11 1.925522018386312e-11 -2.8557310007173114e-11 -1.0238693585228177e-10 -1.156439114459689e-11 5.850572498158609e-11 -5.7986869080697137e-11 -7.507397273211738e-11 1.0500814857094001e-10 1.39928122788574e-10 -5.224584657832052e-11 9.716984700618807e-11 2.0482479120393734e-11 1.2055685026554923e-09 -1.9571797226554608e-09 -1.644759617860567e-09
sex 4.5194071776334294e-05 0.010149514247756702 -0.00022202712884453245 1.5222011401061446e-06 0.3628418113050732 -0.0259777450778702 0.0005727028110502394 -3.957129747535741e-06 -9.681201454219996e-06 -6.489387734550018e-06 9.674158804689287e-06 -1.056513489929298e-05 1.1722490572149093e-05 9.460080243008699e-06 2.0285075316147182e-05 -6.6376510114120725e-06 -1.9905963335415922e-06 1.284024923912636e-05 7.035403161190147e-07 3.012794552219301e-06 1.2784400490124088e-05 -1.6636243768487785e-05 -1.8234835920683905e-05 -1.6986995604689477e-05 7.016147990273656e-06 -1.6182475045881763e-05 3.006366505240056e-06 -9.420801304831802e-06 -5.698047299741402e-05 -3.895687474933563e-05 -0.00014386832009802248
agesex -5.411080165475085e-06 -0.0007406647826347635 1.656841884342471e-05 -1.1568157943078082e-07 -0.025977745077871105 0.0019091962172163937 -4.296595755718322e-05 3.0189879039751153e-07 9.662965131649371e-07 2.0173303755676656e-07 -5.622162270918446e-07 8.31996339675736e-07 -9.191707073819955e-07 -8.137349116297396e-07 -1.1651514521965666e-06 5.435438088112529e-07 8.214213612409775e-08 -8.441323101768076e-07 1.6248446283908574e-07 -3.0068807512103273e-07 -9.756922942568257e-07 1.0885195803694899e-06 1.1706153102817055e-06 1.144475010105029e-06 -7.413423943015913e-07 1.2429406756427215e-06 -5.184477003551839e-07 3.5228254042817455e-07 4.771659105379822e-06 1.675481967034663e-06 9.90825839271759e-06
age2sex 1.7217901117010897e-07 1.6562678134624106e-05 -3.780054371534891e-07 2.686784126816077e-09 0.0005727028110502761 -4.296595755718441e-05 9.852702423813776e-07 -7.0391297521707405e-09 -2.762614454291432e-08 7.62665544373272e-10 9.673442383554409e-09 -1.922516320535595e-08 2.1548103049105605e-08 2.1475891707196217e-08 2.0942507363213564e-08 -1.3760960347420144e-08 2.5090808099422384e-11 1.8158086231558622e-08 -8.909604521102064e-09 8.5322780981476e-09 2.135535846669958e-08 -1.9607467176741003e-08 -2.599372075997053e-08 -2.515070699358124e-08 1.829376864950578e-08 -2.9860185700582076e-08 1.54873715611371e-08 -4.131079411702514e-09 -9.010001047134147e-08 -4.8668920808098315e-08 -2.0911731675014708e-07
age3sex -1.6361440677304404e-09 -1.1561712158382877e-07 2.6860349504899937e-09 -1.9419137313238087e-11 -3.957129747536091e-06 3.018987903975268e-07 -7.039129752170895e-09 5.108885399784331e-11 2.2373048070069987e-10 -3.046798791205468e-11 -4.9095293588058964e-11 1.3249034127255633e-10 -1.5219290958816596e-10 -1.7481123597337914e-10 -1.1430964773442451e-10 1.0494817455789217e-10 -1.3853368536697794e-11 -1.307431079700491e-10 9.240003236458197e-11 -6.927292244749223e-11 -1.3763405508803033e-10 1.0384790536855887e-10 1.94242473698037e-10 1.8095298490839362e-10 -1.3141671146476122e-10 2.202463120768195e-10 -1.2265094950058157e-10 9.921801591779971e-12 3.803375181947744e-10 5.329558201071094e-10 1.4262989160141093e-09
pcs.V3 8.006450669493881e-07 5.081400037208259e-07 -5.37448905924316e-09 1.4180139506755317e-12 -9.681201454214429e-06 9.662965131646341e-07 -2.762614454291004e-08 2.2373048070068702e-10 2.5365073325601625e-06 3.2695037524869563e-07 -1.2715264962161816e-08 6.004313680226523e-09 1.6021183266159233e-08 1.0684231378231942e-08 -8.052083424610843e-08 1.3157626565877626e-08 1.7703316739576023e-08 8.456355257717509e-09 -5.9043163723856e-08 3.485102137655297e-09 6.236114690430525e-09 -1.1928224646023308e-08 2.0642129351462374e-08 -6.730389268110712e-10 1.0350278744851498e-08 -8.398305202037966e-08 -1.188431046181315e-08 -1.4475235791569926e-08 -5.038024794416476e-07 -9.299750096179209e-07 -5.8594712200786e-07
pcs.V4 3.598744093263821e-07 7.165677368080365e-07 -1.8065633830221944e-08 1.4755176667778706e-10 -6.489387734418495e-06 2.0173303754702491e-07 7.626655445940925e-10 -3.0467987913616e-11 3.26950375248691e-07 2.8432029080554647e-06 1.821702228304313e-07 4.733070876920904e-08 8.114013762129797e-08 -5.5446457788606926e-08 -1.3457492789788658e-07 6.698168919597427e-08 -6.168442962988561e-09 -1.6558740834145082e-08 3.723191600901164e-08 -4.872305666795992e-08 -5.677795368444575e-09 6.079554348769961e-08 2.422726693145002e-08 2.730170961594205e-09 3.376231624083915e-08 2.8117865511155668e-08 -4.366849446772693e-08 -2.703487208663057e-08 2.8613084031100925e-08 1.4600281264171963e-06 1.1243916866121241e-06
