 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 9.68355264925726e-05 1.0661492397334771e-05 -2.997446924756065e-07 2.8074893074354835e-09 -2.842621799650708e-05 2.685155033968859e-06 -8.050791051587673e-08 7.72693728384112e-10 3.054937290136908e-07 1.7868159838537597e-07 -1.3976301048682233e-07 -6.699942250770288e-08 -9.041421132904259e-08 8.093308389290247e-08 -8.037832244519343e-08 1.1568080303674114e-07 -6.387305228099289e-08 -9.498366562435881e-08 -6.280191230250492e-08 -2.0023885019531995e-08 -3.8491260880928566e-08 6.02884913755428e-08 -1.0088306194562513e-07 -6.325817067902557e-08 -2.3412398242001928e-08 -2.3300862104086357e-08 5.920527200236105e-08 4.1472877109186624e-08 5.096282468294915e-07 -3.077158093918911e-06 1.185667510018447e-06
age 1.0661492397496251e-05 0.0002879465695456483 -6.673609056475946e-06 4.806227669946977e-08 0.0036785713192589984 -0.00028075622081012806 6.505295245452882e-06 -4.6817348286026714e-08 9.412004125539933e-08 1.8920582120135743e-07 -1.6403961751497117e-07 2.36452749665279e-07 5.013804284356845e-08 1.590294852103837e-07 1.2152223825991247e-07 2.6963356908443716e-07 1.8104985345119115e-07 -4.884329566989875e-07 -7.006340842919034e-08 4.6666537356954525e-08 -2.5695450471391665e-07 -1.9652186684342592e-07 -1.4558431087497863e-07 1.8693688946762976e-07 1.3397191173345176e-07 -2.334745299234074e-07 3.4990741514245795e-07 4.2862992813843673e-07 -1.2685704073501506e-06 1.6284331486711107e-06 -1.4816049502329083e-06
age2 -2.997446924765733e-07 -6.673609056477861e-06 1.5762806773866272e-07 -1.1544149251869e-09 -8.348473161548914e-05 6.5088055208676954e-06 -1.5372562494193245e-07 1.1251696526574007e-09 -5.495021284339877e-10 -4.736712841568188e-09 2.6012585053706865e-09 -5.456392307064494e-09 -1.315205512246856e-09 -4.360440803291251e-09 -2.008572387723422e-09 -6.02704148951657e-09 -4.211668264620429e-09 1.0824702439819003e-08 1.6552638092048079e-09 -8.204061931196438e-10 5.6332897334274145e-09 3.4380172532511797e-09 2.2403429983972725e-09 -3.410254957501893e-09 -3.792664541218712e-09 5.128636736867755e-09 -8.44319213374492e-09 -9.801853291736737e-09 2.6159236484598433e-08 -3.211916041212698e-08 3.27652371832614e-08
age3 2.8074893074331115e-09 4.80622766994995e-08 -1.1544149251872661e-09 8.59154202042115e-12 5.909528170868195e-07 -4.6867205356430215e-08 1.1258194692963485e-09 -8.374339845257679e-12 -4.9411129222273364e-12 4.09678405630467e-11 -1.5351064754485484e-11 3.8010166291551916e-11 7.975619160710447e-12 3.6256053911415253e-11 9.823691119712211e-12 4.384917607477115e-11 3.222620557496124e-11 -7.450359847723078e-11 -1.5387950717584423e-11 4.146735615184786e-12 -3.942800813920658e-11 -1.645234200022667e-11 -1.0100840890255646e-11 1.8981260212874057e-11 3.044483467309352e-11 -3.5189889783063165e-11 6.361104954752206e-11 7.014835482122212e-11 -1.4600593364697357e-10 2.0368667013587938e-10 -2.5628489339338075e-10
sex -2.8426217997862643e-05 0.003678571319269082 -8.348473161573107e-05 5.909528170886107e-07 0.12686943339859658 -0.009579814039410528 0.00022096889153479148 -1.5897678384320476e-06 4.804856853848051e-07 -8.499415731419518e-07 2.46638468493834e-07 1.309596634145336e-06 -1.900905845215845e-06 -1.1678801880022624e-06 2.319216224354059e-06 2.7800867767545198e-06 2.290990899380084e-08 -4.310394091419279e-06 -2.568475143763933e-06 3.4147333138650863e-06 1.2585859130163596e-07 -3.016879233822752e-06 -4.391545702776616e-06 1.8383147966568767e-06 9.375947958266706e-07 -3.302718465875734e-06 8.45526374681626e-06 4.660032337164017e-06 -5.783094735011366e-05 5.122661203154077e-05 -2.1544938177694077e-05
agesex 2.685155034035806e-06 -0.0002807562208110963 6.508805520890438e-06 -4.686720535659573e-08 -0.009579814039410743 0.0007426435775928878 -1.7480084805932288e-05 1.278180336302794e-07 1.9806901091282092e-08 5.600941839394872e-08 -5.8057406591038466e-08 -3.981710651778623e-08 1.0532304048565196e-07 8.753604115728203e-08 -7.930662668411691e-08 -2.1101745020045207e-07 -4.3470448283616345e-08 3.2899996575433745e-07 1.564892571904769e-07 -2.4390702391972835e-07 -3.0440953139792136e-08 1.9846373976329652e-07 2.9240914408177e-07 -4.702149698036878e-08 -1.800697366021082e-07 2.8247378171740177e-07 -6.77712766123633e-07 -3.6712837048204846e-07 4.6156621588536185e-06 -4.164648885075726e-06 8.091958105613696e-07
age2sex -8.050791050914573e-08 6.505295245468765e-06 -1.5372562494230525e-07 1.1258194692990865e-09 0.00022096889153480083 -1.748008480593262e-05 4.1908903481037454e-07 -3.114571588762943e-09 -1.862516317171356e-09 -9.100570030501509e-10 1.898326467657758e-09 3.547409799271248e-10 -2.059399180130019e-09 -2.2212154806899427e-09 4.030524458405273e-10 4.908928788927348e-09 2.041557043984735e-09 -7.139921168678001e-09 -3.501100851322252e-09 5.162943265619377e-09 9.79875524519159e-10 -3.2278100343599484e-09 -6.304134124274868e-09 -8.053965143888108e-10 5.78344316869978e-09 -7.350638838901016e-09 1.629200105053806e-08 8.587600622915162e-09 -1.0307909693550755e-07 1.0089010241006927e-07 -5.861186257869331e-09
age3sex 7.726937283757533e-10 -4.681734828615582e-08 1.1251696526604592e-09 -8.374339845280164e-12 -1.5897678384321495e-06 1.278180336302843e-07 -3.1145715887630004e-09 2.350482704418295e-11 1.9671946016332827e-11 4.901412576092417e-12 -1.503039233718398e-11 -1.4892053769250549e-12 1.6030156602508088e-11 1.8989816649525495e-11 3.4056067349441066e-12 -3.8457200505201284e-11 -2.2008016464439763e-11 4.711606697510248e-11 2.5823305437120796e-11 -3.4303681923463123e-11 -7.163973143475046e-12 1.4118648478148092e-11 4.425305577066384e-11 1.764644250687658e-11 -4.993522752377969e-11 5.836885876350837e-11 -1.213493712569413e-10 -6.457708055657145e-11 6.728085300394127e-10 -7.471729573127081e-10 -5.4128363035011806e-12
pcs.V3 3.054937290137001e-07 9.412004125523731e-08 -5.495021284302752e-10 -4.9411129222538305e-12 4.804856853790116e-07 1.980690109172931e-08 -1.8625163171818745e-09 1.9671946016409752e-11 1.0091471892389429e-06 8.723449554229479e-08 -2.6797376369268155e-08 -1.631611548015311e-10 7.061133092543677e-09 1.9213160903860195e-08 -1.1314933367549279e-08 5.594665048192235e-09 9.099502191491005e-09 2.06207703783348e-09 -2.2742390475892622e-09 1.827092041224866e-08 -3.5055577191089803e-09 -1.991838277939893e-08 -9.761001184165079e-09 -5.877951856711074e-09 -3.974313073455791e-09 -1.7974847919659793e-08 9.395990547691914e-09 8.24527347604498e-09 -1.471148941033599e-07 -3.0605020883768263e-07 -3.880215898711822e-07
pcs.V4 1.7868159838536813e-07 1.8920582120091555e-07 -4.736712841557936e-09 4.0967840562972736e-11 -8.499415731554617e-07 5.600941839499815e-08 -9.100570030749269e-10 4.901412576274171e-12 8.723449554229476e-08 1.0940698341505153e-06 3.26533661749042e-08 -1.5355705945640099e-10 1.6634423599770005e-08 -2.307887957782953e-08 -1.2506981299542225e-08 2.4160873533918162e-08 5.523654990560999e-09 -1.8494609917103492e-09 1.3836826323541568e-08 -1.908077963402595e-09 -6.646492156147394e-09 1.1161908389229251e-08 1.1192921340381526e-08 1.4260704322704996e-09 9.236050771358677e-09 -7.286765202709936e-09 2.4893099657006965e-09 4.0979854516799526e-09 7.916977466251513e-09 6.36791969313814e-07 4.39550215132501e-07
