 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 9.070076806199952e-05 6.955808719810132e-06 -1.909762041840453e-07 1.8494835169965615e-09 -2.9273339671256663e-05 2.642310596321259e-06 -7.402593213229151e-08 6.726358568655047e-10 1.914616513807627e-07 2.662365374618704e-07 -2.2007081649593097e-07 -1.3652680365939957e-07 -5.0586283718523955e-08 6.333888213171267e-08 -8.189808289207677e-08 5.949619900000564e-08 -1.4505952678453959e-09 -1.072509568253349e-07 -9.835691865433367e-08 -4.8301011648523494e-08 -2.7374128578156604e-08 2.3507646138398703e-08 -3.596359627421269e-08 -2.5369413040855734e-08 2.6743103765185033e-08 -2.196138345042469e-08 4.659985988250511e-08 -1.2150613813774756e-08 -3.8030120022019653e-07 -2.184910408536287e-06 2.3254906663013585e-06
age 6.955808719898243e-06 0.00026688941487272875 -6.144532784926782e-06 4.389878911324077e-08 0.003344218182265944 -0.00025342802437583467 5.822992887794255e-06 -4.1511083143320586e-08 -5.0130890524296e-08 2.040530837697021e-07 -1.0355799853467298e-07 1.822765654030064e-07 4.6348936695869614e-08 5.442021142806361e-08 1.218555220306689e-07 8.982639081298098e-08 1.1420557643883618e-07 -3.192896505893038e-07 -7.089626418523329e-08 5.737443321071659e-08 -1.5308561539948412e-07 -1.6824946625553016e-07 -2.0484148337567455e-07 2.3666879273450242e-07 1.7091455690186467e-07 -1.81276651047994e-07 1.275265945192135e-07 3.4006042909781845e-07 7.743178110270329e-08 2.635319018995812e-07 -2.6074663240194727e-06
age2 -1.909762041861801e-07 -6.144532784926257e-06 1.442091500605782e-07 -1.0479121398740876e-09 -7.5264155237603e-05 5.82648311322593e-06 -1.3646638379918208e-07 9.89439091850934e-10 3.373991961011678e-09 -4.556814502850438e-09 1.6408645810882725e-09 -4.5240419856205816e-09 -1.1757945196444772e-09 -1.9967249362826753e-09 -2.1786812524789546e-09 -1.3912957845184255e-09 -2.624067086380949e-09 7.062800335727462e-09 1.961110591016423e-09 -1.1013771463873525e-09 3.2836605858333045e-09 2.885996497241769e-09 3.6863417767656402e-09 -4.554525845217686e-09 -4.499781068710741e-09 4.026059460890413e-09 -3.3737279442800496e-09 -7.749451089901166e-09 -2.981341219856594e-09 9.615130270185385e-10 5.4991679595042545e-08
age3 1.8494835169936851e-09 4.389878911324378e-08 -1.0479121398742534e-09 7.739398928785227e-12 5.278324934328564e-07 -4.156524025939691e-08 9.901775342792575e-10 -7.296334344117386e-12 -3.731607031903808e-11 3.5527685452301674e-11 -1.0524366272211602e-11 3.315769188199906e-11 7.4701351654224e-12 1.8643423768322313e-11 1.1914982126100574e-11 6.793071573861595e-12 2.0480536035474738e-11 -4.842757410197369e-11 -1.8744052726501876e-11 5.7034213993251155e-12 -2.2973934612431842e-11 -1.3673372936694845e-11 -2.1148748639418514e-11 2.6240757480081506e-11 3.5531824263929984e-11 -2.7547781152261067e-11 2.6888335368949642e-11 5.3848735851496194e-11 4.652049116924833e-11 -3.887212741862604e-11 -3.913830735122156e-10
sex -2.9273339670049624e-05 0.003344218182268337 -7.526415523766054e-05 5.278324934332875e-07 0.1165538272852797 -0.008748234433675688 0.00020030538345887377 -1.4291472683050644e-06 -1.063418043926452e-06 -5.503439734582598e-07 4.511871864108343e-07 1.4342505599651293e-06 -2.3186218092494287e-06 -8.422288098488524e-07 2.4243419942046244e-06 -1.8450570092510053e-07 -4.973840308035466e-07 -2.5850860495542464e-06 -1.2567109220177902e-06 2.4066727177516094e-06 3.3110274438620546e-07 -1.734227581569076e-06 -3.509371358726497e-06 2.5018259940777525e-06 -7.391708537465601e-07 -2.3347747805085616e-06 4.103574174253751e-06 7.216732279338481e-07 1.0585147162389284e-05 3.755054680968989e-06 -5.892366284698957e-05
agesex 2.642310596294455e-06 -0.00025342802437623973 5.826483113235344e-06 -4.156524025946488e-08 -0.008748234433676075 0.0006742760021065929 -1.5756156600690043e-05 1.1426279153184403e-07 1.3953720038784903e-07 5.166384430009546e-08 -3.431275245684787e-08 -7.311842812302038e-08 1.3889245921246585e-07 1.3137008654313356e-08 -1.0617985825498413e-07 2.86921426687633e-08 3.086326727141745e-08 2.036757403034662e-07 6.955591694503024e-08 -1.7168593292979287e-07 -6.937461952640745e-08 9.791133149729998e-08 2.27628496814218e-07 -1.0566567338069269e-07 -1.8011705576577628e-08 1.9358258131129407e-07 -3.474739460652728e-07 -5.3888283922144845e-08 -9.371290848563681e-07 -2.640199523641989e-07 3.701018353979531e-06
age2sex -7.402593212517153e-08 5.8229928877949355e-06 -1.3646638379920257e-07 9.90177534279461e-10 0.00020030538345889077 -1.575615660069067e-05 3.7506599300708544e-07 -2.764631023466193e-09 -4.5992458041047615e-09 -1.3220439527225355e-09 6.995842327169537e-10 1.433148429013458e-09 -2.7653495720431193e-09 4.76147784867142e-10 1.2850870611846563e-09 -1.2829846311041922e-09 -2.2352472449666647e-10 -4.455232025559866e-09 -1.7054823680200592e-09 3.5621701248473653e-09 2.393084444086625e-09 -1.1204796844330256e-09 -4.898419977651682e-09 5.064157957367565e-10 1.4460909065145986e-09 -5.062058606464598e-09 8.667387887759038e-09 7.643243788041132e-10 3.251204005991245e-08 3.753698373981742e-09 -7.554637939221419e-08
age3sex 6.726358568701114e-10 -4.1511083143394575e-08 9.89439091852657e-10 -7.296334344129823e-12 -1.4291472683052397e-06 1.1426279153185268e-07 -2.7646310234662886e-09 2.0694918610763834e-11 3.958167877073909e-11 1.1878648255067716e-11 -3.307656669120061e-12 -1.1036045723936788e-11 1.9519722558185415e-11 -6.3591222656584395e-12 -3.3474257867649567e-12 1.2516673754817062e-11 -2.5265919919716128e-12 2.920006318005683e-11 1.322422228010789e-11 -2.2366306574436717e-11 -2.1258000829840985e-11 8.543183557616744e-13 3.398721895939702e-11 1.0268074502509505e-11 -1.5455118881175635e-11 4.049792732618485e-11 -6.660675349394837e-11 -2.429373035099364e-12 -3.5382134225685937e-10 5.584033579767266e-12 5.175945799347046e-10
pcs.V3 1.9146165138076564e-07 -5.013089052434565e-08 3.373991961012796e-09 -3.7316070319045914e-11 -1.063418043927683e-06 1.3953720038792772e-07 -4.599245804106253e-09 3.958167877074759e-11 9.92923442548465e-07 7.74829376214871e-08 -3.067309922800192e-08 -4.992437866012184e-09 7.2684503678432286e-09 1.4184502471413481e-08 -4.094826033951451e-09 8.917262585809585e-09 9.573086331514978e-09 7.68041415279053e-10 -2.897103468334562e-09 1.1418857966852374e-08 -1.1089660672753279e-09 -1.4802003807852118e-08 -1.2832700836943893e-08 -6.201634992763376e-09 -4.973170920374491e-09 -1.4891838111725393e-08 7.751052720641428e-09 5.581412519986008e-09 -7.571433976952001e-08 -3.4803076773582097e-07 -4.1418564878752006e-07
pcs.V4 2.662365374618559e-07 2.0405308376945856e-07 -4.556814502844786e-09 3.552768545226101e-11 -5.503439734665421e-07 5.1663844300741756e-08 -1.3220439527378044e-09 1.1878648255179516e-11 7.748293762148724e-08 1.0594888290998142e-06 3.1937783231629807e-08 2.357759105589431e-09 1.518616556704093e-08 -2.431536220283532e-08 -1.1232972557953642e-08 2.4136274454607235e-08 -2.249382679561992e-09 -5.93792496839097e-09 9.46286552887068e-09 -5.485962577629155e-09 -9.732039570031073e-09 1.3665814507781353e-08 1.0124705818925846e-08 5.685870848965968e-09 9.379287229329708e-09 -5.210170065406068e-10 -1.878730931754641e-09 1.4804659417575188e-09 6.226686428612252e-08 5.672806223441366e-07 4.0565440513062675e-07
