 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0025958375224852006 0.0009067688737170889 -2.7659690131981802e-05 2.675274915119526e-07 -0.0031262872007744077 0.0003182169638244644 -1.0120714892220311e-05 1.0092763762093419e-07 -2.3963293712867352e-06 2.5318227118158896e-06 7.990026702007968e-07 9.486405514460188e-07 1.116374955351406e-06 -1.1835758057920014e-06 2.177158035940217e-06 -1.9453917546226992e-07 -4.49631424039392e-07 -6.939270470538812e-08 2.3544094749212907e-07 -1.3028526722817345e-06 -5.334185728391208e-07 1.1921246955518668e-06 1.0795877174052966e-06 1.9443885109201748e-07 -1.7655551842536253e-06 -1.6390557708095246e-07 -1.665882804694155e-06 -2.059057317601917e-06 -1.3804107055705933e-05 3.2230869953461524e-05 6.490828789830102e-06 -2.4769800392647328e-05
age 0.0009067688737155703 0.0018659757385239028 -5.123270466107028e-05 4.3957252397569366e-07 0.018971729349382526 -0.0016832668315573222 4.614356495893402e-05 -3.953312817055758e-07 -1.5044847248536455e-06 7.258224562741144e-07 -9.118305178816387e-07 1.5891875067477833e-06 1.482861285054607e-07 -2.262029663830899e-07 1.347166662060482e-06 5.06790478237956e-07 4.305952962393086e-07 -1.8273147779165036e-06 7.713583986934098e-07 3.6598701995105494e-07 -7.344548599421805e-07 -1.5065478987149825e-07 4.852743835817451e-07 1.0802862233213496e-06 -1.3357299942461555e-06 -1.0828216977643807e-07 -1.1755479270582758e-06 2.9095573937496667e-07 1.5481781075270567e-06 -2.4477731933217167e-05 1.165691673879331e-05 1.0261472838589306e-05
age2 -2.7659690131923137e-05 -5.1232704661021835e-05 1.4248745582852595e-06 -1.2371566771596902e-08 -0.0005117410372596291 4.601386289485081e-05 -1.2775974324514288e-06 1.1074860749220488e-08 4.1787282119861944e-08 -1.540515675484682e-08 2.0493314976027622e-08 -4.358901790307994e-08 -6.3607420476877e-09 5.908280002573847e-09 -3.620051168489027e-08 -9.63701638958459e-09 -1.2562737969823211e-08 4.5211639751340276e-08 -2.2314329533283205e-08 -9.318323475683785e-09 1.7182025783904673e-08 -2.4224030954697795e-09 -1.6091108118644957e-08 -2.1599933323617563e-08 3.839446815135622e-08 1.3852711921820717e-09 3.6393963810357406e-08 -4.105456240217784e-09 4.730213713946495e-10 5.544461054182157e-07 -1.942225369769425e-07 -3.0443122458289025e-07
age3 2.675274915115314e-07 4.395725239758204e-07 -1.2371566771610942e-08 1.087134679363529e-10 4.32500204299553e-06 -3.9329556201532325e-07 1.1049740479297148e-08 -9.692511304265682e-11 -3.584231289509343e-10 1.1766490525210058e-10 -1.4008183255519902e-10 3.7392247658540233e-10 7.305085925278988e-11 -5.99287112031009e-11 3.076204321159449e-10 5.486562374590267e-11 1.1585052553519849e-10 -3.4005212040606153e-10 1.930351840376388e-10 6.557626631774602e-11 -1.3257046773086877e-10 6.621876779576273e-11 1.5341665387722574e-10 1.2791485811131925e-10 -3.4291173796115065e-10 1.5160797450359405e-12 -3.3815794048980825e-10 2.1827219365987957e-12 -3.786017947255684e-10 -3.6974557053501306e-09 1.0397390315883115e-09 2.247172087015436e-09
sex -0.003126287200827903 0.018971729349367413 -0.0005117410372590793 4.325002042989555e-06 0.5573535585522379 -0.04924890066567986 0.0013499322954791686 -1.1601417423368824e-05 -6.146458645998988e-06 -6.090663536750792e-07 4.468350361060688e-06 1.3924222351304724e-05 -2.1926104287822623e-05 2.014812814232773e-05 -1.3670977430529834e-05 1.0897508127970595e-06 -4.4398763173048345e-06 -1.7693790015889714e-05 1.2707932005548062e-05 2.238750242792814e-05 -3.340934051622911e-06 6.867731907585963e-07 -1.0157032656520486e-05 -2.830853405825995e-06 5.366791569951393e-06 8.867150703347642e-06 7.966173411123727e-06 2.287485295536712e-05 3.7344979906886645e-05 -0.00032498124359120126 -0.00016667043387763556 0.0005921098480039624
agesex 0.00031821696382999375 -0.001683266831558921 4.6013862894875936e-05 -3.932955620153607e-07 -0.049248900665683534 0.004420376137757953 -0.00012278644909204122 1.0672097426729102e-06 5.795985651653943e-07 3.061996627535074e-08 -4.093260200441331e-07 -1.1462343313444636e-06 1.8342782358731117e-06 -2.0114187410775285e-06 1.568581285747886e-06 -1.953847866137939e-08 2.365708510895697e-07 1.4164345655243395e-06 -1.1173688030672844e-06 -2.0601785918244745e-06 1.6315161324653487e-07 -1.4672789384517998e-07 6.642479379819887e-07 6.884694001105359e-07 -6.248828235145342e-07 -9.406835929279228e-07 -6.642655667953657e-07 -2.1133919908010377e-06 -2.837059850647473e-06 2.843033639134481e-05 9.985888141679389e-06 -5.212232642343628e-05
age2sex -1.0120714892428942e-05 4.614356495866093e-05 -1.2775974324436757e-06 1.1049740479228902e-08 0.001349932295479367 -0.0001227864490920498 3.4550024659508723e-06 -3.038884262191135e-08 -1.5016929393999594e-08 -1.130987434536914e-09 1.0791324261820878e-08 3.154939764665814e-08 -4.862347687520709e-08 5.8946457286911706e-08 -5.098394790314168e-08 -1.591384282321347e-09 -5.663951828844905e-10 -3.287095147638832e-08 2.8149158094438986e-08 5.8624722749864055e-08 -2.9285055659161135e-09 6.495873881589062e-09 -1.5150393241733465e-08 -2.912855412035714e-08 1.9759493357158367e-08 3.0014345004897525e-08 1.7104118390348907e-08 5.983299114329077e-08 5.747478502376199e-08 -7.41462643187994e-07 -2.1124581844707152e-07 1.3768677550790806e-06
age3sex 1.009276376221826e-07 -3.953312817052987e-07 1.1074860749210047e-08 -9.692511304253997e-11 -1.1601417423371289e-05 1.0672097426730512e-06 -3.0388842621913193e-08 2.7048427315273834e-10 1.0017329974634779e-10 2.921207184428047e-11 -8.917954719978095e-11 -2.7957975495530317e-10 4.044099460928499e-10 -5.127997663238113e-10 5.014365771883548e-10 1.950258819961802e-11 -4.8178619747486284e-11 2.2618872957440257e-10 -2.188503997378656e-10 -5.16301734867949e-10 2.4518858304863945e-11 -5.337456225951556e-11 1.1241338729097542e-10 3.21451040909203e-10 -1.9013242312072952e-10 -2.954385167236126e-10 -1.5127537113195988e-10 -5.390239085086535e-10 -2.572710224436403e-10 6.116674748151061e-09 1.3639335544989036e-09 -1.1047240888983586e-08
pcs.V3 -2.3963293712861237e-06 -1.5044847248548335e-06 4.178728211989277e-08 -3.584231289511844e-10 -6.146458646042405e-06 5.795985651691988e-07 -1.5016929394102813e-08 1.0017329974722465e-10 2.5235755304724324e-06 7.44376889214854e-08 -9.081209935165358e-08 5.895198740965077e-09 4.084453332724837e-08 4.9349105995973915e-08 5.03407723023878e-08 6.701752937038391e-08 -2.3722462769842898e-08 3.6723057337963055e-08 -3.835125631227994e-08 -1.0535778401593117e-10 2.923348742405796e-08 -1.2876490791156822e-08 -3.799207991760015e-08 2.3773192674771965e-08 1.721443259579226e-08 -8.906578677469315e-09 4.442719072262973e-08 5.98184830005461e-09 -6.116431021285137e-07 7.36616989113833e-07 -1.5100730825836145e-06 -1.4244945092246547e-06
pcs.V4 2.5318227118165202e-06 7.258224562741378e-07 -1.5405156754847772e-08 1.1766490525211267e-10 -6.090663536812069e-07 3.061996627594906e-08 -1.130987434554939e-09 2.921207184444973e-11 7.443768892148484e-08 2.5166784975348655e-06 3.108816519349941e-08 2.6480994430585356e-08 2.9975865174551524e-08 -2.587801848472782e-08 -4.4324402234092996e-08 1.9913636579218277e-08 -1.4067291611301795e-08 -3.016803191359722e-08 3.9040079935335834e-08 -7.734068523672514e-08 -5.453300595812655e-08 5.14595712946573e-08 5.298142493231138e-08 7.931339636518748e-09 4.587643380564902e-08 -8.226878017929405e-09 -3.127912519111428e-08 8.526346218203533e-09 6.530642545994693e-07 -3.3734318698919355e-07 1.2182261140064342e-06 8.615844088636335e-07
