 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.0001267146316456949 7.081392257211124e-06 -2.0529607159252073e-07 2.0763886753523633e-09 -3.97008732244706e-05 3.1193240749405448e-06 -7.884108185166525e-08 6.593305801851876e-10 2.2247077706566318e-07 3.4077812373530473e-07 -1.982156481124023e-07 -1.1212223033974129e-07 -9.550272359293257e-08 7.713421997766514e-08 -6.145968918373365e-08 8.813691663562085e-08 -3.9227139886579095e-08 -1.1521097710042258e-07 -1.1906657352561056e-07 -6.674394570731704e-08 -2.831269942878299e-08 4.412003765989639e-08 -4.5940168386378844e-08 -4.076130970579862e-08 5.531041481717688e-09 -1.1701926622778682e-09 3.4537776306729076e-08 -3.096745899038385e-08 -2.31831957410115e-07 -2.6906661933773904e-06 2.722464834832646e-06
age 7.081392257179275e-06 0.00030110714539637447 -6.90984717234485e-06 4.92689947859672e-08 0.0037110051692452878 -0.00027960103280652235 6.393930011460187e-06 -4.539536070586119e-08 -1.4325655199616287e-07 2.659463753856844e-07 -1.1469167843731407e-07 2.474755255972034e-07 3.639138503158133e-08 5.894744252552785e-08 1.0332918256744453e-07 4.696398857673043e-08 1.0293580002322037e-07 -3.68911855770544e-07 -7.637357263749494e-08 -1.3584165325757992e-08 -1.284606740511392e-07 -2.097195727783901e-07 -1.9661677289825333e-07 2.0070663518724905e-07 1.7627055168166815e-07 -2.9581294788951636e-07 1.4673225068173584e-07 3.361520982013695e-07 -4.7633171001629203e-07 5.733393142674041e-07 -2.301047911685822e-06
age2 -2.0529607159322258e-07 -6.909847172344886e-06 1.616080493692522e-07 -1.1717855025879902e-09 -8.318691078078667e-05 6.404453153208649e-06 -1.4930648771312487e-07 1.078158900094979e-09 5.578347167833938e-09 -5.662197270236138e-09 1.8301747315846887e-09 -6.106366838858794e-09 -1.0540435218806005e-09 -2.4073227327256427e-09 -1.7260382325113118e-09 -1.6928833485530617e-10 -2.303306394874894e-09 8.314735306286824e-09 2.219078709402166e-09 6.614703457551747e-10 2.7794355520420433e-09 3.73191893494588e-09 3.3928176613505864e-09 -3.8103625583185704e-09 -4.704150562322908e-09 6.202126202398943e-09 -3.824481508068065e-09 -7.844461528464154e-09 1.0780445693950555e-08 -4.8476929034551495e-09 4.723471905431435e-08
age3 2.0763886753572453e-09 4.9268994785970515e-08 -1.1717855025880188e-09 8.63402689552522e-12 5.81440100574594e-07 -4.554443213877659e-08 1.0800048750972232e-09 -7.926349777031592e-12 -5.2721255840933467e-11 4.120521822576851e-11 -1.1860581820044581e-11 4.516496863808988e-11 6.853151812937389e-12 2.3349905401004226e-11 9.036654520417265e-12 -2.4599165376381443e-12 1.7687684919015923e-11 -5.813666864518809e-11 -2.129794008232205e-11 -7.373637377281742e-12 -2.009021908139709e-11 -1.964241129657204e-11 -1.8599689361009847e-11 2.1967405379876878e-11 3.750595430458343e-11 -4.0860313358458675e-11 3.018140497367853e-11 5.5743615425982195e-11 -5.609299855880152e-11 4.836947262004363e-12 -3.3821370610490994e-10
sex -3.970087322530942e-05 0.0037110051692444395 -8.318691078076991e-05 5.814401005744892e-07 0.12699424532142398 -0.009480786321025066 0.00021602723163103665 -1.5346205472260612e-06 -1.9998879376501485e-06 -5.506657066631268e-07 2.1487893926207355e-06 1.8195746194618153e-06 -3.624824188285772e-06 -6.759930515921277e-07 2.9441222751518445e-06 -9.440282247914274e-07 -1.975816133308533e-06 -2.2104432235405568e-06 -1.258799724016904e-06 2.2940485054669397e-06 1.7606160727017308e-06 -1.7058470753525728e-06 -4.237444088142746e-06 1.5811152321512544e-06 1.3836748158492532e-06 -3.7946368592023126e-06 3.299882715579225e-06 1.2258267884904727e-06 -3.5578968416390115e-06 1.1957165178490932e-05 -6.083422568880471e-05
agesex 3.1193240745236318e-06 -0.0002796010328064333 6.4044531532066905e-06 -4.554443213876426e-08 -0.009480786321024986 0.0007271119753135855 -1.6912453555079348e-05 1.2213832670063727e-07 2.128383159619723e-07 5.139087504856036e-08 -1.5673166774861483e-07 -1.0946772596515722e-07 2.3570784246464595e-07 -1.2257987957382152e-08 -1.3616039463711923e-07 1.0136222085574997e-07 1.4599397945800973e-07 1.8093621986788727e-07 8.347695711194292e-08 -1.4722941683699804e-07 -1.816703762250038e-07 9.25523691775359e-08 2.774518570439831e-07 -6.31671075534498e-08 -1.909235696598763e-07 2.9046803090692043e-07 -2.81239754603687e-07 -1.0908463616401948e-07 2.458276053649347e-07 -8.504555860858318e-07 3.736709922109689e-06
age2sex -7.884108185364528e-08 6.39393001145641e-06 -1.4930648771304064e-07 1.0800048750966307e-09 0.0002160272316310346 -1.6912453555079317e-05 4.0079160752768505e-07 -2.9424011257803407e-09 -6.2914628821076145e-09 -1.5060231331979378e-09 3.4870701663355305e-09 2.480179821262802e-09 -4.961842196373048e-09 1.2637317382406049e-09 1.964789279473183e-09 -3.06364517953872e-09 -2.87738805002043e-09 -3.992606937983659e-09 -2.225035930571623e-09 2.8506214656552842e-09 5.03302616078703e-09 -9.897284449709185e-10 -6.035468458563153e-09 -9.83491343156517e-11 5.64855673203627e-09 -7.157687469327101e-09 6.982917519673782e-09 2.2532285362680314e-09 1.2684017391801079e-09 1.980698429997051e-08 -7.369584652291461e-08
age3sex 6.593305801668639e-10 -4.539536070584388e-08 1.078158900094633e-09 -7.926349777029492e-12 -1.534620547226044e-06 1.221383267006369e-07 -2.942401125780338e-09 2.1940806125154166e-11 5.095951822004682e-11 1.515110716615273e-11 -2.328161709638853e-11 -2.0379644374827388e-11 3.554804389228873e-11 -1.3120563268619182e-11 -9.097182711662376e-12 2.4441045466189352e-11 1.6442695659516904e-11 2.5888101428087076e-11 1.7838795049150357e-11 -1.709531080956969e-11 -3.977827887526793e-11 2.2019418708948753e-13 4.245188793938469e-11 1.2667127168936569e-11 -4.6580805546716465e-11 5.5043727204071064e-11 -5.344359251560152e-11 -1.4481728888546344e-11 -1.021144673661599e-10 -1.3560478867053127e-10 4.914950894920214e-10
pcs.V3 2.2247077706544771e-07 -1.4325655199613251e-07 5.578347167833371e-09 -5.272125584093091e-11 -1.999887937656275e-06 2.1283831596245066e-07 -6.291462882118909e-09 5.095951822012976e-11 1.3646787122995686e-06 1.0548244427254532e-07 -3.0669667839268725e-08 -9.8328812160397e-09 1.0623154141942133e-08 1.6698150420496225e-08 -6.93446073814839e-09 1.1727525985943475e-08 6.7702325952889096e-09 1.9580049931643535e-09 -5.822201377010156e-09 8.872667417836589e-09 -3.6996466122126773e-09 -1.823409592501293e-08 -7.650196483160802e-09 -9.008230311844384e-09 -1.607378036726887e-09 -8.451472514605357e-09 1.0770995469335757e-08 1.992563653296251e-09 -1.1732156455237208e-07 -4.5344104326980905e-07 -5.157161261911991e-07
pcs.V4 3.407781237352633e-07 2.6594637538519607e-07 -5.662197270224828e-09 4.1205218225687226e-11 -5.506657066806987e-07 5.139087504992531e-08 -1.5060231332300431e-09 1.51511071663869e-11 1.0548244427254578e-07 1.466357545613684e-06 4.626755936470309e-08 4.8593554378172565e-09 1.583534886318116e-08 -3.049931086602567e-08 -3.93994930024595e-09 3.2633097057100343e-08 -4.469655963759075e-09 -3.6099158727024953e-09 7.547758962477063e-09 -1.0647738692646298e-08 -5.542929603346316e-09 2.0612588202729595e-08 1.7158691516839502e-08 5.030645259198235e-09 1.4110558560262074e-08 -1.2408371541853728e-09 -9.519545007940036e-09 -8.41466780613374e-09 1.1153790682257875e-07 7.040720013847433e-07 5.808268636205918e-07
