 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.0003574973758644142 -0.0004883573773226227 9.11475212240072e-06 -5.4403154078507835e-08 0.0021610047204869494 -0.0001395492288245305 2.883286394267557e-06 -1.9123605450069014e-08 -3.189654776682597e-07 1.137126278076059e-06 -3.3964084836344383e-07 1.666549543159637e-08 -7.693451970250874e-08 -8.709832273201229e-08 3.2160025018920575e-07 4.968778846290161e-07 -4.274678346854923e-08 -2.481487492300902e-07 -5.873120944976206e-07 3.187233957659528e-08 -1.3042755684559067e-07 2.593295070981214e-07 -8.239535222901584e-08 1.6212864759429557e-07 -7.61324995847265e-07 -2.3114543765227874e-08 3.692196357538051e-08 -3.332203583915387e-07 -1.378583491216123e-06
age -0.0004883573773188867 0.0023442860128873133 -4.5583385185289914e-05 2.8494284511234876e-07 0.035622954927333694 -0.00215974418009219 4.194723294176073e-05 -2.620471435311869e-07 1.164427373651972e-06 -8.081615044741812e-07 2.8210667605834494e-07 -6.6513008522096e-07 -2.4478787940438356e-08 2.5848430971775167e-07 7.22182968916979e-08 -4.294075555755442e-07 5.329046794251503e-07 5.128511011068715e-07 5.712275476357872e-07 -3.2948711345155314e-07 5.680867651018304e-07 -5.187750470399576e-07 -1.3937357123655354e-06 -2.284706777051742e-07 2.344052961639655e-06 6.861830116016136e-08 1.5363813268616254e-07 7.046007995285439e-07 3.0566589894156633e-07
age2 9.114752122271808e-06 -4.558338518519927e-05 8.943330327224378e-07 -5.6405740755879725e-09 -0.0006856166803052289 4.193858632757225e-05 -8.219056470350149e-07 5.180259564472472e-09 -1.93108503058383e-08 1.4264691420073291e-08 -5.9830414469630805e-09 1.1388386064571189e-08 -9.17110507859493e-10 -7.183037147121084e-09 -1.2305054479944343e-09 8.76180806950926e-09 -1.063913799578877e-08 -8.567207891270846e-09 -9.876296541336418e-09 7.426512992900056e-09 -1.0234820971102415e-08 8.979512580922638e-09 2.583052223017684e-08 4.3656035094583895e-09 -4.686978384347298e-08 -7.286996031419463e-10 -5.126650905257625e-09 -1.3770836279238839e-08 -2.251896466716655e-09
age3 -5.4403154077899215e-08 2.8494284511214606e-07 -5.640574075593936e-09 3.590658355842694e-11 4.246403055091957e-06 -2.619465729738769e-07 5.179683149030493e-09 -3.2948520378743305e-11 9.84531241039552e-11 -7.652964950103283e-11 3.6402481295843346e-11 -6.351886341696992e-11 1.0853935492966135e-11 5.89402029889025e-11 6.38189932344103e-12 -5.7010582455798695e-11 7.054085805561592e-11 4.5972354432409744e-11 5.044458772545818e-11 -5.4147508676391795e-11 5.904998784031168e-11 -4.648441933271016e-11 -1.540405675969763e-10 -2.8962670156840426e-11 3.0128507786638543e-10 1.9909629660820434e-12 4.476885436131283e-11 8.457681078361752e-11 5.862943805827532e-12
sex 0.0021610047207364673 0.03562295492673193 -0.0006856166802933814 4.246403055017071e-06 1.6407280762652072 -0.10015544118210933 0.001961013769930708 -1.2368348777553934e-05 -2.3096604088720104e-05 1.8403579129297743e-05 5.920505699830194e-06 -2.333788054105192e-05 -9.274988850891361e-06 -2.2404113177556774e-05 4.356809887845667e-05 1.4955991722649441e-05 8.502481062162798e-06 2.532780907711386e-05 -1.426317641966363e-05 -8.169393609459207e-06 1.6612428293441012e-05 7.499302266929076e-06 -4.989859516451292e-05 7.926381322372688e-06 5.1905066734288685e-06 1.9226377815577847e-05 -1.8793308177951797e-06 -1.0762528177734193e-05 -5.02181514290843e-05
agesex -0.00013954922882824863 -0.002159744180070722 4.193858632713398e-05 -2.619465729710056e-07 -0.10015544118211671 0.006169933807183993 -0.00012185260048014293 7.747746500851099e-07 1.555579347270544e-06 -1.0575679759369402e-06 -3.1962588389369843e-07 1.4455231560139696e-06 5.128218353513609e-07 1.3282048852839338e-06 -2.5934638512124326e-06 -8.920084367286651e-07 -4.805369898181554e-07 -1.5128152418567174e-06 8.632663153128041e-07 6.333016713004322e-07 -1.0101787458409446e-06 -5.295117217792475e-07 3.0177849016234907e-06 -4.334508159682641e-07 -3.8881527798436555e-07 -1.0451887956883912e-06 -1.3035307002709957e-07 7.259265553935673e-07 3.3179192640848007e-06
age2sex 2.8832863945814563e-06 4.1947232941023204e-05 -8.21905647020572e-07 5.179683148939694e-09 0.0019610137699309924 -0.00012185260048015139 2.427503545031594e-06 -1.556637793535328e-08 -3.380634393823889e-08 1.966602298725453e-08 5.408110797333713e-09 -2.8260010868067544e-08 -9.41535356014238e-09 -2.4983965105807838e-08 4.9931349599444794e-08 1.66171131733223e-08 9.381285455366843e-09 2.9274978535392528e-08 -1.7544281104201856e-08 -1.4840343383098453e-08 2.001453744607851e-08 1.250638895091874e-08 -5.889187983643875e-08 6.630782597609899e-09 9.122160773011274e-09 1.7780083163085207e-08 7.015044216114442e-09 -1.5975290153839397e-08 -6.281566025808769e-08
age3sex -1.9123605452395e-08 -2.620471435258086e-07 5.180259564368805e-09 -3.294852037810188e-11 -1.2368348777556492e-05 7.747746500852097e-07 -1.5566377935354197e-08 1.006858742903698e-10 2.325308682836212e-10 -1.1637774494871978e-10 -2.746409723585045e-11 1.7486164288106772e-10 5.991474907922015e-11 1.5212293315992004e-10 -3.118867800171118e-10 -1.006841287362051e-10 -6.159755688294268e-11 -1.8366343236289802e-10 1.1494165382356318e-10 1.0806889857328207e-10 -1.2769737225425983e-10 -9.357006788514935e-11 3.717959994578015e-10 -2.5543984851097854e-11 -6.749711621888932e-11 -9.600049931021062e-11 -7.078624000543004e-11 1.1147375976178342e-10 3.3911233087948347e-10
pcs.V3 -3.189654776742526e-07 1.1644273736794234e-06 -1.9310850306371842e-08 9.845312410728711e-11 -2.309660408809481e-05 1.5555793472316312e-06 -3.380634393746271e-08 2.325308682786398e-10 1.6792251352215707e-06 1.2799237761441786e-07 -4.2248821252657027e-08 -1.490956107985515e-08 -2.2489430793964083e-09 3.693277190621836e-08 -3.2485865350596496e-08 4.8404583846442435e-09 1.2411220286638754e-08 -2.1645144951256006e-08 -2.7922079365622743e-09 2.485578706337879e-08 7.87066029995152e-09 -2.2580241286763403e-08 -1.717867466036827e-08 -2.5010350156328585e-08 -1.8530536034949198e-08 -2.9670855993576938e-08 2.3316577586454733e-08 1.4798354918496947e-10 -7.78707754545282e-07
pcs.V4 1.1371262780767045e-06 -8.081615044999547e-07 1.4264691420575855e-08 -7.652964950418398e-11 1.840357912835308e-05 -1.05756797587857e-06 1.9666022986098406e-08 -1.1637774494135078e-10 1.2799237761442676e-07 1.7889805569803772e-06 6.173362046716743e-08 1.9485875909808342e-08 9.73620619802845e-09 -4.159653176728646e-08 -6.024088559482019e-09 4.832656967025598e-08 -4.4626394987378176e-09 -8.43538549404339e-09 5.332541603685947e-09 8.749622828338127e-09 -9.542843509280409e-09 6.029987166412616e-09 8.263705342269749e-09 7.057382148771962e-09 2.2944691486671322e-08 6.225790903723762e-09 -1.0607615303127108e-08 -6.271436321686257e-09 8.487389311733898e-07
