(Intercept) covarage covarsex covarpcs.V3 covarpcs.V4 proband paternal gpp gmp
(Intercept) 0.00703957156249555 0.00505107560906058 3.78185453559974e-05 -9.44159108157638e-05 0.000292380087791882 -3.40947743340163e-06 0.00024609592773256 -0.000182619464347789 -0.000371423769806682
covarage 0.00505107560906058 0.00503787722713505 0.000187765850511739 -2.17221159838558e-05 0.000240633145522343 2.07693749553673e-05 7.31054945637186e-05 0.000319005559913795 -0.000392063769213146
covarsex 3.78185453559974e-05 0.000187765850511739 0.00153533891617932 -1.79626603520721e-05 1.790978572842e-05 3.48649989843173e-05 -3.48493355841328e-05 0.000118210761463009 -9.40526032220107e-05
covarpcs.V3 -9.44159108157638e-05 -2.17221159838558e-05 -1.79626603520721e-05 0.00167795235627383 0.000156618736871438 -6.1253161788856e-05 1.75206159127585e-05 -0.000146048081499539 8.54275303617879e-05
covarpcs.V4 0.000292380087791882 0.000240633145522343 1.790978572842e-05 0.000156618736871438 0.0014719163929019 5.11827456158007e-05 4.1857135443559e-05 0.000257170759641566 -0.000182007185601256
proband -3.40947743340163e-06 2.07693749553673e-05 3.48649989843173e-05 -6.1253161788856e-05 5.11827456158007e-05 0.00223561816185121 -0.00108934126300061 -5.49935322750985e-05 -9.89896568192485e-05
paternal 0.00024609592773256 7.31054945637186e-05 -3.48493355841328e-05 1.75206159127585e-05 4.1857135443559e-05 -0.00108934126300061 0.0103687243006486 -0.00915183649703108 -0.00591516037791155
gpp -0.000182619464347789 0.000319005559913795 0.000118210761463009 -0.000146048081499539 0.000257170759641566 -5.49935322750985e-05 -0.00915183649703108 0.0302932462929164 -0.0124869504646655
gmp -0.000371423769806682 -0.000392063769213146 -9.40526032220107e-05 8.54275303617879e-05 -0.000182007185601256 -9.89896568192485e-05 -0.00591516037791155 -0.0124869504646655 0.0230903527470487
