 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0018133632545262648 0.0006360717947130715 -1.9439719636317504e-05 1.8840675392779474e-07 -0.0022194265007336508 0.00022500892203388578 -7.132469862108105e-06 7.09950954072e-08 -1.508087662238444e-06 1.8732905331754758e-06 3.869006093638989e-07 4.551099902648336e-07 9.10858314692443e-07 -4.671379256313622e-07 1.4987734922208725e-06 5.213046869375433e-08 -1.7108545679454325e-07 -1.0094848270404145e-07 -4.0580740584995954e-08 -1.0343069763775688e-06 -2.1279618165041886e-07 9.172987711264278e-07 8.779203171922095e-07 3.653569357246865e-07 -1.2761170183512079e-06 -1.9589581199113e-07 -8.949820068132037e-07 -1.3141641908619466e-06 -9.23418444928121e-06 1.4345029259234947e-05 5.620105730820932e-06 -8.215669751822792e-06
age 0.0006360717947133954 0.0012920550198540627 -3.558030565668842e-05 3.0621810861322085e-07 0.01360417583811845 -0.0012098070570354612 3.326062356413335e-05 -2.8585402373736094e-07 -9.545867625206032e-07 5.18336580684179e-07 -6.072719114133942e-07 9.306550765300086e-07 1.0591589074185418e-07 -1.4548378962430773e-07 9.258154228225689e-07 5.773214934857146e-07 1.8985306361723814e-07 -1.1709314672608808e-06 5.726643262112013e-07 2.481107393915387e-07 -4.413780272099595e-07 8.696350778814795e-08 4.343163247882889e-07 5.700327456584647e-07 -1.077082628323457e-06 1.000570870962371e-07 -7.681512060324726e-07 2.1747036862542984e-07 4.83533254253887e-08 -2.1039578751392513e-05 1.8206528344672522e-05 5.886202898885704e-06
age2 -1.943971963630499e-05 -3.5580305656641444e-05 9.926066362046563e-07 -8.646058043259457e-09 -0.00036858730192158596 3.3216467776575486e-05 -9.249748100257097e-07 8.04414847894032e-09 2.7018496780290427e-08 -1.1613601135410278e-08 1.392610665194068e-08 -2.584658561006554e-08 -4.3983510471863395e-09 3.2959340469457926e-09 -2.494995063936726e-08 -1.333721129569259e-08 -5.704055559300826e-09 2.8420717562517293e-08 -1.645105071385263e-08 -5.921946288328534e-09 1.0242220813461712e-08 -6.838090133393047e-09 -1.375673778200263e-08 -1.0282261296934931e-08 3.104331866797132e-08 -3.4376096672911047e-09 2.3754204919113437e-08 -3.688507101092304e-09 1.9770390891286676e-08 5.164313665174226e-07 -4.249993082921841e-07 -1.795989010045057e-07
age3 1.884067539277831e-07 3.0621810861319957e-07 -8.646058043269716e-09 7.62316330071649e-11 3.128283153932967e-06 -2.851095819490307e-07 8.034169250077711e-09 -7.07099348501863e-11 -2.3490627077550757e-10 9.362925381252804e-11 -9.853568886614695e-11 2.2330558670075148e-10 4.944528889358858e-11 -2.897584610631501e-11 2.1002577965262454e-10 9.887252971080478e-11 5.402360927206026e-11 -2.0844624947163638e-10 1.3973334331611218e-10 3.849799143375079e-11 -7.741198017208611e-11 8.978016339380776e-11 1.2887015723038316e-10 5.091718204285167e-11 -2.780273004114056e-10 3.46326360837393e-11 -2.2078267373567774e-10 1.1530130581752608e-11 -3.623172878946624e-10 -3.890369142691196e-09 3.2202096919191596e-09 1.4641081201524119e-09
sex -0.0022194265007607432 0.013604175838075624 -0.0003685873019203848 3.1282831539225086e-06 0.3977216098106297 -0.03522569152695824 0.0009681917720643804 -8.345079647855818e-06 -2.51167078145367e-06 7.211149822906992e-07 3.5152190412564225e-06 7.242467539518412e-06 -1.6042037926708672e-05 1.4310083469151355e-05 -9.153968127600299e-06 4.449005035860124e-06 -4.571801600459263e-06 -1.101065668966432e-05 8.52946530665094e-06 1.6318953539293913e-05 -1.4570079355048908e-06 1.9427349454748523e-06 -7.364707224799108e-06 -4.847478625473672e-06 8.438614215217215e-07 7.964009562454017e-06 3.0490483916018036e-06 1.5246270157867561e-05 2.2758394019382908e-05 -0.0002533072651387662 -3.127560136640106e-05 0.0003978989775274443
agesex 0.0002250089220360286 -0.0012098070570331634 3.321646777651424e-05 -2.8510958194850824e-07 -0.03522569152695946 0.0031684126883923395 -8.823738158799203e-05 7.690946405049584e-07 2.582777464264426e-07 -6.812486935096852e-08 -3.0869552866489856e-07 -6.022992885802831e-07 1.3531084268520312e-06 -1.4203898692941288e-06 1.0671560178383906e-06 -3.395584913438014e-07 3.320036828104971e-07 8.565963557521303e-07 -7.862428302098829e-07 -1.5149878491961523e-06 5.758849580472208e-08 -2.3726395787057996e-07 4.953997519898385e-07 7.607602297711728e-07 -1.7240672336430801e-07 -8.068063171537895e-07 -2.2839975176048598e-07 -1.4242982560474037e-06 -1.7269567408807325e-06 2.2185654245305337e-05 1.2552117722319004e-07 -3.534307339673176e-05
age2sex -7.132469862118851e-06 3.326062356418997e-05 -9.249748100271032e-07 8.034169250088096e-09 0.0009681917720644539 -8.823738158799562e-05 2.488953156400125e-06 -2.195217192555103e-08 -6.92215876613653e-09 1.2884461200545287e-09 8.077257077605939e-09 1.706796903152162e-08 -3.6403915253098794e-08 4.131718792807169e-08 -3.543699691142554e-08 8.00124031677968e-09 -6.03898176444123e-09 -1.8760947815625562e-08 2.0459975207641135e-08 4.352815341488087e-08 -9.940539979654078e-10 8.449438852227196e-09 -1.160683928087518e-08 -2.8808177176417867e-08 6.328959609836114e-09 2.4821766136066043e-08 4.903131188313871e-09 4.075621768239013e-08 3.8264628181807614e-08 -5.87285150738329e-07 2.6237586617549762e-08 9.475090797348276e-07
age3sex 7.09950954073098e-08 -2.858540237379176e-07 8.044148478954679e-09 -7.070993485029824e-11 -8.345079647856812e-06 7.690946405050217e-07 -2.195217192555193e-08 1.9592340644778703e-10 4.488529846257311e-11 5.8187274112748735e-12 -6.55146674287414e-11 -1.5570846254764692e-10 3.094669263740849e-10 -3.565695853327906e-10 3.578684845799487e-10 -6.592198181986504e-11 2.4409088140461023e-11 1.1636318055837002e-10 -1.636173418832075e-10 -3.872229277550994e-10 1.1552732236880313e-11 -7.226555608735114e-11 8.818917643188529e-11 3.0363192590826505e-10 -6.664050141009114e-11 -2.3652684469524186e-10 -3.7656975450424964e-11 -3.709104831412784e-10 -2.1208124673637313e-10 4.928553727150475e-09 -3.6760891882309723e-10 -7.837846298054712e-09
pcs.V3 -1.5080876622381344e-06 -9.545867625204507e-07 2.701849678028389e-08 -2.349062707754315e-10 -2.511670781453223e-06 2.582777464262868e-07 -6.92215876612882e-09 4.488529846247665e-11 1.5390335993201435e-06 7.070444139065125e-08 -5.225205954043068e-08 3.6402601312446574e-09 2.432558201923997e-08 3.270059247728732e-08 3.215243913178298e-08 4.4039946566140634e-08 -1.4408313003243155e-08 2.0660681516175512e-08 -2.3781155223786822e-08 -2.4062546606483207e-09 1.4522809077310705e-08 -8.162053444722762e-09 -2.7055457146103823e-08 1.96469408687489e-08 5.671187655156627e-09 -1.1623640809953079e-08 2.9717497104472882e-08 2.538611184435948e-09 -3.7452483397269516e-07 5.000642916289652e-07 -9.722654005614508e-07 -7.848597610762873e-07
pcs.V4 1.8732905331751169e-06 5.183365806834796e-07 -1.1613601135389542e-08 9.362925381233729e-11 7.211149822815102e-07 -6.812486935006617e-08 1.2884461200271953e-09 5.818727411531994e-12 7.07044413906514e-08 1.5470881128652527e-06 3.176635544758908e-08 1.648645862704315e-08 1.7895375887302005e-08 -1.476684546284558e-08 -3.564207825465938e-08 1.8141080457711587e-08 -3.936491429187501e-09 -1.8868192240051e-08 2.6358594639201536e-08 -5.148916925554432e-08 -4.027982345527811e-08 3.1190044643974484e-08 3.770667001389303e-08 5.995980859336807e-09 3.3689726113929437e-08 9.365226569334748e-10 -1.8201028307151274e-08 2.536861876152521e-09 4.522017383575028e-07 -3.3315438911657283e-07 8.333665839569481e-07 6.184497659048645e-07
pcs.V5 3.869006093644615e-07 -6.072719114141837e-07 1.3926106651961351e-08 -9.85356888663156e-11 3.5152190412237503e-06 -3.086955286620075e-07 8.077257077526829e-09 -6.551466742806373e-11 -5.2252059540430796e-08 3.1766355447589e-08 1.4973867844763982e-06 -7.628645775526733e-09 1.1069343666816328e-08 -1.3951442800686182e-08 3.36700623590068e-09 -2.3950678214902596e-08 2.212409184366789e-08 1.582152689242557e-08 -4.485891419217603e-10 -3.3322475026227023e-09 -1.0282717029863832e-08 -1.0674861642093888e-08 -4.285769790709339e-08 -3.688939288540916e-08 3.18934093581107e-08 3.499885455470179e-08 4.8157829297591436e-08 2.510914818978329e-08 3.3704478363531774e-07 -4.099488082524244e-07 6.276372143041064e-07 3.8977815918329944e-08
