 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.06990792332091171 0.10063849589001711 -0.0025724053318346455 2.1558227718042027e-05 0.8329997609938401 -0.06437368478782457 0.0016331248816459896 -1.359974066073338e-05 -2.5317841083782792e-05 4.2040111848869316e-05 -3.083797188315149e-07 -2.039661675356687e-05 1.9826306321897687e-05 -4.7587957538207765e-05 7.006524148869054e-06 1.4412268883075839e-05 -1.4357737575931085e-05 -1.4338724016094835e-05 -5.575028387241861e-05 -2.4895837574431752e-05 -1.0165150178023639e-05 -1.9653940766455416e-06 2.0581401347946927e-05 -1.691644271137389e-06 -1.5624284644788516e-06 -5.636138418719772e-06 6.004579616490447e-05 -3.963489055488606e-05 0.00017388752216682677 0.0008339809274667765 -0.0001505672678554625 -0.001110183809423214 -0.0007170937619708094 0.0005796709120059718 -0.00048100152978990525
age 0.10063849589034195 0.28370464600360484 -0.006946795519347731 5.5655861603837594e-05 3.6314362625087373 -0.2710503865523694 0.00662224752311504 -5.294739868193681e-05 -0.00010708900041811483 5.681874118406772e-05 9.767597489135231e-06 -1.1574915162996079e-05 -6.560816214911341e-06 -4.7702917120267044e-05 1.6309209527623888e-05 3.503516246873996e-05 -9.862482671516958e-07 -2.9503505985219735e-05 -8.314517094979291e-06 -1.3761577724881072e-05 -9.049096136561897e-07 -2.9326338735363943e-05 2.0330939765897398e-05 3.6820417861157124e-05 -2.2539011676751385e-05 2.261531191257218e-05 5.6622575950007157e-05 -2.717518237254136e-05 0.0006623645196082545 -0.0005813801122457253 -0.0005959094084878886 0.004008456959416287 -0.0044986060806401044 0.001256743023951056 -0.0016455153622075365
age2 -0.002572405331844174 -0.0069467955193472765 0.0001707285846177382 -1.3729437399162929e-06 -0.08857201084824529 0.006634366534862711 -0.00016267533525058905 1.3053947405848528e-06 2.453214105329075e-06 -1.3835850063845017e-06 -1.8083356686639067e-07 3.0971798168748585e-07 5.524458471940999e-08 1.209871609653378e-06 -3.5252508131999586e-07 -8.701395602096067e-07 4.3437264182266884e-08 7.222537151241365e-07 3.892521030773055e-07 3.211247428257135e-07 1.0824369161631095e-08 6.643760748777399e-07 -5.419613604563227e-07 -8.408110421592441e-07 5.286851767718482e-07 -4.61681417505704e-07 -1.495301679374545e-06 7.855863630189852e-07 -1.6552348533674195e-05 1.1410733203467496e-05 1.4492078438885508e-05 -8.844633056684847e-05 0.00010570727499510302 -2.9252362083400728e-05 3.8489513709153846e-05
age3 2.155822771809708e-05 5.5655861603816825e-05 -1.372943739915745e-06 1.1083619294712914e-08 0.0007071098627046802 -5.3150064439555984e-05 1.3080095335812698e-06 -1.0535906693728288e-08 -1.8290071808301988e-08 1.1039110377608945e-08 1.044052457761136e-09 -2.788371046111289e-09 2.857219083141204e-10 -1.0086078338317706e-08 2.383539159724619e-09 7.102461506876579e-09 -5.120397573993646e-10 -5.664600451842545e-09 -4.79274181197921e-09 -2.521655578433685e-09 -3.010026925540711e-11 -5.004248212290459e-09 4.6353266309179935e-09 6.16919008162285e-09 -3.882707887972558e-09 3.0270862943720503e-09 1.304959567629464e-08 -7.312039279362647e-09 1.3412948391142156e-07 -7.126820008070837e-08 -1.139333444654563e-07 6.401349521355531e-07 -8.143097749991096e-07 2.2924878179287415e-07 -2.995549555471089e-07
sex 0.8329997610108618 3.6314362625391285 -0.08857201084901978 0.0007071098627111166 89.10590642139051 -6.578133244263965 0.15870674845467728 -0.001251115018087636 -0.0009604554762135302 0.0010445849381633004 0.0005971169948638822 -0.00012532582744489407 -0.0009378452173916745 -0.00038325344893528495 0.00016144454744050578 0.0011544272299420276 -3.364938373721417e-05 0.0003729968499923129 -9.770512722510091e-05 0.00014927143527804587 0.0002852635867730517 -0.0005659106405664227 -0.0003033725770395685 0.0009582558858642666 0.00020252165766153127 0.0005794614685052494 9.957237173305507e-05 -0.00040491978147177233 0.01624349566183162 -0.03371299175578701 -0.013187325757705065 0.0642493809830495 -0.03490639970332002 -0.004304494523716443 0.0031387046652442143
agesex -0.06437368478891911 -0.27105038655427593 0.00663436653491099 -5.3150064439956644e-05 -6.578133244261754 0.4874651951292769 -0.01180555651833464 9.341540064844549e-05 6.641642965164234e-05 -7.417548523554628e-05 -3.953811369280971e-05 8.30951047027793e-06 6.502276466716123e-05 2.4847181747862526e-05 -9.150293328659936e-06 -8.601852645346446e-05 -5.74697199523148e-07 -2.697396640415585e-05 7.526617633291892e-06 -1.4185666522908769e-05 -2.1969104808711324e-05 4.0661979053159524e-05 2.0057596649466973e-05 -6.605311619685814e-05 -1.617921632310877e-05 -3.9028451734533616e-05 -1.1705208664441898e-05 3.0877116208138316e-05 -0.0011852873346913323 0.0023971311675633966 0.0009007135942857965 -0.0045880200038535 0.002634605371781392 0.00030973636959047673 -0.0001869750973892932
age2sex 0.0016331248816759687 0.006622247523166565 -0.000162675335251894 1.3080095335920804e-06 0.15870674845456625 -0.011805556518330377 0.00028703270982986356 -2.280282491903124e-06 -1.4849103423461193e-06 1.7019513577435344e-06 8.471391635998291e-07 -1.6872231655456767e-07 -1.4802733549036676e-06 -5.096534481526982e-07 1.4139686845703016e-07 2.085361602928357e-06 9.253251051158943e-08 6.460400662059944e-07 -2.2409087679924646e-07 4.356663814326712e-07 5.612865357375585e-07 -9.626224782691887e-07 -4.3849990404556326e-07 1.4699742398245747e-06 4.2752530675496664e-07 8.478840136521418e-07 3.8300525652268914e-07 -7.746756547933472e-07 2.8365925766729508e-05 -5.61940747563349e-05 -2.0151786080080705e-05 0.00010872549715722018 -6.578732786627101e-05 -6.6909051134455436e-06 2.9579072220350407e-06
age3sex -1.3599740660934978e-05 -5.2947398682196495e-05 1.3053947405916635e-06 -1.0535906693786682e-08 -0.0012511150180862741 9.3415400648376e-05 -2.280282491902258e-06 1.8190556371264372e-08 1.06605130681622e-08 -1.2579143509387586e-08 -5.854497210434171e-09 1.0726514010883189e-09 1.1047387175026531e-08 3.27847735086312e-09 -3.2795265448173245e-10 -1.6476436214618195e-08 -1.3399381386616452e-09 -5.151633617991979e-09 2.345184526972923e-09 -4.255723887648744e-09 -4.727699472506869e-09 7.605455688024192e-09 3.0722085537992174e-09 -1.059958189174424e-08 -3.795905596867707e-09 -5.983940133496254e-09 -3.924671477308264e-09 6.368002699364931e-09 -2.2241064062605696e-07 4.3582603413664216e-07 1.4734516320246304e-07 -8.561487984483953e-07 5.412564751402635e-07 4.144003643492205e-08 -5.690102258731863e-09
pcs.V3 -2.531784108382222e-05 -0.00010708900041810098 2.4532141053288617e-06 -1.8290071808301095e-08 -0.0009604554762051386 6.641642965104916e-05 -1.4849103423324812e-06 1.0660513068060234e-08 8.844895680871262e-06 3.4011835426219197e-07 1.470839539917933e-07 -1.5793293237364795e-07 7.895409063253487e-08 5.182573716868209e-07 -3.4884357975921607e-07 1.702676141174897e-07 -3.9076454427949234e-07 2.3296222717305105e-07 -1.6753578505438456e-08 1.2519275519951374e-08 4.873808502189213e-07 1.1210504494196891e-07 -7.025821704540791e-08 2.1174216679866847e-09 -9.058038039332284e-08 -2.4029966800121514e-07 3.5476705587837926e-07 -2.1398819157090185e-07 -5.520899111898961e-07 2.1371335653015123e-06 -4.0708430006394414e-06 -3.7072758106909755e-05 3.841186288928918e-05 1.714293126519747e-05 -2.2471214729105965e-05
pcs.V4 4.20401118490513e-05 5.6818741184317165e-05 -1.3835850063909053e-06 1.1039110377662586e-08 0.0010445849381588825 -7.417548523524779e-05 1.701951357737055e-06 -1.2579143509342629e-08 3.401183542620963e-07 8.248247658165808e-06 2.0665392266792868e-07 4.071557746901208e-07 -2.0055036994215239e-07 -1.6472482342032714e-07 2.956202495594616e-09 2.7339222345752e-07 1.7139051486203264e-07 -3.5551920072831806e-07 8.55968481825305e-08 -1.6181738050540357e-07 -5.071917731689129e-07 1.7888527263250683e-07 4.134480178128413e-07 -6.036080244380472e-08 3.9320835261286896e-07 2.0110909310993593e-07 -5.2453469900931514e-08 -3.6846606303093764e-07 1.7072914224078688e-06 6.403864802418369e-06 2.00833293307654e-06 2.083049698657099e-05 -2.29760286830773e-05 -4.272392120441893e-06 8.78486902963095e-06
pcs.V5 -3.083797186149564e-07 9.767597489708845e-06 -1.8083356688057921e-07 1.0440524578759554e-09 0.0005971169948712086 -3.953811369336541e-05 8.471391636136254e-07 -5.854497210546233e-09 1.470839539916519e-07 2.0665392266805287e-07 6.112844817758351e-06 4.2864938729146e-08 -2.1543989032811346e-07 -7.871153398387125e-08 -4.1700455041684644e-07 -2.1951362187996981e-07 -3.818056411042885e-07 4.0646606891029216e-07 6.259469197298294e-08 -1.0582810323591464e-07 1.1814879938076292e-07 -1.343311021050432e-07 9.003259424016831e-10 -3.4550201485987547e-07 2.7188864485015954e-07 2.0782072018885704e-07 2.2258928653716465e-07 -7.407482171248558e-08 -8.370714849009626e-07 8.286153036878645e-07 -3.893394975263009e-06 4.147026003617321e-06 -1.7127209780324143e-06 4.814482642952514e-06 1.5277352412462571e-07
pcs.V6 -2.0396616753623873e-05 -1.1574915163101326e-05 3.097179816901137e-07 -2.788371046132762e-09 -0.00012532582744461334 8.309510470263248e-06 -1.687223165543717e-07 1.0726514010881177e-09 -1.579329323736023e-07 4.0715577469011546e-07 4.2864938729169776e-08 6.081644343717353e-06 -3.970354068208132e-09 2.880054723239693e-07 2.865697234794772e-07 -3.830509455983577e-07 4.56629489701139e-07 -1.1595721865438418e-07 1.023577859979485e-07 -2.1207487906456625e-08 -4.147297931890486e-09 6.996441918977612e-08 -3.6446040320429874e-07 1.5136998452308849e-07 -1.6878922512885908e-07 -4.503408224872623e-08 -2.6071904763818835e-07 3.1540366556866344e-07 -4.584922898105131e-07 1.0417784495998698e-06 -8.466788295426908e-07 1.7051659172290973e-05 -8.821128874198421e-06 4.3117912687117474e-06 -2.9935110325138483e-06
pcs.V7 1.982630632162567e-05 -6.560816215536153e-06 5.524458473508999e-08 2.857219081854399e-10 -0.00093784521740044 6.502276466782827e-05 -1.4802733549202856e-06 1.1047387175162022e-08 7.895409063269834e-08 -2.0055036994231843e-07 -2.1543989032810644e-07 -3.970354068172817e-09 7.603675920042481e-06 1.5946293594263478e-07 3.331759444604356e-08 -2.9301492823326264e-07 2.0888234636690864e-07 -4.995313155118007e-07 -2.387749900834234e-07 -4.7082768300185193e-07 1.794488348737095e-07 -2.2981686325309665e-07 -1.1655538100548449e-07 -1.1808722287979651e-07 1.7601436002799988e-07 1.451098939459143e-07 8.63932359219036e-08 -3.553797336782602e-08 -2.6101384637797303e-06 1.1678511345165935e-05 -7.1088837138428845e-06 1.195448662222561e-06 -2.0665453716284903e-05 6.772546249959177e-06 1.1833744847196479e-05
pcs.V8 -4.75879575382972e-05 -4.770291712038333e-05 1.2098716096563812e-06 -1.008607833834297e-08 -0.00038325344893229266 2.4847181747658042e-05 -5.096534481481899e-07 3.278477350831139e-09 5.182573716868979e-07 -1.6472482342030077e-07 -7.871153398379386e-08 2.8800547232395356e-07 1.5946293594253004e-07 7.206178150875063e-06 7.384799125793751e-08 -8.71845002137532e-08 3.2864950557104603e-07 4.460765822205027e-07 2.014516676226826e-07 -5.43643417586337e-07 2.098061954123972e-08 -2.3492091797952635e-07 -4.234609433308856e-08 1.6973537753914962e-07 2.743188632388721e-07 4.237810435182597e-07 6.0205938293719e-08 -1.5800675117575927e-07 5.053559566066549e-07 -5.667054847129439e-06 5.045904205791302e-06 2.124954756369023e-05 -1.6188114590145263e-05 -1.7038438101541509e-06 -1.1619200769676122e-05
pcs.V9 7.0065241489189915e-06 1.6309209527771692e-05 -3.525250813236539e-07 2.383539159754215e-09 0.00016144454744242403 -9.150293328807174e-06 1.4139686846072666e-07 -3.279526545120666e-10 -3.488435797592581e-07 2.9562024956179526e-09 -4.1700455041685157e-07 2.865697234794779e-07 3.3317594446043855e-08 7.384799125792935e-08 7.506515273777531e-06 6.609712740827901e-08 4.040961068559818e-07 -2.2107768575733254e-07 -1.3679559968308062e-07 -4.4863837335838785e-07 7.90435790279505e-08 4.47746084256023e-08 2.1094226531655982e-07 -7.746410228076003e-08 -5.455934229368483e-07 -2.847040800016931e-07 -9.565818843038912e-08 1.4195944826065657e-07 4.390978429696602e-07 7.448854715183451e-06 6.249819261289952e-06 1.2052844462464324e-06 -1.1938607708694486e-05 -2.0759277443063748e-05 9.558155970386585e-06
