 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.021232463192484383 0.007883756730609738 -0.0002543953725842513 2.6093483991419823e-06 0.03715118537250888 -0.003817491871818785 0.0001242143561298542 -1.2887260638292802e-06 3.8210942623911804e-06 2.225125861536188e-06 6.093971177913228e-07 -4.952685035047422e-06 2.235874083916648e-06 -1.0501239928447386e-05 3.2290753316390018e-06 3.571983915481852e-08 -2.2103533016709652e-06 -2.4642420503167686e-06 -1.650680900563931e-05 -4.622556869420263e-06 -3.053459237064438e-06 -2.1055446285232648e-07 6.29065424058527e-08 3.394612743413199e-08 5.171422311755766e-06 -8.539435978981432e-07 1.2523270356796566e-05 -6.996810314437398e-06 -2.0828943483644684e-05 0.00011303136603491329 9.135039728173827e-05 -0.00013561561939073478 -2.9241844153116993e-05 -5.654894153049971e-05 -6.722719973966939e-07
age 0.007883756730592877 0.00608708254746098 -0.00018359579078455453 1.753343586793999e-06 0.06069898106933409 -0.0058286634868392325 0.00017566274419218386 -1.6767824479391242e-06 3.513918094686585e-06 -9.220432756057366e-07 -4.063981090983236e-06 4.2021254786493886e-07 4.5332324839206637e-07 -6.479126414580413e-07 1.5800400270972586e-06 9.764804543901745e-08 -2.6950441604735163e-07 -2.6763204135890906e-06 -3.875373732567711e-06 1.295508507746684e-06 -1.8695519155199382e-07 -1.2420236318740569e-06 4.828563079545057e-07 2.9020649198677595e-07 7.601701436221105e-07 -2.0322863429910343e-06 2.052551068677076e-06 -3.402380978777025e-07 1.302380465536371e-05 2.698765226702092e-05 -3.996673966524303e-06 -1.6042797049573755e-05 -2.741676589074306e-06 -1.6325661211400442e-05 -9.693873923677603e-06
age2 -0.00025439537258368404 -0.00018359579078445167 5.5989332327181486e-06 -5.403500891154817e-08 -0.0018115132302984765 0.0001758548609165162 -5.3577187870513395e-06 5.1675652553795244e-08 -1.1716888777313318e-07 4.620081831272201e-08 1.1403615296327923e-07 -6.111625334391726e-09 -1.2496555948843708e-08 2.0576320455155144e-08 -3.5397547777375904e-08 6.5913083926905e-09 6.816619322328689e-09 6.857066701283223e-08 1.4510998893988254e-07 -3.790073808517655e-08 5.121669676960592e-10 2.8183596282079213e-08 -8.967192858886082e-09 7.230062725588948e-09 -3.350616752182326e-08 5.6952026227455e-08 -7.837252943471516e-08 2.584560114686159e-08 -2.8133642310722293e-07 -9.055152050046894e-07 -1.3018217540978315e-07 7.596156756596144e-07 -7.354338899372179e-08 6.496012291310416e-07 2.960706157052039e-07
age3 2.609348399139535e-06 1.7533435867972642e-06 -5.403500891166741e-08 5.270887127378385e-10 1.7148830834384946e-05 -1.6809889423079047e-06 5.1747640070293675e-08 -5.043956402647428e-10 1.2187350859293482e-09 -5.493821779462008e-10 -1.01973494430055e-09 -2.1900655771954907e-11 8.73817126215294e-11 -2.350712625422068e-10 2.2856869357248088e-10 -1.0915693690072531e-10 -4.759030289397102e-11 -5.29054881534036e-10 -1.6578351321529662e-09 3.335725994964478e-10 3.548729729441531e-11 -2.2750040351380117e-10 3.077917637679515e-11 -1.9779066782696702e-10 4.465423107035142e-10 -5.000832859228453e-10 9.452374601621894e-10 -3.793785849634442e-10 1.7423395021177352e-09 8.929135193901965e-09 3.2893167171937255e-09 -8.317834624882748e-09 1.6301211758527315e-09 -6.629854652588135e-09 -2.9711546880082873e-09
sex 0.03715118537185137 0.060698981068973715 -0.0018115132302878808 1.714883083428647e-05 1.2716205869267807 -0.11960455159348718 0.003525484242711724 -3.285523581431216e-05 5.517224802241107e-05 -2.114381872698518e-05 -3.73212639953389e-05 1.9448070117448215e-05 -4.561213622315677e-05 7.837140237120775e-05 -1.3504018051467593e-05 1.2985061108526046e-05 2.2238858911038456e-06 1.5644597667427916e-05 1.5865446775984425e-05 5.8457937556839056e-05 1.3825715899838169e-05 -2.4396129753236037e-05 -2.6174882174867502e-05 -5.253057667121565e-05 1.6727687869751456e-06 -1.1608421745848885e-05 1.5382684568759206e-05 3.247395767446605e-05 -0.00019293380308207375 0.0005003768874711134 -0.0005220790962869494 0.0006497009220651403 -0.00039488461009503387 0.0008074761200306028 6.084641834716363e-05
agesex -0.0038174918717588506 -0.005828663486811275 0.0001758548609156845 -1.680988942300036e-06 -0.11960455159347566 0.011392689925733656 -0.000339624182000417 3.1969816162500232e-06 -5.443355714433813e-06 2.4772754927310564e-06 3.970839838044787e-06 -1.8931228640450804e-06 4.194118015446835e-06 -7.800469858140207e-06 1.7344264951075752e-06 -9.208996834064278e-07 -7.617083485056695e-07 -1.662115639740949e-06 -7.127912030967584e-07 -5.747803841961643e-06 -1.8574279157083306e-06 2.0639224027027883e-06 2.2613641956703163e-06 5.652170167797297e-06 -7.822946338873297e-07 1.1667250441424142e-06 -1.3947054927464819e-06 -2.890288507794139e-06 1.8678570349495276e-05 -4.870194305377378e-05 3.785080375924422e-05 -3.735486847996384e-05 2.3660910106598147e-05 -6.251541595024378e-05 -9.63005978684196e-06
age2sex 0.0001242143561283277 0.00017566274419159532 -5.357718787033357e-06 5.174764007011857e-08 0.003525484242711072 -0.0003396241820003878 1.0239352893746858e-05 -9.743011915016126e-08 1.6940494473424835e-07 -9.034859669262216e-08 -1.295591866384702e-07 5.936876326590069e-08 -1.2438238474924598e-07 2.409095521664005e-07 -6.454357679091608e-08 1.9738831264047316e-08 3.85627841269333e-08 5.790783885875136e-08 -9.149714329118232e-09 1.757357507882955e-07 7.01753412691012e-08 -5.532142140067065e-08 -6.496060649287783e-08 -1.8431269032209704e-07 4.069030315172939e-08 -3.789907237119652e-08 4.175556372329302e-08 7.876733043001115e-08 -5.005865342654925e-07 1.3298967813150152e-06 -8.582658895786738e-07 7.236449432420091e-07 -4.1050805147151625e-07 1.5677808432445915e-06 2.8562499006612917e-07
age3sex -1.288726063811693e-06 -1.6767824479294841e-06 5.167565255350675e-08 -5.043956402620278e-10 -3.285523581430383e-05 3.1969816162495413e-06 -9.743011915015508e-08 9.373408786191417e-10 -1.6975758848089895e-09 1.0215595273592043e-09 1.3277814253332096e-09 -5.763686127342449e-10 1.181226215353631e-09 -2.3260548026946936e-09 7.436388185887122e-10 -1.3111744950315373e-10 -4.920932760134966e-10 -6.413465601728466e-10 3.852627873968919e-10 -1.680719714098259e-09 -7.97347946068428e-10 5.140283135043746e-10 5.637391037124211e-10 1.8360340115722054e-09 -5.63849589858105e-10 3.742074644360713e-10 -4.658193021451092e-10 -6.794586795805339e-10 4.011675818082663e-09 -1.0131202808207116e-08 5.932309797449349e-09 -5.270387292891133e-09 1.261542476045862e-09 -1.285623017030055e-08 -1.6989538118023162e-09
pcs.V3 3.8210942623531715e-06 3.5139180946613237e-06 -1.1716888777240443e-07 1.218735085922733e-09 5.5172248022425914e-05 -5.443355714435927e-06 1.6940494473433027e-07 -1.6975758848099023e-09 2.5881360221754733e-06 9.579560491249683e-08 -3.13189741612405e-08 -2.082751966874619e-08 8.193027656501595e-08 6.889431967091978e-08 1.2331212146423162e-08 6.332654786215869e-08 -5.484198885886663e-08 9.381782672800396e-08 -6.574700729318674e-08 -7.335838463179902e-09 2.2369112345586186e-08 -6.88537485638569e-09 -9.292823233947094e-08 3.302059995909667e-08 4.368749464051144e-08 -2.2453602824164754e-08 8.658856217530675e-08 5.115628815711604e-08 -5.620617594154606e-07 1.0539183642917225e-06 5.372962201193936e-07 -2.7860058578229154e-06 1.6070228767140005e-06 -1.949491311183803e-06 -8.288605831173584e-07
pcs.V4 2.2251258615581322e-06 -9.220432755955578e-07 4.620081831241085e-08 -5.49382177943172e-10 -2.1143818726942637e-05 2.4772754927271566e-06 -9.034859669250881e-08 1.021559527358138e-09 9.579560491250051e-08 2.462208944578678e-06 3.9452639165491845e-08 3.575565161823868e-08 6.471548927813982e-08 -2.0370964984515136e-08 -6.734946414649075e-08 1.338950250807443e-08 6.993321147003761e-08 -3.861318537521843e-08 1.0636041827764941e-08 -7.34375185884354e-08 -1.4105398165814613e-07 6.76577655482041e-08 7.302436988552336e-08 4.5329271354124496e-08 8.468758452306606e-08 4.9786136678391404e-08 -3.4714688848266495e-08 2.0764789070539517e-08 1.29393099377289e-07 4.434754520656098e-07 -2.221189513074705e-08 4.523718725982939e-06 -2.406780999821024e-06 -1.3587017783876102e-06 2.8157131689747637e-06
