 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.06356207102511365 0.09059716719991977 -0.0023190492306030476 1.9460344597907457e-05 0.7561919497473559 -0.05851873946215567 0.0014862921031507492 -1.2388535597010772e-05 -2.2631120244987535e-05 3.560205391498057e-05 4.1368191415074894e-06 -1.768786631948685e-05 1.5797507167224546e-05 -4.182113568216652e-05 4.6039798793159575e-06 1.1963675126242282e-05 -1.2381385926208346e-05 -9.742733023010998e-06 -4.664736402616787e-05 -1.9181954170543895e-05 -8.552966129118316e-06 -1.7965858667174672e-06 1.52500822524399e-05 -4.573124715309297e-06 6.055671237427607e-09 -4.450539485802464e-06 5.0270596581682924e-05 -3.5519217238303196e-05 0.0001793575549037947 0.0007985943505090792 -8.016485907754302e-05 -0.003935977384038702 0.002131042986163162 0.0005280621876853479 -0.0004979406574998952
age 0.09059716719998465 0.2564259317873182 -0.006281572303806076 5.034149042418729e-05 3.2965413180118697 -0.24622256854807534 0.006019606221843379 -4.8157494653312905e-05 -9.237447072499175e-05 4.937361435190846e-05 1.5503890203109768e-05 -8.82313507134603e-06 -1.0041059538640164e-05 -4.472768974027868e-05 1.3797996083109292e-05 3.1954881340750326e-05 2.34000847348799e-06 -2.3335386617339213e-05 -1.0654008723632801e-06 -3.3505111408664297e-06 5.616266182694594e-06 -2.09933754195145e-05 1.7254741276412246e-05 3.125930716087543e-05 -2.239025109694577e-05 2.135315926314911e-05 4.5771095099146764e-05 -1.7732476076967242e-05 0.0006889827145229779 -0.0004544879301322536 -0.0003718462743849631 -0.0007239672016187204 -5.456798172585803e-06 0.0010344570138404751 -0.0016576378132741325
age2 -0.002319049230603076 -0.006281572303797924 0.00015444809180919654 -1.242411988532256e-06 -0.08041410507646306 0.006027157686391324 -0.00014787540569496073 1.1872652980498828e-06 2.1280810401985384e-06 -1.2032119304652386e-06 -3.206970980228384e-07 2.4293780561197395e-07 1.4677309071884472e-07 1.1283977044550513e-06 -2.997947186613742e-07 -7.93469751099427e-07 -2.8212001296686963e-08 5.677229879166219e-07 2.055969661950396e-07 7.750997866887125e-08 -1.3120001925587674e-07 4.787613572963779e-07 -4.6351997471337927e-07 -7.097034953002525e-07 5.207604102828559e-07 -4.2992065731202764e-07 -1.218091112987862e-06 5.524883929760318e-07 -1.7008661180333655e-05 8.698411841202863e-06 9.076806974663498e-06 2.278161529733091e-05 -6.788959010148009e-07 -2.4174177085981227e-05 3.8892152319211605e-05
age3 1.9460344597892556e-05 5.034149042410501e-05 -1.2424119885318033e-06 1.0033185980044591e-08 0.0006420424194709687 -4.828810310235104e-05 1.1890167445274535e-06 -9.582077461316332e-09 -1.595223223905769e-08 9.593454962948476e-09 2.159137720237995e-09 -2.248599449185958e-09 -4.847682677253985e-10 -9.362081334967552e-09 2.040888449529574e-09 6.473759827136787e-09 -1.6498607246407716e-11 -4.4080795133007245e-09 -3.24492689595491e-09 -6.454697272734821e-10 9.718624056808528e-10 -3.6354118152220305e-09 3.976573160593159e-09 5.1647086652101334e-09 -3.800471361300059e-09 2.768800136954991e-09 1.0718041110292948e-08 -5.422521118130182e-09 1.3630568463415252e-07 -5.211322332330144e-08 -7.113987781374712e-08 -2.2047495876377824e-07 1.4163032835930356e-08 1.9120245272984365e-07 -3.035264056803329e-07
sex 0.7561919497532273 3.296541318023149 -0.08041410507674406 0.0006420424194732579 81.11428611994646 -5.98819689307666 0.1444720141611093 -0.0011388234341401717 -0.0008514288962070598 0.00108189176064339 0.0005352235412845503 -0.00017624909846616476 -0.0008261903179337665 -0.0004769319662691541 0.0002768894325709973 0.0010704357280168207 -5.697630027431073e-05 0.0003118601716305582 -0.00011758703268024262 0.00015075720343976512 0.0003128337799891502 -0.00040212997954203173 -0.00019168903340550356 0.0009295784499773436 6.532973050058923e-05 0.0004699949717097757 9.93202000237231e-05 -0.0002566398140326955 0.015517204846902917 -0.0311013956469153 -0.008555843265633436 0.06626466100575781 -0.038872720170091135 -0.006156420044171421 0.00047573425440627926
agesex -0.05851873946250749 -0.24622256854907912 0.006027157686415532 -4.82881031025421e-05 -5.988196893076104 0.4437341934495201 -0.010745906588039955 8.50214879263333e-05 5.9868057080191346e-05 -7.72275688941196e-05 -3.4754524551837045e-05 1.2060079430853213e-05 5.697422767067289e-05 3.1929397240919065e-05 -1.805083010438845e-05 -7.998908183001177e-05 1.882117901653323e-06 -2.2438821235839326e-05 9.740847595663518e-06 -1.3772628729717379e-05 -2.3313384197891314e-05 2.929065487816849e-05 1.1685593988036058e-05 -6.45391264819936e-05 -6.345429527400845e-06 -3.08353444198666e-05 -1.1406000146442165e-05 2.008868009551019e-05 -0.0011240289906506013 0.002212288547484288 0.0005744061697791876 -0.005114542869793407 0.0032682691185032028 0.0004301429524911891 3.00795958387122e-06
age2sex 0.0014862921031611295 0.006019606221864766 -0.00014787540569548627 1.1890167445316848e-06 0.14447201416108083 -0.010745906588038853 0.00026124474656089583 -2.0751145147343028e-06 -1.364567982723074e-06 1.7813009932146586e-06 7.246628863631134e-07 -2.5989268323056785e-07 -1.2901280668706733e-06 -6.84618750677166e-07 3.6871694749836557e-07 1.9466210199298294e-06 1.3321591315625154e-08 5.36996620894895e-07 -2.933908085958085e-07 4.1079252438107836e-07 5.744374621269198e-07 -7.03394898662312e-07 -2.3076371933001259e-07 1.4485836302786803e-06 1.956738038233583e-07 6.481919879252229e-07 3.706471476862995e-07 -5.161798853982972e-07 2.6680130336180496e-05 -5.1922540106021934e-05 -1.2601272295379826e-05 0.00013053326609558286 -8.929517276035099e-05 -9.241162513073989e-06 -1.487239948075599e-06
age3sex -1.2388535597038097e-05 -4.8157494653329304e-05 1.1872652980503052e-06 -9.582077461320238e-09 -0.001138823434139823 8.50214879263155e-05 -2.0751145147340834e-06 1.6550938946894797e-08 1.0011093474676616e-08 -1.3254651231715431e-08 -4.82827022991332e-09 1.7975205606444624e-09 9.569108296913262e-09 4.695163361862846e-09 -2.2475942529348503e-09 -1.5448000116448055e-08 -5.578106841042035e-10 -4.292001042856649e-09 2.9946327710577636e-09 -3.9348805497814565e-09 -4.670983787851658e-09 5.651299325214144e-09 1.3779803270875951e-09 -1.0551986530199186e-08 -1.9867349875753135e-09 -4.39257555018097e-09 -3.786419130952856e-09 4.3320479618957745e-09 -2.073488538412361e-07 4.0339585395804595e-07 9.001857209573652e-08 -1.100156382523721e-06 7.921082829350406e-07 5.906861526358426e-08 2.827507163114166e-08
pcs.V3 -2.263112024504691e-05 -9.237447072502413e-05 2.128081040199594e-06 -1.595223223906794e-08 -0.0008514288962004201 5.98680570797285e-05 -1.3645679827126187e-06 1.0011093474600123e-08 8.327485349279886e-06 2.0824636232962746e-07 9.893185728870124e-08 -1.6477877178422338e-07 8.568650193139279e-08 4.850306583327676e-07 -3.3096698123943696e-07 1.6735214333754442e-07 -4.060581278325278e-07 2.15023219276294e-07 -5.5323242013124004e-08 -1.5352983816117843e-08 3.7934664158979334e-07 5.4072978075762707e-08 -4.14621203139135e-08 -8.839210630087371e-09 -6.653805658145785e-08 -2.1120076457112404e-07 3.435619889759169e-07 -1.7869295179922488e-07 -5.484108072272542e-07 1.3674713882291497e-06 -3.3195258537791e-06 -2.6052205380044335e-05 2.8612323261024326e-05 1.661764446800886e-05 -2.1858589968454095e-05
pcs.V4 3.560205391514484e-05 4.9373614352305556e-05 -1.203211930474978e-06 9.593454963026825e-09 0.0010818917606461448 -7.722756889433658e-05 1.781300993220257e-06 -1.325465123176263e-08 2.0824636232946002e-07 7.681441172441398e-06 1.545696161352458e-07 4.078873694822107e-07 -2.3789098230407454e-07 -9.900811729145323e-08 2.2709277085591535e-08 2.757828499346008e-07 1.8371838940691083e-07 -3.005660542099912e-07 1.0877904159384335e-07 -8.221967206742857e-08 -4.923829985860202e-07 1.9429320546335427e-07 3.565369585357729e-07 -6.691109563595355e-08 3.920685863758672e-07 2.7557891153122985e-07 -5.3231793935417275e-08 -3.5840467894441856e-07 2.0550288577432585e-06 6.309862754522388e-06 1.9588567363992043e-06 8.791069506930298e-06 -1.3100399009762356e-05 -4.580883180833625e-06 8.631277269552042e-06
pcs.V5 4.1368191416139e-06 1.5503890203371088e-05 -3.206970980291863e-07 2.159137720288498e-09 0.0005352235412858283 -3.4754524551935315e-05 7.246628863655956e-07 -4.828270229933874e-09 9.893185728858616e-08 1.545696161352603e-07 5.804236811391948e-06 1.0750111486827666e-08 -2.1986951535547165e-07 -8.614030698353593e-08 -3.4529725587594377e-07 -1.804899815775961e-07 -4.0367399392368323e-07 3.7862078261607927e-07 3.567735245355366e-08 -1.2427845638101383e-07 7.144664074832245e-08 -1.0373961356201238e-07 4.089520627190692e-08 -3.2231171496315513e-07 2.5652250072606043e-07 2.0539445168290124e-07 2.5668743946873393e-07 -5.6059310348895656e-08 -6.137377790718414e-07 1.7059880171162086e-07 -3.843014964612283e-06 1.647079150555694e-05 -1.3123084722465501e-05 4.484751573363289e-06 2.6339206059258075e-09
pcs.V6 -1.7687866319525226e-05 -8.823135071462719e-06 2.429378056148462e-07 -2.248599449209007e-09 -0.00017624909846715686 1.2060079430929664e-05 -2.5989268323249834e-07 1.7975205606604086e-09 -1.647787717841831e-07 4.0788736948220397e-07 1.0750111486829039e-08 5.8118987268204124e-06 -1.6312519724629874e-08 2.6778428295197424e-07 2.670284748409861e-07 -3.6460586029564367e-07 4.1929943844064605e-07 -1.1265538667080816e-07 1.0501360914305326e-07 -4.788284550006272e-08 -4.520746490215804e-08 8.637701281797404e-08 -3.4645319537344135e-07 1.2958615017971958e-07 -1.6411810675763283e-07 -6.416991956286746e-08 -2.2958929306179874e-07 2.8649078951955293e-07 -4.951579381901348e-07 2.4228112400049194e-07 -7.571439361438013e-07 2.154887763520415e-05 -1.2047253316654355e-05 4.108001505797857e-06 -3.1428415070961307e-06
