 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.01140276307324963 0.00427814808090132 -0.00013501604493224104 1.3524236136262574e-06 0.013249403305402198 -0.001288993759368487 3.9337021644288656e-05 -3.812528561914577e-07 -3.2054797330775343e-07 2.6094621096512843e-06 2.693683943942682e-06 -1.1590848315583895e-06 1.2895195403679181e-06 -1.1098760925089859e-05 -2.679225110557513e-06 -1.7249437102733203e-06 -1.3585386724956474e-06 -4.939851423546617e-06 -1.2725340990617295e-05 -5.326138368609099e-06 8.441744190968674e-08 3.1175846718077827e-06 4.326193726739795e-06 -1.452534562923157e-06 -8.529572222191703e-07 -5.263853422272828e-06 9.115021890026975e-06 -5.084531414025657e-06 9.357155702277992e-06 7.634444869630914e-05 -0.00012046025806527681 -6.235565608905362e-05
age 0.004278148080915213 0.004992450003925405 -0.00014435198946888305 1.3129499635626497e-06 0.051727038662528334 -0.004790043736638188 0.00013827757999322951 -1.2558275885679864e-06 -7.368847102428231e-07 6.409804141074109e-07 -3.1303776276241485e-06 9.641360234285382e-07 8.900612396843553e-07 -7.422614871647089e-07 2.9368641509439345e-07 -7.086620564336002e-07 -1.1172704681435985e-06 -5.913168389920166e-06 -1.9858412279364583e-06 9.424091340731127e-07 2.4729508003412557e-07 -1.548665956899346e-07 1.6988515610297494e-06 6.864035319813849e-07 -3.40792864950307e-06 -3.77712586726392e-06 1.1708407417209872e-06 1.7338180767880265e-06 1.244974689852764e-05 1.751111089853938e-05 6.663425690777394e-05 -0.00012270851827577084
age2 -0.00013501604493236703 -0.00014435198946847626 4.225032275824199e-06 -3.8880708989307154e-08 -0.0014760113205164007 0.0001383408993737714 -4.041920575889523e-06 3.7136007524580244e-08 1.1774755975612493e-08 3.859204396560989e-10 7.844079576075591e-08 -2.488446440676568e-08 -2.712079970605127e-08 3.1080969893015764e-08 8.428177228766694e-09 3.736971001055645e-08 3.1867883696907075e-08 1.6492939461908014e-07 7.500715392371012e-08 -2.2763767476525668e-08 -1.9807690119057503e-08 -8.923408935323694e-09 -5.219594836669296e-08 -7.301636753938412e-09 8.425282917764386e-08 1.0823549867735508e-07 -4.2853614962234845e-08 -3.008759268496108e-08 -3.893890226344448e-07 -5.106261937892991e-07 -1.2792411784488096e-06 3.0316127514571434e-06
age3 1.3524236136321e-06 1.3129499635646824e-06 -3.8880708989461e-08 3.6215347835957633e-10 1.3268647714491428e-05 -1.2569958482726734e-06 3.7152247716642135e-08 -3.454640413212864e-10 -1.1917642001978487e-11 -1.1392273456900177e-10 -6.079051481455954e-10 1.9445466065538467e-10 2.4252082255935765e-10 -3.959939896922086e-10 -2.340286071271891e-10 -4.736576238454254e-10 -2.6001196929785456e-10 -1.4413294864438904e-09 -8.798368095166993e-10 1.5944334109980627e-10 2.863312921210074e-10 1.6938056052551415e-10 4.999063861199457e-10 -4.347788323938501e-11 -6.153477000137427e-10 -9.91432273187692e-10 5.072279746875586e-10 1.0760947315415884e-10 3.5992500464726545e-09 4.7262664972215005e-09 7.551790753939609e-09 -2.4373546271662615e-08
sex 0.013249403305872754 0.051727038662805 -0.001476011320524585 1.3268647714568194e-05 1.160684080312644 -0.1059485632530693 0.0030181890032983595 -2.7065099919955864e-05 1.3949954049472529e-05 9.313031684419154e-06 -1.3782847411107095e-05 1.4020259624591656e-05 -1.8226539954714534e-05 5.989277371614566e-05 -1.1116771413379243e-05 -1.2582416222678418e-05 -6.484130691894881e-06 -2.083374639073118e-05 3.136233946523519e-05 5.8255932256528665e-05 1.0361302724040528e-05 -1.7188187992050097e-05 -2.7059921750374632e-05 -2.1145159207552664e-05 -2.1761723777710814e-05 -3.374393678921255e-05 1.0550410765795217e-05 6.572791595944978e-05 -0.00016011790436300135 0.0005455170592821746 0.0013384470564323286 -0.002003622487598115
agesex -0.0012889937594087898 -0.004790043736661892 0.00013834089937447884 -1.2569958482793408e-06 -0.10594856325306179 0.009811502843641672 -0.0002831074096041446 2.5677608488668947e-06 -1.1541228197374597e-06 -4.4946451733037147e-07 1.3130233984854298e-06 -1.3644005254188725e-06 1.5165599399772048e-06 -5.598726337817706e-06 1.563597251840611e-06 1.6424992185231551e-06 2.5363931255632716e-08 1.9130371373071723e-06 -2.76111587000951e-06 -5.5007609094394164e-06 -1.5833835764960647e-06 1.1222371493896578e-06 2.384004009799716e-06 2.485131313462105e-06 1.144171144666946e-06 3.283206799218649e-06 -4.4132526004836315e-07 -5.73176539422607e-06 1.0145684101045728e-05 -4.780570402308443e-05 -0.00010460283812145639 0.00017130331453724698
age2sex 3.933702164536206e-05 0.0001382775799936582 -4.041920575903036e-06 3.7152247716776786e-08 0.0030181890032978985 -0.0002831074096041221 8.274576877251303e-06 -7.59801249689473e-08 3.1519776331681845e-08 -1.1410766359572163e-09 -3.9508286913191015e-08 4.4865512631874855e-08 -4.2821425922710156e-08 1.6533998287719043e-07 -5.803040466568447e-08 -6.094954812511426e-08 1.5833532431189624e-08 -5.1886555203870885e-08 7.063369236272144e-08 1.6188947769185843e-07 6.488013326029652e-08 -2.0385680066087964e-08 -6.695831350933474e-08 -8.512578368681048e-08 -1.0525949995784486e-08 -9.740032146982092e-08 -2.017513081589982e-09 1.55465167664936e-07 -1.5665725819093767e-07 1.2093646951047898e-06 2.6297188983200062e-06 -4.570435001067137e-06
age3sex -3.8125285620397235e-07 -1.2558275885759937e-06 3.713600752481648e-08 -3.4546404132348326e-10 -2.706509991994929e-05 2.5677608488664686e-06 -7.59801249689409e-08 7.066387764984595e-10 -3.281381434683229e-10 1.606031669992097e-10 3.8458398773272133e-10 -4.5491496332667765e-10 3.9659649332633254e-10 -1.55154902283782e-09 6.536531270794688e-10 6.869861458585972e-10 -2.8835261031703867e-10 4.276305234224637e-10 -5.343207938245402e-10 -1.5088795037121836e-09 -7.771813288605925e-10 1.3320302663770315e-10 5.601845442414979e-10 8.672277375489324e-10 -1.3150868681033123e-10 8.90450760521171e-10 1.0166769179618454e-10 -1.3311348113335306e-09 6.422006835710009e-10 -8.614707214827943e-09 -2.1665188359740735e-08 3.7765690471658904e-08
pcs.V3 -3.20547973303139e-07 -7.368847102370964e-07 1.177475597544383e-08 -1.1917642000416313e-11 1.3949954049544903e-05 -1.1541228197443378e-06 3.151977633188557e-08 -3.2813814347021985e-10 3.2608656374154414e-06 1.0265396772572665e-07 -3.5427362031e-08 -2.4951671456368456e-08 8.078643360604413e-08 5.8310216145811084e-08 -2.4210694492233295e-09 2.501196613203077e-08 -1.2041069535310854e-07 1.1255892329141962e-07 -6.938052359078732e-08 2.6373919829376224e-08 -2.876517381239903e-08 -6.9944580659595856e-09 -8.813281428908193e-08 2.8174605953492216e-08 2.3570622765062404e-08 -3.590368632937683e-08 6.891812380127421e-08 2.8864602243112203e-08 -1.4603598310872583e-06 9.71759541960116e-07 -3.2309571899812852e-06 1.7260814145531907e-06
pcs.V4 2.6094621096516032e-06 6.409804141084321e-07 3.8592043962673283e-10 -1.139227345687352e-10 9.313031684439864e-06 -4.494645173323114e-07 -1.1410766359006412e-09 1.6060316699869163e-10 1.0265396772572679e-07 3.1344678399492894e-06 2.6516059396484426e-08 6.16082575424096e-09 2.6218645416177066e-08 -4.526736996898702e-08 -1.1090703029619197e-07 5.702460614198389e-08 1.060570116713639e-07 -6.784148271162676e-08 5.751732713402935e-08 -2.9116100455871252e-08 -1.57849301078821e-07 6.209899418923878e-08 7.59353458394756e-08 2.9539238305142405e-08 6.344694449028448e-08 4.831551152765084e-08 3.0487513680997623e-08 7.977243092727986e-08 6.054374843288417e-07 9.91250054299904e-08 5.860778924225413e-06 -2.722735478563706e-06
