 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.03231449232976131 0.012018924826959923 -0.00038681940387466255 3.956785707638446e-06 0.05587316514256071 -0.0057031074719348885 0.00018417487934017736 -1.89560839844885e-06 2.7270267032128648e-06 4.487422710481456e-06 1.6937591242829168e-06 -8.135482707851606e-06 3.0521899553349484e-06 -1.8384130997732998e-05 4.659982346606278e-06 -8.961078735291378e-07 -4.557287751857355e-06 -1.9680966036627507e-06 -2.5416747903457754e-05 -7.208733817132352e-06 -6.740001838876274e-06 -1.6011473464983406e-06 -2.7470830438073325e-07 -5.605774430319717e-07 7.067679726021378e-06 -2.127943987828629e-06 1.8652150482324464e-05 -1.1256914847397904e-05 -6.448645373316148e-05 0.00020180002870553185 0.00021995773079661944 -0.0002397985044137928 -3.057132087209277e-05 -0.00014177432225178136 -3.081197631156736e-05
age 0.012018924826954285 0.009392208092671155 -0.0002821831732677846 2.6841445860964127e-06 0.09177156048089775 -0.008772531990999184 0.00026320278149779733 -2.501398410428414e-06 2.890242733146013e-06 -9.9926709354512e-07 -5.716757059326373e-06 5.648743149766535e-07 1.097381383922293e-07 -2.60839919546371e-06 1.336712017784284e-06 -4.2049084202886356e-07 -7.54945580713731e-07 -2.4714907931122657e-06 -7.648073505772555e-06 1.5435474076485935e-06 -1.2107031699001033e-07 -3.340081273260846e-06 1.508085989945164e-06 -4.1985477542829766e-07 9.213849328972962e-07 -5.16622732244112e-06 3.6872878858922635e-06 -1.123566251128274e-06 -1.0962040945146278e-06 1.4726136648910174e-05 5.6523884542018543e-05 2.6192225112144023e-05 3.1934649414353025e-05 -5.6922800777177676e-05 -6.159439724921839e-05
age2 -0.00038681940387526905 -0.00028218317326896794 8.573507767217759e-06 -8.242388714872182e-08 -0.002728863159916488 0.00026374065977971545 -7.999908137197623e-06 7.682429489084805e-08 -1.1155219580391637e-07 6.313659339696851e-08 1.5851455684927956e-07 -6.713050418265201e-09 -8.539031227237322e-09 7.895814914787023e-08 -2.487263378817042e-08 2.5239045600005168e-08 2.5401536931432173e-08 6.051563603111729e-08 2.650438651461941e-07 -4.485019302451138e-08 2.7177203530490177e-10 8.491692214182769e-08 -3.334200254141927e-08 3.291918542268529e-08 -4.4287219109485426e-08 1.4076219109934e-07 -1.3788009742002172e-07 5.45801804344026e-08 1.9024987764896462e-07 -6.844542207841513e-07 -1.9769596319065943e-06 -1.8849666388200667e-07 -1.116881955287012e-06 1.7628001612918223e-06 1.8375902388480262e-06
age3 3.956785707638753e-06 2.6841445860996534e-06 -8.242388714852492e-08 8.009954197661861e-10 2.5749019299287127e-05 -2.5130766961406874e-06 7.702365390551148e-08 -7.474935838900105e-10 1.2683742046813833e-09 -7.964775609670471e-10 -1.3977004208122472e-09 -5.766665272499573e-11 9.396757821086675e-11 -8.095532711516555e-10 1.0539937416934213e-10 -2.90217184055956e-10 -2.5218768001902654e-10 -4.197603751839445e-10 -2.8732640439467792e-09 3.9727531238915573e-10 1.7437525209277363e-11 -7.366897710099162e-10 2.052116436376689e-10 -4.771815279161586e-10 6.071426042545134e-10 -1.205988565959983e-09 1.6287700288901807e-09 -6.950889786296554e-10 -3.2435585454999417e-09 7.888775330154613e-09 2.1156089408959322e-08 -1.268718444249163e-09 1.1366447596205727e-08 -1.6040559585013575e-08 -1.747544584330465e-08
sex 0.05587316514221661 0.09177156048068329 -0.00272886315991033 2.5749019299231115e-05 1.9160990064422874 -0.17962943000110024 0.005278255210692532 -4.9044040402205324e-05 7.309059561869005e-05 -3.520535851213528e-05 -3.504625504322342e-05 3.0269519417124164e-05 -6.460886220645734e-05 0.00011864260772599645 -3.026609927045284e-05 1.6548260220955676e-05 1.2809184406410854e-06 4.790876056905563e-05 9.201654195205467e-07 7.993072548967736e-05 4.362273430082622e-05 -5.679509513490997e-05 -3.175016869967281e-05 -8.339038525508844e-05 6.221943699005427e-06 -3.4412896212124304e-05 4.744459022728252e-05 4.915605966646913e-05 -0.00039331455770881963 0.00025134045282552004 -0.0006521784196825819 0.0019306651999253764 -0.0001825234731011458 0.0020173852987398163 -0.0006827135731608356
agesex -0.005703107471915129 -0.008772531990999397 0.00026374065977971864 -2.513076696140531e-06 -0.17962943000109696 0.017055630487539806 -0.0005068806676770823 4.757407256525947e-06 -7.410957444539245e-06 4.190877317041339e-06 4.132557384340531e-06 -2.965457175677821e-06 5.562546744671927e-06 -1.1639855483573219e-05 3.4456782334423172e-06 -1.1977185237694656e-06 -7.442304866685217e-07 -4.54944338394355e-06 9.607484578783946e-07 -7.85952177909034e-06 -4.858548661286931e-06 5.033415784801586e-06 2.6614212331603093e-06 8.717198602073295e-06 -1.4920920227436212e-06 3.2224391160437944e-06 -4.443913001320904e-06 -4.4226484300560545e-06 3.7529492120251186e-05 -2.8581105294330817e-05 4.247058373989427e-05 -0.00014234164149237223 1.8340761937936265e-07 -0.00016830458743971388 5.795639146027997e-05
age2sex 0.00018417487933936532 0.00026320278149714573 -7.99990813717921e-06 7.702365390534765e-08 0.005278255210692352 -0.0005068806676770744 1.5235484468378872e-05 -1.4454501870253208e-07 2.347798293965537e-07 -1.5460627736199393e-07 -1.4448516436962636e-07 9.452225114574189e-08 -1.555363650147825e-07 3.5445899517351414e-07 -1.1877203460830225e-07 2.7519027497497832e-08 4.061046911375942e-08 1.4117177085269544e-07 -6.872147271430322e-08 2.4341665194063927e-07 1.6191027533087123e-07 -1.4082511244272274e-07 -7.454256850715363e-08 -2.8072611956277446e-07 6.809200894606443e-08 -9.63366584714309e-08 1.3469781912267945e-07 1.220160629268356e-07 -1.0521007493394854e-06 7.404485339716921e-07 -8.08305107808663e-07 3.565749693108547e-06 3.575971898729927e-07 4.509285381545995e-06 -1.707795296191989e-06
age3sex -1.8956083984411043e-06 -2.5013984104243646e-06 7.682429489072759e-08 -7.474935838888797e-10 -4.9044040402202946e-05 4.757407256525806e-06 -1.445450187025301e-07 1.3865281322028514e-09 -2.3814126650249194e-09 1.7431753946205719e-09 1.5596060867175863e-09 -9.341602317253821e-10 1.402943674269242e-09 -3.3804502762819053e-09 1.2916959005748536e-09 -2.1184020115608422e-10 -5.31149456087606e-10 -1.418722798011808e-09 1.041549659535744e-09 -2.3670711567634395e-09 -1.6682369458320742e-09 1.3100590736067547e-09 6.207510033073999e-10 2.787397227819339e-09 -8.780768115872363e-10 8.950057263152584e-10 -1.3894310514095608e-09 -1.070965708958255e-09 9.167957435257822e-09 -3.749542213240685e-09 3.7887394167715325e-09 -3.074053671561559e-08 -6.8356991253853905e-09 -3.89922777611622e-08 1.7584069839434247e-08
pcs.V3 2.727026703194063e-06 2.8902427331324135e-06 -1.1155219580352058e-07 1.2683742046777394e-09 7.309059561863973e-05 -7.410957444534575e-06 2.3477982939641717e-07 -2.3814126650236505e-09 4.426463884768114e-06 1.8400327458746896e-07 -5.25018774186558e-08 -5.232780559223299e-08 1.4688612684234974e-07 1.2648650982751043e-07 1.1574754617643068e-08 1.1851617398635374e-07 -8.627478163976053e-08 1.5588374357727377e-07 -1.1351721317348214e-07 -5.769141871021974e-08 3.226439200516887e-08 -3.245268519593674e-08 -1.2624735441962252e-07 5.808025978882242e-08 7.811528210471938e-08 -1.2906093686526859e-08 1.6240590028745253e-07 7.086924039642041e-08 -8.985518161109472e-07 2.432716131353566e-06 7.314352393970386e-07 -5.37502152347466e-06 2.1350693159235186e-06 -2.7313678997139403e-06 -1.2317221901155722e-06
pcs.V4 4.487422710496279e-06 -9.992670935300167e-07 6.313659339652369e-08 -7.964775609629228e-10 -3.5205358511995914e-05 4.190877317028185e-06 -1.5460627736160464e-07 1.743175394616929e-09 1.840032745874734e-07 4.25954753548811e-06 8.800858473637307e-08 6.410831589890192e-08 7.707351476955081e-08 -4.290329027606283e-08 -1.0564785780521447e-07 2.7966546295936575e-08 1.048648605499502e-07 -3.848331645327523e-08 8.920165572507469e-09 -1.5964533222320767e-07 -2.0638323935952578e-07 7.581462615629857e-08 1.5450993620804093e-07 7.323674660754167e-08 1.4303894522898424e-07 8.161343207312853e-08 -7.811284918821161e-08 -2.7027786552768523e-08 1.0609081395482487e-07 5.12746338342203e-07 -4.1341918411502915e-07 7.512633647590601e-06 -3.4231585554579067e-06 -1.7369738500615205e-06 4.954446834406418e-06
