 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 9.681229619074784e-05 1.06995573588601e-05 -3.005450876359638e-07 2.8130579941078717e-09 -2.7456237837374963e-05 2.61325979256763e-06 -7.886707618015323e-08 7.609007124698644e-10 3.0342416780819826e-07 1.857752311954514e-07 -1.3788668822156516e-07 -6.25411052929381e-08 -9.259520738968502e-08 7.71986177221099e-08 -8.105010606443711e-08 1.1563674529824947e-07 -6.168967710944526e-08 -9.287917901247924e-08 -6.149577918426272e-08 -1.4385974576003883e-08 -3.7772768981405456e-08 6.240302378661262e-08 -9.72620395166074e-08 -6.963464632331891e-08 -1.9478962879432963e-08 -1.8689716280942326e-08 6.196692772547587e-08 4.012952588075406e-08 -3.7515443724001316e-07
age 1.0699557358848058e-05 0.00028792401752455934 -6.673144484684506e-06 4.8059057807220277e-08 0.003678171097223666 -0.0002807305684260641 6.5047663254689264e-06 -4.681368247935927e-08 9.33845282666464e-08 1.8752444656004821e-07 -1.650880675309563e-07 2.3400317374404838e-07 5.081459841438936e-08 1.6056605533236225e-07 1.2127945757583023e-07 2.7042868760690373e-07 1.791695048301308e-07 -4.905300250375902e-07 -7.187348668191714e-08 4.401003660686487e-08 -2.5866795019811656e-07 -1.9648165360242284e-07 -1.483468145879954e-07 1.9027206675405774e-07 1.3263464919138426e-07 -2.3782048727591327e-07 3.4723958014382195e-07 4.28627320197247e-07 -1.2031196193351918e-06
age2 -3.005450876338967e-07 -6.67314448468712e-06 1.5761824220220742e-07 -1.1543452202190677e-09 -8.347710855952368e-05 6.50834603035494e-06 -1.5371670028569037e-07 1.1251100783057124e-09 -5.274012570842644e-10 -4.712263460385773e-09 2.6227888330667677e-09 -5.407184306494004e-09 -1.3266247301871675e-09 -4.3887860650173566e-09 -2.001268575605259e-09 -6.04606520052209e-09 -4.171704011678317e-09 1.087074643056319e-08 1.6961089910734458e-09 -7.694991632182518e-10 5.672621911214945e-09 3.432463116079516e-09 2.2981397594032234e-09 -3.4764520408519012e-09 -3.768945607870322e-09 5.222213613872606e-09 -8.385563142185461e-09 -9.799252196904169e-09 2.653877204997021e-08
age3 2.8130579940910266e-09 4.805905780722812e-08 -1.154345220218836e-09 8.591033345181153e-12 5.909015707335748e-07 -4.686436069462089e-08 1.125769408867286e-09 -8.374030997529305e-12 -5.186414487863853e-12 4.0930814967830435e-11 -1.5495855058373428e-11 3.7688127953911435e-11 8.01755595057028e-12 3.6407250697593796e-11 9.742579768948074e-12 4.4017859200120405e-11 3.1932829413143194e-11 -7.485564057596396e-11 -1.5719421039569077e-11 3.84397354303575e-12 -3.9756002191497604e-11 -1.6348719301054333e-11 -1.0515636430171907e-11 1.9407380371801217e-11 3.033109261830433e-11 -3.588927439524485e-11 6.31751855213405e-11 7.009266555172356e-11 -1.7129056383224777e-10
sex -2.745623783974585e-05 0.0036781710972230656 -8.347710855950378e-05 5.909015707333839e-07 0.1268628463508169 -0.009579340779850834 0.00022095812127612482 -1.5896886011553474e-06 5.117829622445601e-07 -9.658455290214986e-07 2.1716546883843885e-07 1.238735162045099e-06 -1.863963844755034e-06 -1.108229474825719e-06 2.329270129460249e-06 2.7807864792294065e-06 -1.747852607488556e-08 -4.344573586019101e-06 -2.590633525328693e-06 3.322103179901555e-06 1.1285634047160214e-07 -3.0504503610299757e-06 -4.451197089008321e-06 1.943266565188593e-06 8.766034189950551e-07 -3.3849170452940008e-06 8.408037489766936e-06 4.682082556994862e-06 -4.395330469778379e-05
agesex 2.6132597929065958e-06 -0.0002807305684259202 6.508346030351428e-06 -4.6864360694593246e-08 -0.009579340779851337 0.0007426066698536501 -1.7479199705886966e-05 1.2781140694918956e-07 1.5173576253337295e-08 6.772948205419564e-08 -5.571748443417849e-08 -3.4205969484858456e-08 1.0168616854472404e-07 8.207962365342573e-08 -8.085587521496835e-08 -2.1010988654489315e-07 -4.1026499175413975e-08 3.307388502951258e-07 1.5687035476404435e-07 -2.3593881720322147e-07 -3.0956878744070744e-08 2.0256691165572826e-07 2.962566991345038e-07 -5.550927700719069e-08 -1.744129471401146e-07 2.8715915895185275e-07 -6.752796146539618e-07 -3.697837337841172e-07 3.0427912188065304e-06
age2sex -7.886707618294697e-08 6.504766325467006e-06 -1.5371670028563682e-07 1.1257694088668304e-09 0.00022095812127614776 -1.7479199705887826e-05 4.190673128075058e-07 -3.1144088692247894e-09 -1.7199605507180384e-09 -1.2274450275332545e-09 1.8422930511491468e-09 2.2104411136097875e-10 -1.9622116732977675e-09 -2.080052645315596e-09 4.51423260480437e-10 4.873095310364859e-09 1.994811049784142e-09 -7.16699122486232e-09 -3.4895936940729536e-09 4.9634950132103855e-09 1.0152046274782693e-09 -3.3472083171743684e-09 -6.382622039690564e-09 -6.004073549173093e-10 5.636288943885655e-09 -7.435200392980559e-09 1.6253385257068676e-08 8.66468546661509e-09 -5.849096673475454e-08
age3sex 7.609007125113151e-10 -4.6813682479402e-08 1.1251100783065752e-09 -8.374030997534527e-12 -1.589688601155588e-06 1.278114069492015e-07 -3.1144088692249218e-09 2.3503621299043023e-11 1.8508394866560506e-11 7.370717112830994e-12 -1.4615876854360767e-11 -5.07736175469588e-13 1.5279964487641198e-11 1.7911556217519665e-11 3.006510117724933e-12 -3.81452977216689e-11 -2.1708661640368047e-11 4.7264382829918486e-11 2.5665152569079262e-11 -3.28033388239956e-11 -7.50595744360088e-12 1.507351072303068e-11 4.478014148822507e-11 1.612906229419365e-11 -4.881016746712615e-11 5.889331912012748e-11 -1.21135677412458e-10 -6.519543957399968e-11 3.195566755311291e-10
pcs.V3 3.034241678081975e-07 9.338452826672872e-08 -5.274012570861453e-10 -5.186414487850475e-12 5.117829622488258e-07 1.5173576253008504e-08 -1.7199605507103123e-09 1.8508394866504045e-11 1.008148879650427e-06 8.920493618985451e-08 -2.6652650283166888e-08 1.904266418079498e-10 6.494294636665002e-09 1.8534796304328474e-08 -1.1779736750602457e-08 6.104210766785848e-09 8.885354499803123e-09 1.6941260796034702e-09 -2.926589689942132e-09 1.9065741427359244e-08 -4.279874656829468e-09 -1.896756902677565e-08 -9.922911083562861e-09 -6.468558696492121e-09 -3.200150606119565e-09 -1.857505776485809e-08 8.918999700590508e-09 7.645027074972222e-09 -4.7396159385346627e-07
pcs.V4 1.8577523119547204e-07 1.8752444656011796e-07 -4.712263460387319e-09 4.093081496784111e-11 -9.658455290193338e-07 6.772948205403492e-08 -1.2274450275296453e-09 7.370717112805887e-12 8.920493618985458e-08 1.0912804600391565e-06 3.233835535405201e-08 -9.513349758611432e-10 1.756911656715921e-08 -2.18806777028119e-08 -1.1817070852010512e-08 2.34732361016932e-08 5.644541584330382e-09 -1.501472399747637e-09 1.4628479267408096e-08 -3.403097029320993e-09 -5.635324903942249e-09 9.728083964104482e-09 1.1161183820452986e-08 2.6786761131163487e-09 7.910121256751732e-09 -6.810642627433012e-09 2.937863890013569e-09 4.998186910898163e-09 5.143250689546299e-07
