 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.015779514827886146 0.007433043218922581 -0.00022805140958489828 2.22512183578766e-06 0.03678285554091291 -0.0035180847852963612 0.00010561971295283442 -1.0053248552139e-06 5.52491500368269e-06 7.060479733723577e-06 -6.336988141507327e-06 8.242740736155334e-06 1.1446702809275114e-05 -9.356868796485166e-06 -1.8734643622424238e-05 -9.239336541367376e-06 2.181767078022807e-06 8.208987273665871e-07 -2.2111299568931915e-05 -1.2531736046070453e-05 -4.837233562073259e-07 3.903530494718163e-06 1.0484000860051573e-05 -8.440821411338245e-06 -6.369976206431306e-06 -1.871605512026719e-05 1.9052267023947624e-05 -9.999059112053279e-06 -3.119635272032043e-05 0.00021271868663068921 -9.258492792120613e-05 -0.00015243504091708255
age 0.007433043218889735 0.010916394144847602 -0.0003064338281029033 2.7136420903939903e-06 0.11781460985061347 -0.010530032096958708 0.0002951626670797698 -2.61083067614727e-06 -1.5659675418441473e-06 -9.810643264395008e-07 -9.350069074436307e-06 1.1425584927452036e-05 5.056232003180452e-06 1.0246458174016232e-05 -1.1267843407629974e-05 -1.0024540426718646e-05 -1.7437864723888535e-06 -1.491820350747581e-06 -1.642144012843693e-06 3.150524487939705e-06 1.0377173280996576e-05 -3.362829580247319e-06 1.2883541515363765e-06 -2.318568271511316e-06 -1.6327557732292423e-05 -1.0102508793081777e-05 -9.241919471201461e-06 -6.493690563122944e-07 -1.7779740727323917e-05 1.2041303242530957e-05 0.00013330702530722332 -7.515661359910242e-05
age2 -0.00022805140958399248 -0.00030643382810293486 8.702792975959967e-06 -7.791453973372513e-08 -0.0032597497571420797 0.00029489814397832035 -8.36201187123948e-06 7.476833981012699e-08 2.952607747493118e-08 6.501117743708233e-08 2.6275133801794305e-07 -3.259768123492413e-07 -1.6709435483595414e-07 -2.721717644005457e-07 3.300601082887166e-07 3.0824898592572394e-07 2.547440477286921e-08 4.111195642789819e-08 1.016716983113082e-07 -7.684620678427795e-08 -2.8988547338666927e-07 7.360968675579733e-08 -5.60121808806423e-08 8.494082304266838e-08 4.38848060035194e-07 3.155190312727058e-07 2.079919186513482e-07 3.663820195195016e-08 3.2812528260893945e-07 -4.887919750907383e-07 -3.2930235479891744e-06 1.7586836421222137e-06
age3 2.22512183578005e-06 2.713642090394568e-06 -7.791453973373509e-08 7.053337733985703e-10 2.8497242752084688e-05 -2.605265719396958e-06 7.467744810070933e-08 -6.751061810514855e-10 -3.012211004286576e-11 -7.893653136409668e-10 -2.305454713860773e-09 2.924576929298108e-09 1.6196860592949483e-09 2.2558489678476264e-09 -3.1214303493069357e-09 -2.934147980204986e-09 -2.1715069997874134e-11 -3.3338678767510125e-10 -1.359233637133829e-09 6.048160741580129e-10 2.54402635328414e-09 -5.647769748248629e-10 6.403222703150042e-10 -9.664247826493262e-10 -3.6654771194123593e-09 -3.0349845889525964e-09 -1.41606729751319e-09 -5.049583882559697e-10 -1.5131719173092993e-09 6.0042669470144176e-09 2.5559116690679584e-08 -1.3689333863924231e-08
sex 0.03678285553998381 0.11781460984980968 -0.0032597497571189345 2.849724275187446e-05 2.537899819719046 -0.22167165653847332 0.006081197992529344 -5.269168556777279e-05 5.4025863143815514e-05 1.402892949188019e-05 9.427610731301396e-05 0.00018932130298725722 6.395293749040845e-06 0.0002495323127987175 -0.00016143885205410609 -0.00014313461976900297 1.9625943371614075e-05 0.0001203755005671705 0.0001415315798997246 0.00014598139536569003 0.00010127457382693975 -0.00014321088797062862 -2.9960548225874895e-05 -0.00011320235585741858 -0.00014129993995095274 -6.292287451304613e-05 -0.0001898742475976057 9.468433888154039e-05 -0.0004481731298894752 0.00034377944851272723 -0.0011487362025205759 0.0016969004424300341
agesex -0.0035180847852145174 -0.010530032096889214 0.000294898143976301 -2.605265719378517e-06 -0.22167165653851434 0.019658971252682487 -0.0005465637239938447 4.79160577121622e-06 -4.605869177749948e-06 -1.1940860558013468e-06 -7.362506067849431e-06 -1.7226770785437952e-05 -5.06091135015334e-07 -2.2280578173729827e-05 1.5398754704421764e-05 1.4376496619875702e-05 -2.6776151707414424e-06 -9.920014113497085e-06 -1.1107617614383303e-05 -1.4205641390611799e-05 -1.007862611190445e-05 1.106245019406332e-05 2.6362597430327897e-06 9.813366235063817e-06 1.1469173794360469e-05 5.706866030305339e-06 1.5306776785918543e-05 -8.866152819706447e-06 3.2875208944283594e-05 -4.317742699669114e-05 9.102802007606826e-05 -0.00011072937970364117
age2sex 0.0001056197129504632 0.00029516266707786025 -8.362011871184395e-06 7.467744810020761e-08 0.006081197992531614 -0.0005465637239939452 1.5394555090967456e-05 -1.3662886533998318e-07 1.299821219114057e-07 1.3051584880752157e-08 1.8024092482546537e-07 4.858033341892489e-07 3.362284778986231e-09 6.309546122935312e-07 -4.4148712543689215e-07 -4.392545277001241e-07 9.998687118140717e-08 2.53144110927893e-07 2.723895094138211e-07 4.3167980984354567e-07 3.160477495278686e-07 -2.7268258765992495e-07 -8.592256569551901e-08 -2.7545869770082266e-07 -3.0156689001573127e-07 -1.652072105719329e-07 -4.117724267523736e-07 2.457211622112809e-07 -5.603181850336543e-07 1.3174022999274454e-06 -2.54700280826921e-06 2.3824099929542932e-06
age3sex -1.0053248551946562e-06 -2.6108306761312803e-06 7.476833980965959e-08 -6.751061810472035e-10 -5.269168556780265e-05 4.791605771217985e-06 -1.3662886534000772e-07 1.2279376013202694e-09 -1.2278477088857635e-09 2.018342190501094e-10 -1.3688878926045497e-09 -4.27558273479366e-09 1.4926721087399702e-10 -5.65220170417962e-09 3.92562428232137e-09 4.147572220675606e-09 -1.0895447898978361e-09 -2.0553919957695664e-09 -2.1612951260467984e-09 -4.11540001224444e-09 -3.1439966857404846e-09 2.29464817525809e-09 8.192036117620463e-10 2.4766462819136237e-09 2.410215349950976e-09 1.4902900250236452e-09 3.618021820214035e-09 -2.0985240469700866e-09 1.3076386078991028e-09 -1.0273279168643588e-08 2.2438286010854926e-08 -1.836735743869857e-08
pcs.V3 5.524915003657052e-06 -1.5659675418845036e-06 2.952607747608088e-08 -3.012211005317095e-11 5.4025863143296575e-05 -4.6058691777029075e-06 1.299821219100699e-07 -1.2278477088738149e-09 7.272546209991843e-06 9.901490628495772e-07 2.902644242939925e-07 -8.22668668870853e-08 -1.3296050949132054e-08 8.002538974922633e-09 -2.955299038655902e-07 8.814782713194601e-09 -2.4686085137714866e-07 6.670155615377177e-08 -2.245206378419804e-07 -1.513929433863736e-07 2.4008596245871877e-08 2.814250823353393e-07 -7.25709494481113e-08 2.5208526478294247e-07 -1.0956783480250625e-07 -2.8645957920824208e-08 -3.5477022752365347e-09 1.051332887990301e-07 -1.8105064135775386e-06 1.4962712439585609e-06 7.788617063619195e-07 -2.3312999678228383e-06
pcs.V4 7.06047973370843e-06 -9.81064326472982e-07 6.501117743802675e-08 -7.893653136493662e-10 1.402892949128255e-05 -1.1940860557478209e-06 1.3051584879249756e-08 2.0183421906339967e-10 9.901490628495691e-07 7.367435106943356e-06 5.569623619770733e-07 2.447089078649333e-07 3.48178356764368e-07 -1.6002775768522544e-07 -4.290471636981636e-07 2.211089866466237e-08 5.38235347030465e-08 -2.3702756418059235e-07 -2.9302779647149504e-08 -8.823449653687756e-08 -1.4699693357656034e-07 4.197602956614288e-07 8.285316912683331e-08 2.5332762600645007e-07 2.4924205690517664e-07 2.689006124923678e-07 -8.175495364339025e-08 1.722489019611659e-07 1.3993467158931643e-06 2.641168177696963e-06 3.380325419949289e-06 -2.972450868594974e-06
