 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0018024595836229737 0.0006240577021049133 -1.904100485722687e-05 1.8428211720639817e-07 -0.001894497988124247 0.0001933798040455507 -6.16435277862239e-06 6.153715317684934e-08 -1.718971953191237e-06 1.8717003605268355e-06 6.811243860972977e-07 8.107620134130553e-07 5.453327803581624e-07 -1.0249414898313956e-06 1.4572171131622866e-06 -3.715546917406081e-07 -5.329449110725003e-07 1.553935878448595e-07 2.6849720105343e-07 -7.568868412334003e-07 -4.4424925522063797e-07 7.303937733957134e-07 7.969139844175118e-07 4.5594741586852814e-08 -1.1612354893330884e-06 1.7852424307736616e-07 -1.4270256382755638e-06 -1.3871250478263138e-06 -9.647834626141145e-06 2.8018644461747624e-05 -5.91973705905105e-07 -1.9237554572671824e-05
age 0.0006240577021069956 0.0012701993794087972 -3.481809410587901e-05 2.9827569545025973e-07 0.012303188195780421 -0.0010896945236392875 2.981425708480483e-05 -2.549886747599185e-07 -1.1048876289677436e-06 5.630605596080237e-07 -6.421907414285637e-07 1.1188114091858983e-06 2.6127191958716532e-08 -2.0290353458383186e-07 8.951695243733218e-07 2.1430843861198646e-07 2.484916925379235e-07 -1.2323700090717708e-06 3.781259013953918e-07 2.3193183993948293e-07 -3.7514148237400267e-07 -1.2376488673652893e-07 2.635740412735888e-07 7.83597051017027e-07 -7.10883760829978e-07 -6.231949405452605e-08 -8.004220373925806e-07 2.3484485517251897e-07 -5.688906378246125e-07 -1.2218777933868028e-05 6.4244085463592505e-06 3.0687564721582522e-06
age2 -1.9041004857289307e-05 -3.481809410590571e-05 9.667890650852742e-07 -8.381310235046379e-09 -0.00033067291710854547 2.967992860472499e-05 -8.224144576625686e-07 7.115899448526671e-09 3.05274703790879e-08 -1.1754004041759552e-08 1.4770637932234086e-08 -3.053397028903249e-08 -2.6038686942198116e-09 6.062544808975964e-09 -2.3883334581303766e-08 -2.657625413526321e-09 -7.179793034071226e-09 3.032776614247468e-08 -1.1329272707621617e-08 -5.676576578360867e-09 8.466381076467974e-09 -8.624476800369018e-10 -1.0055776711060125e-08 -1.632561253775445e-08 2.0854388573921577e-08 4.09306806447953e-11 2.4695399959931615e-08 -3.747255497393252e-09 4.757310901926417e-08 2.2912147405541772e-07 -3.5336333293415445e-08 -1.1493761274862884e-07
age3 1.842821172070985e-07 2.982756954507632e-07 -8.381310235054022e-09 7.353607579764556e-11 2.7863294753163793e-06 -2.529176063001295e-07 7.0909197016390076e-09 -6.20768576997032e-11 -2.599766030894435e-10 8.729252252504347e-11 -1.0258939192901958e-10 2.6120818899422977e-10 3.788659350059124e-11 -6.454545025639137e-11 2.0390643625160842e-10 3.41394001210422e-13 6.621407923378495e-11 -2.2548166117593424e-10 1.0133282243062326e-10 3.787773447549072e-11 -6.579268620087223e-11 3.5868315832852316e-11 1.0200016901378315e-10 1.0282645875054452e-10 -1.8782400025777767e-10 1.412730965770028e-11 -2.2881639205340059e-10 8.091751901265865e-12 -6.844797737883938e-10 -1.0308375788797358e-09 -4.3778492479276864e-10 7.232777125987417e-10
sex -0.0018944979880535185 0.012303188195843327 -0.0003306729171103733 2.786329475332971e-06 0.36301759930021466 -0.03199067302974892 0.0008742459788507859 -7.4904660956593305e-06 -6.766668289053484e-06 6.09397069049185e-07 4.217815655069802e-06 1.0086169796735342e-05 -1.4349925952323532e-05 1.338937440425119e-05 -9.230993548317255e-06 -6.744101345093418e-07 -3.0296077393980606e-06 -1.2996288753994274e-05 8.446490355835936e-06 1.391063961705989e-05 -5.237458507716505e-07 1.215417759589866e-06 -8.209969042167466e-06 -2.349699598517921e-06 8.023159884989579e-06 5.629237424468905e-06 7.97898555375706e-06 1.5700150314943088e-05 -7.278659786825106e-06 -0.00018191803391077918 -5.7764117633739614e-05 0.00033649952431067406
agesex 0.00019337980403912118 -0.0010896945236429536 2.9679928604837493e-05 -2.529176063012061e-07 -0.031990673029745634 0.002864043676298398 -7.932477317476736e-05 6.874026754975123e-07 6.291566269431992e-07 -5.428701402474752e-08 -3.442813726120888e-07 -8.310301130458307e-07 1.1652095518654573e-06 -1.3001098905994346e-06 1.0384083839102738e-06 8.811626452313567e-08 1.322092399798727e-07 1.0498098624344043e-06 -7.05192827609603e-07 -1.2457951842904134e-06 -2.5861805965028294e-08 -1.3873644371161088e-07 5.333308555223946e-07 4.622577438551003e-07 -7.775137009135997e-07 -6.093672809187163e-07 -7.060924182429523e-07 -1.457284456579399e-06 1.0918698302622271e-06 1.53790240534764e-05 3.098828311429682e-06 -2.9484260224943384e-05
age2sex -6.164352778477353e-06 2.9814257084864637e-05 -8.224144576644787e-07 7.090919701658071e-09 0.0008742459788505994 -7.932477317475886e-05 2.225768989918576e-06 -1.9519571647474438e-08 -1.6714746689907955e-08 7.554146607803912e-10 8.317131421137939e-09 2.2622991696840464e-08 -2.963418156884469e-08 3.75750431857557e-08 -3.318424690194406e-08 -3.4464505264212088e-09 1.1798115537426698e-09 -2.4857884148992082e-08 1.6919388182310546e-08 3.4364780664611326e-08 1.2120198132645594e-09 4.750760083908866e-09 -1.1867977700411175e-08 -1.8429403534751145e-08 2.2646405858418787e-08 1.974802509101226e-08 1.9692546384237568e-08 4.100640614532781e-08 -4.9771389887765045e-08 -3.824737342932943e-07 -6.082153292763876e-08 7.621310488627718e-07
age3sex 6.153715317514479e-08 -2.5498867476075914e-07 7.115899448552615e-09 -6.207685769995383e-11 -7.4904660956569215e-06 6.874026754973673e-07 -1.951957164747247e-08 1.7323207681398542e-10 1.2377538156071702e-10 1.0831485694705226e-11 -6.414963173949374e-11 -1.971913245053431e-10 2.3336249437136487e-10 -3.2360237552928623e-10 3.1940777718600075e-10 3.1444632104270364e-11 -5.258309924150844e-11 1.7733524609332863e-10 -1.250770687947277e-10 -2.946125810513279e-10 -5.949348097388059e-12 -3.410433620517234e-11 8.733432403750588e-11 1.9759903925830823e-10 -2.0724150019123587e-10 -1.9685940606873875e-10 -1.8436482772321913e-10 -3.656454948249511e-10 6.332844559800515e-10 2.9772507702755357e-09 2.505235665904089e-10 -5.774052007584159e-09
pcs.V3 -1.7189719531931692e-06 -1.104887628966373e-06 3.0527470379053627e-08 -2.5997660308917953e-10 -6.766668288981449e-06 6.291566269368265e-07 -1.6714746689733853e-08 1.2377538155923024e-10 2.023095447269105e-06 2.8400400552698366e-08 -7.395789246440805e-08 -3.144725420912967e-09 2.8970892360370277e-08 3.1893015350187886e-08 4.005778372556611e-08 4.7469173879308944e-08 -2.2161295005736783e-08 2.8090936012897105e-08 -2.5005669194474562e-08 4.52987798470816e-09 1.9426978964133858e-08 -7.123834399069624e-09 -2.2984700780384078e-08 1.1970255213576134e-08 1.4322989306231084e-08 6.344828483990539e-10 3.282074473916912e-08 3.1828329679888394e-09 -4.544303569589879e-07 5.610344609054155e-07 -1.085183530787271e-06 -1.2390909846171006e-06
pcs.V4 1.871700360527505e-06 5.630605596071797e-07 -1.175400404173735e-08 8.72925225248612e-11 6.093970690118678e-07 -5.428701402142797e-08 7.554146606891395e-10 1.0831485695488972e-11 2.8400400552698754e-08 1.9998639475608903e-06 1.0125473718071972e-08 2.6598328545148876e-08 2.519553854201535e-08 -1.420642458190327e-08 -3.2798442387326755e-08 5.297096896038281e-09 -1.3129025074394762e-08 -2.3608775221117843e-08 2.2726997262590462e-08 -6.263662340025547e-08 -3.523833764604541e-08 3.61246393667261e-08 3.63574343412538e-08 8.422947786713263e-09 3.6376789269427904e-08 -1.0146106611716914e-08 -2.9067339881912047e-08 8.682692786969118e-09 4.792546537314559e-07 -2.0110654085751503e-07 9.975164504515166e-07 6.13705156229632e-07
