 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0022399863480373375 0.0007993688037397902 -2.435048422140559e-05 2.3529973193662307e-07 -0.0026241239534053784 0.00026730990903839233 -8.495885745809837e-06 8.453465853425768e-08 -2.0437748226107427e-06 2.362040796876664e-06 3.0932483523415647e-07 7.737287935939082e-07 9.121299325477078e-07 -1.2007526125986256e-06 1.585128496222012e-06 -6.640838480497933e-08 -2.689892533737795e-07 6.704072067247244e-08 2.0431740062936105e-07 -1.3675812837563185e-06 -3.9701049881830703e-07 1.2203443017873763e-06 9.439474607462877e-07 3.178699771191465e-07 -1.7200376406120107e-06 -2.553386359145433e-07 -1.4554956140051363e-06 -2.059522267435094e-06 -1.1152347432510281e-05 2.2387838093515497e-05 6.006943978169604e-07 -1.0891243442170913e-05
age 0.0007993688037439259 0.0016608578756667706 -4.552777906846234e-05 3.902512648335373e-07 0.017341951500572453 -0.0015345540469090017 4.198745670713601e-05 -3.5927685935067404e-07 -1.6990014566432444e-06 6.948827757910966e-07 -7.484256519961724e-07 1.2882370059172872e-06 -2.2674277729751878e-07 -4.015550905678671e-07 7.571732443644467e-07 4.2788130014700516e-07 1.7929546114994555e-07 -1.1881764255746594e-06 5.406091236455281e-07 1.8746572142620423e-07 -3.251281179038638e-07 3.110415600146816e-08 6.773073956005858e-07 7.129473255942574e-07 -1.4192617172997697e-06 -5.358081482510216e-07 -1.3273471613893947e-06 7.372630980566536e-08 -4.414032695153837e-07 -2.1487925363138024e-05 1.2714916746381445e-05 1.3113309626389379e-05
age2 -2.435048422150145e-05 -4.552777906844989e-05 1.264332235426878e-06 -1.096877575396165e-08 -0.00046748724353827455 4.192983212452206e-05 -1.162235870189439e-06 1.006488383011079e-08 4.622214196321893e-08 -1.501788979008989e-08 1.7811142172903928e-08 -3.5660152969320674e-08 4.0167092985611355e-09 1.046929694132756e-08 -2.0593870908647014e-08 -8.19942871993145e-09 -5.808817140544656e-09 2.8120034305254237e-08 -1.6738408517024618e-08 -3.850619082867751e-09 6.763392445605065e-09 -6.39826343454975e-09 -2.023966230272352e-08 -1.2798861776905264e-08 4.0952137050635566e-08 1.1645505924207299e-08 3.9884875606549275e-08 8.506965554409125e-10 3.788953038535014e-08 5.142898113498518e-07 -2.611691221189688e-07 -3.738984661132756e-07
age3 2.3529973193734175e-07 3.902512648329645e-07 -1.0968775753948362e-08 9.632631602282681e-11 3.95021677795049e-06 -3.5838573757346096e-07 1.0054206735563732e-08 -8.813135926728571e-11 -3.878738179771696e-10 1.1452448527304937e-10 -1.3184266576987366e-10 3.081826968392545e-10 -1.7887157351689466e-11 -9.863947900896042e-11 1.7534418197792028e-10 4.9236286052229397e-11 5.804187008672545e-11 -1.9882052078870933e-10 1.5120946298808797e-10 1.6362363792115515e-11 -4.812456105941954e-11 9.101495938948848e-11 1.8153823601276773e-10 6.262025339724229e-11 -3.6633054643959594e-10 -7.731450932084691e-11 -3.6109626521592845e-10 -3.547267262610147e-11 -5.406489795029799e-10 -3.7443439472661945e-09 1.7602379032046723e-09 3.0112649094105626e-09
sex -0.0026241239533097496 0.017341951500762016 -0.0004674872435434449 3.950216777994213e-06 0.5036901590499009 -0.04444272923064174 0.00121699707877323 -1.045290603914445e-05 -6.777620803581921e-06 -1.2047663410546273e-06 9.300413680453407e-06 8.082525476451543e-06 -2.3305646447651836e-05 2.1441030707626688e-05 -1.4688222936652079e-05 1.9899698658430835e-06 -8.804873072499588e-06 -9.169674438722594e-06 8.594788934901746e-06 1.8520513482893025e-05 5.8987782956691254e-06 9.817197435495374e-07 -5.710092819132647e-06 -4.484907614081031e-06 7.241320088149201e-06 5.068233672429053e-06 2.3218156897788684e-06 1.7603705271340834e-05 4.55740492163442e-05 -0.0003322354219725927 0.00010052437102891626 0.00042580984559824
agesex 0.00026730990903006365 -0.0015345540469258998 4.1929832124983296e-05 -3.5838573757736187e-07 -0.04444272923064135 0.003983623713485444 -0.00011055585175856315 9.604433605695e-07 5.907051752523166e-07 1.060559399766291e-07 -7.788180346284351e-07 -6.746276404115642e-07 1.9271202255742737e-06 -2.0811988130110905e-06 1.6171783815812202e-06 -4.5440509563005617e-08 6.571498442969559e-07 7.139300739402405e-07 -7.894980535235263e-07 -1.6923906770388147e-06 -6.394663438968237e-07 -1.5583838360742216e-07 3.3533141049039735e-07 7.778891563279777e-07 -7.309399104665355e-07 -6.385849529303498e-07 -1.636700198154359e-07 -1.6687188084684122e-06 -3.5740142095372846e-06 2.8971871029748566e-05 -1.1500933820948544e-05 -3.8542474798583375e-05
age2sex -8.495885745613154e-06 4.198745670735861e-05 -1.1622358701956834e-06 1.0054206735618318e-08 0.00121699707877321 -0.00011055585175856254 3.108332274644041e-06 -2.7329156423327317e-08 -1.4277775901986102e-08 -4.045148389375549e-09 1.994273388954535e-08 1.9333298429793465e-08 -5.075431581189411e-08 5.918648856686549e-08 -5.1381656478880254e-08 -1.3483592025071446e-09 -1.3256729461431072e-08 -1.4899999180752605e-08 2.044872576898081e-08 4.858289263286482e-08 1.828464939660019e-08 5.871917169607977e-09 -7.245797293159606e-09 -3.097758051869753e-08 2.0970986488257973e-08 2.243782992493989e-08 3.7616286940108864e-09 4.782966490498295e-08 8.524830679613175e-08 -7.64913241158858e-07 3.3863511351405755e-07 1.042708117983506e-06
age3sex 8.453465853211237e-08 -3.592768593549338e-07 1.0064883830227324e-08 -8.813135926827341e-11 -1.0452906039144306e-05 9.60443360569497e-07 -2.7329156423327373e-08 2.43184866917336e-10 8.810399784411121e-11 5.904381613141141e-11 -1.5974365167588814e-10 -1.7746939024822902e-10 4.245385205716264e-10 -4.99887635030944e-10 4.995493301082416e-10 1.9391430899121627e-11 7.160013930186933e-11 8.238442287871417e-11 -1.6210492722869881e-10 -4.3228285094250206e-10 -1.4988407592864771e-10 -4.0066101144049983e-11 5.189848946453989e-11 3.3630182723201244e-10 -1.8664548689963294e-10 -2.338182733825055e-10 -3.893502130096157e-11 -4.342103879530577e-10 -5.912523853253323e-10 6.435533032281549e-09 -3.025039149515603e-09 -8.651236110903681e-09
pcs.V3 -2.043774822612643e-06 -1.6990014566384385e-06 4.6222141963084975e-08 -3.8787381797600483e-10 -6.777620803417583e-06 5.90705175237407e-07 -1.4277775901567281e-08 8.810399784042924e-11 2.0704135891076437e-06 1.0238214385849244e-07 -6.355262793315314e-08 -1.1887852016183095e-09 4.401702117946444e-08 4.407811518868677e-08 3.985069461826515e-08 5.5160739152153607e-08 -2.1035524941797747e-08 2.5594649192950845e-08 -2.799850210191154e-08 -1.1880581336412919e-08 1.6948860744802804e-08 -1.4076791532034446e-08 -3.012845315578424e-08 2.9094501986905834e-08 1.6811869437013434e-08 -7.137056650726878e-09 4.079355303916355e-08 -1.1089981225123207e-10 -4.670803833756413e-07 5.54483151143599e-07 -1.184911224495277e-06 -9.082387091646458e-07
pcs.V4 2.362040796876966e-06 6.948827757895421e-07 -1.5017889790047413e-08 1.1452448527268894e-10 -1.204766341085699e-06 1.0605593997945336e-07 -4.04514838945506e-09 5.904381613211275e-11 1.0238214385849345e-07 2.1134724187914043e-06 5.8752672278292984e-08 2.6694718853584778e-08 2.3933095214746646e-08 -3.084640501948977e-08 -4.053536551641996e-08 2.379305505159483e-08 -1.9635947876163904e-09 -1.8767701101860785e-08 3.0916312862309786e-08 -7.609358580068093e-08 -4.6219138900672814e-08 3.486975071645135e-08 4.769664875141132e-08 1.1312260285215066e-08 4.756401396079682e-08 8.311221490607118e-09 -3.416202803426125e-08 -1.0724347348892082e-08 5.672516927581993e-07 -4.0983938765834823e-07 9.82625447749855e-07 9.637501315521114e-07
pcs.V5 3.093248352358366e-07 -7.484256519934866e-07 1.7811142172828452e-08 -1.3184266576921563e-10 9.300413680455592e-06 -7.788180346287165e-07 1.994273388955541e-08 -1.5974365167599405e-10 -6.355262793315588e-08 5.875267227829319e-08 2.0011141181576286e-06 -1.0055438672378117e-08 1.5458494454124675e-08 -2.5137629467266656e-08 6.370463097855806e-09 -2.9892696531348034e-08 3.940755561879826e-08 9.039510785797552e-09 -1.2726278327796075e-09 2.3397508047229177e-09 -9.962367527574461e-09 -1.2062884744208881e-08 -6.323335442648152e-08 -5.433834129994879e-08 5.6743694175794565e-08 4.5625522932744854e-08 5.9784591980271e-08 3.232520761157609e-08 4.772973073029551e-07 -5.619667898883698e-07 7.185978967345471e-07 2.456329827901826e-07
pcs.V6 7.737287935961356e-07 1.288237005914936e-06 -3.566015296925397e-08 3.0818269683866e-10 8.082525476303172e-06 -6.746276403981914e-07 1.9333298429420066e-08 -1.7746939024496368e-10 -1.1887852016192024e-09 2.669471885358609e-08 -1.0055438672380908e-08 1.972261821934832e-06 7.951053927709914e-09 6.543098440259273e-09 1.2202912133194601e-08 -4.2044260579380984e-08 2.9689143615540462e-08 -3.7876709421185914e-08 -1.8833289840988864e-08 -2.8967738802349932e-08 4.294993430440685e-09 1.2640345978751499e-08 -8.817778735780097e-09 2.2125454479935138e-08 1.5251209384341444e-08 1.2469532119897246e-08 -6.075126772801029e-08 6.997422432323874e-09 5.062920160091078e-07 3.747487832926675e-07 -1.7055676440894232e-07 -1.1488832814225565e-06
pcs.V7 9.121299325442576e-07 -2.2674277730642774e-07 4.0167092988047625e-09 -1.7887157353766536e-11 -2.3305646447719476e-05 1.927120225580455e-06 -5.0754315812068695e-08 4.2453852057316563e-10 4.401702117947196e-08 2.3933095214745524e-08 1.54584944541234e-08 7.951053927702496e-09 2.3129954061518495e-06 4.3528056196817595e-09 -1.6374188012389636e-08 -8.365660609336116e-08 5.046671093023445e-09 -4.32920459653525e-08 1.1596994514970415e-08 -4.1877309560245274e-08 2.5970702916538273e-08 -3.9674467969008486e-08 -6.216967890149896e-08 -2.4146192804271572e-08 -4.2437136426019195e-09 -1.814786528645913e-08 -1.3590426089741177e-08 1.320203602920262e-08 2.408930069785448e-07 -3.149187129178798e-07 1.3155605670011424e-06 -4.952724549815731e-07
pcs.V8 -1.2007526125956978e-06 -4.015550905600822e-07 1.0469296941107809e-08 -9.863947900702806e-11 2.14410307077405e-05 -2.0811988130214993e-06 5.918648856715979e-08 -4.998876350335433e-10 4.4078115188677846e-08 -3.0846405019488915e-08 -2.5137629467264618e-08 6.543098440268007e-09 4.352805619680422e-09 2.264641999302414e-06 6.757519019355241e-08 8.473044416382769e-09 3.585065076703503e-08 9.719507563136733e-08 -2.7712895748054687e-08 -1.2786481380857813e-07 -2.074519507542724e-08 2.428533275528731e-08 6.242797068739137e-09 6.179601801180468e-08 7.140346771449142e-08 4.5801732918587825e-08 -2.0773294579956198e-08 1.4164940500204797e-08 3.9382769684978197e-07 7.324750887065335e-07 -8.671024715233661e-07 -1.0587789341549979e-06
pcs.V9 1.585128496219825e-06 7.57173244354255e-07 -2.0593870908365098e-08 1.7534418197550106e-10 -1.4688222936764475e-05 1.6171783815914784e-06 -5.1381656479169807e-08 4.995493301107946e-10 3.9850694618272945e-08 -4.053536551642071e-08 6.370463097854056e-09 1.22029121331872e-08 -1.6374188012387885e-08 6.757519019355216e-08 2.1872354609441227e-06 2.718048348124842e-08 2.7232507724513342e-08 -3.8442297490576204e-08 -4.146845014811869e-09 -5.831258500235035e-08 -1.0353636689017622e-08 -2.5676808580310217e-08 -3.4757436587455777e-09 -3.9969259934547675e-08 -4.312618510263615e-08 -1.025856467040321e-08 -1.8353057513013165e-08 4.420137803496339e-08 9.320550360620895e-08 2.293266544350318e-07 -1.0148272874242608e-06 5.13246316789858e-07
pcs.V10 -6.640838480457587e-08 4.27881300144524e-07 -8.199428719863156e-09 4.923628605164139e-11 1.9899698657714245e-06 -4.544050955655175e-08 -1.3483592026871387e-09 1.939143090069276e-11 5.516073915215455e-08 2.379305505159508e-08 -2.989269653134921e-08 -4.204426057938198e-08 -8.365660609335816e-08 8.473044416379662e-09 2.7180483481251038e-08 2.1998725285399015e-06 2.967259345033403e-08 3.5483310907812664e-08 2.973237080050746e-08 2.0106748221371593e-08 -1.4311780976894553e-08 -1.0550515491156873e-08 3.4210018361753166e-08 3.655202427102985e-08 -2.2511662060118284e-08 1.2964607066134965e-08 5.352696473606625e-09 5.926191238423715e-10 4.131419443164458e-07 7.043049945496875e-07 -1.0867062037857091e-07 -1.0696347219931914e-06
pcs.V11 -2.6898925337461384e-07 1.7929546114639612e-07 -5.808817140446597e-09 5.804187008587988e-11 -8.804873072550866e-06 6.57149844301636e-07 -1.3256729461563245e-08 7.160013930303621e-11 -2.1035524941795305e-08 -1.9635947876166287e-09 3.940755561879721e-08 2.968914361553766e-08 5.046671093024829e-09 3.585065076703399e-08 2.7232507724514295e-08 2.9672593450333103e-08 2.200981711407503e-06 4.052933986342153e-08 1.268855178838845e-08 -3.754343645570981e-08 3.7386851650439404e-08 -5.846732981920298e-08 3.75424571547907e-09 3.3423698986903265e-08 -1.3702948096757265e-08 2.4724896704870267e-08 -1.702197090876847e-08 2.578085377381365e-08 -1.508114685172833e-07 -2.2245120819899448e-07 -1.3166141488269471e-06 1.1685063618984843e-06
pcs.V12 6.704072067147634e-08 -1.1881764255724613e-06 2.812003430519411e-08 -1.9882052078819606e-10 -9.169674438653625e-06 7.139300739339602e-07 -1.4899999180575567e-08 8.238442287715244e-11 2.5594649192952023e-08 -1.8767701101861685e-08 9.039510785798528e-09 -3.7876709421186794e-08 -4.329204596535604e-08 9.719507563137189e-08 -3.844229749058027e-08 3.5483310907811585e-08 4.052933986342023e-08 2.171530527574235e-06 -7.296868248548585e-08 -1.7148191155720857e-09 4.400329046183463e-09 -1.4601238641979131e-08 -3.3018602881404034e-08 -4.576225811873556e-08 -6.732441152919159e-08 -3.753883396768162e-09 -2.8888975376630235e-08 3.2955258986041816e-08 1.1394516306219858e-07 5.983153042317655e-07 -2.982595458070662e-07 -1.6116475418699642e-06
pcs.V13 2.0431740063113122e-07 5.406091236461498e-07 -1.6738408517042813e-08 1.5120946298825067e-10 8.594788934865056e-06 -7.894980535202108e-07 2.0448725768887903e-08 -1.6210492722788246e-10 -2.7998502101914268e-08 3.0916312862310666e-08 -1.2726278327804854e-09 -1.8833289840986684e-08 1.1596994514973229e-08 -2.7712895748058452e-08 -4.146845014808196e-09 2.9732370800508756e-08 1.2688551788389835e-08 -7.296868248548679e-08 2.236913559220511e-06 -1.3835893430363224e-08 3.5567969162060575e-08 6.664358899856025e-09 -3.215174915784055e-08 -3.4172412529652536e-08 -7.036347898150978e-08 2.919395613826101e-08 2.190909037058058e-08 -3.6459525156718474e-08 1.8574026150159233e-07 -8.01548655169727e-07 4.7676811528574677e-07 -1.8795076772298742e-07
pcs.V14 -1.36758128375294e-06 1.874657214343305e-07 -3.850619083089369e-09 1.636236379399478e-11 1.8520513482928515e-05 -1.6923906770420595e-06 4.85828926329564e-08 -4.3228285094330815e-10 -1.1880581336419478e-08 -7.609358580067995e-08 2.3397508047236014e-09 -2.8967738802343784e-08 -4.18773095602442e-08 -1.2786481380858077e-07 -5.8312585002347463e-08 2.010674822137435e-08 -3.754343645570821e-08 -1.714819115575095e-09 -1.3835893430361146e-08 2.2512849221446e-06 -2.2648767138146695e-08 -4.31458512117795e-09 -1.0526914998073838e-09 -7.477834435333249e-08 2.499994012766987e-08 -5.6454009126940675e-08 -3.710838123084262e-08 1.6565386614465365e-08 1.3489764484693906e-08 2.1003887488189596e-07 -9.249496115688865e-08 -5.161329638661569e-07
pcs.V15 -3.970104988172165e-07 -3.251281179008664e-07 6.7633924455221075e-09 -4.812456105870428e-11 5.898778295698491e-06 -6.394663438995119e-07 1.8284649396676278e-08 -1.498840759293209e-10 1.694886074480002e-08 -4.6219138900672496e-08 -9.962367527574046e-09 4.294993430443381e-09 2.5970702916538098e-08 -2.074519507542774e-08 -1.0353636689017092e-08 -1.4311780976893498e-08 3.738685165043987e-08 4.400329046182099e-09 3.5567969162061707e-08 -2.2648767138146175e-08 2.24944189450134e-06 -4.3058421855445234e-08 -1.8301411459923927e-08 9.46439716237292e-09 2.3811776496821418e-08 -5.2539669463509e-08 -2.238923357962181e-08 -1.6723414294118963e-08 4.10842957312043e-07 2.867246365200502e-07 -2.698475071014283e-07 -1.8929854791635575e-06
pcs.V16 1.220344301787535e-06 3.110415600402398e-08 -6.398263434619833e-09 9.101495939008835e-11 9.817197436006283e-07 -1.558383836120274e-07 5.87191716973647e-09 -4.0066101145171395e-11 -1.4076791532036024e-08 3.486975071645163e-08 -1.2062884744208252e-08 1.2640345978753014e-08 -3.967446796901027e-08 2.4285332755289027e-08 -2.5676808580311435e-08 -1.0550515491156509e-08 -5.84673298192033e-08 -1.4601238641980335e-08 6.6643588998570446e-09 -4.314585121176162e-09 -4.3058421855444705e-08 2.189723683161435e-06 -1.3303674300131565e-08 -1.3399037081913888e-08 -5.275063474179165e-08 -1.900415122576199e-08 -3.3837333275127575e-08 3.075906123426035e-08 -1.0754450680035918e-07 2.649124306937027e-07 -1.2145662876343696e-06 1.2316711912185815e-06
pcs.V17 9.439474607461494e-07 6.773073955981059e-07 -2.0239662302653964e-08 1.8153823601215836e-10 -5.710092819191917e-06 3.353314104957945e-07 -7.245797293311726e-09 5.189848946588064e-11 -3.012845315578276e-08 4.769664875141134e-08 -6.323335442648275e-08 -8.817778735782044e-09 -6.216967890149688e-08 6.242797068736972e-09 -3.475743658743713e-09 3.4210018361752657e-08 3.754245715479439e-09 -3.301860288140312e-08 -3.215174915784199e-08 -1.0526914998093869e-09 -1.8301411459924714e-08 -1.3303674300131608e-08 2.2835464481085534e-06 5.7828151271232594e-08 3.502459297070356e-08 3.770693404734402e-08 7.410185431262646e-09 -8.875405004956891e-08 1.5901025528401885e-07 -4.7179277011301384e-07 -2.886818065777569e-07 5.039180220703075e-07
pcs.V18 3.1786997711763593e-07 7.129473255877134e-07 -1.2798861776723475e-08 6.262025339567048e-11 -4.484907614171606e-06 7.778891563362657e-07 -3.0977580518932055e-08 3.36301827234085e-10 2.9094501986910932e-08 1.1312260285214783e-08 -5.4338341299949745e-08 2.2125454479930496e-08 -2.414619280426977e-08 6.179601801180356e-08 -3.996925993454687e-08 3.655202427102845e-08 3.342369898690269e-08 -4.576225811873277e-08 -3.417241252965508e-08 -7.477834435333508e-08 9.46439716237235e-09 -1.3399037081913403e-08 5.7828151271231416e-08 2.1836596200938076e-06 8.056091076325286e-09 -1.6319642970549242e-08 -3.807767922074675e-08 8.309593162537042e-09 -4.510012909827403e-08 4.920498480222401e-07 -8.050331923063178e-07 -2.070531815869593e-07
pcs.V19 -1.7200376406116768e-06 -1.4192617172912832e-06 4.0952137050399144e-08 -3.663305464375384e-10 7.241320088345382e-06 -7.309399104843459e-07 2.0970986488758526e-08 -1.8664548690403563e-10 1.681186943700866e-08 4.756401396079635e-08 5.6743694175798125e-08 1.5251209384346913e-08 -4.243713642609005e-09 7.140346771449869e-08 -4.312618510264228e-08 -2.2511662060117202e-08 -1.370294809675869e-08 -6.732441152919501e-08 -7.036347898150551e-08 2.4999940127676723e-08 2.3811776496823966e-08 -5.275063474179142e-08 3.502459297070337e-08 8.056091076321805e-09 2.218746231087557e-06 2.2819607364581343e-08 6.492618442793252e-08 8.46326687075711e-09 3.371148256238829e-09 7.995727107780618e-07 5.967537585077556e-07 -2.1271502069531333e-06
pcs.V20 -2.5533863591344317e-07 -5.358081482466194e-07 1.1645505924085086e-08 -7.731450931978981e-11 5.068233672496199e-06 -6.385849529364334e-07 2.243782992511035e-08 -2.3381827338399834e-10 -7.137056650730712e-09 8.311221490607427e-09 4.562552293274577e-08 1.2469532119900721e-08 -1.8147865286460562e-08 4.580173291858868e-08 -1.0258564670403586e-08 1.296460706613609e-08 2.4724896704870436e-08 -3.753883396770376e-09 2.9193956138262947e-08 -5.6454009126938875e-08 -5.2539669463508555e-08 -1.9004151225762376e-08 3.7706934047344735e-08 -1.6319642970548994e-08 2.2819607364578732e-08 2.1533974628908067e-06 6.585120296888641e-08 6.580242559874619e-08 2.522911586311928e-07 -1.780609723478376e-07 -5.129344691368367e-07 -1.0590981480833605e-07
pcs.V21 -1.45549561400592e-06 -1.327347161382948e-06 3.988487560637006e-08 -3.610962652143718e-10 2.3218156899513688e-06 -1.6367001983112096e-07 3.761628694452455e-09 -3.893502130485119e-11 4.079355303916135e-08 -3.416202803426221e-08 5.97845919802742e-08 -6.07512677280071e-08 -1.359042608974815e-08 -2.0773294579948465e-08 -1.8353057513020014e-08 5.352696473606784e-09 -1.702197090877024e-08 -2.88889753766323e-08 2.1909090370583926e-08 -3.7108381230836115e-08 -2.2389233579619267e-08 -3.383733327512678e-08 7.4101854312618075e-09 -3.8077679220751105e-08 6.492618442793474e-08 6.585120296888957e-08 2.2731575077159256e-06 4.601310334405217e-08 3.0914978455700706e-07 -1.943327495974565e-07 1.8470364976607503e-07 -9.623677462817342e-07
pcs.V22 -2.059522267431811e-06 7.372630981446895e-08 8.506965551996675e-10 -3.5472672624046056e-11 1.7603705271399103e-05 -1.6687188084737043e-06 4.782966490513152e-08 -4.3421038795436097e-10 -1.1089981225822708e-10 -1.0724347348890873e-08 3.232520761157695e-08 6.997422432330524e-09 1.3202036029202925e-08 1.4164940500203203e-08 4.420137803496572e-08 5.926191238449824e-10 2.5780853773814937e-08 3.2955258986038514e-08 -3.645952515671622e-08 1.6565386614465097e-08 -1.6723414294119184e-08 3.0759061234258754e-08 -8.875405004956678e-08 8.309593162539342e-09 8.463266870750196e-09 6.58024255987446e-08 4.6013103344045546e-08 2.231420336642813e-06 1.2859749678842427e-07 7.224268357550147e-07 -6.044121702148173e-07 -1.019969274480965e-06
