 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0025818391269291194 0.0008803990001202742 -2.6844333398493423e-05 2.5952510424527996e-07 -0.0037150383865819387 0.00037758800766944314 -1.199841430038347e-05 1.1974046292723386e-07 -2.3541304893315206e-06 2.3900622754682934e-06 6.036161509500571e-07 7.532695000011462e-07 1.037714290385627e-06 -9.374245578393041e-07 2.1717643326140124e-06 2.957175899488423e-09 -5.636831640935542e-07 -9.82833044602661e-08 -4.399272062629716e-08 -1.3149282314609813e-06 -2.559530006249713e-07 1.3230945028613603e-06 1.2281910465438916e-06 1.4372775009105818e-07 -1.954667051724498e-06 -5.048331820360085e-07 -1.5155394132625434e-06 -2.163110856577902e-06 -1.4942824897237087e-05 3.069697933411917e-05 7.141592132320246e-07 -1.9018938687069754e-05
age 0.0008803990001204412 0.0018168705235950412 -4.990927732448385e-05 4.283813075519314e-07 0.018722898002767698 -0.0016617430185418174 4.5569274860144095e-05 -3.904576485461068e-07 -1.528947861781834e-06 7.57099283452931e-07 -8.623958218725511e-07 1.500358325160004e-06 3.66059102713234e-08 -1.1437362576850335e-07 1.262139844906693e-06 7.148622570812702e-07 4.1832279387696653e-07 -1.765168896912842e-06 7.616491874724866e-07 4.584297030574018e-07 -5.170909510796106e-07 2.4419078621856802e-08 4.0215620151106557e-07 1.0183119273893235e-06 -1.4035523046210738e-06 -1.2864009821483313e-07 -1.2143870093677577e-06 3.158746040820852e-07 -1.5528312794693647e-07 -2.5183108490156812e-05 1.6984258772583035e-05 1.0283000196187574e-05
age2 -2.684433339848736e-05 -4.990927732447221e-05 1.3887529550525436e-06 -1.206272828491093e-08 -0.0005056839575983266 4.5484549868994196e-05 -1.2634148887085582e-06 1.0954261791924986e-08 4.2421138560910165e-08 -1.6666287005728375e-08 1.9978497111769596e-08 -4.150311380437812e-08 -3.3466633197696583e-09 2.1212401966925535e-09 -3.382029465407455e-08 -1.59125130874592e-08 -1.2377041667502372e-08 4.30454888118637e-08 -2.1889840755180157e-08 -1.162927027141488e-08 1.0903459226597332e-08 -7.2579920640844005e-09 -1.3994380236254304e-08 -2.0385893830123844e-08 4.0370853528575427e-08 1.90507766275791e-09 3.705938858489943e-08 -5.471372580823903e-09 4.147707835058331e-08 5.871683057146067e-07 -3.322297476722165e-07 -3.2279070573356135e-07
age3 2.5952510424521955e-07 4.2838130755144937e-07 -1.2062728284901091e-08 1.0604531720488785e-10 4.2786171525486296e-06 -3.8921691193032917e-07 1.0940390967840602e-08 -9.599733402499621e-11 -3.6269218880773e-10 1.3017313397196578e-10 -1.418614213718853e-10 3.584378690426497e-10 4.8832462389165705e-11 -2.1704975406928284e-11 2.8498913930652544e-10 1.1283525636493559e-10 1.160534936184464e-10 -3.1821723884622767e-10 1.881564715733027e-10 8.405985919137697e-11 -7.673837479085366e-11 1.083696240711841e-10 1.3759695400253738e-10 1.2080184106542788e-10 -3.601301649339199e-10 -4.161206555287811e-12 -3.41444985643862e-10 1.7889008666513107e-11 -6.748430949387328e-10 -4.096862327327749e-09 2.0999387410308753e-09 2.6129748656267473e-09
sex -0.0037150383865931433 0.018722898002777818 -0.0005056839575986248 4.278617152551198e-06 0.5591584625399045 -0.04950525532628861 0.0013600129556967596 -1.1716337602148076e-05 -4.796843665634129e-06 4.018584403506423e-07 4.54306760665271e-06 1.3707901252252452e-05 -2.0317868242177196e-05 2.391047247657831e-05 -1.527245108767611e-05 5.565928450219073e-06 -2.6543377359044786e-06 -1.4494351627547807e-05 1.4470486438903218e-05 2.2326588415579976e-05 -1.4187889490760616e-06 4.267399423843309e-07 -1.4491637610304763e-05 -4.237200847288654e-06 4.541876402165062e-06 1.1893412539132137e-05 3.2150087736834655e-06 2.3369340564751038e-05 3.116038646092982e-05 -0.00039382574241725055 7.231094438942861e-05 0.000550533690673984
agesex 0.00037758800766972487 -0.0016617430185433709 4.548454986904002e-05 -3.892169119307337e-07 -0.0495052553262876 0.004451652328604679 -0.0001239277485740855 1.0797324709594324e-06 4.258631467896325e-07 -6.918537066165678e-08 -3.903188964259351e-07 -1.1853888394762707e-06 1.6661378135000356e-06 -2.3540134440626752e-06 1.7322251671001257e-06 -4.178489437508944e-07 6.145772139188097e-08 1.1278949643540595e-06 -1.3054279921950648e-06 -2.064758519120997e-06 -2.541224351119748e-10 -1.1079844998872225e-07 1.0462322457332248e-06 7.98162741410772e-07 -5.788363683831002e-07 -1.2605202397761027e-06 -2.738938548448676e-07 -2.2143395357769224e-06 -2.3333866093286666e-06 3.413692476506609e-05 -8.765065578257568e-06 -4.9612427365271615e-05
age2sex -1.1998414300469885e-05 4.5569274859984616e-05 -1.2634148887042872e-06 1.0940390967805017e-08 0.001360012955696696 -0.00012392774857408244 3.494749186506367e-06 -3.081341158957033e-08 -9.876784438585986e-09 1.9014561891818373e-09 1.0137065129903253e-08 3.398209778573829e-08 -4.341220394236876e-08 6.835740908192073e-08 -5.622720005708895e-08 9.29127672930115e-09 4.805182301851663e-09 -2.475617738041566e-08 3.431805982431259e-08 5.8926783496828984e-08 1.1178363475438991e-09 5.43008881693332e-09 -2.5688223647473493e-08 -3.182751630228342e-08 1.947281871550892e-08 3.974563719847476e-08 6.951575859520913e-09 6.405566260486078e-08 4.977762273013434e-08 -8.969524311974535e-07 2.5690440111337595e-07 1.338437053998558e-06
age3sex 1.1974046292738267e-07 -3.9045764854578765e-07 1.0954261791916474e-08 -9.599733402492643e-11 -1.1716337602147236e-05 1.0797324709593788e-06 -3.0813411589569575e-08 2.749480977026402e-10 4.956212853572311e-11 9.449466323203717e-13 -8.393692622598086e-11 -3.115414690902366e-10 3.5389979815523103e-10 -5.916101392036982e-10 5.541922086673092e-10 -7.137170688567962e-11 -1.0084544186520422e-10 1.5533207416038333e-10 -2.80503649193374e-10 -5.210043181520949e-10 -4.8721335406636324e-12 -4.5370850174988534e-11 2.035849692062669e-10 3.4080993412716585e-10 -1.9823109787649392e-10 -3.8603625620474675e-10 -6.542064500085374e-11 -5.863755209627152e-10 -2.800620362462512e-10 7.465227427008894e-09 -2.278355826823715e-09 -1.0999345032878069e-08
pcs.V3 -2.354130489331427e-06 -1.5289478617819355e-06 4.24211385609143e-08 -3.626921888077766e-10 -4.796843665650697e-06 4.2586314679112603e-07 -9.876784438627517e-09 4.9562128536083414e-11 2.3447894776397176e-06 8.138486270051472e-08 -7.847614643829883e-08 3.358403282436044e-09 4.182878499830782e-08 4.508885209334912e-08 5.014139139499359e-08 6.143434619730835e-08 -2.12643532282827e-08 2.8400107405472922e-08 -3.61773654495836e-08 -6.792850196987387e-09 3.1226478312617234e-08 -1.3839724797879408e-08 -3.6397250264145403e-08 2.2475555211507796e-08 1.4878140837123359e-08 -1.3739190543169285e-08 3.8416849518479945e-08 7.414231089691664e-09 -5.564699667841685e-07 6.562018580089572e-07 -1.4513000323559443e-06 -1.1489448532633253e-06
pcs.V4 2.390062275468438e-06 7.570992834539875e-07 -1.6666287005758385e-08 1.301731339722316e-10 4.018584403769065e-07 -6.918537066404905e-08 1.9014561892491594e-09 9.449466317285965e-13 8.138486270051381e-08 2.3573473068432032e-06 3.3737807603444717e-08 1.9199355963075954e-08 2.9801868723304312e-08 -2.7692707933291634e-08 -4.194178444253784e-08 2.0254521566113552e-08 -8.118498847257901e-09 -2.5854963045276727e-08 4.222349837005868e-08 -7.631403047181745e-08 -5.483439324197171e-08 4.3870240134236774e-08 4.668876105050859e-08 9.970190772231385e-09 4.727376489857486e-08 -5.95205758675218e-09 -2.895937797914111e-08 5.50585432678731e-09 6.388476840165771e-07 -4.186632330637565e-07 1.2135138450549793e-06 8.9065948565384e-07
