 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00011416196552841869 7.981145088510039e-06 -2.2365639774100198e-07 2.190857773884003e-09 -2.2968744628298655e-05 2.0732726199024314e-06 -5.7809753011266534e-08 5.417514598449591e-10 2.4379328834801667e-07 3.069496713711292e-07 -1.9397442756768754e-07 -1.2294641105864078e-07 -7.870134843716504e-08 4.9653160206965366e-08 -8.751320840502822e-08 8.352680558725709e-08 -1.9636921342110773e-09 -1.12683051408386e-07 -1.5617477937693556e-07 -5.8716542501913034e-08 -2.4286749665553297e-08 1.3537244694603327e-08 -2.8996222010206573e-08 -7.038021229378352e-08 5.268681236705846e-08 -2.893594426735594e-08 3.990243563524706e-08 -8.80529607036755e-09 -4.19557253173577e-07
age 7.981145088513342e-06 0.0003110432710619899 -7.157646953312427e-06 5.1133431257566606e-08 0.0039063296055471776 -0.00029582373939897 6.793158360495363e-06 -4.840054848250135e-08 -9.397997499696863e-08 2.2357677137728937e-07 -8.454431488920851e-08 2.432661698310463e-07 4.414203483845761e-08 6.518007408026738e-08 1.4092919144656375e-07 1.514257666582905e-07 1.839824454069822e-07 -3.6084389226774736e-07 -8.072252360253995e-08 4.767344801042824e-08 -1.5567873749668246e-07 -2.477148885050873e-07 -3.16662218556418e-07 2.82248189479337e-07 2.624673919576694e-07 -2.3346746517785217e-07 1.8415036831074606e-07 3.6775652976070564e-07 -1.189264931433249e-06
age2 -2.2365639774204947e-07 -7.157646953311773e-06 1.6787422411786186e-07 -1.219608016335966e-09 -8.788690035224071e-05 6.799335996630143e-06 -1.5915958095811808e-07 1.1533255281771765e-09 4.589052800355287e-09 -4.819508768666522e-09 1.004892900337092e-09 -5.747551696424777e-09 -1.0335220757225224e-09 -2.5932047929271595e-09 -2.3820910945921156e-09 -2.614261605347113e-09 -4.2749214306271314e-09 8.09015543957299e-09 2.2112848595047975e-09 -8.36095891833476e-10 3.0505901022657374e-09 4.654421766372911e-09 5.999575746524004e-09 -5.47774630771829e-09 -6.953551492555671e-09 5.287871366872935e-09 -4.626587404583235e-09 -8.301075262387547e-09 2.672371653008096e-08
age3 2.190857773882698e-09 5.1133431257566474e-08 -1.2196080163360603e-09 9.004353556802487e-12 6.162133363629779e-07 -4.849629890139402e-08 1.154629952754704e-09 -8.503359920376742e-12 -4.689199302614275e-11 3.694265049553948e-11 -5.235999109397096e-12 4.0532508045632706e-11 5.0580678590395825e-12 2.4874196017441448e-11 1.2066998966733243e-11 1.4771249601593346e-11 3.281315556218469e-11 -5.627292271505237e-11 -2.1261685675869607e-11 3.5799736601386977e-12 -1.9741230838760696e-11 -2.5726170671500388e-11 -3.6250953930191183e-11 3.1884724059765587e-11 5.527106426639126e-11 -3.7539821624750065e-11 3.534835592321425e-11 5.732633554969547e-11 -1.7573294386513041e-10
sex -2.2968744624300897e-05 0.003906329605549033 -8.788690035228768e-05 6.162133363633515e-07 0.13503997256040157 -0.010118267997917457 0.00023120937785548802 -1.6460986968397721e-06 -2.654100057783403e-06 -1.0517202315002196e-06 1.570489001474908e-07 1.2915714246625233e-06 -3.9960378226174495e-06 -1.8922881400370198e-06 2.679521966137935e-06 4.7635212059882986e-07 -2.3912037760076577e-07 -2.8925534355531534e-06 -1.6917541442434889e-06 2.932188607292904e-06 2.911997012908446e-07 -2.27716523686588e-06 -6.478699120513909e-06 2.643981413947204e-06 -3.183709042251687e-07 -4.305245298283733e-06 6.091197225633567e-06 4.0000798926446084e-07 -3.1517339567107495e-05
agesex 2.0732726200395386e-06 -0.00029582373939920383 6.799335996636115e-06 -4.8496298901439986e-08 -0.010118267997917143 0.0007786771044509057 -1.8161388375893604e-05 1.314366497911578e-07 2.6374589962123457e-07 8.883110053235411e-08 -1.9323503262958813e-08 -4.0956976762345845e-08 2.713728709647265e-07 8.011068771569175e-08 -1.0312439140772383e-07 -2.8027417367378673e-09 4.39170688726503e-09 2.1971941128495037e-07 9.969891318990975e-08 -1.9953866923991109e-07 -8.96462833614722e-08 1.4121696673408144e-07 4.393738864892657e-07 -1.0917493403473527e-07 -7.826385500704653e-08 3.4739386750738686e-07 -5.030307671771727e-07 -3.94899808125256e-08 1.8451120298230164e-06
age2sex -5.780975300746468e-08 6.793158360497874e-06 -1.591595809581867e-07 1.1546299527552732e-09 0.00023120937785547417 -1.8161388375893116e-05 4.3155111947776883e-07 -3.174880259432614e-09 -7.527371065387225e-09 -2.09033500900451e-09 5.260721113981292e-10 3.14606302778535e-10 -5.968566999639541e-09 -9.208761241157463e-10 9.321187222892163e-10 -9.036982943717644e-10 5.070738576845788e-10 -4.791821712235237e-09 -2.5160555726979526e-09 4.228718306142249e-09 3.281806221453096e-09 -2.2008438969030362e-09 -9.675303489748908e-09 4.828423904936911e-10 3.229651935790048e-09 -8.908965611995267e-09 1.2257200517597642e-08 5.8462271656632e-10 -2.6880139254786307e-08
age3sex 5.417514598132369e-10 -4.8400548482532494e-08 1.153325528177974e-09 -8.503359920383038e-12 -1.6460986968396345e-06 1.314366497911514e-07 -3.1748802594325467e-09 2.372385635239873e-11 6.064463968770728e-11 1.6562799041580045e-11 -2.811081738806838e-12 -1.1779591657162962e-12 4.445625301135153e-11 3.3248586427083775e-12 7.004245928810572e-13 1.1136695068420448e-11 -8.36161408066209e-12 3.163720529597674e-11 1.972825311235908e-11 -2.8274991696756087e-11 -3.00255304284283e-11 9.426930196231083e-12 6.795872745698075e-11 1.0908751548253525e-11 -3.0348398579264576e-11 7.08740063771882e-11 -9.206132930461019e-11 -2.232496364227424e-12 6.708253271642756e-11
pcs.V3 2.4379328834795966e-07 -9.397997499705413e-08 4.589052800357306e-09 -4.689199302615755e-11 -2.6541000577817252e-06 2.6374589962110545e-07 -7.52737106538418e-09 6.064463968768492e-11 1.246570192936207e-06 1.105665104949419e-07 -2.4351013968356995e-08 -9.409289275447575e-09 1.295036084242737e-08 1.5358130621742723e-08 -6.046539795314498e-09 1.2780137237389636e-08 1.1407830910863832e-08 -7.968642282866908e-10 -1.2861528682152081e-08 1.2367299320973262e-08 3.2356784376081293e-09 -1.488493503137935e-08 -1.2877961315617955e-08 1.6364724446600182e-10 -5.338653576616465e-09 -1.3816892942225335e-08 9.003323312363296e-09 1.2036380175032704e-08 -5.475523635670963e-07
pcs.V4 3.0694967137115444e-07 2.2357677137705246e-07 -4.819508768660869e-09 3.694265049549777e-11 -1.0517202315068351e-06 8.883110053287861e-08 -2.0903350090171084e-09 1.6562799041673785e-11 1.1056651049494213e-07 1.343621337366234e-06 4.951930876098469e-08 -6.585088776888648e-09 1.9370016451284694e-08 -3.3542140917865954e-08 -6.973267747467195e-09 3.472892066101085e-08 -9.30424648674689e-10 -8.568628143439866e-09 8.765208299139055e-09 -9.186707564920274e-09 -7.103965288736973e-09 1.9314654266151057e-08 1.308500356510109e-08 1.9665237974178132e-08 6.395284354469243e-09 3.501879337123232e-09 -7.758771866031373e-09 7.532756932354171e-09 6.570555972558665e-07
