 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.011071855280301104 0.004319207537717101 -0.00013590015784015858 1.3573646714945537e-06 0.015412709830700304 -0.0014996860593981065 4.5806932283312806e-05 -4.441475459359821e-07 -4.985707063204484e-07 3.0060199070749307e-06 2.9024793055432932e-06 -1.6800775353771708e-06 9.696485765499396e-07 -1.0206934350397495e-05 -3.1845254860716222e-06 -3.1316914239584465e-06 -2.046184816251925e-06 -4.995887292441757e-06 -1.2994253358599816e-05 -4.515156609557473e-06 -4.552648731054312e-07 1.500747075503287e-06 3.533874861417492e-06 -2.105903942138987e-06 -6.393613931641605e-07 -5.489072747545002e-06 7.694203878232772e-06 -3.6641914404727794e-06 3.70381127417339e-05 5.628927493731318e-05 -0.00011980628171836074 -3.6532421262112306e-05
age 0.004319207537759432 0.004908888942515199 -0.0001423378352426426 1.3003168287036393e-06 0.05211276497103308 -0.004838554847639896 0.00014027431897861538 -1.2812967173215813e-06 -6.317436448138416e-07 6.47387305222617e-07 -1.6288268033968344e-06 5.211164499518139e-07 -5.477616322261582e-07 -1.7784492857764877e-06 -5.021343109438105e-07 -2.3453210085882235e-06 -1.3362314262136375e-06 -4.522972531267436e-06 -3.1422991349739414e-06 1.4694708002410502e-06 4.084819750050917e-08 -1.220888268378252e-06 9.68048537152999e-07 -4.1190725855827036e-07 -2.6524665015803433e-06 -4.36028885465465e-06 1.1331726614102853e-07 1.4482293195292816e-06 2.962449177399488e-05 1.606283574029295e-05 3.4049025662746395e-05 -7.855614621465e-05
age2 -0.00013590015784145415 -0.000142337835242721 4.1763177415972565e-06 -3.858515945829504e-08 -0.0014931706081363616 0.00014029277826613467 -4.115208348764584e-06 3.801280139724624e-08 9.821219614865166e-09 9.362537170433905e-10 3.7346778718126125e-08 -1.2526914480438458e-08 1.1118357395017352e-08 5.573904701899774e-08 2.6870212254376554e-08 8.422016615605436e-08 3.936625213024321e-08 1.3103086215487222e-07 1.0887245249137401e-07 -3.8006912535796795e-08 -9.586021327027553e-09 2.6197898834884845e-08 -2.745241284680379e-08 2.530214549095903e-08 6.640810667380663e-08 1.228004536564234e-07 -1.6085243152165915e-08 -2.925892995457632e-08 -9.313210469275984e-07 -4.6216858381558675e-07 -5.126391436560473e-07 1.974306690858327e-06
age3 1.357364671506022e-06 1.3003168287036024e-06 -3.858515945827514e-08 3.6064299272045413e-10 1.3499595402191076e-05 -1.2817330457829169e-06 3.8020177839667016e-08 -3.552653261646404e-10 -2.6764082297044093e-12 -1.2747186337015383e-10 -2.3949288053747474e-10 7.593368992187876e-11 -7.051708644496293e-11 -5.795645959354677e-10 -3.6901551201967767e-10 -8.963783296280428e-10 -3.47433480538007e-10 -1.1928390383793086e-09 -1.171972312560651e-09 2.9477650211411665e-10 1.6224509665786695e-10 -1.9395775534981928e-10 2.481792665299546e-10 -3.503984226055676e-10 -4.834074194591208e-10 -1.109744443294754e-09 2.876849181142812e-10 1.58340888196806e-10 9.075448160391053e-09 4.020195963703779e-09 1.8169662969931119e-09 -1.612941896853791e-08
sex 0.015412709831946897 0.052112764971882025 -0.0014931706081609182 1.349959540241543e-05 1.1444327585717236 -0.10483524213911154 0.0030007905416314508 -2.7065830837282574e-05 2.4304539983353723e-05 3.639979765087188e-06 7.771910866058927e-06 9.059752043557198e-06 -3.467075296716484e-05 5.537397167883135e-05 -1.0179773741703484e-05 -3.40558051111955e-05 -1.4257453570759086e-05 -1.3025133910621247e-05 1.587724967497685e-05 5.953432114442683e-05 1.4101144246829953e-05 -2.9148004059458827e-05 -2.473743857797498e-05 -3.911193472507087e-05 -1.3631100803600007e-05 -3.367359844429018e-05 -9.492355694071734e-06 4.474679549969732e-05 0.00010544455592514639 0.0006590151992113653 0.0006863440139942651 -0.0014166701139010655
agesex -0.0014996860595162707 -0.004838554847718845 0.00014029277826843888 -1.2817330458041035e-06 -0.10483524213911335 0.009740646063190224 -0.00028234426118199906 2.5751275703866608e-06 -2.164779623667658e-06 2.067544824124283e-07 -6.4029312466954e-07 -7.472187836851906e-07 2.8866389862825306e-06 -5.340052769320725e-06 1.3776618650864052e-06 3.699446384330998e-06 9.870363904815479e-07 1.3683939297662158e-06 -1.337192685603115e-06 -5.5952861799136135e-06 -1.7452258260018824e-06 2.4070380615422937e-06 2.4659835970906786e-06 4.152290016003438e-06 6.428494018899219e-07 3.107302503986064e-06 1.0648598328572676e-06 -4.211019217927176e-06 -1.5316390952657458e-05 -6.089411982894013e-05 -4.408665272438258e-05 0.0001222899538264893
age2sex 4.580693228649222e-05 0.0001402743189808727 -4.115208348830667e-06 3.802017784027389e-08 0.003000790541631506 -0.0002823442611819989 8.287361234961659e-06 -7.649552093566181e-08 6.108654480763036e-08 -2.305999386767675e-08 1.8742902666124275e-08 2.12248954028384e-08 -7.749383035662621e-08 1.584545781217811e-07 -5.021380717235101e-08 -1.2333603543527221e-07 -1.6451220934482806e-08 -4.240099962883014e-08 3.1799403782158606e-08 1.6416375519501726e-07 6.364691068534524e-08 -6.507200518309081e-08 -7.756017316975839e-08 -1.3562203338281835e-07 -2.1616781885097646e-09 -9.109188311888565e-08 -3.6074107131349644e-08 1.2130579890155992e-07 6.092548756772355e-07 1.6422635532516304e-06 9.430696785573227e-07 -3.346505729553266e-06
age3sex -4.4414754596690257e-07 -1.2812967173424698e-06 3.801280139785609e-08 -3.552653261702453e-10 -2.70658308372824e-05 2.575127570386597e-06 -7.649552093566001e-08 7.148439517088443e-10 -5.830164590015789e-10 3.7611382538031075e-10 -1.797677307460948e-10 -1.822712057564833e-10 6.624889729933791e-10 -1.46828456187244e-09 5.662372369209742e-10 1.2725615750615715e-09 3.262374564426648e-11 3.9918767485469355e-10 -2.248250467932845e-10 -1.5115370073017042e-09 -7.108976234283115e-10 6.049258208637742e-10 7.223543471650586e-10 1.3560299168177084e-09 -1.6049436568042353e-10 8.386617328053564e-10 3.3293565931547583e-10 -1.0949029288903203e-09 -6.790125124247911e-09 -1.2734521031440282e-08 -7.374549057388933e-09 2.8615130697568323e-08
pcs.V3 -4.985707062872982e-07 -6.317436447692916e-07 9.821219613563877e-09 -2.67640821772922e-12 2.430453998396101e-05 -2.1647796237246027e-06 6.108654480929741e-08 -5.830164590169431e-10 2.939183776911105e-06 2.0955085371452324e-07 9.716240107470077e-10 -1.871931077128742e-08 8.721585013412603e-08 4.823166182834768e-08 -1.776656108743492e-08 6.032118034769163e-08 -8.815686646777993e-08 1.0702375679443492e-07 -4.115851637772309e-08 -2.5761902255912358e-08 -1.110482570943814e-08 -5.478679827665238e-09 -7.645252949546928e-08 4.544410048260953e-08 2.409473018377422e-08 -9.079266532626808e-09 9.299841805836525e-08 2.9929658195481136e-08 -1.1834345593027902e-06 4.6243176458322484e-07 -2.263411475957352e-06 1.5972982703489494e-06
pcs.V4 3.0060199070672565e-06 6.473873052149946e-07 9.36253717264795e-10 -1.2747186337218185e-10 3.6399797650159548e-06 2.0675448241903498e-07 -2.3059993867867966e-08 3.7611382538205274e-10 2.095508537145256e-07 2.9062661162059746e-06 1.082692113029305e-07 6.803329704422972e-09 2.1545179846429525e-08 -7.445935573152748e-08 -6.671473495800444e-08 6.032522381102695e-08 1.0483427685773441e-07 -3.7229856753956504e-08 2.3384922626184534e-08 -5.6222038039996185e-08 -1.513045045347156e-07 7.426140705810642e-08 9.965741333140394e-08 5.035842949756595e-08 5.555866784426461e-08 4.296698413107975e-08 6.655474474067519e-09 9.282505730399469e-09 6.396958113443535e-07 1.5675116341897453e-07 4.930598051555962e-06 -2.566732360180106e-06
pcs.V5 2.9024793055569936e-06 -1.6288268033664844e-06 3.734677871723989e-08 -2.394928805293224e-10 7.771910866629783e-06 -6.40293124723075e-07 1.8742902667691002e-08 -1.7976773076052266e-10 9.716240107553208e-10 1.082692113029274e-07 2.6316867835817737e-06 2.692847461400585e-08 1.6180609163860478e-08 1.6352971820189813e-08 -4.298472530709498e-08 -7.543889343600391e-08 6.300833465590518e-08 1.0448070952479886e-07 -2.232166960158717e-08 -5.572319044695369e-08 3.979068315488309e-08 -2.7997001778633938e-08 -9.221558868059247e-08 -9.976190346233481e-08 4.482779369097399e-08 5.3799590539127915e-08 6.693425169685005e-08 3.4467403063467517e-08 5.708897554461808e-07 1.5700842639683788e-07 1.2526828974460136e-07 1.4131141618007933e-06
pcs.V6 -1.6800775353680497e-06 5.211164499569685e-07 -1.2526914480588822e-08 7.59336899232621e-11 9.059752043531935e-06 -7.472187836828306e-07 2.122489540277005e-08 -1.8227120575586529e-10 -1.8719310771292422e-08 6.803329704423536e-09 2.6928474614001352e-08 2.535256002838789e-06 2.1601010734081115e-09 2.4303268315046465e-08 -1.2906888186148965e-08 -8.27984726364385e-08 1.0519017994158647e-07 3.361368476424886e-09 -5.353106685151115e-08 -1.5907058611861095e-08 2.8706237378353602e-08 4.809847658301374e-08 -9.334375010317846e-08 2.8502969719104467e-08 -1.099161025617172e-08 1.7472085085910525e-08 -7.371001737974195e-08 -2.682791598465506e-09 -6.02739197211231e-08 1.8305111569902395e-07 1.1062977548809073e-06 5.279031105164979e-07
pcs.V7 9.696485765142473e-07 -5.477616322596563e-07 1.1118357396001863e-08 -7.051708645408233e-11 -3.467075296748016e-05 2.8866389863120382e-06 -7.749383035748947e-08 6.624889730013406e-10 8.721585013413566e-08 2.154517984642931e-08 1.6180609163873954e-08 2.1601010734049612e-09 2.9805776178166324e-06 2.4686791154462974e-08 -1.5715236849288243e-08 -1.5423680227734098e-07 -5.575282386626009e-09 -7.375362728924385e-08 -2.7586530117700217e-08 -1.0049239455406937e-07 7.169500776854861e-08 -3.966828914000062e-08 -1.1534009821403166e-07 2.2788932558141655e-08 2.333109719940372e-08 -2.4710791957807997e-09 -4.027690987989074e-08 -1.1835810728826872e-08 4.161212722338639e-07 -2.053325984538007e-07 -4.926699546857187e-07 -8.716741266668846e-07
pcs.V8 -1.0206934350312834e-05 -1.7784492856640164e-06 5.5739047015708556e-08 -5.795645959051574e-10 5.537397168041051e-05 -5.340052769468483e-06 1.584545781260981e-07 -1.4682845619121503e-09 4.8231661828346506e-08 -7.445935573153158e-08 1.6352971820167224e-08 2.430326831505975e-08 2.468679115443802e-08 2.857347539806752e-06 7.778585685351192e-08 5.194667462442712e-08 6.666459968490594e-08 1.971927990677324e-07 -1.733403674639118e-08 -1.4257488344403496e-07 -9.177131486232334e-08 -7.361480941923032e-09 8.342988040471198e-09 3.0720449270874e-08 1.26597815979445e-07 8.322029645269726e-08 -9.469114167565664e-09 -3.689895727075275e-08 4.026183824994514e-07 -1.0052316499206755e-06 -2.4819979434116905e-07 3.421245036044352e-07
pcs.V9 -3.1845254860911328e-06 -5.02134310959248e-07 2.6870212254827437e-08 -3.6901551202382097e-10 -1.0179773741762212e-05 1.377661865091861e-06 -5.0213807172509844e-08 5.662372369224388e-10 -1.776656108742665e-08 -6.671473495800501e-08 -4.298472530708648e-08 -1.290688818614964e-08 -1.571523684929153e-08 7.778585685353239e-08 2.822776665998892e-06 3.575470142383218e-08 -5.658970202810771e-09 -2.028856393557928e-08 -4.216050670752024e-08 -1.0913468516713207e-07 -3.0416285989593635e-08 -1.0921157939622757e-08 4.0907706833861145e-08 -8.662406031507118e-08 -1.5385688983653225e-07 -7.95654679939649e-08 -5.702468601284394e-08 7.7423924382611e-09 3.8026982835055693e-07 5.266013723451901e-07 -8.08902407805735e-07 -1.5252280121158328e-06
pcs.V10 -3.131691424003567e-06 -2.3453210086065283e-06 8.422016615658898e-08 -8.963783296330018e-10 -3.4055805110956167e-05 3.699446384308489e-06 -1.233360354346137e-07 1.272561575055536e-09 6.032118034772041e-08 6.03252238110232e-08 -7.543889343598031e-08 -8.279847263643757e-08 -1.5423680227735957e-07 5.194667462450065e-08 3.575470142382636e-08 2.9618246946756902e-06 -2.0529480125581653e-09 2.2333583526081224e-08 -7.219343662749523e-09 1.5117707366878874e-08 -4.77508093525809e-08 1.5130654633403714e-08 1.4549969732973504e-07 3.369199171433497e-08 2.1576435871693667e-08 7.636799520086767e-09 2.008353596157688e-08 -8.569272176123872e-08 8.364257816782115e-07 2.433141581223349e-07 1.6626919088109192e-07 -8.185081049597115e-08
pcs.V11 -2.046184816255396e-06 -1.336231426204855e-06 3.936625212998609e-08 -3.474334805356382e-10 -1.4257453570460691e-05 9.870363904535452e-07 -1.6451220933663255e-08 3.2623745636726564e-11 -8.815686646777035e-08 1.0483427685773204e-07 6.300833465591e-08 1.0519017994158855e-07 -5.575282386635893e-09 6.666459968493196e-08 -5.658970202815856e-09 -2.0529480125684773e-09 2.8914933852155693e-06 9.326845586790853e-08 6.491785269144994e-09 -1.5555904177032182e-08 2.460907125204259e-08 -6.427173889097173e-08 -4.983679574788321e-08 3.870161919577354e-08 -8.682763297956763e-08 5.4886497617481297e-08 -4.566834524838334e-08 5.412986908217352e-08 -6.860817511696379e-07 -3.228885800428858e-07 1.2263993433844321e-06 -7.418252318317612e-07
pcs.V12 -4.995887292442561e-06 -4.522972531224266e-06 1.3103086215361271e-07 -1.19283903836774e-09 -1.3025133909469032e-05 1.3683939296580885e-06 -4.240099962566479e-08 3.991876748255546e-10 1.0702375679446624e-07 -3.722985675396424e-08 1.0448070952481221e-07 3.3613684764333666e-09 -7.375362728927849e-08 1.971927990678149e-07 -2.0288563935597978e-08 2.2333583526039094e-08 9.326845586790587e-08 2.860268672384057e-06 -1.56864642811267e-07 -2.650230470780368e-08 2.357489571546559e-08 -5.589327422039162e-08 -1.3179657973807424e-09 -1.1532902345429677e-07 -8.386555995961836e-08 -1.0686979880161064e-08 -1.6752430412421607e-08 4.8178113775247384e-08 -9.64674193966127e-07 3.12834560035218e-08 -3.7159451736815777e-07 2.026282007432048e-06
pcs.V13 -1.2994253358565664e-05 -3.1422991349018877e-06 1.0887245248926974e-07 -1.1719723125412787e-09 1.5877249676335387e-05 -1.3371926857304225e-06 3.1799403785881865e-08 -2.248250468275449e-10 -4.115851637770364e-08 2.3384922626178383e-08 -2.2321669601587846e-08 -5.353106685150047e-08 -2.758653011773199e-08 -1.733403674633873e-08 -4.216050670754044e-08 -7.219343662806082e-09 6.491785269132451e-09 -1.5686464281130054e-07 2.9560307529330567e-06 -6.486666069936613e-08 2.5497352675348434e-08 4.374512296844085e-08 -8.710220680834437e-08 -3.336367478464333e-08 -1.7107031090398418e-07 1.535842587808798e-08 -7.953488513241416e-08 -2.5361045762209145e-08 -5.879954525327696e-07 -1.667091370789188e-06 4.6684419586288936e-08 1.2302682756961712e-06
pcs.V14 -4.51515660948325e-06 1.4694708003059875e-06 -3.800691253768925e-08 2.94776502131522e-10 5.9534321144878556e-05 -5.595286179955839e-06 1.641637551962521e-07 -1.5115370073130995e-09 -2.5761902255936876e-08 -5.622203803999465e-08 -5.5723190446982975e-08 -1.5907058611856265e-08 -1.0049239455406394e-07 -1.4257488344409735e-07 -1.0913468516713572e-07 1.511770736684815e-08 -1.5555904177051515e-08 -2.650230470787356e-08 -6.486666069943561e-08 2.8257323992606123e-06 -1.9756676497907988e-08 -3.925375389700939e-08 3.9313312036517956e-08 -9.25600847806542e-08 2.434533125905091e-08 -5.9557134880086295e-08 -5.1718975700069287e-08 3.720865228269799e-08 -2.916454690761749e-08 -9.496847271518533e-08 1.8395438540123923e-06 -3.9857742235721553e-07
pcs.V15 -4.552648730765585e-07 4.0848197528458326e-08 -9.58602132784254e-09 1.6224509666536808e-10 1.410114424708713e-05 -1.74522582602595e-06 6.364691068604897e-08 -7.108976234347966e-10 -1.1104825709445195e-08 -1.5130450453471585e-07 3.9790683154872844e-08 2.870623737835588e-08 7.169500776854813e-08 -9.177131486234018e-08 -3.0416285989596534e-08 -4.775080935259563e-08 2.4609071252034933e-08 2.357489571543883e-08 2.549735267532484e-08 -1.975667649790286e-08 2.946837098370745e-06 -1.9917996942629333e-08 -1.68566597051116e-08 2.964579835654675e-08 5.4124263451772967e-08 -1.5334266925840092e-07 -4.154982125334853e-08 -7.086279018110611e-08 1.3465222111598858e-07 -1.7150276840803634e-07 -1.9595980315706203e-06 2.00214791881186e-06
pcs.V16 1.5007470754751248e-06 -1.2208882683956697e-06 2.6197898835392618e-08 -1.9395775535448952e-10 -2.9148004059429706e-05 2.4070380615395235e-06 -6.507200518301e-08 6.049258208630466e-10 -5.47867982765095e-09 7.426140705810467e-08 -2.7997001778620792e-08 4.809847658301328e-08 -3.966828914000845e-08 -7.3614809418856345e-09 -1.0921157939624542e-08 1.5130654633407983e-08 -6.427173889096514e-08 -5.5893274220365896e-08 4.374512296847202e-08 -3.925375389699762e-08 -1.9917996942622967e-08 2.897298346398533e-06 -2.5481142240569405e-08 -5.8296538845838764e-08 -9.631473361096866e-08 -2.0775368816133712e-08 -1.1080733139174582e-07 -1.772438023682141e-08 -2.349664936811694e-07 6.162282485281008e-07 -1.611314544797183e-06 1.3444280953587732e-06
