 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.011737211416213653 0.004396110042416928 -0.00013896263227855337 1.3944665195723994e-06 0.0150989073796847 -0.001470503713599582 4.495760784176959e-05 -4.366525380509897e-07 -1.63971909881388e-06 3.1770944514099723e-06 3.1668300747263603e-06 -8.720809586068946e-07 9.771877138619652e-07 -1.0706234235316683e-05 -3.0686329298006546e-06 -2.7537142925392984e-06 -1.935133996135557e-06 -4.573488686952143e-06 -1.1455042354722771e-05 -5.027248398283417e-06 -1.4282246939092022e-06 1.6734959895710092e-06 4.4561587559496326e-06 -1.8814001347437315e-06 -6.488637624197892e-07 -4.3033341996507305e-06 6.907189989239795e-06 -4.282551251729662e-06 2.7420444268549793e-05 7.262669371705717e-05 -0.0001626348643877014 -1.395385797920057e-05
age 0.004396110042471763 0.004916769602982003 -0.00014257335484708594 1.3019614291198481e-06 0.049952557940420285 -0.004634624069028374 0.00013427662745132076 -1.2260312769696405e-06 -1.2086512528748933e-06 5.379735489113764e-07 -2.388253936729209e-06 1.2747243170016082e-06 -7.601574527100913e-07 -1.8125745683926598e-06 1.689743910275586e-07 -1.5105754003902157e-06 -1.1372179521140729e-06 -3.6620055328528965e-06 -2.9436276410739793e-06 4.6038509898331585e-07 1.0199363369249966e-07 -1.142514472274984e-06 1.7528379787350282e-06 -4.4242380597731614e-07 -2.7372866295667007e-06 -4.144399022410928e-06 1.373135037646803e-07 1.004910233946644e-06 2.4659320696784465e-05 7.717524533966095e-06 5.822613278584252e-05 -7.360062041825437e-05
age2 -0.00013896263228021296 -0.00014257335484721878 4.18507865956126e-06 -3.866622344274039e-08 -0.001431741569196877 0.00013442723134510015 -3.940907197977779e-06 3.6392904018177787e-08 2.3285517329662605e-08 6.3629536887385826e-09 5.838513487988777e-08 -3.5040966019370576e-08 1.469752484078365e-08 5.695705326571988e-08 1.0435642475569861e-08 5.863979756558345e-08 3.4369273861276494e-08 1.098008037823602e-07 1.0093574691895278e-07 -1.0936750710318781e-08 -8.390299620405054e-09 2.304813265914264e-08 -5.430417943014906e-08 2.3467944191831797e-08 6.617103556325032e-08 1.1382114917634213e-07 -1.712964495947273e-08 -1.486796272797112e-08 -7.679085930497612e-07 -2.357013305619851e-07 -1.1401277523859198e-06 1.7721649920948404e-06
age3 1.39446651958788e-06 1.3019614291209518e-06 -3.866622344274205e-08 3.6156085455700045e-10 1.2953006168359827e-05 -1.2290667582428642e-06 3.644132540928937e-08 -3.4047809072432527e-10 -1.0945999303354493e-10 -1.8596442518885992e-10 -4.258420114332999e-10 2.8780489546044416e-10 -7.998468771530888e-11 -5.98269531640911e-10 -2.3941780139183965e-10 -6.503745167789397e-10 -3.0530614967528903e-10 -1.0273793925566784e-09 -1.075201680234048e-09 7.739900259317987e-11 1.2467768582891783e-10 -1.5855117968131008e-10 5.246837694560373e-10 -3.142135656955467e-10 -4.6450256050765245e-10 -1.0060088247668361e-09 2.920110111602603e-10 1.884477113671756e-11 7.389083863146502e-09 2.174348715884071e-09 6.8900283993415576e-09 -1.3899859806505488e-08
sex 0.015098907381291625 0.04995255794156294 -0.0014317415692299326 1.2953006168660507e-05 1.0930836465003557 -0.10012944688707473 0.0028664865865414262 -2.586653862218943e-05 2.0890866776621264e-05 5.118672623786396e-06 1.2732220333152692e-07 2.105432335219348e-05 -3.470602941531023e-05 5.806702468679977e-05 -6.700447802868916e-06 -2.6037736411761975e-05 -8.162769839303812e-06 -4.291911069441356e-06 1.3523868123943206e-05 5.290200888967243e-05 1.777449480141571e-05 -3.106654672630705e-05 -1.6078007028495456e-05 -3.0152180184287374e-05 -1.1301241816041286e-05 -3.74240574132709e-05 1.4351831698497342e-06 4.279336354513236e-05 7.318947724907601e-05 0.0004393530932203938 0.0012951853569134672 -0.0014725307906716361
agesex -0.001470503713753594 -0.0046346240691330295 0.0001344272313481413 -1.2290667582706704e-06 -0.10012944688708496 0.009302618607695793 -0.0002696756119151577 2.4607365451922154e-06 -1.9699418468282245e-06 9.254497029237696e-08 1.8820985536424007e-07 -1.9226770790621923e-06 2.803729911438722e-06 -5.554988675432165e-06 9.85902777043061e-07 2.769333558284627e-06 4.643911251053497e-07 6.51913210461227e-07 -1.124334687816581e-06 -4.978220032327124e-06 -2.04692978422766e-06 2.58806050250587e-06 1.4175852777210974e-06 3.266754004627192e-06 3.723204371905377e-07 3.357002245408794e-06 3.70588334352367e-08 -3.9424732664048125e-06 -1.1713253672204325e-05 -4.074597735501277e-05 -0.0001006121934797377 0.0001276543108315237
age2sex 4.495760784601181e-05 0.0001342766274543388 -3.94090719806558e-06 3.644132541009104e-08 0.0028664865865420004 -0.00026967561191518365 7.916349098069812e-06 -7.310800381647714e-08 5.841157428824115e-08 -2.0734111180296215e-08 -9.105877761272947e-09 5.6387175376169185e-08 -7.203752008988733e-08 1.6449246370170772e-07 -3.8048803079536704e-08 -9.160570769612132e-08 -2.9740725824694763e-09 -2.433051150280974e-08 2.6059158685717454e-08 1.483042344300998e-07 7.09040207773474e-08 -6.958589813265223e-08 -4.0349602170249016e-08 -1.0934100905131388e-07 6.897614672453126e-09 -9.620031995834907e-08 -6.290668357884423e-09 1.1186377508695835e-07 4.80241039510385e-07 1.0578476574543805e-06 2.6116598865050115e-06 -3.5043558265302735e-06
age3sex -4.3665253808879264e-07 -1.2260312769948312e-06 3.639290401891633e-08 -3.4047809073112283e-10 -2.586653862219671e-05 2.460736545192642e-06 -7.310800381648262e-08 6.835808967083385e-10 -5.741069377827089e-10 3.5684117611367187e-10 1.0823194728327186e-10 -5.102857490583291e-10 5.810498866313051e-10 -1.5205837569073753e-09 4.435090486690896e-10 9.424262813736246e-10 -7.490029613858345e-11 2.585960368234823e-10 -1.7804946210935845e-10 -1.4026822493483006e-09 -7.629125258177738e-10 6.323535088865557e-10 3.308619852399639e-10 1.122496140791055e-09 -2.460957909542099e-10 8.740447253407882e-10 6.930269876157247e-11 -1.0027033795551415e-09 -5.388390033509287e-09 -7.335045958655915e-09 -2.2989243615628022e-08 3.005289923322335e-08
pcs.V3 -1.6397190987693962e-06 -1.2086512528154333e-06 2.3285517327922865e-08 -1.0945999301750732e-10 2.0890866777479827e-05 -1.969941846908418e-06 5.841157429057911e-08 -5.741069378041702e-10 3.5392715920054168e-06 1.867417860003001e-07 -1.6976877510411828e-08 -4.643927897615417e-08 8.709686569848607e-08 4.7823512008615134e-08 -2.1714805568646937e-08 7.101401493009217e-08 -9.431061539811759e-08 1.177297916254927e-07 -6.32216923151385e-08 -2.8348430581383157e-08 -1.6045639671341993e-08 -9.184156208389683e-10 -5.601628376145494e-08 4.269069397013481e-08 3.268079879190476e-08 8.847942933689036e-10 9.008815382478923e-08 1.6598623819505575e-08 -1.134057555109615e-06 5.930765037966097e-07 -3.049443042216731e-06 1.668659284100012e-06
pcs.V4 3.1770944513998677e-06 5.37973548897241e-07 6.3629536891507625e-09 -1.8596442519264606e-10 5.118672623590463e-06 9.254497031073828e-08 -2.0734111180833383e-08 3.568411761186209e-10 1.867417860003004e-07 3.4667566389541695e-06 8.251437870454857e-08 1.8146171407277076e-08 1.8156381782372844e-08 -7.103792545954715e-08 -6.632947679610642e-08 6.13818938122175e-08 9.251928280841061e-08 -3.239522449851732e-08 3.05020740397981e-08 -7.37727873838626e-08 -1.291825914231205e-07 5.1072190093846946e-08 1.2032154791890947e-07 3.469543933748193e-08 5.154267984150709e-08 3.926712805357176e-08 5.940017728453435e-11 5.3851981389912685e-09 5.609711993609722e-07 3.820937556970977e-07 5.416094891271282e-06 -2.679360731104666e-06
