 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00020559782054162086 -3.92730179105033e-06 -4.341014619435736e-08 1.6744289423724787e-09 4.721539657702449e-05 -5.553766499518595e-06 1.7517876767122134e-07 -1.6563277133425138e-09 8.078308047936766e-07 3.4728534216423024e-07 -3.9389783784816155e-07 -6.887786213398595e-07 -1.6457818708166745e-07 -3.8641891458613485e-07 -6.525790216393322e-07 -5.981954024719588e-09 4.638023668137579e-07 2.564214099198117e-07 -2.493098314281154e-07 -4.160790986210121e-07 -2.0181956778813582e-07 -9.679850800235031e-08 -8.128088732234306e-08 6.859246282582075e-08 5.98930227115272e-07 -4.004236682829929e-07 2.5076826320617683e-07 1.2749070186472412e-07 -1.860709941987272e-06
age -3.927301790645383e-06 0.0007525845807768726 -1.6835938403550975e-05 1.176008618885145e-07 0.010149475104686502 -0.0007406975296683742 1.656334693524989e-05 -1.1561769852540511e-07 4.7602868129345185e-07 7.71185790106206e-07 8.868301941417918e-08 2.443290955398267e-07 8.258661926455768e-07 1.0070274620809545e-06 -3.862028444619675e-07 -2.151903328967278e-07 3.127359181297327e-09 -1.6970210298889873e-07 -4.0992287581865513e-07 8.971455001582152e-08 4.995635586921797e-07 -5.836682642041597e-07 -8.096835009858518e-07 6.033812846794444e-07 6.808406713875877e-07 -1.8591119848415724e-07 3.753329175192375e-07 -5.795934523879297e-09 -3.616255836369811e-06
age2 -4.341014617249876e-08 -1.6835938403502223e-05 3.842320965755109e-07 -2.7319683747426293e-09 -0.00022201672217694063 1.6568659335441023e-05 -3.7801221804433273e-07 2.6860018951965446e-09 -4.597231385572334e-09 -1.9385608998024326e-08 -3.22207918803412e-09 -6.363490929316715e-09 -1.943608883233174e-08 -2.34550973914728e-08 1.0306777166561071e-08 5.3184170080293676e-09 -9.374754670782693e-10 4.1265337834997856e-09 1.1799975597869688e-08 -3.1813650971716e-10 -1.0208008151333416e-08 1.0969258866201033e-08 1.3283199300403877e-08 -1.4145241272041877e-08 -1.7933008547064996e-08 6.205990494564732e-09 -1.1680546308306294e-08 -1.8158410898882007e-09 7.982608784077299e-08
age3 1.6744289422415248e-09 1.1760086188818924e-07 -2.7319683747432203e-09 1.975731569178538e-11 1.5220532483937981e-06 -1.1567905025646642e-07 2.686755660409253e-09 -1.941845346898861e-11 -4.4820920847069996e-12 1.5756751160587017e-10 2.4378062231725808e-11 4.4714258145943116e-11 1.4077699023056081e-10 1.7565627798185554e-10 -8.397143092974159e-11 -3.863289860327992e-11 1.6540303137117684e-11 -3.174615980066792e-11 -1.0262936442462082e-10 -6.059708669303056e-12 5.8052343689499396e-11 -5.895153564178478e-11 -7.335704880921311e-11 9.974762758509891e-11 1.410932079444521e-10 -4.9860869003880667e-11 9.553437955810107e-11 1.8319363166409483e-11 -5.509880211980985e-10
sex 4.7215396596126844e-05 0.01014947510471378 -0.00022201672217755925 1.5220532483982315e-06 0.3629472609422258 -0.02598558113882837 0.000572878722404382 -3.958342616572194e-06 -9.949881697013008e-06 -6.018542968048984e-06 9.824088400732226e-06 -1.0410659086606411e-05 1.1562318808956436e-05 9.189729755537872e-06 2.0197393689834246e-05 -6.690895075377697e-06 -2.0166127036855566e-06 1.2687089599554436e-05 6.396924999959936e-07 3.335024472753815e-06 1.264427520594367e-05 -1.677505642483123e-05 -1.822918662889235e-05 -1.7296735663019145e-05 7.033567250896783e-06 -1.6263369433213872e-05 2.770157884947223e-06 -9.527346014447873e-06 -0.00014684284655292062
agesex -5.553766498665742e-06 -0.0007406975296676819 1.6568659335425332e-05 -1.1567905025635396e-07 -0.025985581138829147 0.0019097958883510075 -4.297978688639902e-05 3.019966665422082e-07 9.82955056338628e-07 1.7207771533127335e-07 -5.720049328628765e-07 8.228015000226838e-07 -9.104558557317102e-07 -7.957506713147373e-07 -1.160784415628119e-06 5.461524628483592e-07 8.230611953228422e-08 -8.344069801740529e-07 1.6733658683470493e-07 -3.218257072151855e-07 -9.654327692674073e-07 1.0984646132701478e-06 1.1712242559198698e-06 1.1643541247251996e-06 -7.421581086467086e-07 1.250602152504699e-06 -5.018982237064631e-07 3.589096182775696e-07 1.0473677552056734e-05
age2sex 1.7517876764528504e-07 1.6563346935240465e-05 -3.7801221804411637e-07 2.686755660407653e-09 0.0005728787224044097 -4.2979786886399765e-05 9.855957700089773e-07 -7.0414746309761495e-09 -2.800563167445964e-08 1.4308816807789903e-09 9.884295269280293e-09 -1.9010365943579745e-08 2.1332496732596236e-08 2.1086948144796552e-08 2.0826729782537137e-08 -1.3836484629454085e-08 2.121720819704591e-12 1.7940622836688984e-08 -9.00723406561415e-09 8.997441094801762e-09 2.11490985761984e-08 -1.981490988254054e-08 -2.5992406016292724e-08 -2.5585221249361373e-08 1.83216247500625e-08 -2.999061207021081e-08 1.5155255096443123e-08 -4.27885973398424e-09 -2.1685879645142637e-07
age3sex -1.656327713676251e-09 -1.1561769852584688e-07 2.6860018952065564e-09 -1.941845346906031e-11 -3.95834261657244e-06 3.0199666654221703e-07 -7.041474630976226e-09 5.110598793065809e-11 2.26714736899998e-10 -3.5627122567931207e-11 -5.060857923257229e-11 1.3071507674040375e-10 -1.5024923542925675e-10 -1.720203834900848e-10 -1.131680426591894e-10 1.0573485003203243e-10 -1.3389493697437181e-11 -1.2908596805839636e-10 9.298787661535629e-11 -7.270541466611139e-11 -1.3636167068736957e-10 1.0520198856055601e-10 1.9402418727268054e-10 1.8416220963010795e-10 -1.3173573174081985e-10 2.2068289734287683e-10 -1.2057647966905754e-10 1.1056031355077466e-11 1.3418544693293837e-09
pcs.V3 8.078308047935493e-07 4.760286812909501e-07 -4.5972313855167655e-09 -4.4820920850939165e-12 -9.949881697131967e-06 9.829550563473332e-07 -2.8005631674655384e-08 2.26714736901374e-10 2.5369984805640727e-06 3.315165445382475e-07 -1.1758078034635459e-08 7.807717455250462e-09 1.3587923239565226e-08 9.002580273020543e-09 -8.231389668183968e-08 1.1982128463171455e-08 1.6458990554114583e-08 7.167428759919238e-09 -5.9094979217930034e-08 5.74808190834277e-09 6.236007441941442e-09 -1.2151825759740791e-08 2.1588808943836287e-08 -2.869375522553511e-09 1.090788183154497e-08 -8.271006683157285e-08 -1.2311807761622753e-08 -1.5437933578016068e-08 -1.2429562566330971e-06
pcs.V4 3.4728534216454396e-07 7.711857901055557e-07 -1.938560899801053e-08 1.575675116057795e-10 -6.018542968068218e-06 1.7207771533265373e-07 1.4308816807486704e-09 -3.56271225677257e-11 3.3151654453824677e-07 2.8393560130514673e-06 1.8057000203873867e-07 4.4386352743120697e-08 8.510692935915915e-08 -5.251450382346183e-08 -1.3181104355111594e-07 6.885527693996118e-08 -4.1554814417185525e-09 -1.4336948471956076e-08 3.739204409267202e-08 -5.2683212092892824e-08 -5.3182268355912635e-09 6.13462015990971e-08 2.2960209265299132e-08 6.6221945845249956e-09 3.286166772408701e-08 2.632388301590088e-08 -4.265702883906905e-08 -2.54829097782452e-08 1.2893836026721517e-06
