 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00035530639516175727 -0.00048181653477475414 8.992327669287528e-06 -5.3667777164136284e-08 0.002130515120823796 -0.00013761177092312598 2.8439831022653764e-06 -1.8867939863513695e-08 -3.1059579228619954e-07 1.123281267732167e-06 -3.3220978422084986e-07 2.231968894833938e-08 -7.803702570142863e-08 -7.979637234050488e-08 3.1973817457078646e-07 4.946275056853257e-07 -4.25110296769162e-08 -2.474692697610997e-07 -5.799097369465995e-07 3.058087840579587e-08 -1.1916282340566707e-07 2.609650608863691e-07 -8.686200741183971e-08 1.58984319738025e-07 -7.572844296197903e-07 -3.1096241835140595e-08 3.717026428382143e-08 -3.3200510209352635e-07 -1.2882813201154017e-06
age -0.00048181653477799547 0.0023048783095083025 -4.480856210031852e-05 2.800475119055757e-07 0.034919024696960406 -0.0021165668754770093 4.1099283568767935e-05 -2.5669556087424357e-07 1.144764650610849e-06 -7.992274967110534e-07 2.7704780803293433e-07 -6.6164562712281e-07 -1.77213976278057e-08 2.5675688997416796e-07 5.944582489173143e-08 -4.255807448662327e-07 5.13589080550382e-07 5.082887862247003e-07 5.817393263064315e-07 -3.2269809084848747e-07 5.429430841950188e-07 -5.181826234226489e-07 -1.369443096020295e-06 -2.2485270454055427e-07 2.2982385821493974e-06 9.359386248043394e-08 1.5049780016951987e-07 6.8583385787196e-07 1.98566400661559e-07
age2 8.99232766922048e-06 -4.4808562100143905e-05 8.789531945275435e-07 -5.542494679853383e-09 -0.0006719009614085567 4.108985410609675e-05 -8.050868046473128e-07 5.073156899281987e-09 -1.9008180221145977e-08 1.4122283535273513e-08 -5.852397550496356e-09 1.1354236443107548e-08 -1.0690395233033423e-09 -7.141506477912176e-09 -9.918043311623936e-10 8.683985173222657e-09 -1.025075659968864e-08 -8.470126839183823e-09 -1.011169065023586e-08 7.295693646563261e-09 -9.78175506477814e-09 9.01070980159598e-09 2.5359717736621206e-08 4.278922321804954e-09 -4.59531630733897e-08 -1.2483980188898269e-09 -5.039524890430685e-09 -1.3411833339112356e-08 -5.10044725333692e-10
age3 -5.3667777164025435e-08 2.8004751190496655e-07 -5.542494679861434e-09 3.5275113602252106e-11 4.160475877244406e-06 -2.565851677115312e-07 5.072493861388915e-09 -3.2259623268117945e-11 9.716191270460347e-11 -7.597386540187234e-11 3.5452009511511586e-11 -6.345856290469169e-11 1.1951650107295937e-11 5.86271506052306e-11 4.9985912496669474e-12 -5.646928784543004e-11 6.80005848654609e-11 4.527780081275103e-11 5.2210966363769194e-11 -5.3367357561087885e-11 5.645040184125384e-11 -4.699388161440809e-11 -1.5111622388748569e-10 -2.8193779533890387e-11 2.953806119511105e-10 5.398718334222493e-12 4.405160750633448e-11 8.24205136815851e-11 -3.4654309432793682e-12
sex 0.002130515120861817 0.03491902469717652 -0.0006719009614130391 4.160475877274301e-06 1.6109070535175103 -0.0983279627428215 0.0019251381150540972 -1.214178273084391e-05 -2.2792085727842635e-05 1.8042689796360207e-05 6.001223264158304e-06 -2.3019956864316532e-05 -9.186928190533751e-06 -2.162379734780884e-05 4.2423860702347864e-05 1.4746285441729673e-05 8.186606445614691e-06 2.5024043123008924e-05 -1.3594800465038707e-05 -7.966139255753313e-06 1.6118975783977576e-05 7.465651780295458e-06 -4.928508601389059e-05 8.015131863355311e-06 4.705276452286028e-06 1.933221843561901e-05 -1.8503474231820029e-06 -1.1023535467095771e-05 -4.7886760454115784e-05
agesex -0.00013761177091436527 -0.0021165668755053083 4.108985410665116e-05 -2.5658516771502375e-07 -0.09832796274283352 0.0060568988345672675 -0.0001196138805582673 7.605181737785389e-07 1.5331868309159656e-06 -1.0373345661073121e-06 -3.250278711647648e-07 1.424300020299128e-06 5.08447815420076e-07 1.2811302709945933e-06 -2.524229079186982e-06 -8.780980960364342e-07 -4.6126143754220004e-07 -1.4935999296735274e-06 8.207713905405861e-07 6.20630566252001e-07 -9.794767128803856e-07 -5.245666940982508e-07 2.978885047345026e-06 -4.4171071867611135e-07 -3.6046649924436504e-07 -1.0542723455577106e-06 -1.294290951772412e-07 7.417218658430024e-07 3.149574646078078e-06
age2sex 2.8439831021746223e-06 4.1099283569172694e-05 -8.05086804655507e-07 5.072493861442209e-09 0.0019251381150545786 -0.00011961388055828224 2.382764428700068e-06 -1.527894070829852e-08 -3.3283458955533694e-08 1.92964413125661e-08 5.517862505734058e-09 -2.7807188079294208e-08 -9.347590341664257e-09 -2.4067010428343578e-08 4.858683984088548e-08 1.6338985905335214e-08 9.001517709952326e-09 2.8878622062825693e-08 -1.6673130239939676e-08 -1.4594558458622747e-08 1.9393135980454537e-08 1.2340120964486933e-08 -5.809161985768138e-08 6.878475408525882e-09 8.598399296157204e-09 1.8015776474341708e-08 6.9456143088668055e-09 -1.6275115309012156e-08 -5.927868170814101e-08
age3sex -1.8867939863459147e-08 -2.5669556087693025e-07 5.073156899335482e-09 -3.225962326846107e-11 -1.2141782730848548e-05 7.605181737787313e-07 -1.5278940708300446e-08 9.882230013045399e-11 2.2872156276258427e-10 -1.1419673743225697e-10 -2.8172543270300745e-11 1.717666745240499e-10 5.95884587924288e-11 1.463029525280734e-10 -3.0351133679748143e-10 -9.895275978787131e-11 -5.919104861273135e-11 -1.8103621975581578e-10 1.0922339094032318e-10 1.0654761660650372e-10 -1.2360324896398494e-10 -9.207628023804422e-11 3.6650862974444705e-10 -2.7801939918319726e-11 -6.438626971242974e-11 -9.784542748779857e-11 -7.00552127362508e-11 1.1329247712806983e-10 3.168064334110379e-10
pcs.V3 -3.10595792284859e-07 1.1447646505956712e-06 -1.9008180220848672e-08 9.716191270273019e-11 -2.2792085728236255e-05 1.5331868309401283e-06 -3.3283458956009296e-08 2.287215627655978e-10 1.680431767619878e-06 1.2575527548016405e-07 -4.2116938609841546e-08 -1.4773278252685422e-08 -2.4012964599453307e-09 3.687884975988004e-08 -3.2365690728973e-08 4.591379464473323e-09 1.2143173964201975e-08 -2.1154086971302186e-08 -2.9274486894823227e-09 2.4327091668123706e-08 7.5906636522515e-09 -2.209061974702816e-08 -1.7038821680675677e-08 -2.5161429539416978e-08 -1.8429900434412098e-08 -2.899690466928233e-08 2.3324076457427923e-08 1.223880148565759e-10 -7.71810120089762e-07
pcs.V4 1.1232812677308713e-06 -7.992274967127572e-07 1.412228353530466e-08 -7.597386540205389e-11 1.8042689796088336e-05 -1.0373345660904574e-06 1.929644131223132e-08 -1.1419673743011696e-10 1.2575527548017268e-07 1.7883280932956842e-06 6.059904654233547e-08 1.9385628844761764e-08 9.494414367796648e-09 -4.108308752596661e-08 -5.838933248263728e-09 4.785324836398245e-08 -4.6176546817864916e-09 -8.116838193345286e-09 5.222929034297097e-09 8.624527349851073e-09 -9.516605497807151e-09 5.975976050928637e-09 8.243083306816934e-09 6.865333737770407e-09 2.2822866217221668e-08 5.8903462083545975e-09 -1.0905492501484909e-08 -6.3905866469333e-09 8.418927739817603e-07
