 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.01757851759144398 0.023007008440365503 -0.000588121414344866 4.915343567875065e-06 0.1836126872588721 -0.013724859301084955 0.00033485434633506966 -2.665069505507551e-06 -6.57038992746205e-06 1.597787385352684e-05 5.763047711782893e-06 -4.154451734157683e-06 9.624434449811768e-07 -2.082182834751471e-05 -8.654540154719378e-06 -1.4420513355141857e-06 -4.038663541893124e-06 -8.843266565177102e-06 -2.3796682270461465e-05 -1.314831929576513e-05 2.568471703612421e-06 1.2660868604251365e-05 1.1554721067748121e-05 -5.188902687243785e-06 -6.260316305385437e-06 -7.6177906903164964e-06 1.8762435247347096e-05 -7.349384025863712e-06 2.4668826019746135e-05 0.0003044260992767999 -0.0009867532290636551 0.00034903753891627555
age 0.023007008441367598 0.11915998219466717 -0.0028222763732308237 2.1768455971516853e-05 1.539274403559417 -0.11162029074684818 0.002638581844421644 -2.031762573327149e-05 -6.650736969804993e-05 1.57502153196208e-05 1.6498523679918186e-05 -6.98830064063509e-06 -1.3693620795510701e-05 -1.030123526385991e-05 3.245115627508726e-06 1.196983595952306e-05 9.91583842450256e-06 -1.3088602452053472e-05 1.6818731784688144e-05 -2.2502592182971715e-05 8.731144487755185e-06 6.501105551025778e-06 1.4063121810014628e-06 1.3555970819254436e-05 -1.574058770460145e-05 2.6358679112906044e-05 1.234842458823259e-05 2.9984713079337802e-05 -9.967552898262295e-05 -0.0007914669732605648 0.0026710080689900414 -0.0017147821775026016
age2 -0.0005881214143694031 -0.002822276373229133 6.714330495259144e-05 -5.202152324546594e-07 -0.03621890068374766 0.0026374847422821384 -6.261690478528371e-05 4.842602704243925e-07 1.5108596043300354e-06 -3.702823915760821e-07 -3.7465199410892787e-07 1.5851818921130437e-07 2.953108567654471e-07 2.848205533184905e-07 -3.270004642968714e-08 -2.535364259943512e-07 -2.118499977599982e-07 3.534319403891712e-07 -3.0626650447041317e-07 5.253136547492455e-07 -2.290351482824438e-07 -2.1399428667298696e-07 -7.784047841789697e-08 -2.9220043038548147e-07 4.0641304785691776e-07 -5.666155765730744e-07 -3.330845035951167e-07 -6.55217775466264e-07 2.0443558217379885e-06 1.6983830722960178e-05 -5.735903197302724e-05 3.811710094786717e-05
age3 4.915343568058769e-06 2.176845597149576e-05 -5.202152324544373e-07 4.04953392991478e-09 0.0002775421794725415 -2.0294334837353254e-05 4.839131506306143e-07 -3.759448318030117e-09 -1.1119816659150507e-08 2.839395733494324e-09 2.8247733160922634e-09 -1.2133735692095875e-09 -2.070625950034038e-09 -2.588102273333465e-09 -1.9403068817094503e-10 1.6569326967171828e-09 1.472824518540253e-09 -3.0476685926222306e-09 1.5349381201917638e-09 -4.037977182900681e-09 1.956298972682297e-09 2.0843536213393313e-09 9.41967856489913e-10 1.9574333412120333e-09 -3.2712325015070226e-09 3.896890807243079e-09 2.9981318967821417e-09 4.5679221877712554e-09 -1.3504511720733003e-08 -1.1816914043653627e-07 4.003987365057414e-07 -2.76710013097733e-07
sex 0.18361268730281394 1.539274403715976 -0.03621890068747606 0.000277542179501469 39.887590592998556 -2.8651390143383906 0.066974126483051 -0.000509205105914022 -0.0007756281488450386 0.00048356662868243006 0.0005493351606906671 -0.00016385784150874994 -0.0004593678458042478 -0.00014222846426004395 0.0002015310897657865 0.0004147105068637648 -2.2286206658522133e-05 0.00014853158481020575 9.481694130687917e-05 -0.0005199110685212773 -7.59390914905496e-06 -0.0002256658422784579 -0.0003800781382196773 0.0005296042321183551 -0.0001385404146679007 0.00047837711474744564 -2.5001904607063522e-05 0.00026924413520003907 0.0015760466484684701 -0.009110785705427065 0.01962931844574824 -0.013691978134101319
agesex -0.01372485930433613 -0.11162029075791514 0.002637484742546597 -2.029433483941151e-05 -2.865139014336532 0.20677092418088805 -0.00485637789567747 3.7097958184749807e-05 5.429250591544068e-05 -3.362616336624952e-05 -3.8086209245424326e-05 1.0629291946288545e-05 3.1866545710893774e-05 8.85376474794921e-06 -1.324679028828788e-05 -2.7994787989550943e-05 1.383707739088747e-06 -9.251653975890268e-06 -6.770675991866814e-06 3.537561343712687e-05 -5.622639072651056e-07 1.471131066426145e-05 2.6488588950720835e-05 -3.566705549673512e-05 1.050772094674856e-05 -3.2216952164835155e-05 8.680738840051954e-07 -1.9719311197228457e-05 -0.00011050313085974965 0.0006087984022092659 -0.0013144686352459624 0.0009824820832999273
age2sex 0.00033485434640893706 0.002638581844680219 -6.26169047914543e-05 4.839131506785691e-07 0.06697412648295183 -0.004856377895673464 0.0001146288183282907 -8.80130185958167e-07 -1.236775123831421e-06 7.485586638733369e-07 8.623425135200457e-07 -2.1614909226850225e-07 -7.224439125603303e-07 -1.7152953687184232e-07 2.73081574972182e-07 6.008310542389862e-07 -1.7595123097432535e-08 1.8132707801045594e-07 1.5140371993652035e-07 -7.692871271199631e-07 4.926237221586929e-08 -3.0752189499914395e-07 -6.049051898897286e-07 7.700988553073354e-07 -2.4931593516352573e-07 6.995600050207913e-07 -4.793376150880289e-09 4.682192329670485e-07 2.5519922550248272e-06 -1.3473882670972532e-05 3.0321720684884003e-05 -2.4360085372925235e-05
age3sex -2.6650695060740487e-06 -2.03176257352392e-05 4.842602704714099e-07 -3.759448318395854e-09 -0.0005092051059127576 3.70979581846826e-05 -8.801301859573071e-07 6.7945017728781165e-09 9.115190603606984e-09 -5.2921221782540665e-09 -6.376477893094824e-09 1.4009382120474377e-09 5.330731246041392e-09 1.0084956691848647e-09 -1.6865306987439589e-09 -4.081262678922005e-09 -4.7026422143810203e-11 -1.1227862943012617e-09 -1.0758807999391332e-09 5.324168852194921e-09 -7.41526224071253e-10 2.1076218950201452e-09 4.4646817055736315e-09 -5.334735518308257e-09 1.774095310523048e-09 -4.919802244408756e-09 -1.0902433862920572e-10 -3.611939951809517e-09 -1.8926149353715603e-08 1.0039050540264093e-07 -2.421830534283306e-07 2.0496195283800055e-07
pcs.V3 -6.570389927874632e-06 -6.650736969733059e-05 1.5108596043133444e-06 -1.1119816659025528e-08 -0.0007756281487512304 5.429250590869736e-05 -1.2367751236738872e-06 9.115190602411626e-09 7.758666645935841e-06 6.960918599427794e-07 1.8228155385267526e-07 -1.2505959667401572e-07 6.053851251407993e-08 2.3253716599721983e-07 -2.840231649971651e-07 1.7926196489518334e-07 -3.935129113612874e-07 2.8798315399727016e-08 9.918509361205643e-08 1.9999445922644067e-08 2.0197247264232644e-07 1.2441249776894148e-07 -6.1889779902682164e-09 3.1306522986187567e-08 -1.201789370428676e-07 -9.244046906686278e-08 3.6625989124558495e-07 -1.5961226109710423e-07 -3.034301527222624e-06 -1.7977967970062283e-06 -2.669561396430002e-05 2.9451563807876217e-05
pcs.V4 1.5977873854059554e-05 1.5750215321646218e-05 -3.702823916243173e-07 2.8393957338684687e-09 0.00048356662868825857 -3.362616336669187e-05 7.485586638843754e-07 -5.292122178344321e-09 6.960918599415795e-07 7.553648419608867e-06 2.788239964980822e-07 3.0003185792846525e-07 -2.416621696418909e-07 -2.177481881133804e-07 -2.6818811399917507e-08 3.033784806026723e-07 1.476973584672243e-07 -2.829419744025456e-07 1.0908358072511976e-07 -3.984514157804739e-08 -3.5064497053272554e-07 1.7726552255237709e-07 2.260272828770441e-07 -1.1895284923741066e-07 1.9559740029122295e-07 1.1388879633917163e-07 5.9423998716947304e-08 -1.7756737885593178e-07 2.8324144577779845e-06 4.9918367265124e-06 1.5395692629026427e-05 -1.682644429406163e-05
