 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.0001221908769537153 7.212628130956234e-06 -2.0185388625841788e-07 1.984076840397862e-09 -2.4155885660608506e-05 2.0999417621333345e-06 -5.7161724736588405e-08 5.13563362087174e-10 2.153616793020002e-07 2.6385519814939695e-07 -1.6493808849100157e-07 -6.182477384684559e-08 -9.40638712053857e-08 6.4300713602831e-08 -7.022655722883227e-08 7.677675991787526e-08 -2.7969904583723002e-08 -8.70460353195441e-08 -7.461527872038953e-08 -6.633309322039073e-08 2.5277002465195252e-08 3.821482239394317e-08 -2.6193327285077055e-08 -4.114315137999894e-08 2.4637087054281708e-08 -4.0468633192844304e-08 3.7692560606870656e-08 -3.8051518371158046e-08 -2.0775190291330058e-07 -2.206475032577408e-06 2.329326855347133e-06
age 7.212628130933973e-06 0.00026813366062030845 -6.165249109263083e-06 4.4029578192095885e-08 0.0033127504785357524 -0.0002504781844172016 5.740316250091614e-06 -4.081276094783332e-08 -5.092800254637619e-08 2.1947251925642324e-07 -1.6727589729091174e-07 2.161669804714921e-07 1.3816431106223123e-07 9.450271331266023e-08 1.1763174233265465e-07 3.789982317312007e-08 8.841443357262545e-08 -3.476653790295818e-07 3.3935888509477886e-09 1.3706776188830866e-08 -1.4108422468356304e-07 -2.835370153122265e-07 -2.053507867836148e-07 2.515678910662773e-07 1.9066059982463842e-07 -1.6461162017791982e-07 1.653114462499705e-07 3.6052096134277263e-07 7.77282484618749e-07 1.8461629306639144e-07 -3.7066784588034904e-06
age2 -2.01853886258538e-07 -6.1652491092619195e-06 1.4444026136721553e-07 -1.04877874075664e-09 -7.444446864135213e-05 5.750751702950375e-06 -1.3434941877055153e-07 9.715081110148083e-10 3.1265975840247597e-09 -4.654965527791084e-09 3.0356759539469464e-09 -5.151269670910901e-09 -3.3583757881373652e-09 -3.0067210152918833e-09 -2.057970531203669e-09 -2.3252420882526744e-10 -1.9559842947721154e-09 7.913813101648484e-09 2.7641202321856507e-10 -1.879756455552403e-10 2.9678132654663544e-09 5.654492655694066e-09 3.6213844083683455e-09 -5.055829059220514e-09 -5.009670218348183e-09 3.532561761845678e-09 -4.258971838297996e-09 -8.261305236891663e-09 -1.9119173058702338e-08 1.5555324811141302e-09 8.088477562166679e-08
age3 1.9840768403967762e-09 4.402957819208582e-08 -1.0487787407566034e-09 7.737624407594517e-12 5.211975045139445e-07 -4.095897667230243e-08 9.733117371056677e-10 -7.153456002974582e-12 -3.36204056055842e-11 3.4405688099289894e-11 -2.041585694810856e-11 3.689836602965349e-11 2.3247213606437466e-11 2.64133026161848e-11 1.128366101580114e-11 -5.674820060857158e-13 1.5494200454635995e-11 -5.5795666049947546e-11 -6.483401244176188e-12 -5.872759140673498e-13 -2.047324578224037e-11 -3.421887326112682e-11 -2.013304871465412e-11 3.124024520387968e-11 3.943450907392945e-11 -2.3673774228942544e-11 3.307394029313754e-11 5.798531652954386e-11 1.5952658851486276e-10 -3.3666398786775e-11 -5.802974592511317e-10
sex -2.4155885660218326e-05 0.003312750478538337 -7.444446864140683e-05 5.211975045143052e-07 0.1148413740979328 -0.00859762271049453 0.00019627801180302913 -1.396239285886506e-06 -1.060740158351997e-06 -1.0192446811721714e-06 1.0821998433884462e-07 2.262831857617758e-06 -1.982340020677675e-06 -1.5535911217838643e-06 2.512320397217851e-06 -1.1707902876824302e-06 -2.0946146660226406e-06 -2.7726396950157722e-06 -3.871233992325317e-07 2.5835624927713226e-06 5.830447435296793e-07 -2.782174903066971e-06 -4.001473477584237e-06 2.1671424338067875e-06 2.784554919055784e-07 -1.926632854892331e-06 4.218810653268287e-06 1.5284799372688515e-06 -8.190028938145564e-06 2.6892850903697203e-05 -6.321947354885461e-05
agesex 2.099941762236346e-06 -0.0002504781844172944 5.750751702952575e-06 -4.09589766723183e-08 -0.008597622710494466 0.0006610537113813734 -1.5402381322534234e-05 1.113692601349752e-07 1.3326305426111964e-07 9.068826333590174e-08 -1.4822450083264063e-08 -1.3269622915795923e-07 1.2427881598787683e-07 6.721607930752444e-08 -1.0709303495202105e-07 1.0642187448389219e-07 1.537138609621166e-07 2.170642084806287e-07 1.3270382068581212e-08 -1.880490580767261e-07 -8.575671339248293e-08 1.831999908352499e-07 2.6273774372232757e-07 -9.7691585493514e-08 -1.1016547150571154e-07 1.6034103160963915e-07 -3.554527753198762e-07 -1.2443474206785044e-07 5.364432013713603e-07 -2.074037391089164e-06 4.042601183561642e-06
age2sex -5.716172473789488e-08 5.740316250092526e-06 -1.3434941877056555e-07 9.733117371057194e-10 0.00019627801180302634 -1.5402381322534125e-05 3.6559773804448494e-07 -2.687139040279006e-09 -4.393616711657495e-09 -2.2550190682437518e-09 2.432898992733534e-10 2.817563100817998e-09 -2.658459226649521e-09 -6.665380717641777e-10 1.284347665221338e-09 -2.9981849843799746e-09 -3.0228905519275896e-09 -4.857749626736048e-09 -5.466342778154155e-10 4.0448098368878156e-09 2.7300966039309588e-09 -3.204801815494561e-09 -5.714226215598834e-09 6.819547804349616e-10 3.924034762339097e-09 -4.234091466170978e-09 8.686613852374586e-09 2.5434202515712436e-09 -5.268208260126752e-09 4.823908003209919e-08 -8.228500891500435e-08
age3sex 5.135633619731727e-10 -4.0812760947823064e-08 9.715081110145105e-10 -7.153456002972359e-12 -1.3962392858864771e-06 1.1136926013497354e-07 -2.6871390402789838e-09 2.0059870096436385e-11 3.779148656151805e-11 1.8768018238409492e-11 7.452238794912906e-13 -2.1483252254123904e-11 2.0650998112124292e-11 8.437022609582623e-13 -3.986041383262342e-12 2.301818874260627e-11 1.7055289450657166e-11 3.263494789008534e-11 5.7004773304993104e-12 -2.66992781371796e-11 -2.3185550289315227e-11 1.626583790367601e-11 4.000260105807728e-11 6.564714621274053e-12 -3.530826881275329e-11 3.431593812208132e-11 -6.56589162503454e-11 -1.6246702712657878e-11 -4.4574059181258005e-11 -3.3798783629543004e-10 5.542414262504308e-10
pcs.V3 2.1536167930195287e-07 -5.092800254665081e-08 3.126597584031116e-09 -3.362040560562996e-11 -1.0607401583608113e-06 1.332630542618169e-07 -4.39361671167418e-09 3.779148656164166e-11 1.2875719447943187e-06 8.145734853517702e-08 -3.2661881724819126e-08 -4.104616260095777e-09 8.273518201803292e-09 1.688812164459467e-08 -5.546479733404614e-09 8.955414059629835e-09 7.444984049721362e-09 3.559117112536219e-09 -7.639695869816899e-09 9.74734720261926e-09 -2.2710026507437136e-10 -1.4878891619573374e-08 -8.371414718351454e-09 -1.1127391010311675e-08 -3.719557552818862e-09 -1.0021522887467958e-08 1.0139183999697844e-08 2.3492089188567662e-09 -1.64729944839976e-07 -3.8816492847366695e-07 -4.976878951330908e-07
pcs.V4 2.638551981493867e-07 2.1947251925614342e-07 -4.654965527784685e-09 3.4405688099244406e-11 -1.0192446811817145e-06 9.068826333664002e-08 -2.2550190682610493e-09 1.8768018238535185e-11 8.145734853517713e-08 1.3672293892152372e-06 2.984251703766362e-08 1.0443458112195949e-09 1.7106558982738147e-08 -2.2823629843469666e-08 -4.389588197841617e-09 2.5207561141617743e-08 -3.875858703245967e-09 -6.204416096476325e-09 1.103870213552157e-08 -7.395864068261731e-09 -7.004934982213072e-09 1.8236144139952506e-08 1.2253368386620578e-08 3.5712555980004246e-09 8.506911154316371e-09 -6.278863411705791e-09 -5.814397671897193e-09 -1.1626380955466846e-09 1.0683682651656516e-07 6.58735377009757e-07 5.466345079758819e-07
pcs.V5 -1.6493808849100474e-07 -1.672758972908626e-07 3.0356759539458136e-09 -2.0415856948100448e-11 1.0821998434045099e-07 -1.4822450083388031e-08 2.4328989927624707e-10 7.452238794703695e-13 -3.266188172481916e-08 2.984251703766359e-08 1.3839299668717975e-06 8.201858072588714e-09 -3.130249600658983e-09 -2.258287212576827e-08 3.781829277847853e-09 -7.5718414796442e-09 1.82755497603348e-08 1.4411644673976102e-08 1.1611101810261865e-08 1.067652810879992e-09 1.3009836350042948e-08 1.2870498510719183e-08 -9.934615659484236e-09 -4.3835926382287176e-09 1.1109445207421235e-08 1.1529120696797018e-08 4.92137101836874e-09 -1.718702079830418e-09 2.097477419987894e-07 1.633555801259961e-07 5.292434098525345e-08
pcs.V6 -6.182477384689861e-08 2.1616698047143952e-07 -5.1512696709096444e-09 3.689836602964408e-11 2.2628318576132137e-06 -1.3269622915761591e-07 2.8175631008101346e-09 -2.148325225406802e-11 -4.104616260095567e-09 1.044345811219774e-09 8.201858072588688e-09 1.3712722354620748e-06 6.661205104202309e-09 -5.510113408719248e-10 9.736515048023642e-09 -1.033188449667381e-08 2.4772521047011585e-08 1.5340312275516445e-09 -1.2422504781403925e-08 -1.5141140760732947e-08 3.088171952782011e-09 6.637028562320288e-09 -1.5851338648664635e-09 1.989059996874486e-09 2.5385819127251614e-10 5.40312802444369e-09 -3.027202723680118e-08 -1.0317316477175065e-08 4.8096845324552047e-08 3.4353879156370167e-07 -4.774695498279712e-08
pcs.V7 -9.406387120539888e-08 1.3816431106217254e-07 -3.3583757881361443e-09 2.324721360642959e-11 -1.982340020678035e-06 1.2427881598789668e-07 -2.6584592266498114e-09 2.0650998112125203e-11 8.273518201803183e-09 1.7106558982738e-08 -3.1302496006589766e-09 6.661205104202195e-09 1.5291516322104832e-06 7.758756713966598e-09 -4.953337965170668e-09 -2.4023759177377216e-08 5.267350878856646e-09 -8.589209835315134e-09 1.5359255668729234e-08 -7.2102879791878336e-09 -5.482833992157324e-09 -8.956860500678694e-09 -2.3624687624801797e-08 9.96484548059348e-09 5.656520954780181e-09 -2.460156811067871e-08 -1.1114800736333875e-08 1.1613493249775306e-09 5.349518759617671e-08 -1.4294820526758967e-07 -1.3084338376785632e-07
pcs.V8 6.430071360283853e-08 9.450271331266175e-08 -3.0067210152919743e-09 2.6413302616185824e-11 -1.5535911217829387e-06 6.72160793074466e-08 -6.665380717622124e-10 8.437022609430289e-13 1.6888121644594638e-08 -2.282362984346978e-08 -2.2582872125768266e-08 -5.510113408719854e-10 7.758756713966555e-09 1.5165754075962395e-06 1.551292816952838e-08 -5.939433222916808e-09 -8.976309407370734e-10 4.2710985008504174e-08 7.923376466332141e-09 -3.2434437300164457e-08 6.424175755442631e-09 5.804694053067149e-09 -9.668492224167553e-09 1.701993806923234e-08 2.779815819125567e-08 1.021905256667108e-08 5.942207071568571e-09 3.2673404195652817e-09 1.5435821801422376e-07 -1.1750563022150421e-07 -8.282560797298939e-08
pcs.V9 -7.022655722885391e-08 1.1763174233263143e-07 -2.0579705312031476e-09 1.128366101579749e-11 2.51232039721617e-06 -1.0709303495189279e-07 1.2843476652183733e-09 -3.98604138324111e-12 -5.5464797334045496e-09 -4.3895881978415e-09 3.781829277847826e-09 9.73651504802367e-09 -4.953337965170582e-09 1.551292816952841e-08 1.495973289922704e-06 -8.415510520968407e-09 1.2366171940227052e-08 4.2964397665064284e-10 7.1458249995961055e-09 -1.3763308317943716e-08 -2.5742142065841654e-09 -1.3038314277643472e-08 6.06159218807151e-09 -1.58135811667944e-08 -2.4405498680047237e-08 -1.41291475465923e-08 -4.520563777339613e-09 1.5206749740061568e-08 1.3682080623874533e-07 -2.037617129253374e-07 -1.0182087997397029e-07
pcs.V10 7.677675991793482e-08 3.789982317307124e-08 -2.3252420882414867e-10 -5.674820060935398e-13 -1.1707902876834803e-06 1.0642187448397388e-07 -2.9981849843819015e-09 2.3018188742620397e-11 8.955414059629739e-09 2.5207561141617618e-08 -7.571841479644188e-09 -1.0331884496673866e-08 -2.4023759177377186e-08 -5.93943322291677e-09 -8.415510520968435e-09 1.5060076070318942e-06 4.432271295425769e-09 1.3502181112272206e-08 7.218670311318494e-09 -1.7337818164852209e-09 -2.2181682225733123e-08 5.6312990382409744e-09 1.0130539778056646e-08 7.87251650728067e-09 -2.607553979795149e-10 1.8852083700254084e-08 1.6797638035743715e-09 -9.338485451428045e-09 4.5723983382992886e-08 6.869811151450337e-08 2.2851450246153843e-07
