 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0028097285333578744 0.000988178589009077 -3.0107134448099204e-05 2.907791672565916e-07 -0.0038915720416580605 0.00039431263053974944 -1.2486469936327328e-05 1.2412835593095165e-07 -2.5272014394215238e-06 2.6425832311440114e-06 6.868522784966473e-07 9.244974152410102e-07 1.4236018511879613e-06 -9.2122698142484e-07 2.4365137105643334e-06 1.0301759437623577e-08 -2.1855065549457934e-07 -2.29967518286345e-07 -4.3655221327869696e-08 -1.5537854156752498e-06 -2.3074112637518188e-07 1.5543092813230973e-06 1.27097569190743e-06 5.052184973010885e-07 -1.9536342206788582e-06 -4.3942718419569686e-07 -1.4543745476682375e-06 -2.267596951608958e-06 -1.400816790474304e-05 2.6836545503441424e-05 7.793979668402116e-06 -1.8558997206002748e-05
age 0.0009881785890073307 0.002065049253109274 -5.677050499069333e-05 4.876923803925354e-07 0.021977500408418955 -0.0019528524287233725 5.3630247384788266e-05 -4.6025656693841034e-07 -1.6536405494423184e-06 8.156538019702817e-07 -9.466627122184309e-07 1.6902877749323737e-06 1.24759205092209e-07 -1.3557099948548542e-07 1.4701309161179312e-06 8.501790379913201e-07 3.980370541391556e-07 -1.9936471379504002e-06 8.496037307493999e-07 5.226542881601749e-07 -6.024717521491995e-07 1.5052356000452276e-07 5.32440989640375e-07 1.0281165300611913e-06 -1.6860870637303754e-06 1.3386098774728877e-07 -1.2439019924630419e-06 3.1100415386959345e-07 1.0890838406592022e-06 -3.3036675703145604e-05 2.4359185734690874e-05 1.2606266655197576e-05
age2 -3.0107134448069866e-05 -5.677050499072041e-05 1.5808161105472538e-06 -1.374216858185724e-08 -0.0005948346898771613 5.356317839372053e-05 -1.4899425775167643e-06 1.2938602610773733e-08 4.668810758537556e-08 -1.8124078958338502e-08 2.175913731437997e-08 -4.703877313350012e-08 -5.452787599597258e-09 2.4612173034833108e-09 -3.958876555644151e-08 -1.9380300269200645e-08 -1.192625599871187e-08 4.9046582467997676e-08 -2.445650887663665e-08 -1.3068756696968323e-08 1.351028720577775e-08 -1.1588576513029753e-08 -1.7430980324613978e-08 -1.9594011355831272e-08 4.862720591042508e-08 -4.739627687865423e-09 3.850155966812495e-08 -4.732815573605015e-09 2.9264386858961144e-09 8.050978147772163e-07 -5.486669332687322e-07 -3.7553672179456683e-07
age3 2.907791672561709e-07 4.876923803920207e-07 -1.3742168581837361e-08 1.209015892745288e-10 5.042198596147569e-06 -4.591776227251262e-07 1.2924990984805665e-08 -1.1358671637307628e-10 -4.046249227566616e-10 1.4382034353827266e-10 -1.5323062833529807e-10 4.0787009069554143e-10 6.253073408598984e-11 -2.2086166853943846e-11 3.329962577719619e-10 1.4295488985918046e-10 1.1334591032828611e-10 -3.671041385156343e-10 2.0827708227568832e-10 9.285833977993117e-11 -9.989046688443794e-11 1.5140738739630812e-10 1.6606903657968614e-10 1.0655412404120484e-10 -4.3495795280368074e-10 4.7007131804963794e-11 -3.575382158831863e-10 7.32584362405076e-12 -3.1837406655423925e-10 -6.006462840088964e-09 4.0689883856163345e-09 3.037448220735018e-09
sex -0.003891572041716104 0.021977500408331366 -0.0005948346898748284 5.042198596128236e-06 0.6487709910806698 -0.057443111770420385 0.0015782397638573022 -1.3596531924217052e-05 -4.802148106258417e-06 2.2130662514170287e-06 5.757863964435264e-06 1.1673960732528254e-05 -2.6474283580238154e-05 2.6091177201309014e-05 -1.637931774608815e-05 8.133712888388056e-06 -6.827088462395963e-06 -1.829711008082309e-05 1.4948992163951984e-05 2.8428206701990078e-05 -2.393616642385527e-06 3.266977200619116e-06 -1.4254097547842055e-05 -6.6311819543831415e-06 2.9040931963331505e-06 1.3430836743873977e-05 4.652597389491767e-06 2.57373536998242e-05 6.644149430639341e-05 -0.0004573655171722389 -9.405079442889506e-06 0.0006600792741234764
agesex 0.0003943126305425896 -0.0019528524287242385 5.356317839373703e-05 -4.5917762272520834e-07 -0.05744311177041603 0.005165467187270995 -0.0001438034877898769 1.252823468381059e-06 4.596418980920881e-07 -2.211087370302033e-07 -5.142167844123799e-07 -9.721939352390379e-07 2.245729106775492e-06 -2.571570067241545e-06 1.8700499900324506e-06 -6.228626909456618e-07 4.618213674274399e-07 1.4428900479451634e-06 -1.3759229923617047e-06 -2.640468317265473e-06 9.688284180199703e-08 -3.994399517109193e-07 1.014846795267259e-06 1.1103564582585289e-06 -4.1111168109783775e-07 -1.3706892441112273e-06 -3.4834547502689797e-07 -2.426889441990193e-06 -5.50045302040382e-06 3.993867697965909e-05 -3.107357379333397e-06 -5.9016001500676345e-05
age2sex -1.2486469936498077e-05 5.363024738458019e-05 -1.4899425775110661e-06 1.2924990984757133e-08 0.0015782397638570511 -0.00014380348778986505 4.055019627849224e-06 -3.574783040137038e-08 -1.1583413287164683e-08 5.784041496832841e-09 1.3849420418332184e-08 2.772575446811478e-08 -6.079963992454606e-08 7.469809524114931e-08 -6.138903245510076e-08 1.4944391380638806e-08 -7.089481779723894e-09 -3.2580578092671086e-08 3.605504971214924e-08 7.565528725840134e-08 -2.056606837140109e-09 1.4077766068637752e-08 -2.479804223806204e-08 -4.3226782937746825e-08 1.3761062608824436e-08 4.187134981624852e-08 7.56404206922058e-09 6.994952945199236e-08 1.3779935948028312e-07 -1.0605776487708367e-06 1.3098995382373192e-07 1.592917269292096e-06
age3sex 1.241283559317137e-07 -4.602565669392503e-07 1.2938602610795513e-08 -1.1358671637324605e-10 -1.3596531924213636e-05 1.2528234683808458e-06 -3.574783040136732e-08 3.188972247600336e-10 6.752311396813283e-11 -2.896195258760509e-11 -1.160603211502147e-10 -2.5466256403282644e-10 5.208337113381896e-10 -6.479697614688566e-10 6.146697207393119e-10 -1.2595946708212557e-10 1.0112277292437546e-11 2.1421049331226768e-10 -2.8988966445861786e-10 -6.697379072662028e-10 2.647346773355135e-11 -1.1969023139843412e-10 1.9383008733633823e-10 4.619331034870679e-10 -1.3685711119147018e-10 -3.952218283371366e-10 -5.987752419664736e-11 -6.391418092242473e-10 -1.0016656033753191e-09 8.934144008637741e-09 -1.380498490010973e-09 -1.323839605950791e-08
pcs.V3 -2.5272014394202833e-06 -1.6536405494457453e-06 4.668810758547055e-08 -4.0462492275748344e-10 -4.802148106361963e-06 4.59641898101572e-07 -1.1583413287433698e-08 6.752311397051903e-11 2.4299000274836766e-06 1.154806926303242e-07 -8.132035692550865e-08 9.875819093610161e-09 4.5838412855370844e-08 5.334010504079112e-08 4.731475519523486e-08 6.645440297191343e-08 -1.963035146458239e-08 2.766251244922958e-08 -3.449763354253594e-08 -6.272758125307144e-09 2.492773068494997e-08 -1.1065291822556011e-08 -4.749495814782884e-08 3.1289023395236526e-08 1.1314249661845717e-08 -2.0358619037117177e-08 4.643708194076452e-08 8.734092572600825e-09 -5.767049389117278e-07 7.295559562427348e-07 -1.4506140621613417e-06 -1.2259207751088754e-06
pcs.V4 2.6425832311431767e-06 8.156538019707208e-07 -1.8124078958349685e-08 1.438203435383598e-10 2.2130662514356186e-06 -2.2110873703191464e-07 5.784041496881767e-09 -2.8961952588042173e-11 1.1548069263032445e-07 2.4562832773464995e-06 5.2664709518185626e-08 1.9927390052739073e-08 3.0330125347415657e-08 -3.332097922674457e-08 -5.587700715306604e-08 3.137968481348554e-08 -7.803194411960858e-09 -2.586535138257923e-08 4.218120927708474e-08 -8.319914483250152e-08 -6.64126846568267e-08 5.062895095544393e-08 5.534935122657501e-08 6.949079222544784e-09 5.60282208050322e-08 9.07005276686965e-10 -2.7253570198844676e-08 3.5398486059353872e-09 7.45966571746276e-07 -5.203615093228349e-07 1.2291215371029534e-06 1.0474739076709876e-06
