 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0005537811952989343 6.923777193914512e-08 -2.3999760694472692e-05 1.3276925517163648e-06 -3.0742523247148925e-07 1.2867220689403608e-06 2.525681174489511e-06 1.1451912256490889e-06 5.546934370033877e-07 1.6967024713979301e-06 -8.70136562490008e-07 1.3453782445865448e-06 -8.358307205742552e-07 -8.347627833619873e-07 -1.065645963082137e-06 -1.997198617103495e-06 4.826903543565659e-07 -2.4984233100797792e-06 -9.545371248161687e-07 9.925727253408836e-07 -7.828287781640272e-07 1.5933010947160263e-05 2.3703114470735076e-05 3.2153210815475085e-05 4.484608715534732e-05 -5.231289347699488e-05 -7.133363575713346e-05 -0.00011324799411710021
PC1 6.923777193914467e-08 1.9848507439469087e-06 -1.6692891872229532e-06 -2.3303838881465758e-07 -8.03094442108177e-08 -2.0308226072729288e-07 1.4084535532681245e-07 5.139707103836889e-08 1.1646568627825925e-07 -2.4341007037061763e-08 1.6033056008323187e-07 -1.4471620595394388e-08 5.689136979939217e-07 -4.853706580059637e-08 -2.283624231426982e-07 -7.366054783140219e-07 -6.751979061252879e-07 2.712058215703266e-07 -2.7565591898280107e-08 1.2217273008744042e-07 3.864826138218599e-08 3.833420823911605e-07 -6.405518555850975e-06 -2.470009766825008e-06 1.1959747402313308e-06 4.147832848591622e-07 -4.321476211797915e-06 -4.4139696817788654e-07
PC2 -2.3999760694472692e-05 -1.6692891872229532e-06 4.67764647307598e-05 8.946076096409073e-07 1.376520573296324e-06 -5.885829194735695e-07 -4.2202319678053394e-07 -6.582203976934138e-07 1.0961443862517791e-06 -1.6312932431335313e-07 -2.4522973212211792e-08 -2.1550684743390737e-07 -1.261346889232677e-06 7.490372880925093e-07 -1.3272991756552463e-06 6.656745859677256e-08 1.4710820056892652e-07 6.746827512045971e-07 2.6433419477307697e-07 -6.178225846065375e-07 -3.7452338805654215e-07 4.515754162850831e-06 -7.210393913271805e-07 2.520455896118016e-07 1.3490676427990273e-05 2.5351479756277346e-06 1.0873162181730572e-05 -4.5460086686777296e-06
PC3 1.3276925517163633e-06 -2.330383888146576e-07 8.946076096409078e-07 3.848701019208517e-06 2.1815475854924902e-07 1.2056413741634017e-06 6.252276549103727e-08 5.728266267966251e-07 -1.510085432222517e-07 -9.885794658584462e-07 -9.003006324402437e-08 4.770355131570769e-07 5.657623151673373e-08 -7.412997618176392e-07 1.0224332445100568e-07 -3.8118825659111176e-08 2.5232013936896543e-07 -5.144023146629673e-07 -5.586546535530725e-07 4.507269024179576e-07 1.1464450081425009e-07 -5.814873842292028e-07 8.630882437963876e-07 -1.8767421615756966e-06 1.0832367002948858e-06 -6.009035110000182e-06 1.5152892448415601e-06 -1.8002803925650762e-06
PC4 -3.074252324714895e-07 -8.03094442108177e-08 1.376520573296324e-06 2.1815475854924907e-07 7.2497876028671755e-06 1.7333522822288688e-06 -3.69522993163298e-07 2.4010397202266056e-07 -1.3029772913103867e-06 3.3773103615994697e-07 3.2509087642837776e-07 2.704785078084772e-07 -9.393489503594069e-07 -6.051310742581708e-07 1.79015368390605e-08 -2.3654201889861755e-08 5.364658608276537e-08 8.597250839591814e-08 -4.656256904749123e-07 -2.0885019130635723e-07 1.1910954406115134e-07 -1.1497545427756804e-06 -9.504088506376037e-07 9.586595316209247e-08 5.572218246812367e-06 -3.9273880833125305e-06 -8.495426433231558e-06 5.428040546707556e-06
PC5 1.2867220689403606e-06 -2.0308226072729288e-07 -5.885829194735701e-07 1.2056413741634023e-06 1.733352282228869e-06 1.510118933246803e-05 4.5051770976490425e-07 1.3096565645271858e-06 -9.117093947925602e-07 -6.252995574164775e-07 -5.728923488236833e-07 -9.627165307669195e-07 3.4393323177330673e-07 -1.3974938476198468e-06 4.858989372076048e-07 7.439472373702662e-08 -5.47053060883859e-08 7.691039851946485e-07 -2.7510482052606086e-07 2.891387335816439e-07 -6.482920044921857e-08 2.0324851080615404e-07 -4.330766606852295e-06 -9.418786506559323e-07 7.965817756782719e-06 -7.205905249492478e-06 1.5805721705012313e-05 -8.633569607495218e-06
PC6 2.52568117448951e-06 1.4084535532681247e-07 -4.22023196780534e-07 6.252276549103718e-08 -3.695229931632983e-07 4.5051770976490367e-07 1.460064750806297e-05 -7.440917553300819e-08 1.9738620264446145e-07 2.5252648380691545e-07 1.0219374032291249e-08 -3.6728868599911194e-07 -2.13358721814035e-07 -1.4299673078039154e-07 -2.733691199667847e-07 -1.9895327111304986e-07 -8.268084677495762e-08 3.32885274506552e-07 -4.2248166219022444e-07 -2.8848778137426543e-07 -4.634093021439946e-07 1.7641235786195247e-06 -3.963238633830132e-06 -1.6665430494970898e-06 1.1491291037481386e-06 -3.5483682101071796e-06 9.89743962189298e-06 -3.795349718289564e-06
PC7 1.1451912256490867e-06 5.139707103836899e-08 -6.582203976934138e-07 5.728266267966255e-07 2.401039720226609e-07 1.3096565645271862e-06 -7.4409175533008e-08 1.2487532845379793e-05 1.0390890838598098e-06 -1.9463190956424793e-07 -9.631369967333196e-08 1.398749417764926e-06 3.5173752219874697e-07 2.826076344308767e-07 -4.948158748821865e-07 -5.411465617449101e-07 9.360514018717593e-10 -5.327919669872736e-07 3.722093620370148e-08 1.2397269279473291e-07 -4.477730225163668e-07 -1.4150757639356267e-08 2.117832259113632e-06 -3.986080201780688e-06 1.467113635023171e-06 -8.594663047442288e-06 1.786314206953513e-05 -1.2006063469211959e-05
PC8 5.546934370033888e-07 1.1646568627825929e-07 1.0961443862517791e-06 -1.5100854322225185e-07 -1.3029772913103867e-06 -9.117093947925606e-07 1.9738620264446135e-07 1.0390890838598096e-06 1.4177277829757776e-05 4.3316136589593515e-07 5.195503804193281e-07 -9.285693200431431e-07 1.989485893408015e-07 -6.839950150959308e-08 -4.4330449293141865e-07 -5.598163452807823e-07 3.8813052306361113e-07 4.877498018306232e-08 -9.766209516450992e-07 -1.9741153941831738e-07 1.157564237662329e-07 2.4695559029017423e-06 -1.010689621707788e-05 -2.6955643354844253e-06 1.019279008834821e-05 1.114631591853076e-06 -2.9054836717089904e-06 -7.76115698510292e-06
PC9 1.6967024713979314e-06 -2.434100703706189e-08 -1.6312932431335345e-07 -9.885794658584462e-07 3.377310361599468e-07 -6.252995574164772e-07 2.5252648380691577e-07 -1.9463190956424807e-07 4.3316136589593494e-07 1.1752433687984913e-05 -2.910042743079355e-07 4.945532303389672e-08 -4.294860901147801e-07 4.42945188088084e-08 -9.123581086731147e-07 4.2199434985870875e-07 2.9086131689039707e-07 5.610594514934037e-07 -4.550971924254887e-07 -1.686297252725566e-07 -7.388347713834352e-07 -1.3755832186013404e-06 3.896915343687863e-06 4.7929532530520375e-08 -8.336180215487455e-08 -1.8579085528898665e-06 4.048619817109942e-06 2.191589639151914e-06
