 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0005428856890112113 1.121971981707088e-07 -2.397008772111804e-05 1.3334748725855767e-06 -4.6834871548742684e-07 1.378416085199004e-06 2.5360942679447554e-06 1.258384197337221e-06 9.010528997463347e-07 1.739572234684308e-06 -8.830523347869931e-07 1.407729884843083e-06 -5.468506656723425e-07 -8.164195358226919e-07 -1.1756230376045535e-06 -2.0936453607968657e-06 4.1612953477112705e-07 -2.4150114245339366e-06 -1.2343181990554807e-06 1.1128651849005132e-06 -9.316336791981699e-07 1.4906517551411405e-05 2.090919832777513e-05 3.125857078731101e-05 4.6713350650346404e-05 -5.283779432187699e-05 -7.022806230489626e-05 -0.00011182332273120735
PC1 1.1219719817070902e-07 1.946038123622339e-06 -1.6673047010644962e-06 -2.2584842082915575e-07 -8.297780175807222e-08 -2.1872384021420396e-07 1.3391966327085304e-07 4.1109189582639446e-08 1.1091042941194197e-07 -1.212013419505569e-08 1.6943857466495877e-07 -1.1447962241270791e-08 5.653784980623688e-07 -4.1752725778038817e-08 -2.2542925005408597e-07 -7.461044185294577e-07 -6.650191993881003e-07 2.575425591261837e-07 -2.7771833154701487e-08 1.2595175542387583e-07 4.0354647648753813e-08 5.086161371217629e-07 -6.248755134236322e-06 -2.517770603147183e-06 1.0750397280639243e-06 4.863150696570505e-07 -4.2184178701588085e-06 -4.2208423323840577e-07
PC2 -2.3970087721118044e-05 -1.6673047010644966e-06 4.620084072298411e-05 8.951411014069826e-07 1.401634966001001e-06 -5.711560176257113e-07 -4.2001870482167785e-07 -6.832087655749519e-07 1.1071582510885978e-06 -2.0278123481301798e-07 -1.4907334060943482e-07 -1.5200412958544125e-07 -1.2216100114972074e-06 7.799873012543255e-07 -1.2690313434225432e-06 6.258192568248161e-08 1.4705033280158158e-07 6.419875556595749e-07 2.119321962107138e-07 -6.188344457786348e-07 -3.886245688689477e-07 4.60320269680268e-06 -8.44377231745598e-07 -1.2830994142241368e-07 1.2979077202522316e-05 2.482467395197962e-06 1.106443701336864e-05 -3.98911299352254e-06
PC3 1.3334748725855767e-06 -2.2584842082915583e-07 8.951411014069824e-07 3.7831862566900343e-06 2.1040951854662569e-07 1.1880051119432696e-06 7.42898679090249e-08 5.843991787875933e-07 -1.341592619222066e-07 -9.896659005999219e-07 -7.721710540083316e-08 4.481560765951535e-07 5.775370455479108e-08 -7.293407948187832e-07 1.0342954120008552e-07 -6.915703604673204e-08 2.666785154971061e-07 -4.890757886662034e-07 -5.571206389639911e-07 4.349380990083453e-07 1.284391162369395e-07 -5.653445856078138e-07 6.825176694975341e-07 -1.8118684641370206e-06 1.0864556037706573e-06 -6.04358466903678e-06 1.6461307621884557e-06 -1.8249244954453374e-06
PC4 -4.683487154874268e-07 -8.297780175807233e-08 1.4016349660010008e-06 2.104095185466257e-07 7.103312381763396e-06 1.7213726633889374e-06 -3.5041091101927825e-07 2.033222775002606e-07 -1.290748649379984e-06 3.765413117935277e-07 2.9703482664561147e-07 2.5822183015816584e-07 -9.230233677185813e-07 -5.840198993927546e-07 -4.599912941873517e-09 -5.030724637102872e-08 6.802645420530351e-08 9.015050643654865e-08 -5.17308480730161e-07 -2.1096446967721358e-07 1.2717272111251773e-07 -1.0670014720319219e-06 -1.2379608141937886e-06 -2.560043549126716e-07 5.816127736558764e-06 -3.7901398784706466e-06 -8.172588084461991e-06 5.560124115307732e-06
PC5 1.378416085199002e-06 -2.18723840214204e-07 -5.711560176257108e-07 1.1880051119432691e-06 1.7213726633889387e-06 1.4902255777741864e-05 4.176504900898408e-07 1.2667009009972167e-06 -9.172900166243738e-07 -6.297813676654889e-07 -5.516180717632148e-07 -9.705699733230182e-07 3.4057758554356965e-07 -1.3497952097456309e-06 4.777841909741955e-07 5.619790396720899e-08 -3.828049175072867e-08 7.453514600056728e-07 -2.8649020224332854e-07 3.179802303249622e-07 -5.754799598343632e-08 -1.1737864572593603e-07 -4.416050052805087e-06 -7.128283234366419e-07 8.226976080346217e-06 -7.175823052247913e-06 1.5699672395248163e-05 -8.445117121856562e-06
PC6 2.5360942679447566e-06 1.33919663270853e-07 -4.2001870482167705e-07 7.428986790902467e-08 -3.504109110192783e-07 4.176504900898408e-07 1.4324820907126815e-05 -9.927019184525643e-08 2.4785816456854123e-07 2.448688069029287e-07 6.035283787443538e-08 -3.4103015326839605e-07 -2.0137152323466257e-07 -1.4599376057026846e-07 -2.71143922503374e-07 -2.095834150266118e-07 -1.0947556280466456e-07 2.7528720178119777e-07 -4.37954992718835e-07 -2.404076025001272e-07 -4.895283274814911e-07 1.3672046203171423e-06 -4.2877473040295395e-06 -1.7035426386072538e-06 1.8282227305331467e-06 -2.9730569166359764e-06 9.526444826949733e-06 -3.4656222807990213e-06
PC7 1.2583841973372212e-06 4.110918958263937e-08 -6.832087655749515e-07 5.843991787875935e-07 2.0332227750026044e-07 1.2667009009972167e-06 -9.927019184525633e-08 1.2337185279015175e-05 1.0631524021955458e-06 -2.182762905812485e-07 -1.0865663964736864e-07 1.4239706205862527e-06 3.383118785293241e-07 3.0648994703098834e-07 -5.020715088941046e-07 -6.103096008150072e-07 5.16462879865543e-08 -5.012040721482789e-07 3.4877085667776985e-08 1.159970182632312e-07 -4.2453947633015737e-07 1.5820267553745603e-07 1.2102867186273494e-06 -4.321919374311953e-06 1.801488538160331e-06 -7.768358346335853e-06 1.804162169578426e-05 -1.1713986857283354e-05
PC8 9.010528997463356e-07 1.1091042941194205e-07 1.1071582510885973e-06 -1.341592619222065e-07 -1.2907486493799838e-06 -9.172900166243726e-07 2.478581645685415e-07 1.0631524021955458e-06 1.3939143833097623e-05 3.714425696125924e-07 5.505359731065853e-07 -9.069886875978873e-07 1.63639046458323e-07 -5.827780541715319e-08 -4.531123153387222e-07 -5.759190068521267e-07 3.803393941038736e-07 9.379849466971348e-08 -8.760493753476076e-07 -2.3782482298230312e-07 1.3718683239027823e-07 2.868756197393458e-06 -9.442623191795028e-06 -2.5445691177214072e-06 9.413621051842516e-06 8.51303327342381e-07 -2.780314954056903e-06 -7.9833467186963e-06
PC9 1.7395722346843085e-06 -1.2120134195055654e-08 -2.0278123481301774e-07 -9.896659005999227e-07 3.765413117935277e-07 -6.297813676654894e-07 2.448688069029287e-07 -2.1827629058124844e-07 3.7144256961259244e-07 1.1579056468257373e-05 -3.016258860965023e-07 5.230954339106295e-08 -4.094336208313891e-07 7.097049041881335e-08 -8.812025720641961e-07 4.226558967841688e-07 2.684625887437562e-07 5.641714960202741e-07 -3.9480183259692205e-07 -1.8480547281621218e-07 -7.458937774998149e-07 -1.4711109262697027e-06 4.1115922883184375e-06 1.7195891580506481e-07 -2.767662266643814e-07 -1.917968235368801e-06 3.901709847628997e-06 2.1013790977096084e-06
