 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0007027683609537233 -2.1137962442206297e-08 -2.3406367575704814e-05 1.5393622778753028e-06 6.042832033409051e-07 2.994186692135253e-07 2.337844524160221e-06 1.9307611410042705e-06 -3.5969997480531603e-07 2.5009668385971994e-06 -1.2584282573004917e-06 6.805549320929664e-07 -5.171244572810902e-07 -1.6798048327205908e-06 -1.5659724977278385e-06 -1.9003369536794464e-06 9.477784804339168e-07 -1.7919219644616603e-06 -7.971171234465793e-07 1.0949211753231712e-06 -9.075607550720332e-07 9.711792933880005e-08
PC1 -2.1137962442206052e-08 2.3882060558613113e-06 -1.696394340989319e-06 -3.0876432650059916e-07 -6.586676433960705e-08 -2.9243855401700195e-07 7.515218583960818e-08 1.1304857710625945e-07 5.7901733125889195e-08 -2.9338204751956166e-08 1.8537206897633537e-07 -4.886353247143537e-09 6.021748220809061e-07 -1.173126780659651e-07 -2.3938070644444235e-07 -7.158908130149669e-07 -6.40225726460211e-07 2.185218173620369e-07 1.0681330519108227e-08 1.8814848002806945e-07 3.530171562793413e-08 -4.720678600730137e-06
PC2 -2.3406367575704818e-05 -1.696394340989319e-06 4.8137102771702366e-05 8.69401909455068e-07 1.3454146649470581e-06 -5.566740677758741e-07 -4.7519261690237217e-07 -6.296696261913136e-07 1.1346357955564005e-06 -2.8730659958345074e-07 -6.845105829188033e-08 -1.511639536605945e-08 -1.0268871557414286e-06 8.651867177310712e-07 -1.127790902436641e-06 4.723257069713177e-08 1.58496098787327e-07 7.970159379124458e-07 1.8743955189107993e-07 -5.122611096674968e-07 -3.4095633994544935e-07 9.378593166254478e-06
PC3 1.5393622778753028e-06 -3.0876432650059916e-07 8.694019094550677e-07 4.6322200346858484e-06 1.7298467616974413e-07 1.2199837916440397e-06 3.248619566246399e-08 4.981850342496104e-07 -2.3426043133714999e-07 -9.819026267098425e-07 -7.939372600252494e-08 4.406118731216954e-07 3.9042722827426674e-08 -7.593665662455156e-07 1.19747780210453e-07 -3.37421870206439e-08 2.753754751957878e-07 -4.098958077114636e-07 -5.559729888654656e-07 4.2534401205372493e-07 1.264412191155695e-07 -2.5150835177881723e-06
PC4 6.042832033409052e-07 -6.586676433960711e-08 1.3454146649470573e-06 1.7298467616974416e-07 8.764369755276516e-06 1.6826547817605267e-06 -4.137575775466232e-07 2.902774461527968e-07 -1.3321369557375826e-06 4.597166420514758e-07 3.6764353615412536e-07 2.693788362820222e-07 -1.0271625090233325e-06 -6.451989445829834e-07 5.017131010610835e-08 -6.905792649435603e-09 5.5212695115032135e-08 -5.499683819406245e-08 -4.98369254998803e-07 -1.2594588003466927e-07 9.903932269511928e-08 -1.467917519306877e-06
PC5 2.9941866921352706e-07 -2.9243855401700184e-07 -5.566740677758743e-07 1.2199837916440387e-06 1.6826547817605265e-06 1.638996909721871e-05 3.7555423827565456e-07 1.0152894513939402e-06 -8.257347742952129e-07 -6.02303133199801e-07 -4.596340853433872e-07 -9.417385841198672e-07 5.483830268008519e-07 -1.2654013360560255e-06 5.215819970454239e-07 9.453475530910303e-08 -5.779024995917359e-08 7.791267103665572e-07 -2.1447188501113004e-07 2.268452006600038e-07 -1.0691936028220396e-07 -3.7233968355105293e-07
PC6 2.337844524160224e-06 7.515218583960805e-08 -4.75192616902372e-07 3.248619566246424e-08 -4.1375757754662326e-07 3.7555423827565477e-07 1.5508615771447807e-05 -9.664680844001387e-08 2.8948166108607635e-07 2.147120326517797e-07 1.025322692196874e-07 -3.612333164013192e-07 -6.825474106866471e-08 -1.761822317523751e-07 -2.1494285334929983e-07 -1.3286872442070515e-07 -8.025175913598829e-08 2.774205731772957e-07 -4.3471724564835716e-07 -2.36188039958824e-07 -5.161281474895324e-07 -5.989604120459975e-08
PC7 1.9307611410042705e-06 1.1304857710625938e-07 -6.296696261913134e-07 4.981850342496105e-07 2.9027744615279683e-07 1.015289451393941e-06 -9.664680844001421e-08 1.3225085883501853e-05 9.950181201820146e-07 -2.7576386663732805e-07 -1.14286084966748e-07 1.2978394629050127e-06 4.3371141602506226e-07 2.702931755669451e-07 -3.714381248485365e-07 -5.275926067501367e-07 7.465069251395386e-08 -4.7078042153576245e-07 5.937989738447708e-08 8.15111893155255e-08 -4.864458777498518e-07 -1.2198086992153436e-06
PC8 -3.5969997480531613e-07 5.790173312588918e-08 1.1346357955564e-06 -2.342604313371501e-07 -1.3321369557375832e-06 -8.257347742952131e-07 2.894816610860764e-07 9.950181201820143e-07 1.4730813166723614e-05 3.6920074087138645e-07 4.055769992318988e-07 -8.28417590169879e-07 3.246768617950755e-07 -1.1852598004712029e-07 -4.985966888810902e-07 -4.4707275629585213e-07 3.8285244247784367e-07 1.0109277560407565e-07 -8.036398378099023e-07 -2.664150578673486e-07 1.362360269612088e-07 -1.5211751577173612e-06
PC9 2.500966838597199e-06 -2.9338204751956093e-08 -2.8730659958345074e-07 -9.819026267098425e-07 4.5971664205147566e-07 -6.023031331998012e-07 2.1471203265177987e-07 -2.7576386663732784e-07 3.692007408713861e-07 1.2591905523271928e-05 -2.2330867626426297e-07 -3.4238450438559954e-08 -4.556993351112393e-07 9.516168102788772e-08 -8.801983643695191e-07 4.42801332764441e-07 4.0500024730662517e-07 4.817281724403685e-07 -5.147698152849556e-07 -2.7244560783946257e-07 -7.643531652454367e-07 1.728096825821558e-06
