 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0006812473906793622 -7.31106837744787e-08 -2.4019872896492326e-05 1.5439359738835823e-06 6.038278419938176e-07 5.190155192529269e-07 2.3910539519609794e-06 2.0596800773751365e-06 -2.580303000228599e-07 2.011580794446598e-06 -1.1401912549589882e-06 1.006399230219381e-06 -1.3726347824188526e-07 -1.636511880685803e-06 -1.289212552297149e-06 -2.406899854258545e-06 8.248907205212322e-07 -1.6352512475508413e-06 -3.9780452014131576e-07 1.0523883479847593e-06 -7.027644056484578e-07 1.1377625330561656e-05 -6.00865569895612e-05 -3.8028318299432834e-05 9.555375481631752e-05 -8.052441902328625e-07 3.006337863387499e-06 8.382605282581332e-05
PC1 -7.311068377447895e-08 2.3438807366024934e-06 -1.5767700610927116e-06 -3.7906856966449276e-07 -1.0697930732465219e-07 -2.5768993129534e-07 4.5257887387997935e-08 8.138253618311922e-08 4.442615713922601e-08 -3.10014255395347e-08 1.464158773886252e-07 4.6947288945458304e-08 6.134625149034383e-07 -1.3758776713908017e-07 -3.3357919872213117e-07 -7.090365843310798e-07 -6.155684182914868e-07 2.3246163768923493e-07 5.4274715078364424e-08 2.1072148795247504e-07 2.97686998132102e-08 7.100636243586081e-07 -4.705317215950275e-06 -2.313364683576007e-06 -2.874011275150742e-07 2.8547500748887545e-06 -9.44045406317394e-08 -4.518573232288322e-06
PC2 -2.401987289649234e-05 -1.576770061092712e-06 4.7860463898242505e-05 9.145495599375795e-07 1.4791363301741227e-06 -5.846505065870404e-07 -4.889338514952453e-07 -5.832471239000384e-07 1.0912302735644948e-06 -3.1215773788182833e-07 -6.481664503496777e-08 -5.287750005621943e-08 -1.1567811901103307e-06 9.099666526158418e-07 -1.090568614590407e-06 9.564817628543973e-08 5.078418072867154e-08 7.630415573885358e-07 2.122072326422384e-07 -5.09435491138781e-07 -3.118623053115943e-07 9.851548323742577e-07 2.4594481500431186e-07 -6.621788361946451e-06 -5.286716234897949e-06 5.875504907843793e-06 6.263645458463569e-06 6.343874380622831e-06
PC3 1.543935973883583e-06 -3.790685696644928e-07 9.145495599375798e-07 4.555242018165128e-06 2.1893684739190438e-07 1.2844249519645028e-06 3.899768590450848e-08 5.52576601519605e-07 -2.2633259661909478e-07 -9.879769253834363e-07 -1.0225669617733585e-07 4.146259833891227e-07 7.9568671592401e-08 -7.838075114628917e-07 1.4013982063234458e-07 -6.281918503225562e-08 2.027903280200471e-07 -3.845718374886305e-07 -5.493160009846968e-07 4.333030354298527e-07 1.2430633824254152e-07 -2.9850300585637828e-06 2.5113445036637197e-07 3.1523130148396386e-06 -2.536892904356522e-06 8.30621216950543e-06 -3.3267740316372737e-06 7.528945723209436e-06
PC4 6.038278419938187e-07 -1.0697930732465225e-07 1.4791363301741225e-06 2.189368473919043e-07 8.661365819340463e-06 1.7511734737135044e-06 -3.8480775081668e-07 2.8678615558435444e-07 -1.3449515413840874e-06 4.54146374879759e-07 3.404793470066358e-07 2.8501169008816223e-07 -1.0289368639297089e-06 -6.900415834401049e-07 2.649022699705949e-08 -5.4166939104123935e-08 1.2299690469518035e-08 -1.5855996506247214e-10 -4.982372414959352e-07 -1.428979316820981e-07 1.3013620792695453e-07 -2.030163739303655e-06 -4.5142990388290165e-07 -3.7382028893162966e-07 -7.278329809594049e-07 8.82908630063821e-06 8.341200572448729e-06 4.2507377572781196e-07
PC5 5.190155192529289e-07 -2.576899312953402e-07 -5.846505065870407e-07 1.2844249519645028e-06 1.751173473713504e-06 1.6317476258852522e-05 3.703618591276799e-07 1.1398537095778423e-06 -8.920570382276179e-07 -6.084636523137669e-07 -4.876222697068032e-07 -9.172347960281702e-07 5.179893667321802e-07 -1.3381112191681482e-06 4.873013404794901e-07 5.972319629629915e-08 -6.455519172536608e-08 7.726077957024492e-07 -2.0472710030104207e-07 2.561554430261627e-07 -1.0630274535023831e-07 -3.7532445924914857e-06 -2.946914273802834e-06 1.5684497086386702e-06 3.0063627099983476e-06 1.2265941569287155e-05 2.1156618595826625e-07 -3.82885084481343e-06
PC6 2.39105395196098e-06 4.525788738799819e-08 -4.889338514952457e-07 3.8997685904508505e-08 -3.8480775081668e-07 3.7036185912767974e-07 1.544278059163725e-05 -8.757452071931514e-08 2.553450512334761e-07 2.935834180369383e-07 8.939291073791746e-08 -4.2222165579575807e-07 -7.456913258684027e-08 -1.3863702134919108e-07 -2.0067910482628705e-07 -1.22925449412674e-07 -1.3023697486864474e-07 2.8853310916497667e-07 -4.4904362972549313e-07 -2.33920687577887e-07 -5.252734471125786e-07 -1.2206818496874512e-06 6.068903377387304e-06 5.03602734230987e-06 7.288273076705212e-07 -5.963127607652597e-06 3.3057815680905265e-06 -4.101584635172888e-06
PC7 2.0596800773751356e-06 8.138253618311929e-08 -5.832471239000382e-07 5.52576601519605e-07 2.8678615558435455e-07 1.139853709577842e-06 -8.757452071931485e-08 1.3207229091504858e-05 9.50064431657719e-07 -2.7655945738376233e-07 -1.3400728719548274e-07 1.274108331584619e-06 3.9256712493352075e-07 2.1305934134972235e-07 -4.0729559266575995e-07 -6.051766424536974e-07 8.761237188747399e-08 -4.449437752696515e-07 9.867739587220041e-08 8.114596473184349e-08 -4.7230686963520197e-07 -1.1386284156387993e-06 -7.333599494142168e-06 2.272705735101342e-06 3.8954610514403255e-06 9.746252996937425e-06 -1.582704346316282e-06 2.433613229396994e-06
PC8 -2.58030300022863e-07 4.4426157139226015e-08 1.0912302735644948e-06 -2.2633259661909467e-07 -1.344951541384087e-06 -8.920570382276181e-07 2.553450512334764e-07 9.500644316577196e-07 1.4789414102242333e-05 3.770331961263705e-07 4.321802600214725e-07 -8.403638638953709e-07 3.6781990022271077e-07 -7.539427388913058e-08 -4.7108036777038103e-07 -4.475636886425663e-07 3.870379266158568e-07 9.170978683540391e-08 -7.782022664784201e-07 -2.3154096882284403e-07 8.40924461698683e-08 1.2710856248081204e-06 1.8168952806141382e-06 5.214123460800887e-07 -2.528046877714315e-06 -1.3483200828276626e-05 -1.6617916428379096e-06 7.156530814528592e-06
PC9 2.011580794446603e-06 -3.100142553953448e-08 -3.121577378818286e-07 -9.879769253834365e-07 4.541463748797593e-07 -6.084636523137668e-07 2.935834180369386e-07 -2.7655945738376286e-07 3.7703319612637063e-07 1.2610949304186542e-05 -2.3484289214002965e-07 -7.847580229867528e-08 -4.5314282305022113e-07 9.453802545116567e-08 -8.246208498363961e-07 4.71484499019474e-07 3.349775852287429e-07 4.939726980477806e-07 -5.109467858199746e-07 -2.8389464014059416e-07 -7.517280401117717e-07 -1.5425418947809303e-06 9.48627996719288e-06 1.3272058690190534e-06 -9.335362186429571e-06 -5.816318942426179e-06 8.708243089397844e-06 -2.1964243248137683e-06
