 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0005987107746463528 -2.0517151228124631e-07 -2.362044824850696e-05 1.2307051726983537e-06 -1.1439750613098446e-08 1.1361956549304624e-06 2.560267348111583e-06 1.3357540366125648e-06 2.271554706602821e-07 1.8993594428606566e-06 -8.170233775220922e-07 1.3424298140874636e-06 2.0202750069511033e-08 -1.1746548201304295e-06 -1.0485363343470056e-06 -2.4882021046465912e-06 7.313125496735006e-07 -2.152446025172384e-06 -8.367476994422356e-07 1.1749891015690085e-06 -1.2339574475037846e-06 6.911978666011533e-06 -4.877031380563202e-05 -2.9651774672242947e-05 8.738895385489454e-05 -1.5450905505850148e-06 3.5340985919593134e-06 5.802107688570739e-05
PC1 -2.0517151228124647e-07 2.092392025008248e-06 -1.5932100497309085e-06 -3.0152392172723247e-07 -1.3059633662983476e-07 -2.3924030067337875e-07 6.839112035448589e-08 5.494820842325868e-08 3.0128007829673365e-10 -3.347057633722114e-08 1.4548429252497888e-07 6.703936522137998e-08 6.028001377298459e-07 -1.448863967379276e-07 -3.351955226052185e-07 -7.064108787240143e-07 -6.220075478117605e-07 2.731595539524483e-07 7.386978541547036e-08 2.0851490574702073e-07 3.057525775476663e-08 7.639099524030695e-07 -3.96927995587525e-06 -2.0300820923937815e-06 -4.273808221272092e-07 2.4865857757614604e-06 -4.7426163103592907e-07 -4.268371132141494e-06
PC2 -2.362044824850696e-05 -1.593210049730908e-06 4.748368202065553e-05 9.897527926345637e-07 1.4359861244861285e-06 -5.06520136208428e-07 -5.571769554828205e-07 -7.630058595331466e-07 1.2219384691490827e-06 -1.99525968236539e-07 1.6120372809729694e-09 -1.459349891773605e-07 -1.2825059371215063e-06 8.545251835827548e-07 -1.1445023359959914e-06 2.1027748400447677e-08 1.4307778827012088e-07 7.846997943871078e-07 1.4064947598992934e-07 -6.587166169317475e-07 -3.010784999429948e-07 6.748072153399484e-07 1.3258373920657916e-06 -6.910191631812305e-06 -5.551113601889656e-06 5.602609312247806e-06 3.798003048953471e-06 7.605066436614203e-06
PC3 1.2307051726983522e-06 -3.015239217272324e-07 9.897527926345635e-07 4.189316906673375e-06 2.333750756927514e-07 1.2638739353831226e-06 4.073246446435969e-08 5.61770396713234e-07 -1.899620978955833e-07 -9.719203737712115e-07 -1.2520753659552235e-07 4.209199635007214e-07 3.703500237611566e-08 -7.797665052364057e-07 1.2663477086230086e-07 -2.477630905795093e-08 1.821929846764343e-07 -4.550058112651356e-07 -5.638835051781955e-07 4.7532202095683713e-07 1.1022924093195732e-07 -3.3673413294807194e-06 1.891208873796326e-07 3.0318055529329184e-06 -2.2577819217491216e-06 7.484037190864666e-06 -2.6213288967263168e-06 6.483608339255017e-06
PC4 -1.1439750613097737e-08 -1.305963366298347e-07 1.435986124486127e-06 2.3337507569275142e-07 7.816154414359023e-06 1.785446611633353e-06 -3.630236100285192e-07 3.4815080155142543e-07 -1.3930879705094827e-06 4.2247534462296426e-07 3.08269964921174e-07 2.725338878675184e-07 -9.916534317738308e-07 -6.374344408312183e-07 3.214337892653389e-08 -4.8157685766733306e-08 3.486542646597123e-08 5.9298204178733664e-08 -5.392244569214817e-07 -1.7064178411167527e-07 1.0990252946353195e-07 -1.9729693589263e-06 -7.422703619966529e-07 -5.180022617708863e-07 -2.8512836965023625e-07 8.108375556612668e-06 7.709061790034324e-06 2.0929364608556532e-07
PC5 1.1361956549304624e-06 -2.392403006733788e-07 -5.065201362084284e-07 1.2638739353831224e-06 1.7854466116333525e-06 1.5717816819562026e-05 2.964741483220818e-07 1.1275222742163721e-06 -1.0571505230107453e-06 -6.481987573624735e-07 -5.603071822250919e-07 -1.044660943612997e-06 4.7504582695028257e-07 -1.4169113964136119e-06 5.28035806312349e-07 6.848181354856372e-08 -1.125181607341714e-07 8.51990986355599e-07 -2.7280150182379566e-07 3.020527630000961e-07 -2.7764009061386055e-08 -3.3513444574939145e-06 -3.0130252178524934e-06 1.8316327821822024e-06 3.4996642556809647e-06 1.2755090376022129e-05 -3.2706502226166634e-07 -3.518001803266812e-06
PC6 2.560267348111586e-06 6.839112035448578e-08 -5.57176955482821e-07 4.073246446436003e-08 -3.6302361002851933e-07 2.964741483220819e-07 1.5024299809652533e-05 -1.673614495176507e-07 2.170261130583069e-07 2.48274445634744e-07 4.109527333309601e-08 -3.8413016399016637e-07 -1.2321058920640723e-07 -2.0457641500512806e-07 -2.128242161466765e-07 -1.6459971891752453e-07 -1.0468374299870245e-07 2.942910312244941e-07 -3.873379279894365e-07 -2.880153202629722e-07 -4.783138182125183e-07 -9.50234394933419e-07 5.395850309590013e-06 4.840339540441813e-06 1.0842868886820362e-06 -5.503495295086442e-06 3.803182774732048e-06 -3.867782406197438e-06
PC7 1.3357540366125631e-06 5.494820842325864e-08 -7.630058595331457e-07 5.61770396713234e-07 3.4815080155142506e-07 1.127522274216372e-06 -1.6736144951765082e-07 1.2859424125322487e-05 1.0193890970320478e-06 -3.084418680046237e-07 -1.6794238885827086e-07 1.3751701397443302e-06 4.4585361603549124e-07 2.6245413847746585e-07 -4.44020800412557e-07 -5.5533061225998e-07 1.066660251562634e-08 -5.547550877746091e-07 9.474712268533883e-08 1.2443867238005923e-07 -4.962796695175848e-07 -8.727759453361721e-07 -7.505445707810102e-06 1.0861900551334694e-06 3.651910957328323e-06 9.574296685778196e-06 -8.275987955686649e-07 3.594866179500366e-06
PC8 2.2715547066028294e-07 3.012800782965833e-10 1.2219384691490837e-06 -1.899620978955827e-07 -1.393087970509482e-06 -1.057150523010745e-06 2.170261130583069e-07 1.0193890970320476e-06 1.4547132959437761e-05 4.695288229683392e-07 5.627435506897918e-07 -8.883531802779397e-07 2.7785891118270797e-07 -1.320911998716523e-07 -4.5905935347585e-07 -4.6902082946364894e-07 4.0971130365974025e-07 3.186537002422757e-08 -8.231152682781448e-07 -1.9212917340260257e-07 1.0903391132055715e-07 7.505948701854953e-07 2.7441149079812852e-06 9.501424075786906e-07 -3.442582340644511e-06 -1.3498196066388421e-05 -1.297931680004203e-06 6.968644824210304e-06
PC9 1.8993594428606573e-06 -3.3470576337221465e-08 -1.9952596823653816e-07 -9.71920373771212e-07 4.2247534462296426e-07 -6.481987573624732e-07 2.48274445634744e-07 -3.0844186800462393e-07 4.6952882296833956e-07 1.2149557033920973e-05 -1.8928050856628541e-07 -4.5213601619897786e-08 -4.740163132565421e-07 1.3146725432017858e-07 -9.059791155635788e-07 4.398990487045682e-07 3.147318255436814e-07 5.224722422699736e-07 -4.977706145513077e-07 -2.3538239092232006e-07 -7.467003816064518e-07 -1.5116502554890471e-06 8.87435394290624e-06 1.246411833805335e-06 -9.291486284279216e-06 -4.7545891295860105e-06 8.334853861744222e-06 -2.633443316788159e-06
