 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.00075991236653475 -3.823542158197193e-08 -2.1988731735523092e-05 1.6581827396150745e-06 1.2016768472710013e-06 -1.1356696523350491e-08 2.205757037108363e-06 2.129565297690215e-06 -5.000773583078638e-07 2.5211532685308067e-06 -1.2248854802974652e-06 1.7722205402182603e-07 -5.222193924224663e-07 -1.969218723235088e-06 -1.3704431241489918e-06 -1.8241857976627983e-06 1.0522713733823836e-06 -1.4199481278131395e-06 -7.548306167137299e-07 7.891830970957767e-07 -6.583144590781184e-07 1.005503675799197e-05
PC1 -3.823542158197233e-08 2.5146992748643835e-06 -1.5583187813930186e-06 -3.5039725168659585e-07 -6.430043872148455e-08 -2.820182484047438e-07 4.932174192353427e-08 1.0202946392439107e-07 5.124088453352278e-08 -3.363830462219046e-08 1.8190486200771283e-07 5.162880473394616e-09 6.085703805936022e-07 -1.4447681928193646e-07 -2.675544820408698e-07 -6.896241049583693e-07 -6.00310871576722e-07 2.2219776194182922e-07 3.787237867476736e-08 2.099055469796002e-07 1.5557253089134077e-08 -2.8533813494130006e-06
PC2 -2.1988731735523082e-05 -1.5583187813930186e-06 4.66675904075162e-05 8.534560846248045e-07 1.3191772450079519e-06 -5.163705213063735e-07 -4.622850553905872e-07 -4.7605279124874556e-07 1.0961177988449937e-06 -3.397323775007347e-07 3.8400365287745947e-08 2.0540532524368155e-08 -9.706969042457563e-07 8.457040442544802e-07 -9.92212091974879e-07 4.8838229514904646e-08 1.5596362476340212e-07 7.635401980999236e-07 1.4089140387588212e-07 -4.4840424225126565e-07 -2.602525747981929e-07 1.18480580733708e-06
PC3 1.6581827396150745e-06 -3.5039725168659606e-07 8.534560846248051e-07 4.85791338551811e-06 1.40709902875174e-07 1.1654263436415026e-06 2.1312846233861804e-08 4.6462861243130356e-07 -2.4272385752714514e-07 -9.371808123111159e-07 -9.07351684520813e-08 4.282980335089783e-07 4.432110302167165e-08 -7.367068213668104e-07 9.641344035348984e-08 -3.5977274894313036e-08 2.7608392609372104e-07 -3.499724429098488e-07 -5.205588002767542e-07 3.94847494018938e-07 1.1515624612809556e-07 5.152801989145488e-07
PC4 1.2016768472710032e-06 -6.430043872148455e-08 1.3191772450079527e-06 1.407099028751739e-07 9.100604063932105e-06 1.5551494667170121e-06 -4.08750801539141e-07 2.465750507195275e-07 -1.2635656112358076e-06 4.7231278322197193e-07 3.7751175709756376e-07 2.3644922213570539e-07 -1.0293658307223397e-06 -6.494281999761352e-07 7.368451999017591e-08 1.1288460852305177e-08 5.9370136436168226e-08 -7.579895066709403e-08 -4.4913135982917766e-07 -1.2701592257736422e-07 9.468746201797517e-08 1.048273330982233e-06
PC5 -1.1356696523353727e-08 -2.8201824840474414e-07 -5.163705213063728e-07 1.165426343641503e-06 1.5551494667170124e-06 1.629793716217404e-05 3.6278432036274024e-07 9.225522720960519e-07 -7.161659298880054e-07 -5.724483183346765e-07 -3.707204500939956e-07 -8.361539800738435e-07 5.728247062656598e-07 -1.168434533841204e-06 4.70912253069031e-07 6.212034256817337e-08 -7.900590825645526e-08 7.494491091121799e-07 -1.7511703423620465e-07 1.829376264807129e-07 -1.4076490853463278e-07 -2.0957847456690234e-06
PC6 2.205757037108366e-06 4.932174192353451e-08 -4.622850553905871e-07 2.131284623386168e-08 -4.087508015391406e-07 3.6278432036273987e-07 1.526784866428878e-05 -5.703765965282048e-08 2.948669997592008e-07 1.860915587150278e-07 1.217434041016231e-07 -3.727580621794785e-07 -2.3865792083659148e-08 -1.6289745786124915e-07 -1.8801856466948755e-07 -1.065885349255034e-07 -7.21733095948451e-08 2.712646214171879e-07 -4.2174841868622957e-07 -2.453608387853807e-07 -5.284013963385274e-07 2.2029958841259744e-06
PC7 2.1295652976902134e-06 1.0202946392439094e-07 -4.7605279124874503e-07 4.646286124313035e-07 2.465750507195273e-07 9.225522720960518e-07 -5.703765965282048e-08 1.2994876207649754e-05 9.160356088576036e-07 -2.5372025366825885e-07 -1.4718504423224267e-07 1.1820400169434492e-06 3.964709243132074e-07 2.485774808167306e-07 -3.1956172169065884e-07 -4.90774912883895e-07 1.265892346680699e-07 -3.9524083876772515e-07 5.944158094442954e-08 5.0863401388298494e-08 -4.6944890237609343e-07 -4.2715976270752847e-08
PC8 -5.000773583078619e-07 5.124088453352294e-08 1.0961177988449935e-06 -2.4272385752714503e-07 -1.263565611235808e-06 -7.161659298880055e-07 2.948669997592008e-07 9.160356088576029e-07 1.4425651885285556e-05 3.2486041640393195e-07 3.6111983849004407e-07 -7.76000070237576e-07 3.735408271683404e-07 -1.2839885287817e-07 -4.932054902666747e-07 -4.367940835130209e-07 3.7158000988424054e-07 9.593566125441453e-08 -7.352099922629294e-07 -2.654961647705745e-07 1.1139661420925584e-07 5.3843805269806605e-08
PC9 2.521153268530808e-06 -3.363830462219033e-08 -3.397323775007351e-07 -9.371808123111156e-07 4.723127832219722e-07 -5.724483183346765e-07 1.8609155871502732e-07 -2.537202536682589e-07 3.2486041640393195e-07 1.2411242363273865e-05 -2.005553589951048e-07 -5.0442811670657275e-08 -4.3057398578437546e-07 8.800652116814082e-08 -8.107649598148397e-07 4.344257429565086e-07 4.0378240915338653e-07 4.132533942915539e-07 -5.468665935016953e-07 -2.8400833229937506e-07 -7.183602972948528e-07 1.4477769568212389e-06
