 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0007233551440867673 -3.245608965943873e-10 -2.290609911591781e-05 1.3103038492958344e-06 1.0489193070507846e-06 3.55338522612778e-08 2.266580989107378e-06 1.6878087263699553e-06 -9.85543836073806e-07 2.229355556893149e-06 -9.58940685047033e-07 3.457801402543255e-07 -5.385695898877126e-07 -1.648502405872288e-06 -1.1845073199140204e-06 -1.8162992339258775e-06 1.1335408710977675e-06 -1.593486269209737e-06 -8.90412655942664e-07 4.990219675934987e-07 -3.9166325406704673e-07 1.1604602654077027e-05
PC1 -3.2456089659349445e-10 2.4395039158691325e-06 -1.4550455463937304e-06 -3.6403707091731316e-07 -6.425450624609792e-08 -1.8016314104792108e-07 6.334697050545951e-08 9.213540488031043e-08 7.418026456626112e-08 -2.7489953611453256e-10 1.6798923271973713e-07 -9.554155412091767e-11 6.209359640552906e-07 -1.6871995961401493e-07 -2.832778930621826e-07 -6.709894328166662e-07 -6.168894208477235e-07 2.54038229041207e-07 5.7559707865151223e-08 1.8999276003089018e-07 4.5163797504786993e-08 -2.7792304042529124e-06
PC2 -2.290609911591781e-05 -1.4550455463937309e-06 4.6204455335864737e-05 9.156215803237501e-07 1.402138439129379e-06 -5.867535288800543e-07 -5.555805026012832e-07 -3.847215157441654e-07 8.371376720678759e-07 -5.00431085514904e-07 1.1079093185684552e-07 -1.3775091683873251e-07 -9.794158245496887e-07 7.187672705429335e-07 -8.782724474155221e-07 1.4662493164172965e-07 9.845489317473026e-08 6.371507109712559e-07 1.599899526348724e-07 -1.1543455003271294e-07 -2.0156216962838705e-07 -7.163374276431673e-08
PC3 1.3103038492958363e-06 -3.6403707091731305e-07 9.156215803237503e-07 4.669738860250682e-06 1.2140903595185576e-07 1.1781099229968347e-06 -6.192376716261031e-09 4.537648369581799e-07 -1.6976360781993339e-07 -9.458578766151673e-07 -8.719685863785305e-08 3.967451737876519e-07 8.782465683724169e-08 -7.128029542801643e-07 1.2498714366793328e-07 -1.638109547975257e-08 2.1164160580081608e-07 -3.4898001369223295e-07 -5.330947116383651e-07 4.285560211395254e-07 1.588633807489308e-07 7.688136211691226e-07
PC4 1.0489193070507844e-06 -6.425450624609805e-08 1.402138439129379e-06 1.2140903595185584e-07 8.892396867089543e-06 1.5357503246119379e-06 -4.2631039065327103e-07 1.788310349856345e-07 -1.2306964651715558e-06 4.492189294218773e-07 3.9832341654009265e-07 2.86008278451011e-07 -9.807735835097148e-07 -6.552800143751235e-07 9.847567394637425e-08 -6.064287034710652e-08 1.1607414790623176e-07 -2.5768830556550697e-08 -4.390949071103401e-07 -1.2893173441215135e-07 9.894340726376944e-08 1.0377982988886763e-06
PC5 3.55338522612783e-08 -1.8016314104792113e-07 -5.867535288800538e-07 1.1781099229968345e-06 1.535750324611938e-06 1.5830134706582104e-05 3.4020608128000625e-07 9.67015229086508e-07 -5.960015367119977e-07 -4.664627515725183e-07 -2.530443548855344e-07 -8.580525978970527e-07 6.410315210920727e-07 -1.1574041247722254e-06 3.645351016003335e-07 6.3160707615717e-08 -9.987243268781826e-08 7.969749520965877e-07 -1.5240677195013243e-07 1.6183241333077654e-07 -1.776873985965926e-07 -3.0355785625690966e-06
PC6 2.266580989107378e-06 6.334697050545938e-08 -5.555805026012834e-07 -6.192376716261169e-09 -4.263103906532711e-07 3.402060812800067e-07 1.4835951716836783e-05 1.9098279191448563e-08 1.4362526107145343e-07 1.979123888234033e-07 8.731439971093712e-08 -3.6014931887158856e-07 -8.492800510661451e-08 -9.81555185697829e-08 -2.4838392209987243e-07 -1.6844249070038047e-07 -7.002195247069262e-08 2.7642897601748936e-07 -3.545459348193711e-07 -2.989131112200047e-07 -5.693154570170812e-07 1.8010869439184458e-06
PC7 1.6878087263699576e-06 9.213540488031048e-08 -3.8472151574416546e-07 4.5376483695818e-07 1.7883103498563473e-07 9.670152290865086e-07 1.9098279191448266e-08 1.2685280037079029e-05 8.940266453086049e-07 -2.9154286130130654e-07 -1.494599543595955e-07 1.0470019663023525e-06 2.8608240530390417e-07 1.2810389592575297e-07 -3.736773566537865e-07 -4.356394173538208e-07 7.969656819420659e-08 -4.473598190964314e-07 1.2208901645263562e-07 -1.788911788257091e-08 -4.0396207557239954e-07 9.92277845569825e-08
PC8 -9.855438360738078e-07 7.418026456626095e-08 8.371376720678764e-07 -1.6976360781993347e-07 -1.2306964651715546e-06 -5.960015367119976e-07 1.4362526107145328e-07 8.940266453086041e-07 1.4078236505616857e-05 3.419386902346129e-07 3.311177791441426e-07 -8.065498470493719e-07 3.222732875359274e-07 -1.0860155347444301e-07 -5.077333643018269e-07 -4.012307513995963e-07 2.81827405529313e-07 7.694515145030084e-08 -7.638888359028046e-07 -2.318036482643603e-07 2.5277537971586533e-08 -4.201037906304427e-07
PC9 2.2293555568931483e-06 -2.7489953611453897e-10 -5.004310855149046e-07 -9.458578766151676e-07 4.492189294218776e-07 -4.664627515725182e-07 1.9791238882340346e-07 -2.915428613013065e-07 3.419386902346125e-07 1.2189268843829307e-05 -1.2906226376645097e-07 1.2003987552543591e-09 -3.389532911316425e-07 7.483137339751375e-08 -8.184035887863031e-07 3.780255341442749e-07 4.2892890578385113e-07 4.5902835814218536e-07 -5.782304945054402e-07 -3.122503230039126e-07 -6.916941268447047e-07 6.374507212922676e-07
PC10 -9.589406850470352e-07 1.6798923271973698e-07 1.1079093185684693e-07 -8.719685863785313e-08 3.983234165400928e-07 -2.5304435488553437e-07 8.731439971093733e-08 -1.4945995435959546e-07 3.311177791441427e-07 -1.290622637664512e-07 1.220104305304317e-05 -4.579319742431852e-07 -2.1441243736086932e-08 -3.2265465375599097e-07 -4.692274638366221e-08 1.3655872041645554e-07 -3.376422264409784e-07 1.4654755453286207e-07 2.555888734906256e-07 4.188070652850294e-07 1.041808473486012e-07 -4.204337427335723e-07
PC11 3.457801402543264e-07 -9.554155412095465e-11 -1.3775091683873193e-07 3.967451737876519e-07 2.8600827845101106e-07 -8.58052597897053e-07 -3.6014931887158824e-07 1.0470019663023525e-06 -8.065498470493719e-07 1.2003987552545138e-09 -4.579319742431853e-07 1.1989786435536888e-05 3.7910896375846824e-08 -9.840974963943231e-08 -3.631727397468275e-07 2.4710775572556197e-07 2.934070258483578e-07 3.6819523714755585e-07 4.3732526382535464e-08 6.185748219529532e-07 2.6082732170730587e-07 -2.699506605723126e-06
PC12 -5.385695898877134e-07 6.209359640552908e-07 -9.794158245496879e-07 8.782465683724167e-08 -9.807735835097141e-07 6.41031521092073e-07 -8.492800510661442e-08 2.860824053039043e-07 3.222732875359273e-07 -3.3895329113164255e-07 -2.1441243736086757e-08 3.791089637584707e-08 1.0921303347167117e-05 1.5208329261573818e-08 -5.351871539106222e-08 -4.576964952725338e-07 1.8963816744593647e-07 -1.2516066150444092e-07 -1.8287615558770866e-07 -1.2516902043796592e-07 -5.335384293548303e-07 -2.8878293986992146e-07
PC13 -1.648502405872289e-06 -1.687199596140152e-07 7.187672705429333e-07 -7.128029542801641e-07 -6.552800143751243e-07 -1.1574041247722256e-06 -9.815551856978319e-08 1.28103895925753e-07 -1.0860155347444295e-07 7.483137339751357e-08 -3.226546537559912e-07 -9.840974963943226e-08 1.5208329261574192e-08 1.1166081755755226e-05 -6.953033631862826e-07 9.8550825708209e-07 2.388024588346148e-07 7.082001049970938e-08 -1.1449487468519756e-07 1.9992665617746737e-09 1.2730592799252408e-07 -4.2530206452313544e-07
