 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0004894901327576602 1.0221829845525057e-06 8.941671676059294e-07 4.06782380026426e-07 1.3920864519902148e-06 -1.9773731436447496e-06 2.1621507891085235e-07 1.4110708467622067e-06 -2.5188471754052774e-07 1.8771271560244922e-06 -1.8607411632920266e-07 5.155288252452608e-07 -2.107172353366228e-06 1.377567841691803e-06 -1.7129301026753494e-06 -1.4811300664340429e-06 -7.975582281032043e-07 4.23759585030731e-07 -1.3445416555336076e-07 1.816638822293956e-06 1.3985943277481998e-06 -4.988762102819146e-06 2.814033331029544e-05 -5.7633509351955025e-05 9.408090878501051e-06
PC1 1.0221829845525054e-06 1.6571250617603651e-06 -1.2566737650744142e-06 -1.264651602161209e-07 -8.507500790458513e-08 -1.5852187413218234e-07 -5.502553881394482e-09 2.569076287507254e-08 4.252224003031657e-08 -5.560178279405327e-09 1.2713950315597886e-08 -9.757313688707186e-08 4.473452695333261e-07 -2.091211194480752e-08 -2.5166079061903277e-07 -4.2529122549155843e-07 -3.6668218833428494e-07 8.023285197311482e-08 2.1456378471821715e-08 1.2783744721336836e-07 -3.4096692530076195e-08 6.407242861211955e-07 -2.140197903576038e-06 9.897995758283248e-07 4.432396220876273e-06
PC2 8.941671676059323e-07 -1.2566737650744137e-06 3.310599425784459e-05 4.950394184976219e-07 1.0111095981922032e-06 -6.623305331774839e-07 -2.3127964567748535e-07 -1.4574992987400584e-07 8.847092431113977e-07 -2.7901184360531677e-07 2.2681885371605755e-07 -9.010559943788985e-09 -4.2558771853857623e-07 1.648860482129395e-07 -1.656537480471694e-07 1.3181058362215373e-07 -1.4492955817662786e-07 3.8521634045417527e-07 -8.670294813711645e-08 -2.522105299337151e-07 -1.3888971133037449e-07 -8.459185122834335e-07 5.921069507163707e-06 -1.0132173241692169e-07 -4.962275478349788e-06
PC3 4.0678238002642573e-07 -1.264651602161209e-07 4.95039418497622e-07 3.3152565327805423e-06 5.8092288522667134e-08 8.124858384456395e-07 3.9726225704398776e-08 2.5908028793961693e-07 -1.5549478889543715e-07 -7.086175488967245e-07 1.6335982250047788e-07 2.804854957050032e-07 4.132362187336402e-08 -3.1567855447219374e-07 1.836587800863374e-07 -1.275378975505312e-07 -7.964784417157448e-09 -1.6774690192495163e-07 -2.1967809220423942e-07 2.3358499764081518e-07 9.84883955833924e-08 4.2706800348829473e-07 -7.776361124147588e-07 1.8630144774826202e-06 1.992246152819157e-06
PC4 1.3920864519902152e-06 -8.507500790458506e-08 1.0111095981922032e-06 5.8092288522667226e-08 6.265468006846518e-06 1.212796537593791e-06 -1.6909102796751847e-07 8.265184894336814e-08 -5.872177433680736e-07 4.814948004953188e-07 1.4108436487095582e-07 2.256631174985949e-07 -5.707298888391052e-07 -1.0456521931502935e-07 -1.007161287274432e-07 -4.852003393589357e-08 1.6564417864260142e-07 -8.651631858978316e-08 -1.6780649669995784e-07 -8.425415078498253e-08 -3.165263226160745e-08 1.9238013339608154e-07 -2.798968021058376e-06 -3.158589109989543e-06 6.17745605728093e-06
PC5 -1.9773731436447517e-06 -1.585218741321823e-07 -6.623305331774839e-07 8.124858384456398e-07 1.2127965375937907e-06 1.1473437051272487e-05 3.193590375021368e-07 7.747501217096008e-07 -3.0760857287238723e-07 -3.1645509280048626e-07 -1.9664593488853137e-07 -6.703058736358991e-07 4.3793216905916333e-07 -8.635660379726905e-07 4.2982197977499354e-07 -5.10659541497812e-08 -6.561153790181171e-08 4.950486078390556e-07 -2.4570806628939624e-07 8.555411345388582e-08 -4.643836402458753e-08 1.9058791654512443e-06 3.081534949367872e-07 2.6958891673885354e-06 3.14974064639526e-06
PC6 2.1621507891085233e-07 -5.502553881394548e-09 -2.312796456774856e-07 3.972622570439883e-08 -1.6909102796751863e-07 3.193590375021371e-07 1.0791439791875168e-05 7.003040684386593e-08 6.114287953154627e-08 2.1825354995255345e-07 1.278825946865963e-07 -3.0663446110498224e-07 -5.900124404308675e-08 -2.669558074116632e-07 -1.227294365113836e-07 -3.7365396204766004e-08 -9.718331926390731e-08 3.644340246819781e-07 -3.1133044810768706e-07 -3.4288522694578865e-08 -2.7879789343211737e-07 1.2991569755551959e-06 -2.543292435026894e-06 8.093215717883018e-06 -3.5167168088835758e-06
PC7 1.4110708467622067e-06 2.5690762875072512e-08 -1.4574992987400568e-07 2.590802879396171e-07 8.265184894336806e-08 7.747501217096013e-07 7.003040684386599e-08 8.741238217670731e-06 3.3345210074142033e-07 -2.78107987885837e-07 -1.5752221114379369e-07 6.276976929739221e-07 9.562026486461319e-08 5.404603489928471e-07 -1.4978912256143727e-07 -2.357599858431929e-07 -2.754879499493994e-07 -1.7815433175736205e-07 1.427379990614964e-07 4.2075269390750765e-08 -1.3093886667985786e-07 -1.1723144751861184e-06 1.0505313147615798e-06 1.5672300592121647e-06 -3.109379486122749e-06
PC8 -2.5188471754052737e-07 4.252224003031659e-08 8.847092431113979e-07 -1.5549478889543704e-07 -5.872177433680735e-07 -3.0760857287238723e-07 6.114287953154623e-08 3.3345210074142007e-07 9.345103107484628e-06 2.875721017219059e-07 7.465043910071976e-08 -5.562760305535636e-07 3.3649485261715365e-08 1.2440332501699362e-07 -3.833155257015812e-09 -1.852575552956729e-07 1.494241773630426e-07 7.325279502670127e-08 -2.5195700901348237e-07 -2.7979655237053905e-07 2.7457578554518203e-07 3.8566494424759325e-07 2.9496877619534e-07 3.4021987013991244e-07 6.144400487546046e-07
PC9 1.8771271560244911e-06 -5.560178279405384e-09 -2.790118436053164e-07 -7.086175488967243e-07 4.814948004953192e-07 -3.164550928004859e-07 2.1825354995255377e-07 -2.78107987885837e-07 2.875721017219058e-07 8.462674812058715e-06 -2.944107881880815e-07 -1.3865541602294125e-07 -1.1245337960117987e-07 -1.9690587084078394e-07 -3.1853833596348107e-07 3.8640956901921596e-08 2.1619995887471432e-07 1.9734105152557785e-07 -4.357537869955062e-07 -2.1391995461921189e-07 -2.7155602223083617e-07 2.172907734170769e-06 1.0962864571136685e-07 -8.272143192759238e-06 2.1533845314278197e-06
