 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00047162514769328776 7.906294313630591e-07 -2.3722737090374596e-06 -8.697051211462914e-07 1.361129380250228e-06 -2.9354564450045666e-07 -2.0242087239967236e-07 1.782989295320481e-06 7.315494258506703e-07 2.858251196966391e-07 -7.195797052385108e-07 -9.942372395760359e-08 -2.841338488241967e-07 6.736535524716211e-07 6.476254006724693e-07 -7.947940130196312e-07 -1.8772353342926118e-07 -2.4133686925377254e-07 7.311537066364852e-07 1.0662622874431322e-06 5.064132865065232e-07 -1.85272759723422e-06 1.88364406076686e-05 -7.052885777103243e-06 4.10835090896408e-06
PC1 7.906294313630591e-07 1.5927042142614224e-06 -9.218535524779283e-07 1.4679162297139777e-08 -6.172937627596406e-08 -1.8083773379564518e-07 2.0639103864793382e-08 1.2459722831701285e-07 1.3886949157970875e-07 -7.062781259286445e-08 1.186318153134125e-07 -8.535911102447251e-08 2.775606523849836e-07 -7.622609451578055e-08 -1.1758542013120922e-07 -2.627088923595893e-07 -1.959129523551278e-07 -5.9086484664066524e-09 -1.9884830507303786e-08 8.310259606934496e-08 2.038222789837623e-08 3.963377433495884e-07 1.325375638764717e-06 4.920167645461849e-07 5.526236189468474e-07
PC2 -2.3722737090374604e-06 -9.218535524779277e-07 2.3995880866480116e-05 4.005726913635195e-07 7.551836081007801e-07 -2.3325229689823012e-07 -5.592072773266282e-08 -5.6711317578737275e-08 2.3670670921205613e-07 3.732766662827771e-08 -2.4868185306510517e-09 -2.3715554236298802e-08 -8.523979108054231e-08 2.107708907864584e-07 -3.198550795326889e-07 2.609186897097522e-07 -9.825232177625331e-08 5.495932093786939e-07 8.954106866622599e-08 -1.7734106388169038e-07 1.0598328019250409e-07 -2.604594979358729e-06 -1.09385487092949e-06 5.766580280435913e-07 4.183806015560647e-06
PC3 -8.697051211462916e-07 1.4679162297139754e-08 4.005726913635197e-07 3.1355180675295467e-06 2.4155469581353547e-08 4.6541464845228527e-07 8.967335188192038e-09 7.709277612477866e-08 -6.771595096364203e-08 -4.222781146493738e-07 -7.869355833290794e-09 1.291438152164051e-07 1.3228885979536462e-07 -3.439111539145997e-07 -5.375915519059099e-08 -2.199868647106367e-08 -8.189826494198531e-09 -9.262479326114216e-08 -2.7267038692543595e-07 1.536712898656485e-07 5.5850200451922264e-08 4.0101785230573476e-07 -5.58525767116078e-07 -8.676319443442936e-07 3.7853677577811563e-06
PC4 1.3611293802502286e-06 -6.172937627596411e-08 7.551836081007801e-07 2.4155469581353643e-08 5.221163914934671e-06 8.328213220178952e-07 -2.8574985662631107e-07 5.0408719597747026e-08 -6.183765137862211e-07 1.2003223288244344e-07 1.5434679102019372e-07 -3.203148897087291e-08 -4.0114531996318263e-07 -1.4884918375877718e-07 -4.584290656748492e-09 -5.452974704937235e-09 1.1408152419114122e-08 7.111498561266499e-08 -9.328640917630298e-08 -1.2156392114768008e-07 1.4001146169042765e-08 -1.4317277407069653e-07 -4.867934281245089e-07 -3.1684642555579074e-06 2.4705096180377123e-06
PC5 -2.9354564450045555e-07 -1.808377337956452e-07 -2.3325229689823e-07 4.654146484522852e-07 8.328213220178948e-07 8.386884619279344e-06 1.2221840150416138e-07 5.71800941110531e-07 -2.606855833416099e-07 -1.2105973647198872e-07 -1.2339600893478734e-07 -4.412520532879782e-07 2.845676652873205e-07 -4.007722063916179e-07 1.9862895196774192e-07 -3.3740222922715554e-08 -5.6904580680465755e-08 2.8125543225579703e-07 -7.057857600352899e-08 1.841828154792797e-07 5.096221570994579e-08 1.1556867359436318e-06 1.0599788259816809e-06 7.919870211398221e-07 6.314376174310989e-07
PC6 -2.0242087239967416e-07 2.063910386479338e-08 -5.5920727732662844e-08 8.96733518819209e-09 -2.857498566263109e-07 1.222184015041616e-07 7.98375572358915e-06 -6.718572828410232e-09 8.274526200201434e-08 -2.9338110710126764e-08 4.138549938557951e-08 -1.4813622490700038e-07 1.078414754285777e-07 -1.7475438204621908e-07 -6.967482923042008e-08 4.683627195333424e-08 -7.062083189331072e-09 2.2698804167205374e-07 -9.185408867926744e-08 -1.6901810654145076e-09 -2.1364595356528112e-07 9.146356403201515e-07 -1.0083545811867105e-06 -6.64950457991069e-07 3.074038805333707e-06
PC7 1.7829892953204795e-06 1.2459722831701272e-07 -5.671131757873663e-08 7.709277612477868e-08 5.040871959774706e-08 5.718009411105311e-07 -6.718572828410192e-09 6.593290336550088e-06 2.9377529325944783e-07 -1.295544366694791e-07 -1.1007347220103262e-07 4.0046091780744863e-07 6.791728782047482e-08 1.7406084552079334e-07 4.822744011827037e-08 -2.66321672597019e-07 6.836707104751169e-09 -2.1434347266741505e-08 6.03584506115291e-08 -2.048265446094826e-08 -1.2748410988786785e-07 -1.6501678766926767e-06 1.7938399144925617e-07 4.723454577180769e-06 -3.6150663763208916e-06
PC8 7.315494258506706e-07 1.3886949157970885e-07 2.3670670921205648e-07 -6.771595096364204e-08 -6.183765137862209e-07 -2.606855833416099e-07 8.274526200201417e-08 2.937752932594479e-07 7.013219511475291e-06 8.975225401902779e-08 1.0760034512296194e-07 -1.99420922699795e-07 2.6324478831277546e-07 -1.8504467943663513e-08 -5.651016710889886e-08 -1.807947783365499e-07 9.495513222816908e-08 3.2733248317553776e-08 -1.1652226312504626e-07 -1.962540105049064e-07 9.13947621919624e-08 -1.0170782510153641e-07 1.2879985897818451e-06 -1.1638450632074903e-06 1.8754073979447686e-06
PC9 2.858251196966411e-07 -7.062781259286434e-08 3.73276666282776e-08 -4.222781146493739e-07 1.2003223288244342e-07 -1.2105973647198878e-07 -2.9338110710126886e-08 -1.2955443666947908e-07 8.97522540190277e-08 6.41953870544028e-06 -4.588423403872803e-08 -1.2518752259096492e-07 -9.132761606168967e-08 1.1718493821956419e-08 -1.719496014055621e-07 1.601047236852281e-07 2.829317112754918e-07 2.2221814360892394e-07 -2.1511578456732693e-07 -1.456893456210111e-07 -1.4058993182632305e-07 1.799787894275392e-06 1.4913509944541574e-06 4.3400471316640846e-07 -3.50718072739453e-06
PC10 -7.195797052385105e-07 1.1863181531341237e-07 -2.4868185306511654e-09 -7.869355833290833e-09 1.543467910201937e-07 -1.2339600893478744e-07 4.138549938557961e-08 -1.1007347220103258e-07 1.076003451229619e-07 -4.588423403872786e-08 5.9851768085950614e-06 -1.2864882473061954e-07 1.2575796817715723e-07 -2.260862817137365e-07 -3.8603274035762505e-08 -1.0931384034277213e-07 -2.7279522890342216e-07 1.245985865191979e-07 1.5530635450414447e-07 1.8154474279580187e-07 -4.91991750664272e-08 -3.7025522037621694e-07 1.176359270124528e-06 1.762321273510082e-06 -1.5823653099225476e-06
PC11 -9.942372395760392e-08 -8.535911102447246e-08 -2.3715554236298626e-08 1.2914381521640524e-07 -3.203148897087281e-08 -4.412520532879781e-07 -1.4813622490700046e-07 4.004609178074488e-07 -1.9942092269979496e-07 -1.25187522590965e-07 -1.286488247306195e-07 6.005736504423118e-06 -1.7489420369071548e-07 6.682897735016749e-08 -2.0099787864394993e-07 1.641324875057618e-07 1.410312938053184e-07 1.3340618594168626e-07 2.6644144238110735e-08 1.8801534112050984e-07 1.933750441123681e-07 3.9530266158783543e-07 -2.1396892935715576e-06 3.2480660211147537e-06 1.061992700780252e-06
PC12 -2.841338488241972e-07 2.7756065238498356e-07 -8.523979108054212e-08 1.3228885979536446e-07 -4.011453199631827e-07 2.845676652873203e-07 1.0784147542857773e-07 6.791728782047485e-08 2.632447883127757e-07 -9.132761606168967e-08 1.2575796817715728e-07 -1.7489420369071545e-07 5.626787247068014e-06 -6.188827147411442e-08 -6.618925280767293e-08 -1.8459036990903052e-07 1.7639407251158862e-08 -4.698355344571006e-08 -6.564802289792048e-08 8.489754359157422e-08 -7.738992437111569e-08 9.994415326661766e-07 1.0106685019130114e-06 -2.3647540886150993e-06 -1.6833004268938401e-07
PC13 6.736535524716226e-07 -7.62260945157806e-08 2.1077089078645866e-07 -3.4391115391459967e-07 -1.4884918375877697e-07 -4.007722063916177e-07 -1.7475438204621905e-07 1.740608455207934e-07 -1.8504467943663615e-08 1.1718493821956419e-08 -2.260862817137366e-07 6.682897735016753e-08 -6.188827147411467e-08 5.608783695627119e-06 -1.8179547485394e-07 3.6026707107035366e-07 1.49017459521746e-07 4.234602706041269e-08 3.535889437583543e-08 -1.398925621998899e-09 4.4882690194472656e-08 6.486375866334635e-07 1.909809543944193e-06 -3.4241066695866075e-06 6.743254376235242e-07
PC14 6.4762540067247e-07 -1.1758542013120929e-07 -3.1985507953268875e-07 -5.375915519059103e-08 -4.584290656748394e-09 1.9862895196774206e-07 -6.967482923042004e-08 4.82274401182703e-08 -5.6510167108898604e-08 -1.7194960140556193e-07 -3.860327403576256e-08 -2.0099787864394983e-07 -6.618925280767291e-08 -1.8179547485394012e-07 5.846691188462951e-06 -6.636544088291387e-09 -9.237534566562189e-08 8.362830857310915e-09 1.899614835682386e-07 8.521636570161558e-08 5.203748793752003e-09 -5.273933771892287e-07 2.836129879704197e-06 -9.140674519793651e-07 -2.760693496437456e-06
PC15 -7.947940130196316e-07 -2.627088923595892e-07 2.609186897097523e-07 -2.1998686471063665e-08 -5.452974704937376e-09 -3.37402229227156e-08 4.683627195333424e-08 -2.663216725970191e-07 -1.8079477833654984e-07 1.601047236852283e-07 -1.093138403427722e-07 1.641324875057617e-07 -1.8459036990903065e-07 3.6026707107035366e-07 -6.636544088291388e-09 5.545163082905554e-06 1.296910725769518e-07 -1.607548876089482e-07 -8.27156879652272e-09 1.4859027596872756e-08 5.4172847220492886e-08 1.1694107753384354e-06 -1.7732427594844283e-07 5.217507711891503e-07 -1.0185497763041837e-06
PC16 -1.8772353342926152e-07 -1.9591295235512772e-07 -9.825232177625298e-08 -8.189826494198587e-09 1.1408152419114128e-08 -5.690458068046555e-08 -7.062083189331e-09 6.836707104751272e-09 9.495513222816914e-08 2.829317112754918e-07 -2.727952289034221e-07 1.4103129380531834e-07 1.763940725115886e-08 1.4901745952174592e-07 -9.237534566562178e-08 1.296910725769519e-07 5.592664482392553e-06 5.272234995951487e-08 -1.5468158111854096e-07 -2.5129374056749146e-07 -1.1234623638912667e-07 -5.265295567410285e-07 -9.086733811441671e-07 -2.9056543652489345e-07 1.314816560387005e-06
PC17 -2.4133686925377323e-07 -5.908648466406581e-09 5.495932093786942e-07 -9.262479326114216e-08 7.111498561266531e-08 2.81255432255797e-07 2.269880416720539e-07 -2.1434347266741607e-08 3.273324831755356e-08 2.2221814360892386e-07 1.2459858651919781e-07 1.3340618594168634e-07 -4.6983553445710105e-08 4.234602706041254e-08 8.362830857310788e-09 -1.6075488760894848e-07 5.272234995951501e-08 5.3517828685897055e-06 1.6714966434136956e-07 -1.0253381751792182e-07 4.799746035324933e-08 3.2404711355927505e-07 4.6523789543287877e-07 -1.5858043185946295e-06 -1.847620550994585e-07
PC18 7.311537066364851e-07 -1.9884830507303763e-08 8.95410686662259e-08 -2.72670386925436e-07 -9.328640917630287e-08 -7.057857600352886e-08 -9.185408867926711e-08 6.035845061152898e-08 -1.1652226312504629e-07 -2.1511578456732693e-07 1.5530635450414452e-07 2.664414423811073e-08 -6.564802289792034e-08 3.535889437583507e-08 1.8996148356823866e-07 -8.271568796522737e-09 -1.546815811185409e-07 1.6714966434136953e-07 5.224039217268944e-06 -1.132524853052842e-07 5.4028620260614394e-08 9.305251307685541e-07 5.079731378158627e-07 4.345330094738166e-07 -1.8595031636466219e-06
PC19 1.0662622874431318e-06 8.310259606934507e-08 -1.7734106388169072e-07 1.5367128986564866e-07 -1.2156392114768024e-07 1.841828154792795e-07 -1.6901810654145725e-09 -2.0482654460948293e-08 -1.962540105049063e-07 -1.456893456210112e-07 1.8154474279580187e-07 1.880153411205099e-07 8.489754359157412e-08 -1.398925621998769e-09 8.521636570161562e-08 1.4859027596872746e-08 -2.512937405674915e-07 -1.0253381751792174e-07 -1.1325248530528429e-07 5.285522896615407e-06 1.045298234027395e-07 7.656411713408903e-08 3.1411910807176088e-06 -1.3208380637909054e-06 -1.3116361567654397e-06
PC20 5.064132865065245e-07 2.0382227898376286e-08 1.0598328019250391e-07 5.585020045192246e-08 1.4001146169042813e-08 5.0962215709945835e-08 -2.136459535652811e-07 -1.2748410988786756e-07 9.139476219196242e-08 -1.4058993182632313e-07 -4.919917506642707e-08 1.933750441123681e-07 -7.738992437111574e-08 4.488269019447266e-08 5.203748793751966e-09 5.417284722049293e-08 -1.1234623638912667e-07 4.799746035324926e-08 5.40286202606144e-08 1.0452982340273955e-07 4.8929584191770354e-06 -2.6347674970612296e-08 -4.280353024206784e-07 1.7361420753457333e-06 -1.2883926523260071e-06
proband -1.8527275972342179e-06 3.9633774334958885e-07 -2.6045949793587287e-06 4.010178523057355e-07 -1.4317277407069663e-07 1.1556867359436308e-06 9.14635640320152e-07 -1.650167876692677e-06 -1.0170782510153672e-07 1.799787894275392e-06 -3.7025522037621705e-07 3.9530266158783517e-07 9.994415326661766e-07 6.486375866334647e-07 -5.273933771892287e-07 1.1694107753384352e-06 -5.265295567410284e-07 3.2404711355927495e-07 9.305251307685533e-07 7.656411713408946e-08 -2.634767497061104e-08 0.0003222351207910887 -0.00012390767939906127 -2.867474356200282e-05 -4.150378822723442e-05
maternal 1.8836440607668607e-05 1.3253756387647136e-06 -1.093854870929492e-06 -5.585257671160847e-07 -4.867934281245097e-07 1.0599788259816739e-06 -1.008354581186711e-06 1.7938399144925667e-07 1.2879985897818454e-06 1.4913509944541589e-06 1.1763592701245256e-06 -2.1396892935715504e-06 1.0106685019130093e-06 1.909809543944193e-06 2.8361298797041943e-06 -1.7732427594843833e-07 -9.086733811441635e-07 4.6523789543288354e-07 5.079731378158704e-07 3.141191080717599e-06 -4.280353024206828e-07 -0.0001239076793990612 0.0016550231320092887 -0.0012399934237250516 -0.0010362951986949472
gpm -7.05288577710326e-06 4.920167645461868e-07 5.76658028043601e-07 -8.676319443442881e-07 -3.1684642555579066e-06 7.919870211398321e-07 -6.649504579910658e-07 4.723454577180764e-06 -1.1638450632074884e-06 4.340047131664047e-07 1.7623212735100873e-06 3.2480660211147477e-06 -2.3647540886150955e-06 -3.4241066695866088e-06 -9.140674519793606e-07 5.217507711891462e-07 -2.9056543652489536e-07 -1.5858043185946342e-06 4.345330094738085e-07 -1.3208380637908906e-06 1.7361420753457362e-06 -2.8674743562003104e-05 -0.0012399934237250518 0.003177411673102053 -0.0006317295159634386
gmm 4.108350908964061e-06 5.526236189468488e-07 4.1838060155606435e-06 3.7853677577811597e-06 2.4705096180377127e-06 6.314376174310985e-07 3.074038805333708e-06 -3.6150663763208895e-06 1.8754073979447644e-06 -3.5071807273945295e-06 -1.582365309922549e-06 1.0619927007802446e-06 -1.6833004268938476e-07 6.743254376235233e-07 -2.760693496437457e-06 -1.018549776304187e-06 1.3148165603870007e-06 -1.847620550994621e-07 -1.8595031636466267e-06 -1.3116361567654403e-06 -1.2883926523260059e-06 -4.150378822723424e-05 -0.0010362951986949472 -0.0006317295159634394 0.002721386810500595
