 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0004228992981258113 9.726019058219968e-07 6.98150155140974e-08 3.014972740400084e-07 9.46848531350773e-07 -1.9335771721753813e-06 6.284011837756177e-07 1.0891992306851586e-06 -2.9652062181610273e-07 1.6682347325071396e-06 -3.7217443504945206e-08 1.0173859465827337e-06 -2.123268012132083e-06 1.3980283603035226e-06 -1.7888526681676396e-06 -1.5873032627589375e-06 -9.730865577718049e-07 8.696920919040149e-08 -2.809069559595242e-07 1.853706260143093e-06 1.143120762451462e-06 -4.182295246697276e-06 2.6613196126334517e-05 -5.139039558429719e-05 5.0095737215907285e-06
PC1 9.726019058219974e-07 1.4544158927834445e-06 -1.2086320370364538e-06 -1.219761252903223e-07 -8.306190176095985e-08 -1.4254732736340782e-07 -1.4166215224330955e-10 3.6092435440225204e-08 5.132322253612773e-08 5.41208516749829e-09 7.052028154757059e-09 -8.877990881725115e-08 4.368798131549594e-07 -1.7004232697513853e-08 -2.497924103484827e-07 -4.1878532684247664e-07 -3.8465193333620693e-07 9.06526524978902e-08 1.4860940343357429e-08 1.2526843062299054e-07 -3.3519841276116234e-08 6.340392849514818e-07 -1.946385939368299e-06 7.714390364151286e-07 3.8141718317508187e-06
PC2 6.98150155141004e-08 -1.2086320370364542e-06 3.189030579847949e-05 5.132192458832016e-07 1.009224695287656e-06 -6.406777982395354e-07 -2.1881265926766378e-07 -1.9003197992108848e-07 8.81403433971837e-07 -2.6125940236088797e-07 1.7705126401823902e-07 -1.9093032173553188e-08 -4.4723078447629436e-07 1.855812389609843e-07 -1.846143277445502e-07 1.0184967789199476e-07 -1.5660156066058245e-07 3.608773878845162e-07 -1.487579306969194e-07 -2.5443247438240976e-07 -1.575515112624999e-07 -7.099716695030939e-07 5.608806922254147e-06 2.5429532167441612e-08 -5.106207935845859e-06
PC3 3.014972740400078e-07 -1.2197612529032227e-07 5.132192458832016e-07 2.9208360500095284e-06 6.232085595132819e-08 7.950078990991172e-07 5.861714890035079e-08 2.587843911303248e-07 -1.2769416640349905e-07 -6.889242956796486e-07 1.6032490453584077e-07 2.626545169855203e-07 4.9167751875062125e-08 -3.197336274539087e-07 1.548883161824591e-07 -1.1346666368665453e-07 6.063502499084352e-10 -1.8142174521612355e-07 -2.3749180429671937e-07 2.474102039945981e-07 1.0023585600828945e-07 4.265880875560642e-07 -9.034891418212752e-07 1.996885515989305e-06 1.5575292042336464e-06
PC4 9.468485313507738e-07 -8.306190176095986e-08 1.0092246952876557e-06 6.232085595132816e-08 5.653924027318345e-06 1.2120341193104933e-06 -1.4647174270224056e-07 9.40205532424174e-08 -5.889272586162651e-07 4.443327307300884e-07 1.2895964103797027e-07 2.2494837829613628e-07 -5.545568141379488e-07 -1.3287270549863884e-07 -1.1048247380254072e-07 -7.822494477224733e-08 1.6671691490633658e-07 -6.038496208128365e-08 -2.0664829595409595e-07 -8.861898448716993e-08 -1.2318596491139615e-08 1.0698814916300282e-07 -2.6222923063909965e-06 -2.928035028151562e-06 6.039236362523908e-06
PC5 -1.933577172175382e-06 -1.425473273634078e-07 -6.406777982395354e-07 7.950078990991174e-07 1.212034119310493e-06 1.0847615329221602e-05 3.32801545728266e-07 7.978509619754571e-07 -3.882301764192782e-07 -3.305765029869474e-07 -2.3142231711816155e-07 -6.94156179918925e-07 4.0682096675229633e-07 -8.855590959784445e-07 4.331680606961344e-07 -3.6876737329760056e-08 -6.337468681581345e-08 4.850378273954191e-07 -2.3446555507832945e-07 1.474521761178661e-07 -3.489715088268278e-08 1.6230846081161632e-06 1.254251539103085e-07 2.1903228098577374e-06 3.407562837303642e-06
PC6 6.284011837756162e-07 -1.416621522433575e-10 -2.1881265926766347e-07 5.861714890035087e-08 -1.4647174270224048e-07 3.3280154572826565e-07 1.0255844464976546e-05 5.153323409308247e-08 6.213698873030476e-08 2.3945621229538847e-07 1.145125238415343e-07 -2.926078465349864e-07 -7.442300499093686e-08 -2.5036098599450546e-07 -1.1738868631287202e-07 -2.8643214005534893e-08 -1.232461295559824e-07 3.6263239354054367e-07 -2.839572087985332e-07 -5.942163021534796e-08 -2.5688084066375967e-07 9.357601777159846e-07 -1.9478892077375213e-06 7.621394073168824e-06 -3.697701148959695e-06
PC7 1.0891992306851597e-06 3.609243544022523e-08 -1.9003197992108858e-07 2.5878439113032485e-07 9.402055324241764e-08 7.978509619754575e-07 5.1533234093082486e-08 8.32340682577188e-06 3.3620659803474557e-07 -2.554070642858052e-07 -1.2074026193694836e-07 6.484267580816687e-07 8.867601144935637e-08 5.291548886071462e-07 -1.8414564062887925e-07 -2.1894046014545025e-07 -3.0533481404078145e-07 -1.8477752573513183e-07 1.4537015427026387e-07 4.729268474265556e-08 -1.4278924977843887e-07 -8.69944186504841e-07 1.0348672793883437e-06 1.2246185753677595e-06 -2.876500329048734e-06
PC8 -2.965206218161018e-07 5.132322253612771e-08 8.814034339718371e-07 -1.2769416640349902e-07 -5.889272586162655e-07 -3.8823017641927817e-07 6.213698873030459e-08 3.3620659803474573e-07 8.933118166223247e-06 2.8213345519975423e-07 1.0893334596073373e-07 -5.470179187358773e-07 -1.19376541682043e-10 1.2758483023063847e-07 -6.8195024315257865e-09 -1.8477906982034644e-07 1.3840633998739093e-07 8.204880507857057e-08 -2.4093940770155626e-07 -2.3677068194095816e-07 2.876732703041539e-07 3.925996578328192e-07 7.301457797097141e-08 2.4323541120233783e-07 7.613824802488212e-07
PC9 1.6682347325071387e-06 5.4120851674982595e-09 -2.6125940236088813e-07 -6.889242956796487e-07 4.4433273073008836e-07 -3.305765029869471e-07 2.394562122953883e-07 -2.5540706428580514e-07 2.821334551997541e-07 8.059770588917002e-06 -3.1604208368230733e-07 -1.3961448099358517e-07 -1.2679228146577556e-07 -1.9169107436730871e-07 -3.175837588204978e-07 2.354372099496401e-08 1.834118551518801e-07 2.0323133138695238e-07 -3.896553293086164e-07 -1.9930417367458012e-07 -2.730275579317563e-07 2.1864481496692166e-06 4.030304080837953e-07 -8.443442520814983e-06 1.9273395436019555e-06
