 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0006138534410896439 1.8382286166416847e-06 9.601451920520808e-07 1.2532140809334447e-07 2.013855944089817e-06 -1.0099950978473959e-06 1.1209435586594882e-06 8.057495319013667e-07 1.5767421734099886e-06 1.401612621558016e-06 1.4538748838820388e-07 2.8981576059346457e-06 -2.797665950167785e-06 1.608473352544255e-06 -1.3043894997964844e-06 -1.782964993225391e-06 -2.0469461794551546e-06 -8.165639101323023e-07 -3.014742373599818e-07 2.6979657453119775e-06 5.752466048769093e-07 -8.791786519591371e-07 5.8093676781908565e-05 3.608807861336948e-05 -0.00010958927607384205 1.3011162647261109e-05 -5.676236895328721e-05 3.489871842747121e-05
PC1 1.8382286166416845e-06 2.105885142064154e-06 -1.576017449016423e-06 -1.5030521545925926e-07 -4.362760142297206e-08 -2.856937377436712e-07 3.8262804072430066e-08 1.3011177561123385e-07 9.742031268643728e-08 -6.841210435176514e-08 8.869512282240935e-08 -2.271550169682179e-08 5.179059707177054e-07 -1.3144313378643256e-07 -2.97204427122988e-07 -5.639585019175892e-07 -4.89798239695695e-07 1.3794159189804128e-07 -4.9271875428416674e-08 1.8911239686930408e-07 -7.126335750934593e-08 -3.6176847616686943e-07 -1.3779924146439754e-06 2.458850475582046e-06 9.43484468959664e-07 4.769073734746725e-06 1.2333971185155951e-06 2.2997545724797693e-07
PC2 9.60145192052082e-07 -1.576017449016423e-06 4.085585137711987e-05 8.570183391728061e-07 1.1016572087834171e-06 -4.916075368427801e-07 -6.043862867174398e-08 -1.4320715863438489e-07 9.339666772560926e-07 -3.7511881053947016e-07 3.646661047971171e-07 -4.4306409447015885e-07 -6.701108727279071e-07 5.791203650826334e-07 -8.817018088561824e-07 4.564803138998527e-07 4.095311080371186e-08 6.587186356856645e-07 2.8216895759126565e-07 -3.321272942922995e-07 -2.992041049953041e-07 -6.306197931421956e-06 1.0042193763425084e-05 -9.475276273235972e-07 -1.1281666543019317e-06 -4.251111144875198e-06 -4.002061686503553e-06 6.7058417512429474e-06
PC3 1.253214080933429e-07 -1.5030521545925944e-07 8.570183391728063e-07 4.1028016984948815e-06 1.1061020051589561e-07 8.854649553703708e-07 1.9113662173467444e-08 2.958620083741241e-07 -1.4786882868354322e-07 -8.412679833070328e-07 8.233952615024134e-08 2.524601861720748e-07 2.1973610106061654e-08 -4.988312030796055e-07 1.0523615265559805e-07 -3.230051593817257e-08 1.8642559672738808e-07 -2.7809701332302787e-07 -3.808321633573911e-07 3.2065751378668973e-07 7.538875567262948e-08 -1.1509814911203665e-06 7.131241773703117e-07 8.387121799447347e-07 2.398291717112196e-06 7.385040583377247e-07 -7.080465979452603e-06 7.059002193993951e-06
PC4 2.0138559440898166e-06 -4.362760142297209e-08 1.1016572087834165e-06 1.1061020051589551e-07 7.553397848717304e-06 1.3196096798080793e-06 -3.4140205225784075e-07 1.2213805576435106e-07 -9.84219980992469e-07 3.89429505126302e-07 2.0207374598517755e-07 1.526594224209349e-07 -8.14268452607242e-07 -4.0056703889099713e-07 -4.277016974118766e-08 -8.284469140877843e-08 4.203083510065189e-08 -3.67152051269963e-08 -3.765047797704913e-07 -1.3874689083010538e-07 1.1011733138292314e-07 1.841782217450119e-07 -6.102198628078842e-06 2.0620129677503467e-06 -2.312369387689499e-06 9.943001341026599e-06 -9.044527003591908e-06 1.3995413320991648e-06
PC5 -1.0099950978473963e-06 -2.8569373774367133e-07 -4.916075368427802e-07 8.854649553703709e-07 1.3196096798080797e-06 1.373583852581761e-05 2.9437359634979584e-07 8.95963943701795e-07 -5.598190809864693e-07 -2.899815791957434e-07 -1.4388870842416456e-07 -8.951021533443951e-07 4.1039278692380235e-07 -8.109525328574636e-07 4.996279168199067e-07 -6.51854880432692e-08 -1.6582459607300752e-07 5.764292534430275e-07 -2.510358632703827e-07 1.6160823071176466e-07 6.492503191444462e-08 2.014086718545587e-06 4.4039040427548246e-08 4.204137740415971e-06 1.2179896862821022e-07 4.987123269405583e-06 1.497083439683016e-06 -5.770306095845248e-06
PC6 1.1209435586594875e-06 3.826280407243008e-08 -6.043862867174409e-08 1.9113662173467517e-08 -3.414020522578406e-07 2.943735963497959e-07 1.2938869251137289e-05 -4.385578225839718e-08 3.3305518737832425e-07 1.1977339182973708e-07 9.160439228948135e-08 -3.6908684270446387e-07 1.6818755329249008e-07 -3.2612083580133406e-07 -2.399805722652586e-07 4.3207926571462837e-08 -8.383617839863945e-08 2.2341737093118992e-07 -3.512169155445243e-07 -1.236042645082524e-07 -4.5682380572362795e-07 -3.654960237461786e-08 -5.072308509913406e-07 -4.8097341045788826e-06 1.0067616018877463e-05 -8.28618313411729e-06 -1.1568997248104673e-06 7.4038900175873895e-06
PC7 8.057495319013679e-07 1.3011177561123388e-07 -1.4320715863438528e-07 2.958620083741242e-07 1.2213805576435106e-07 8.959639437017948e-07 -4.385578225839691e-08 1.0786086905134425e-05 5.872419750734393e-07 -2.0971030517664537e-07 -1.2695222436178096e-07 9.364898131933643e-07 8.907875388530665e-08 3.549160990535421e-07 -6.478958527951156e-08 -3.062522920179483e-07 -2.3574899947719756e-07 -8.654212534735574e-08 1.3960645956110592e-07 -9.198133908511563e-09 -1.7332691647045492e-07 -1.2326314666560963e-06 1.2472646243102814e-06 2.1530806165932544e-06 -4.2830722777272434e-07 -1.1775191750301484e-06 1.1044728367325122e-05 -1.3035574766832973e-05
PC8 1.576742173409995e-06 9.742031268643728e-08 9.33966677256093e-07 -1.4786882868354283e-07 -9.842199809924686e-07 -5.598190809864691e-07 3.3305518737832425e-07 5.87241975073439e-07 1.158653749042302e-05 2.6527605656665397e-07 1.88847365163466e-08 -5.837196600902792e-07 1.8274312978063907e-07 8.374037181888873e-08 -1.1751995019178173e-07 -4.731688215333568e-07 5.4376366327313424e-08 1.204615068412038e-07 -4.4162927925495236e-07 -2.320155533945645e-07 2.387603919285128e-07 -1.8235839197488335e-06 3.5574477878193183e-06 5.538878159250681e-06 9.809728511203334e-07 -2.009585118001964e-06 -7.66127044700805e-06 4.741781808697957e-06
PC9 1.401612621558014e-06 -6.841210435176518e-08 -3.751188105394702e-07 -8.412679833070324e-07 3.8942950512630195e-07 -2.899815791957431e-07 1.197733918297374e-07 -2.0971030517664545e-07 2.6527605656665423e-07 1.0252291654380344e-05 -2.9940141621877823e-07 5.4475883406954673e-08 -3.745149818213601e-07 -7.269935890373737e-08 -6.240011883077318e-07 2.809392921182717e-07 4.530126208484978e-07 5.002122336575688e-07 -1.9411530461276304e-07 -1.3426085193642073e-07 -4.2583602996275475e-07 2.5770139738748303e-06 8.586774266357053e-07 3.576604637405722e-06 -1.0379539194608635e-05 2.0764604777530424e-06 2.647164166931699e-06 -7.579781133031656e-06
PC10 1.453874883882018e-07 8.869512282240935e-08 3.6466610479711703e-07 8.233952615024137e-08 2.0207374598517729e-07 -1.438887084241647e-07 9.16043922894814e-08 -1.26952224361781e-07 1.888473651634649e-08 -2.9940141621877844e-07 1.0365692962213744e-05 -3.572263268773473e-07 4.2769474027639085e-08 -3.3743312504706367e-07 -1.663159415090104e-08 2.0851690003365066e-07 -1.758746207758647e-07 -1.8167548590743066e-07 2.2201438767943572e-07 4.862858035031665e-07 -1.9294711653973036e-07 -1.4846979456997502e-06 -2.048422517090985e-06 2.4753625956089807e-06 3.336677490609591e-06 5.013797447237257e-07 3.4329590486766066e-06 -5.009863694544241e-06
