 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.000427003980679221 1.002301477006345e-06 -3.455927473297055e-08 2.967981267291221e-07 8.874336046946598e-07 -1.9706189533616715e-06 7.484012118749012e-07 1.0478847751918529e-06 -2.9610933887315497e-07 1.6880725310608836e-06 7.436162918632906e-09 1.1715116733559144e-06 -2.222970958785282e-06 1.4743095146248179e-06 -1.8787369140360154e-06 -1.6831002029150725e-06 -1.050435960141957e-06 3.551723703988639e-08 -3.2853583368249735e-07 1.9207708235383115e-06 1.135161557885334e-06 -4.049240804925736e-06 2.7412741853045328e-05 -5.213800267081422e-05 4.108097726903399e-06
PC1 1.0023014770063456e-06 1.4732030164079076e-06 -1.2501251087359028e-06 -1.2591259275593559e-07 -8.682048109269936e-08 -1.4436900167115433e-07 2.444472773970539e-09 3.9010714147818194e-08 5.439661024822434e-08 8.643981072703422e-09 6.298357963452416e-09 -9.086430519254891e-08 4.546138329816141e-07 -1.6626589548279916e-08 -2.606936036105484e-07 -4.3637569068266946e-07 -4.050096705886748e-07 9.759705332067643e-08 1.488812238351567e-08 1.3033743930748062e-07 -3.4647894165615653e-08 6.654408702314559e-07 -1.990794497909888e-06 7.447855326135623e-07 3.844255831543301e-06
PC2 -3.455927473297115e-08 -1.2501251087359026e-06 3.306437122509615e-05 5.398869868856549e-07 1.0566243691444326e-06 -6.656421170918874e-07 -2.3099430072835502e-07 -2.0712239439752325e-07 9.245936823351526e-07 -2.740999122839892e-07 1.7711163503485702e-07 -2.0877495981785534e-08 -4.798675410286726e-07 1.8899819004314467e-07 -1.9551448993662774e-07 9.526410472138508e-08 -1.609408337730378e-07 3.790686516913308e-07 -1.696009616857198e-07 -2.7194046126578355e-07 -1.6714998649272615e-07 -6.82791361380852e-07 5.835742631177613e-06 4.0970045854986276e-08 -5.44904695741739e-06
PC3 2.967981267291221e-07 -1.2591259275593556e-07 5.398869868856548e-07 2.9617600122580583e-06 6.624331670013291e-08 8.252910714106042e-07 6.567456328613946e-08 2.719684052971301e-07 -1.2437288810477646e-07 -7.152479537908988e-07 1.6753254489656384e-07 2.7051826506938483e-07 5.271932564536834e-08 -3.3396449417990355e-07 1.55091871422505e-07 -1.1661985763716306e-07 1.6537888837895294e-09 -1.934804150956704e-07 -2.528635770171499e-07 2.615068421181166e-07 1.0483771749397684e-07 4.432590815336051e-07 -9.635827692594371e-07 2.111430404474104e-06 1.522225361844194e-06
PC4 8.874336046946596e-07 -8.682048109269933e-08 1.056624369144433e-06 6.624331670013294e-08 5.762022673727412e-06 1.265861305735569e-06 -1.4951694347245365e-07 9.775245291945544e-08 -6.145490236892985e-07 4.5671321343780896e-07 1.317933924171909e-07 2.337170835822886e-07 -5.759291663885915e-07 -1.43070635163677e-07 -1.171466643066581e-07 -8.622258535529111e-08 1.7497120910265693e-07 -5.468073890876681e-08 -2.235080160035363e-07 -9.470917905880561e-08 -7.767074014605362e-09 8.358494167090391e-08 -2.6853171861462714e-06 -2.9928221049511978e-06 6.279435407526513e-06
PC5 -1.9706189533616715e-06 -1.443690016711544e-07 -6.656421170918868e-07 8.252910714106043e-07 1.2658613057355695e-06 1.1192005901751629e-05 3.500588969625492e-07 8.41452821099305e-07 -4.188059693287353e-07 -3.482651077988181e-07 -2.4660739556543624e-07 -7.318980942398171e-07 4.164102053938083e-07 -9.320804486704383e-07 4.5361423520925293e-07 -3.975611287987831e-08 -6.72386319610738e-08 5.091460441011754e-07 -2.4672307822754494e-07 1.633604436938104e-07 -3.4524412652586003e-08 1.6409904073233714e-06 1.0386471459021382e-07 2.150538850066554e-06 3.5837815712162565e-06
PC6 7.484012118749017e-07 2.444472773970398e-09 -2.309943007283547e-07 6.56745632861395e-08 -1.495169434724537e-07 3.500588969625493e-07 1.0595911639900942e-05 5.30744583826433e-08 6.429633229115154e-08 2.5247646853674497e-07 1.1581332234336052e-07 -3.0262975273613193e-07 -8.302470368272741e-08 -2.6359951360584427e-07 -1.205069694665405e-07 -3.266935759042423e-08 -1.3018124672415963e-07 3.736203561102081e-07 -2.9181496029548465e-07 -6.787547271140574e-08 -2.647468649554089e-07 9.153587209180392e-07 -1.8863778221961716e-06 7.816662050741441e-06 -3.8913039146070125e-06
PC7 1.0478847751918529e-06 3.901071414781823e-08 -2.0712239439752328e-07 2.719684052971301e-07 9.775245291945548e-08 8.414528210993056e-07 5.307445838264335e-08 8.6001140262863e-06 3.53900107324493e-07 -2.6563753395288193e-07 -1.2122334417815104e-07 6.83927031012526e-07 9.110694764876087e-08 5.524111903881236e-07 -2.0118206136164113e-07 -2.277653868429919e-07 -3.2378500712827457e-07 -1.9440916133306125e-07 1.498038329243043e-07 4.910786014067283e-08 -1.5019785522545885e-07 -8.317224587073998e-07 1.0986132717178862e-06 1.166703977432186e-06 -2.9685839731761037e-06
PC8 -2.961093388731548e-07 5.4396610248224284e-08 9.245936823351523e-07 -1.243728881047766e-07 -6.145490236892984e-07 -4.1880596932873536e-07 6.429633229115162e-08 3.5390010732449316e-07 9.244150722391832e-06 2.9251943431536226e-07 1.2488863276403567e-07 -5.690624836514197e-07 -8.423098972534018e-09 1.3419950195455257e-07 -7.34451852371722e-09 -1.9752297802074417e-07 1.4191129546617093e-07 8.96769936535434e-08 -2.5058888534769204e-07 -2.4219296510598493e-07 3.024845454931101e-07 4.2109317124974654e-07 5.460767303833943e-08 2.1649976726602254e-07 7.859046029772479e-07
PC9 1.688072531060884e-06 8.643981072703288e-09 -2.740999122839889e-07 -7.152479537908986e-07 4.5671321343780886e-07 -3.482651077988178e-07 2.5247646853674487e-07 -2.6563753395288177e-07 2.925194343153621e-07 8.328689954009661e-06 -3.355538042798211e-07 -1.4531142234336666e-07 -1.364593217321083e-07 -1.989600777091245e-07 -3.314999686166173e-07 2.3678506809034038e-08 1.7995487286583828e-07 2.140145189323533e-07 -3.9836351428868843e-07 -2.0473802062673316e-07 -2.860591401291045e-07 2.2918307143197325e-06 4.7521966285279095e-07 -8.824957630892665e-06 1.9581037894546327e-06
