(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal maternal
(Intercept) 0.00186724703894818 2.7616578829474 -0.0476782291789856 0.0472887252599356 -5.440426442257 2.6798590957441 -3.81728292930071e-05 -2.66913317161073e-06 -0.000112544287408561 -4.64022362905032e-05 2.43350180307803e-05 2.08247648618242e-05 -3.31804161032652e-05 1.68476639223459e-05 1.08238678882455e-06 -1.31508060832929e-05 -1.53755615936467e-05 1.669603489967e-06 3.0973584227841e-05 3.93668845091931e-05 2.7682125578913e-05 -2.8655050003595e-06 1.82524919561067e-05 -1.54136690845136e-05 -1.46107799322331e-07 1.33231192695957e-05 -2.62584173987571e-05 -5.67153168587822e-06 4.82708614381605e-05
covarSEX 2.7616578829474 301283.519917001 3728.18724785401 -3724.08935568732 -601602.899275296 300366.063255291 0.200848979422633 0.106702608230359 -0.415558233812578 0.0300309325709868 -0.250741597346838 0.132943097195825 -0.0778824397539208 -0.0574398560985209 -0.134606240168505 0.28012994408805 -0.0900218036415746 0.0302168684413021 -0.0405818477838488 -0.481317804841277 -0.269470717217801 -0.291407739690706 0.236674646726922 -0.183995342014128 0.179664586188403 0.259706424642244 0.229920198770391 0.0269450945721683 -0.226269090230088
covarYOB -0.0476782291789856 3728.18724785401 125.334515719659 -125.196155272874 -7453.92101049032 3726.29168404816 0.000139707006002317 -0.00531034726297095 -0.00545640361641023 -0.00479125162082853 -0.000685205834407735 0.00866904498361217 0.000846376527908893 0.00490621063707491 -0.00162640983342248 0.00511792482716736 -0.000440488688859059 0.00241247487065243 -0.000975136711206069 -0.00121245901380611 -0.0133568939397683 -0.0150327810468835 0.00724119644571802 0.00518698600596303 0.00362532815117812 -0.00316686251685639 0.000869693248962731 -0.00282101383641475 -0.010499022554302
covarYOBsq 0.0472887252599356 -3724.08935568732 -125.196155272874 125.060448852433 7445.87534106 -3722.3430461158 -0.000171953099898937 0.00535846770695927 0.00560693704011086 0.00484701037370797 0.000658971525247999 -0.00871139619263916 -0.00079953644074887 -0.00491885945974335 0.00167611652918359 -0.005080814334701 0.000458709720250036 -0.00242533782868134 0.000973768405349594 0.00113143841556322 0.0133346408873411 0.0150382907692399 -0.00727959944616432 -0.00518160164871353 -0.00365168030474334 0.00317399608720224 -0.000861367237691247 0.00280413859002312 0.0105035526600741
covarSEX_YOB -5.440426442257 -601602.899275296 -7453.92101049032 7445.87534106 1201306.51324196 -599796.73838986 -0.402772641628165 -0.212270998896605 0.834826995124777 -0.0589502328020771 0.503166368699012 -0.268479636106928 0.157356468934181 0.11355555178959 0.271690401674141 -0.55816315208077 0.178399042819427 -0.0576224593973095 0.0828146395346881 0.960576869619851 0.540227045717581 0.581847077716104 -0.473107928881383 0.367122758920088 -0.362684067848202 -0.519726736796987 -0.46022595437217 -0.0534345172357985 0.452654287301074
covarSEX_YOBsq 2.6798590957441 300366.063255291 3726.29168404816 -3722.3430461158 -599796.73838986 299477.124413697 0.201848305256095 0.105585702012958 -0.41935822993663 0.0289199325592927 -0.252445435725946 0.135576261857556 -0.0795173549907843 -0.0561088553146403 -0.137127892286577 0.278066659389748 -0.0883806120981775 0.0274313003289773 -0.0422101531312496 -0.479315888138157 -0.270749545770847 -0.290462482113391 0.236498661239021 -0.18312926292847 0.183025725621109 0.26004133064409 0.230338579166134 0.026483638684152 -0.226419225310311
covarPC1 -3.81728292930071e-05 0.200848979422633 0.000139707006002317 -0.000171953099898937 -0.402772641628165 0.201848305256095 0.00148972223626656 -0.000247475812766857 0.000164163588723382 -8.4733956481509e-05 -2.22940170085537e-05 6.09317262094054e-06 4.26618935265743e-05 5.87510331458851e-05 -9.87078499229541e-06 3.52926018699212e-05 -3.40492998525274e-05 0.000174849213793356 -2.00663233453682e-06 -8.08445944327209e-05 -0.00015545736787191 -0.000132196527935678 2.09582960424249e-05 5.60076277142254e-05 4.39391570170561e-05 -1.05251659829163e-05 -6.01144387931588e-06 3.39044969897914e-05 8.84679422091947e-05
covarPC2 -2.66913317161073e-06 0.106702608230359 -0.00531034726297095 0.00535846770695927 -0.212270998896605 0.105585702012958 -0.000247475812766857 0.00132755439395376 5.25826730281475e-05 0.000119546459007695 -3.40601291783392e-05 -1.70643465500465e-05 1.54271117920057e-06 2.84565339587356e-05 -1.19539001048171e-05 3.9059791811231e-07 1.73206086894834e-05 -3.74603806106104e-05 -3.58431629979792e-07 -4.03106087813736e-05 1.96361143445718e-05 -1.75189002519891e-05 3.6832066257143e-05 -2.17963805264562e-06 9.09094935370303e-06 6.30087974528368e-06 -1.52701754281971e-05 1.50652524562918e-05 2.77497303188432e-05
covarPC3 -0.000112544287408561 -0.415558233812578 -0.00545640361641023 0.00560693704011086 0.834826995124777 -0.41935822993663 0.000164163588723382 5.25826730281475e-05 0.00150943207123535 3.06132904777387e-05 0.000112462994652175 -2.17820822300652e-06 4.04341181124774e-05 -2.33897187013065e-05 -0.000178986119120834 8.15783393190676e-06 9.28944159661577e-05 2.89388987435305e-05 -9.30832703857191e-05 1.77896455274851e-05 1.06981285904826e-05 -7.7905592148927e-06 -5.35315667476848e-05 -6.94646623861216e-05 6.00455845812241e-05 2.30840816400322e-05 2.37726943960046e-07 4.68613415641252e-05 2.65570071678842e-05
covarPC4 -4.64022362905032e-05 0.0300309325709868 -0.00479125162082853 0.00484701037370797 -0.0589502328020771 0.0289199325592927 -8.4733956481509e-05 0.000119546459007695 3.06132904777387e-05 0.00142052563476223 0.000168606798371497 -5.51341791717976e-05 -1.12437720509701e-05 -0.000134626597733236 9.10825202592851e-05 4.44173948340296e-05 6.60109677631778e-05 -8.965457982659e-05 1.72721751309675e-05 -4.84889067430018e-05 -1.53732760489741e-05 3.37475011753101e-05 1.24878296257465e-05 -4.59366312471605e-05 -3.15452557141748e-05 7.07369705784083e-06 -1.30642783938396e-05 -1.48931700372618e-05 2.94398212916741e-06
