(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal gpp gmp
(Intercept) 0.0140923028863385 36.6582677977765 -2.0780189446101 2.06562642976315 -73.1273326386765 36.476552090371 0.000208201333401939 -6.68750733359238e-06 -0.000407887313137483 0.000207610793256845 -0.000407700953452477 0.000234395512783949 2.81365439622594e-06 -0.000232709063038006 -7.66119817878883e-05 0.000111754280562489 -0.000245603554758546 -0.000334152771579372 4.89399050611013e-05 -0.000188513378533056 -0.000196204302301774 -0.000160211108373057 0.000225845760607399 9.64798432796337e-06 0.000195817473893642 0.000150423920689962 -0.000155540223226088 0.000346921892639677 -0.000721734274542142 0.000598336582561501
covarSEX 36.6582677977765 2888721.1172776 35860.5986772119 -35708.4792406772 -5759997.23943119 2871820.40012802 -1.82509401497824 0.462287597499423 0.948215994588095 0.903974352099335 -2.70486544050154 0.299344373192585 1.28931946111809 -0.352008150186698 -0.997660222923677 0.537193916706715 1.99367908123181 -1.3762319574348 1.16322167271722 0.643786052629302 0.498266395663102 -3.36415570054934 -0.781894760734019 -1.09309332185375 -1.10447847521066 0.866346429517107 -1.79369375811921 3.0029842034808 -7.77162105134636 6.91194248028772
covarYOB -2.0780189446101 35860.5986772119 1214.7397584124 -1209.59518793378 -71472.1331636384 35618.3417335161 -0.0336434227942906 0.0226670474238749 0.0539435201260357 -0.0727610903019298 0.0323226341682749 -0.00481527791389108 -0.00705602928961815 0.0553321151371788 0.00456451274415784 -0.0287111562981562 0.096953726004833 0.0471377084618567 0.00442351886098624 0.0298549185321312 -0.00496484636002043 -0.0689344512684024 -0.0340453023250385 -0.0192610586731484 -0.0363257059592411 -0.0248753344943195 -0.0394944143229625 0.0475417603060707 -0.0135408738518881 -0.0683758642410083
covarYOBsq 2.06562642976315 -35708.4792406772 -1209.59518793378 1204.48577214252 71169.7262819558 -35468.0224251316 0.0330523432398513 -0.0222036779838066 -0.0533389205828051 0.0725254418681153 -0.0320301084754131 0.00454023481882291 0.0072778834035605 -0.0549424824995509 -0.00438122198182984 0.0287522259343818 -0.09641767783019 -0.0469554389003807 -0.00411773351637244 -0.0298708230456249 0.00527361679016146 0.0688086359130728 0.0337619483574956 0.0190923573689882 0.0360209197628089 0.0248170726438202 0.0393246777121226 -0.046990077690785 0.0123983501079687 0.068271698851047
covarSEX_YOB -73.1273326386765 -5759997.23943119 -71472.1331636384 71169.7262819558 11485334.3185863 -5726421.91750407 3.63188435028388 -0.920529045911078 -1.87810340218833 -1.80559396529734 5.39804997536335 -0.602376771081488 -2.54076165194607 0.68959699490557 2.00116438423698 -1.07353833007414 -3.98082909014438 2.75142055135894 -2.30087156032218 -1.28952030014841 -0.980832877833111 6.69633633443848 1.55346727256925 2.17276435277647 2.19676830413065 -1.7296414057024 3.56310120666915 -5.95700786037294 15.5211331519159 -13.8507822658629
covarSEX_YOBsq 36.476552090371 2871820.40012802 35618.3417335161 -35468.0224251316 -5726421.91750407 2855142.18449379 -1.80728022728852 0.458326648844402 0.930092689368774 0.901816452161741 -2.69375059728887 0.303118739826753 1.25182608878728 -0.337649191409867 -1.0036810900457 0.536427407500975 1.98756458685312 -1.37542152657572 1.13794356473434 0.645818596379776 0.482732701373043 -3.33278203231049 -0.771642817174885 -1.07979173469998 -1.09251117374167 0.863376197190225 -1.76979901515932 2.95477000622997 -7.75118687562849 6.93991863174456
covarPC1 0.000208201333401939 -1.82509401497824 -0.0336434227942906 0.0330523432398513 3.63188435028388 -1.80728022728852 0.00385867538680787 -0.000695815759186614 0.000268767536260992 -0.000141361872573132 -0.000201970187754442 -8.03608884512861e-07 2.758139235662e-05 5.69565278974014e-06 1.73199649845086e-05 -5.64125567228131e-05 -7.47261308338707e-05 0.000450255049330659 1.96359017588008e-06 -0.000281855651398139 -0.000503668378048819 -0.000457232905550172 0.000133066701630353 1.89052206718108e-05 0.000137317215895722 -2.24921604704002e-05 3.13983515068565e-05 -0.000335488727031197 0.00026353193138498 0.000575343658458373
covarPC2 -6.68750733359238e-06 0.462287597499423 0.0226670474238749 -0.0222036779838066 -0.920529045911078 0.458326648844402 -0.000695815759186614 0.00343465492664592 0.000177343391100787 0.000294236241672116 -0.000191955075099794 -6.49710155063645e-05 -1.48065648800343e-05 0.000228109442206924 -4.29189858985536e-05 7.83434992829132e-05 1.6946646892042e-05 -8.12208088511368e-05 3.74640500508818e-06 -0.000104388557899886 -2.01914143320486e-05 -1.34143138728381e-05 6.13672866670548e-05 -5.74642351272028e-05 -9.1034360891005e-05 -5.62222364901014e-05 -7.36706571701814e-05 0.000174582231946375 0.000112917058999194 -0.000231383167741387
covarPC3 -0.000407887313137483 0.948215994588095 0.0539435201260357 -0.0533389205828051 -1.87810340218833 0.930092689368774 0.000268767536260992 0.000177343391100787 0.00389231637850388 6.00694706301392e-05 0.00053685752177399 3.98481066729509e-05 0.000225201909045053 -4.18951419520817e-05 -0.000526644315477824 0.000124983542312817 0.000201042272286004 2.91297346324569e-05 -0.000233814994979339 0.000175085952950576 1.77475090218964e-05 2.02756668463417e-05 -0.000204428446211011 -0.00022278913572282 0.000204366367298856 7.3527079040836e-05 1.34139681569041e-05 -7.88320557751215e-05 0.000336042836495272 9.35548932803618e-05
covarPC4 0.000207610793256845 0.903974352099335 -0.0727610903019298 0.0725254418681153 -1.80559396529734 0.901816452161741 -0.000141361872573132 0.000294236241672116 6.00694706301392e-05 0.00407885459196924 0.00078196252485988 -4.88426333035357e-05 4.39399528767942e-05 -0.000348046501715079 0.00023065784194672 0.000104922135327599 0.000122165825003387 -0.000305669797125639 -5.99490309375638e-05 -6.14214117093249e-05 -7.0054695312042e-05 0.000103072732522084 -6.06866748956321e-05 -0.000185455800358699 -3.11066501511652e-05 -2.01503841293193e-05 -1.49410757029008e-05 -3.94593122826141e-05 -0.000200363130482587 0.000242831010251629
