 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.00058342788211277 1.919423177342425e-06 -2.8535566216494055e-07 3.0883944715778255e-07 1.3560167509467603e-06 -8.075752437044277e-07 1.6512969454843394e-06 1.2810296957779104e-07 1.419686338439625e-06 1.4306696843589673e-06 1.4988514332524685e-07 4.033272941999685e-06 -3.014469997647041e-06 1.8951784629344968e-06 -1.552008037752036e-06 -2.228770010140319e-06 -2.678068908082111e-06 -1.3498204855862633e-06 -5.229326872584638e-07 2.8958350570193474e-06 6.595008419192142e-07 -2.456972831950733e-06 5.848654490307527e-05 3.735831705347276e-05 -9.84731195283032e-05 1.4373277082138918e-06 -5.890051235964861e-05 3.45646355652387e-05
PC1 1.919423177342423e-06 2.03937234226643e-06 -1.7850471099478648e-06 -1.9424872055356287e-07 -6.96531513223503e-08 -2.7997670799990616e-07 3.3725125486883296e-08 1.573981884620076e-07 1.4158559756014893e-07 -4.4977345195635236e-08 9.953243789637532e-08 -3.4044855491237117e-08 5.925104488814203e-07 -1.356933869819578e-07 -3.595670536527619e-07 -6.722309003209735e-07 -6.107190986790107e-07 1.9657965865136363e-07 -6.082712426075525e-08 2.0013732944091208e-07 -8.535511594398989e-08 -1.6556245420772024e-07 -1.6435699742270615e-06 2.8780550945372162e-06 5.839291400302509e-07 4.558452002937968e-06 4.4160357515865846e-07 6.624345481672128e-08
PC2 -2.8535566216493727e-07 -1.7850471099478648e-06 4.6285289221692e-05 1.0208626278917587e-06 1.3243342511879765e-06 -5.289136099763353e-07 4.14010958794291e-08 -3.1146517270999755e-07 1.147794453042209e-06 -4.08630729861169e-07 3.640474653169029e-07 -5.624627273861759e-07 -8.846490444462546e-07 5.914122493462804e-07 -9.82828466177952e-07 3.5643073646020676e-07 -1.7412848849472577e-08 7.669936039790175e-07 3.3613622501239713e-07 -4.960091893029767e-07 -3.467987497152509e-07 -6.763936146280928e-06 1.011073549116364e-05 -9.376678660218176e-07 2.1775091579651296e-06 -7.856722454493025e-06 -5.244463542973108e-06 6.757637574846917e-06
PC3 3.0883944715778234e-07 -1.94248720553563e-07 1.0208626278917587e-06 3.971369890477498e-06 1.2691167649128494e-07 1.0504731450497537e-06 5.973402933374534e-08 3.2889918871559403e-07 -9.969714775741905e-08 -9.681262118904747e-07 1.1024754667823818e-07 2.925946174059357e-07 5.578737055809269e-08 -5.963539427156809e-07 4.403540974984297e-08 -3.064599283207345e-08 1.7795590367715366e-07 -3.5075691293985777e-07 -4.898767361400084e-07 3.7786826861181883e-07 8.958098387880346e-08 -1.4141588144215607e-06 3.6776589792615203e-07 7.901426934100789e-07 3.6589634897310534e-06 -1.9733026718530727e-07 -6.5084950988984794e-06 7.315913265103858e-06
PC4 1.3560167509467605e-06 -6.965315132235029e-08 1.324334251187975e-06 1.2691167649128507e-07 7.676119284731177e-06 1.631373397404353e-06 -3.46669593022956e-07 1.3301834226419906e-07 -1.1685395787635254e-06 4.1991711873213366e-07 2.496095330059425e-07 2.0635807345375518e-07 -8.913912061752752e-07 -4.997537272303007e-07 -8.921227222175579e-08 -1.6105920673279922e-07 9.374818086571363e-08 2.878762215858843e-08 -4.565104375012559e-07 -1.6495008351030814e-07 1.3812562261061523e-07 1.8351136856852557e-07 -6.290297225082683e-06 2.2880164523690373e-06 -2.3618129071255005e-06 1.083307481400034e-05 -8.78081752256516e-06 7.860380826185298e-07
PC5 -8.075752437044276e-07 -2.799767079999061e-07 -5.28913609976337e-07 1.0504731450497543e-06 1.631373397404353e-06 1.5036586954146251e-05 3.6457430562087143e-07 1.122437004824047e-06 -7.737648593875955e-07 -3.6452548013614425e-07 -2.76506500002295e-07 -1.0706784222264575e-06 4.679088322472534e-07 -1.0776667539123579e-06 6.321029248010047e-07 -7.322320273354717e-08 -1.864763663003233e-07 6.862872847097891e-07 -3.2618723826930065e-07 2.9324514633727664e-07 1.1161856226028669e-07 1.4782353261931474e-06 1.1080275394779374e-08 4.550754454720034e-06 -1.0365091897311814e-06 6.333033151199909e-06 6.130797400554917e-07 -5.701445469272977e-06
PC6 1.6512969454843392e-06 3.372512548688343e-08 4.1401095879428604e-08 5.973402933374536e-08 -3.4666959302295573e-07 3.645743056208716e-07 1.4388611305517862e-05 -6.425237011301614e-08 3.5091379924639847e-07 1.4417492230588542e-07 3.680213194518658e-08 -4.1089244522314344e-07 1.6413732488633127e-07 -2.933646270116104e-07 -3.076794700990358e-07 3.959260855818767e-09 -7.56484096307625e-08 2.7074160884456253e-07 -4.1153511466345195e-07 -1.685109864262412e-07 -5.11032757409435e-07 -7.274377845832406e-08 3.99923930755738e-07 -6.174163560056612e-06 9.260277115413002e-06 -8.355410644944048e-06 -2.2989317784530737e-06 8.54602408763227e-06
PC7 1.2810296957779028e-07 1.5739818846200751e-07 -3.114651727099981e-07 3.2889918871559377e-07 1.3301834226419914e-07 1.1224370048240472e-06 -6.425237011301602e-08 1.2011480410058076e-05 7.05637673439963e-07 -1.670024048557612e-07 -9.545536763955717e-08 1.2035777250245157e-06 1.3505644216187173e-07 4.104363782103281e-07 -1.7738802834161185e-07 -3.762895467114209e-07 -3.4544942483843105e-07 -1.730475036144671e-07 1.5304379911452356e-07 2.4050003824480336e-08 -2.406088577048014e-07 -1.224293082681059e-06 1.7081540176298153e-06 3.28741112790337e-06 -1.1873702167495825e-06 -1.5968684424615758e-06 1.2085554091539709e-05 -1.5011763213755906e-05
PC8 1.4196863384396227e-06 1.4158559756014885e-07 1.14779445304221e-06 -9.969714775741894e-08 -1.1685395787635258e-06 -7.737648593875954e-07 3.509137992463985e-07 7.056376734399632e-07 1.2937008905740173e-05 3.3518625176665045e-07 1.0567671049517318e-07 -7.276604757517502e-07 1.254526869118791e-07 7.962800847385266e-08 -1.259670500838442e-07 -5.275245526790905e-07 2.446972217648742e-09 1.2136256420957594e-07 -5.06171686940662e-07 -2.8119019942993314e-07 2.7050389385247337e-07 -1.5902193795603944e-06 3.4076633371710205e-06 6.8905019089154724e-06 1.2341173341960974e-06 -2.1455073129001634e-06 -9.276046978138082e-06 4.349954885763358e-06
PC9 1.4306696843589675e-06 -4.497734519563535e-08 -4.086307298611682e-07 -9.68126211890475e-07 4.1991711873213377e-07 -3.6452548013614404e-07 1.441749223058854e-07 -1.6700240485576137e-07 3.351862517666507e-07 1.139550246693395e-05 -3.664256992294607e-07 2.9410166415294672e-08 -4.5141528115842564e-07 -5.799735050665756e-08 -7.358442742095075e-07 2.958989092939575e-07 4.772033997810226e-07 6.354741582677905e-07 -1.5551032970834186e-07 -1.4665419391940336e-07 -5.320052985024534e-07 3.275409028985021e-06 1.3900337837740976e-06 3.944408685109703e-06 -1.3144985353306186e-05 2.35540231424834e-06 2.9081525067882474e-06 -8.885929936243152e-06
