 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.00039819626131209855 8.351771560394606e-07 2.0638364855814878e-07 2.6937972861601065e-07 5.096904645877582e-07 -1.641766562676519e-06 8.17459866013322e-07 7.856258076874082e-07 1.929288730915558e-07 1.7517373528785172e-06 1.621663478904492e-07 1.4720513368968282e-06 -2.1094771667811485e-06 1.7170989321987702e-06 -1.976974037866182e-06 -1.7189722174830007e-06 -9.321960704979816e-07 1.936730220579282e-08 -4.648276954671338e-07 1.866662568281867e-06 1.042713934333031e-06 -2.759189306128786e-06 2.5195812694063235e-05 -4.93645904096435e-05 1.1202767927855464e-06
PC1 8.351771560394604e-07 1.388347075177106e-06 -1.226549255237626e-06 -1.0277001713211855e-07 -9.86907433919689e-08 -1.3256612579888463e-07 3.492206289645784e-08 1.8946367887692108e-08 2.6428933372050047e-08 1.2225230655519085e-08 4.362178707452825e-09 -7.236294837654329e-08 4.628108302307067e-07 -1.0322679601812951e-08 -2.6116553433450427e-07 -4.2602750966137616e-07 -4.0439363246891165e-07 1.1435610940525065e-07 3.705999572190188e-08 1.4277393703610927e-07 -3.826000965719718e-08 7.244728051331127e-07 -1.972927815375528e-06 5.566638854153378e-07 3.6179122544592684e-06
PC2 2.0638364855815013e-07 -1.226549255237626e-06 3.3088132555575964e-05 5.582794277653488e-07 1.0688569682733918e-06 -6.810949681778233e-07 -3.246871196532789e-07 -2.422510858169587e-07 1.0109072588305063e-06 -2.6945996889475756e-07 3.1886353437638136e-07 3.317101714540111e-08 -5.588522655348987e-07 5.010344479277626e-08 -1.8241698212300477e-07 1.801973407069534e-08 -1.549153459331878e-07 4.450946381307872e-07 -1.9116794694002337e-07 -3.105240255909851e-07 -1.1349770639394071e-07 -3.874118730360321e-07 5.85409069522968e-06 -4.2109542456011997e-07 -5.9902584129718115e-06
PC3 2.693797286160106e-07 -1.027700171321186e-07 5.582794277653491e-07 2.8305487497496555e-06 7.171597874600167e-08 8.181722143790367e-07 4.8957469942308854e-08 2.821655188334336e-07 -9.507979084718897e-08 -7.17560677384405e-07 1.663379805297195e-07 2.740230613784724e-07 3.2603966730299864e-08 -3.3707351460879077e-07 1.542342157500537e-07 -1.0823111815621133e-07 -1.5582923428078027e-08 -2.2249181683888827e-07 -2.645776618457833e-07 2.7961041548713915e-07 1.0427420452115966e-07 5.250678445495146e-07 -9.989182568208542e-07 2.230928745397612e-06 1.484010584980023e-06
PC4 5.096904645877577e-07 -9.869074339196886e-08 1.0688569682733918e-06 7.17159787460017e-08 5.464616800039969e-06 1.2768974847487689e-06 -1.4396243008486635e-07 1.1018465128925813e-07 -6.213031367885982e-07 4.361676784942752e-07 1.2018786841390836e-07 2.269383880973163e-07 -5.876841247761452e-07 -1.232579661955371e-07 -1.1022348972544374e-07 -7.330441266895284e-08 2.000075027802747e-07 -4.0623539249861004e-08 -2.4133046322033883e-07 -1.1614533942020062e-07 1.8581135561364286e-08 -1.2646186754280654e-07 -2.2122131083589098e-06 -3.078319973937997e-06 6.1960959082620574e-06
PC5 -1.6417665626765192e-06 -1.325661257988846e-07 -6.810949681778228e-07 8.181722143790368e-07 1.2768974847487693e-06 1.1064726846001743e-05 3.2050235766425993e-07 8.77544444843426e-07 -4.42303988098701e-07 -3.5937953379960003e-07 -2.7552100764519486e-07 -8.021866952388791e-07 4.157379556037633e-07 -9.683402409778502e-07 4.944550209746397e-07 -5.823641806379478e-08 -9.022782798149882e-08 5.585459098481931e-07 -2.9099396376023543e-07 1.749400688294021e-07 -2.179445204592082e-08 1.694925864557105e-06 3.671412690172266e-08 1.9301161183321773e-06 3.3462607103722426e-06
PC6 8.174598660133224e-07 3.4922062896457796e-08 -3.246871196532788e-07 4.895746994230877e-08 -1.4396243008486638e-07 3.205023576642599e-07 1.0589562201138064e-05 3.067314828695513e-08 2.7098060419560897e-08 2.464999381469293e-07 7.658184219872305e-08 -3.127915655350841e-07 -8.88279735221103e-08 -3.380184546994251e-07 -1.0711891213984766e-07 -7.095479465308487e-08 -9.04061117742258e-08 3.764371998617259e-07 -2.4579016208880514e-07 -9.457386336852833e-08 -2.960403558213909e-07 1.0871379543584207e-06 -1.4920443208051543e-06 7.429900328111916e-06 -3.9033903418277665e-06
PC7 7.856258076874073e-07 1.894636788769218e-08 -2.4225108581695884e-07 2.8216551883343366e-07 1.1018465128925807e-07 8.775444448434262e-07 3.067314828695495e-08 8.517137424325093e-06 3.887781169474195e-07 -2.918090747715008e-07 -1.4409351028368186e-07 7.262196936991818e-07 9.33778283701456e-08 5.935029545971153e-07 -2.2974385146717659e-07 -2.300617316010109e-07 -3.454582130032187e-07 -2.211440535860811e-07 1.4212700155550818e-07 4.5681508844641926e-08 -1.501914951606383e-07 -7.175095324670988e-07 1.3915527700526382e-06 1.0524675641921102e-06 -3.115784830621985e-06
PC8 1.9292887309155575e-07 2.6428933372050096e-08 1.010907258830506e-06 -9.507979084718909e-08 -6.213031367885981e-07 -4.4230398809870104e-07 2.7098060419560884e-08 3.88778116947419e-07 9.255898735447073e-06 3.1210097835238667e-07 1.7296585864311946e-07 -5.775947514001982e-07 -3.82934440630539e-08 1.445473969450809e-07 -1.3693799181597786e-08 -2.3279620770525395e-07 1.3950970136971817e-07 9.496057594414884e-08 -2.9094227278873206e-07 -2.6058931659594373e-07 3.223550526699502e-07 4.840940796255247e-07 2.2660587762278867e-07 -2.1185857547092806e-08 4.7425679258873387e-07
PC9 1.7517373528785174e-06 1.2225230655519065e-08 -2.6945996889475766e-07 -7.175606773844048e-07 4.3616767849427534e-07 -3.593795337996e-07 2.4649993814692933e-07 -2.918090747715007e-07 3.1210097835238645e-07 8.261477957282985e-06 -3.1072493208094407e-07 -1.232527952729951e-07 -1.3216594391856157e-07 -2.0810132449216662e-07 -3.5998810765251225e-07 3.6370182299528485e-08 1.5389565673247453e-07 2.1106142775987797e-07 -4.0213094135941216e-07 -1.9621801365916036e-07 -2.900487818765024e-07 2.34851128826419e-06 2.9801573293263684e-07 -8.807736775209785e-06 2.0748257283770323e-06
