 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0007092340636002275 1.7455544318643927e-06 -3.1467844937524232e-06 -4.855927551720158e-07 2.1067288540477574e-07 -3.804962842482316e-06 2.139615373373098e-06 -1.3499543847082517e-07 -5.128222380751294e-07 2.4193179484530726e-06 -1.1518711706826319e-06 -1.3392789248033127e-06 -3.0585855424956664e-06 2.303418384594251e-06 -3.3650568779898634e-06 -3.6091594109732676e-06 -2.4479379984326427e-06 2.9019942339614705e-07 8.556662818565003e-07 1.396656808852479e-06 2.289904683773106e-06 -8.39860139739973e-06 4.673885413398926e-05 -9.846520183990633e-05 1.4099326111304595e-05
PC1 1.7455544318643925e-06 2.3720004050109e-06 -1.9223516851647127e-06 -6.217152962465699e-08 -4.0182312548719705e-08 -8.174507606549952e-08 -9.05984102203193e-08 3.470537025473001e-08 1.3112359952759615e-07 -8.353873595645122e-08 2.0654043487371245e-08 -2.295927574533031e-07 7.342521518007797e-07 -4.3968428495563704e-08 -4.5920330637741036e-07 -7.505148577229378e-07 -4.770417813851704e-07 2.3564472519689607e-08 6.25009467302295e-08 3.088411819979261e-07 7.663289037019234e-08 7.556708591066473e-07 -4.388005117817331e-06 4.067013647531472e-06 5.843299192422519e-06
PC2 -3.1467844937524194e-06 -1.922351685164712e-06 5.116685373877417e-05 1.3194627970196826e-06 1.2671358387422402e-06 -1.2766735968935687e-06 -1.0923475082400179e-06 1.436881349687586e-07 1.2366947097503193e-06 -5.033275826969776e-07 -3.4531279613500095e-07 2.6789466718429975e-07 -6.66170189419868e-07 2.9194800033962693e-07 1.0160796830060012e-06 -2.004192299379158e-07 -2.957417970701413e-07 5.733708851006865e-07 -7.362705889705989e-08 -4.4933176368535e-07 -7.870518230269271e-07 -2.65740966271785e-07 1.0428509763797787e-05 1.0517607987214467e-06 -7.75378896204541e-06
PC3 -4.855927551720171e-07 -6.217152962465707e-08 1.3194627970196822e-06 4.93827029025884e-06 2.024067578225923e-07 1.2279828656755388e-06 -2.5896760169104455e-07 7.322406000773689e-07 -7.489339587890261e-08 -1.0514911556051504e-06 3.185001508228039e-07 5.197375242830786e-07 2.062693858527472e-08 -4.736417322076166e-07 2.0803970758749877e-07 -1.7775630500212326e-07 1.32127885698588e-08 -3.3972135821664787e-07 -3.4304560067969557e-07 4.312427508800271e-07 3.35985540690411e-07 4.522129563820353e-07 -3.5209252987183954e-06 5.255768440544447e-06 2.4556639637585806e-06
PC4 2.1067288540477505e-07 -4.01823125487198e-08 1.2671358387422396e-06 2.0240675782259238e-07 8.850658411766644e-06 2.001383982864828e-06 -4.41371596685436e-08 -5.795744234170139e-08 -8.484562124190648e-07 6.785379910191449e-07 1.1158344155871124e-07 5.661416981509528e-07 -7.581871406619079e-07 -1.19718909072639e-07 -6.08311971719829e-08 -5.074927444094553e-08 3.766207197763342e-07 -2.9063767668468474e-07 -3.947228599757965e-07 -8.168436233252401e-08 1.0745390588228798e-07 3.5156417921556504e-07 -2.5482304002303203e-06 -5.787890453041096e-06 7.60907504107805e-06
PC5 -3.8049628424823223e-06 -8.174507606549956e-08 -1.2766735968935697e-06 1.2279828656755394e-06 2.0013839828648276e-06 1.6778134200242733e-05 8.092761583496011e-07 1.1082513279603632e-06 -5.211651984086117e-07 -7.11122919015931e-07 -6.744017124564789e-08 -1.0400440332032542e-06 7.552359778588563e-07 -1.1523892721404953e-06 3.4459797773457733e-07 1.6982956495129395e-07 -2.3140122889473454e-07 3.4450373039122114e-07 -4.818313520976455e-07 1.3834466413671383e-07 -9.497514990312175e-08 5.234368036116872e-06 1.1944063895897833e-06 -9.568260698237138e-08 2.9624658471722216e-06
PC6 2.139615373373097e-06 -9.059841022031932e-08 -1.0923475082400172e-06 -2.5896760169104423e-07 -4.413715966854309e-08 8.092761583496016e-07 1.5582445479700425e-05 1.5742858703308946e-07 2.0145290930483923e-07 6.62313168316586e-07 5.160533993901481e-07 -5.060462027097446e-07 -3.1143064242908585e-07 -5.924087767243991e-07 -3.566644349675372e-07 3.3256273700242626e-07 -2.1387705108687104e-07 4.5300028533844056e-07 -3.601055812354078e-07 -1.2806202684737093e-07 -4.698260428020939e-07 1.4295037856809504e-06 -4.541445057182143e-06 7.877251721415269e-06 -1.76558274265154e-07
PC7 -1.3499543847082437e-07 3.470537025472976e-08 1.4368813496875835e-07 7.322406000773689e-07 -5.7957442341701657e-08 1.1082513279603634e-06 1.5742858703308927e-07 1.29631439380333e-05 3.084578965846835e-07 -3.547841156500124e-07 -2.540752461078142e-10 1.0060943488464682e-06 -4.1517571713858596e-08 6.93298499838041e-07 1.3502115395135268e-07 -2.950058249735509e-07 -2.0239794467282804e-07 -5.662727005265799e-07 -3.5394886507011235e-08 1.7814928240482175e-07 -3.6203232772065727e-10 -3.6890232967721264e-06 2.6495801092221477e-06 3.6486342415050106e-07 -8.052234696292885e-07
PC8 -5.128222380751318e-07 1.3112359952759608e-07 1.2366947097503193e-06 -7.489339587890288e-08 -8.484562124190645e-07 -5.211651984086116e-07 2.014529093048391e-07 3.084578965846839e-07 1.3747875027061211e-05 2.16317996937208e-07 -1.6941834226523409e-07 -9.364857363511751e-07 3.4232267405216047e-07 5.765907574216776e-08 -1.3570303521757235e-07 -3.7311451789993774e-07 3.8733411385141015e-07 6.584703988137151e-07 -1.106318037222555e-07 -8.47725607811009e-07 5.516009062667638e-07 1.9697977808444226e-06 3.5178893611413487e-06 -3.1579178889665446e-06 -1.4106791837287436e-06
PC9 2.4193179484530726e-06 -8.35387359564512e-08 -5.033275826969773e-07 -1.0514911556051506e-06 6.785379910191454e-07 -7.111229190159307e-07 6.623131683165859e-07 -3.547841156500126e-07 2.1631799693720776e-07 1.2666975650368749e-05 -5.313297082081142e-07 -2.4281455508274765e-07 -2.7986657337480984e-07 -3.65167381732005e-07 -1.9889409941785509e-07 -7.52658107631908e-08 5.46337541530381e-07 5.44225298900408e-07 -4.792558025617149e-07 -6.09936316256374e-07 -2.2437898337298203e-07 2.773483078202596e-06 4.053809852274961e-06 -1.4012897688395041e-05 1.253394706579876e-06
