 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.000632243110014904 -2.1827209706655836e-08 -2.3770292796045538e-05 1.3485653457437513e-06 1.7814835343990595e-07 7.064901008797414e-07 2.4851670839820696e-06 1.6466671377953567e-06 -1.9078573822546228e-07 2.3200534911855794e-06 -9.950882000810612e-07 1.0620122855477065e-06 -4.898665319173253e-07 -1.3920333972380017e-06 -1.5898427473982765e-06 -1.944469078134933e-06 6.882677525488099e-07 -2.1117749234875395e-06 -8.072647348631079e-07 1.201290291488423e-06 -1.0864323164086017e-06 -1.7336831836496356e-06
PC1 -2.1827209706655204e-08 2.1518761542639166e-06 -1.6131377623210806e-06 -2.9914733062387437e-07 -9.966433257135926e-08 -2.7054486533546804e-07 9.316303048515032e-08 8.933372896212009e-08 4.717291252762522e-08 4.33515662034102e-09 1.5813181437737276e-07 2.5385905234435025e-08 6.263929915971852e-07 -1.2329295986159247e-07 -2.752005153869699e-07 -7.14827070346725e-07 -6.424620554903493e-07 2.61154782922169e-07 3.9050465920331454e-08 1.9944244705477103e-07 2.868369066062617e-08 1.7398881562496626e-06
PC2 -2.3770292796045535e-05 -1.6131377623210804e-06 4.756468686849266e-05 9.345306228811854e-07 1.437202351022153e-06 -5.857394928307287e-07 -4.7445827825184966e-07 -6.426819695006416e-07 1.1720203078287858e-06 -3.1995485095714116e-07 -6.114744365194807e-08 -9.541450338388726e-08 -1.159389635889308e-06 8.838845270427083e-07 -1.1045209534142883e-06 4.1973398866379884e-08 1.2796816926646508e-07 6.939059373527417e-07 1.3112030717923133e-07 -5.999896484226519e-07 -3.427699755278139e-07 -2.8409510293210565e-06
PC3 1.3485653457437532e-06 -2.9914733062387437e-07 9.345306228811853e-07 4.274388249228635e-06 1.787539228621328e-07 1.2158854369052512e-06 4.741967281706288e-08 5.083946740044821e-07 -2.1447600026201203e-07 -9.77195316103927e-07 -8.497093819591504e-08 4.570038214409287e-07 6.102215924508042e-08 -7.643307176296234e-07 1.0181314182118455e-07 -3.3864018329689824e-08 2.691640699969741e-07 -4.315055781117755e-07 -5.415052091903543e-07 4.529455833011372e-07 1.2135402318502293e-07 1.1016640582131542e-06
PC4 1.7814835343990764e-07 -9.966433257135944e-08 1.4372023510221532e-06 1.787539228621329e-07 8.120750038289625e-06 1.730350897591732e-06 -3.9421037613654163e-07 2.675409575978536e-07 -1.3442844011040132e-06 4.4879452307701746e-07 3.3895003704224823e-07 2.6185374519281896e-07 -1.0014001777841305e-06 -6.453835970201163e-07 4.261866491499751e-09 -3.871103088186846e-08 7.476319881352034e-08 1.0882906846436554e-08 -5.194414711239801e-07 -1.6038479380767316e-07 1.0252874829293348e-07 -1.6186878200490059e-06
PC5 7.064901008797417e-07 -2.7054486533546846e-07 -5.857394928307275e-07 1.2158854369052514e-06 1.7303508975917311e-06 1.5894289911933155e-05 3.6338138734940264e-07 1.0773903444198626e-06 -8.929012496674051e-07 -6.133315939542816e-07 -5.086264144408112e-07 -9.718696417292183e-07 5.083124417956418e-07 -1.326214802325011e-06 5.408327067092911e-07 1.1469675517055904e-07 -5.24790654952827e-08 7.80871501010911e-07 -2.265818798029516e-07 2.82334635715013e-07 -7.762315153333214e-08 1.2763025407211353e-06
PC6 2.48516708398207e-06 9.316303048515015e-08 -4.7445827825184923e-07 4.741967281706284e-08 -3.942103761365417e-07 3.633813873494029e-07 1.516390126523023e-05 -1.200991115107944e-07 2.7759741478539874e-07 2.3215684080647093e-07 7.849439991765478e-08 -3.430168017450426e-07 -1.0432815883828631e-07 -1.7736742307062283e-07 -2.222826101964577e-07 -1.462729459375842e-07 -8.89200034719738e-08 2.7424308562570225e-07 -4.268712118891105e-07 -2.2304343469519002e-07 -4.887694194673602e-07 1.2974326305750988e-06
PC7 1.6466671377953584e-06 8.933372896212e-08 -6.426819695006418e-07 5.083946740044824e-07 2.675409575978534e-07 1.0773903444198634e-06 -1.2009911151079411e-07 1.2911301224572037e-05 1.0139382915715275e-06 -2.497077556182426e-07 -1.1356725238445477e-07 1.3514677636852507e-06 4.2621162275068947e-07 2.7886440297470927e-07 -4.2741370454066084e-07 -5.349692761254575e-07 5.7896356259449334e-08 -4.897071760351148e-07 6.003689371757695e-08 9.192301967892782e-08 -4.78782167136545e-07 2.442599275884135e-07
PC8 -1.9078573822545818e-07 4.717291252762532e-08 1.1720203078287847e-06 -2.144760002620123e-07 -1.344284401104013e-06 -8.929012496674049e-07 2.7759741478539874e-07 1.0139382915715279e-06 1.4502493373783501e-05 4.053704115717837e-07 4.458492700985017e-07 -8.224901786768324e-07 2.9157589427695797e-07 -1.174090718738144e-07 -4.998921598845127e-07 -4.525164158357589e-07 3.7896727400769685e-07 1.1855221274007989e-07 -8.055620169029704e-07 -2.2646985817513868e-07 1.3746076440604934e-07 2.7678609008286716e-06
PC9 2.3200534911855785e-06 4.3351566203410255e-09 -3.199548509571409e-07 -9.771953161039272e-07 4.487945230770176e-07 -6.133315939542809e-07 2.321568408064712e-07 -2.497077556182428e-07 4.053704115717831e-07 1.2277878901992254e-05 -2.3618482815986376e-07 -1.0900395318761436e-08 -4.5415684744689367e-07 1.127012361348307e-07 -8.750528248394098e-07 4.301613695795845e-07 3.478156368688092e-07 5.10318748842045e-07 -4.832568175846753e-07 -2.4356926971790997e-07 -7.653439020944038e-07 6.461525770600603e-07
