 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0007396848015196021 -2.9644347457255882e-08 -2.411530396630928e-05 1.5577819020455235e-06 7.349377482834082e-07 3.601264554017808e-07 2.4498334097287535e-06 2.1093305482499875e-06 -4.465975931976853e-07 2.3832505732818873e-06 -1.2172014113850344e-06 4.7637637333420157e-07 -4.949085779885248e-07 -1.8957664295986736e-06 -1.9029587749910086e-06 -1.9230108599364146e-06 1.257687271391461e-06 -1.5896353654089495e-06 -6.687734261073036e-07 8.673389932204493e-07 -9.023255428687063e-07 -4.7336269161000774e-07
PC1 -2.9644347457256498e-08 2.494171577632334e-06 -1.5983336163134022e-06 -3.595114114025452e-07 -6.594680426795541e-08 -2.9914872176310834e-07 1.035054518747241e-07 7.481517441512634e-08 8.469678929179172e-08 1.2072756401738087e-08 1.5076954178601864e-07 2.0505267630436772e-08 6.358176184705557e-07 -1.441000970819322e-07 -2.730341782608349e-07 -7.162393159684443e-07 -6.637249213485265e-07 2.385921916566043e-07 4.6819557766426585e-08 2.1888874147230328e-07 4.1088533299153037e-08 1.834673921348914e-06
PC2 -2.411530396630926e-05 -1.5983336163134017e-06 4.891423502024121e-05 8.583537374937058e-07 1.4485901362879635e-06 -6.129032316653959e-07 -5.970196349232045e-07 -5.134072855048784e-07 1.0404324247200273e-06 -3.8124998779128114e-07 9.122854846585199e-09 -5.471678073136234e-08 -1.089103927286699e-06 9.457202530518967e-07 -1.2354062403366084e-06 2.2258913757626894e-07 1.711785227033159e-07 7.355571195375564e-07 1.205270289897208e-07 -4.818789373780989e-07 -3.288972535496303e-07 -2.895224331987105e-06
PC3 1.5577819020455248e-06 -3.5951141140254516e-07 8.583537374937056e-07 4.852562498370329e-06 1.4779234130406487e-07 1.276762089294309e-06 2.9177566401407232e-08 5.341817770983194e-07 -2.0368921545071317e-07 -1.0191569837677308e-06 -9.60221020139977e-08 4.2089513323917213e-07 1.1299158603200034e-07 -7.588449485692823e-07 1.4157437628895595e-07 -3.1873254186512835e-08 2.92233642540339e-07 -4.055116079091399e-07 -5.368085588373569e-07 4.512550604433474e-07 1.206390983978545e-07 1.1589489690585377e-06
PC4 7.349377482834098e-07 -6.594680426795544e-08 1.4485901362879635e-06 1.4779234130406518e-07 9.183960508518533e-06 1.6658096207061108e-06 -4.567997848338166e-07 2.3815308517133003e-07 -1.2959921374292544e-06 4.6053185282108383e-07 3.7067545518841815e-07 3.062902926772678e-07 -1.0724181074158115e-06 -6.849016191040162e-07 5.461240792122243e-08 -2.438266630508972e-08 5.3025863990138225e-08 -4.764707206544641e-08 -4.869855188499272e-07 -1.1835619779454061e-07 1.243728741332361e-07 -1.4508498480795408e-06
PC5 3.601264554017812e-07 -2.9914872176310823e-07 -6.129032316653957e-07 1.2767620892943088e-06 1.66580962070611e-06 1.688453641786973e-05 3.973507597626454e-07 1.1135305433308345e-06 -7.436031235737008e-07 -5.947279366697478e-07 -4.12945984679351e-07 -9.531598243442133e-07 5.545398751471611e-07 -1.2343875465518495e-06 4.968344796975772e-07 1.0103096684692735e-07 -7.537930589650408e-08 7.446185588694822e-07 -1.2258221367687981e-07 2.0064581370755044e-07 -1.3149756064639328e-07 1.9151055595952406e-06
PC6 2.4498334097287518e-06 1.0350545187472425e-07 -5.970196349232046e-07 2.9177566401407258e-08 -4.56799784833817e-07 3.9735075976264527e-07 1.588742682123125e-05 -4.744621483287115e-08 2.6884639857722525e-07 2.2421665559354632e-07 1.2434791338703722e-07 -3.830072456715474e-07 -7.13003071312883e-08 -1.7319767681268362e-07 -2.0475999705481646e-07 -1.1567514885745188e-07 -1.5571698904580286e-07 2.798420285016024e-07 -3.7435340493532605e-07 -2.0159781660758136e-07 -5.739085549019946e-07 1.4406719493644628e-06
PC7 2.109330548249986e-06 7.481517441512633e-08 -5.134072855048788e-07 5.341817770983192e-07 2.3815308517133e-07 1.1135305433308345e-06 -4.744621483287141e-08 1.3539078589031852e-05 9.601630204957381e-07 -2.8710255009895574e-07 -1.1793358550977415e-07 1.1971222480608572e-06 3.6427394703876106e-07 2.5022980396423823e-07 -3.6705232863272474e-07 -5.393481051882284e-07 1.404832367692071e-07 -4.2929339371296905e-07 1.1530671619673953e-07 3.2697361459842544e-08 -4.6752120208631627e-07 -1.6978912179904925e-07
PC8 -4.4659759319768547e-07 8.4696789291792e-08 1.0404324247200264e-06 -2.036892154507133e-07 -1.2959921374292542e-06 -7.436031235737004e-07 2.6884639857722515e-07 9.601630204957388e-07 1.5083552636358395e-05 3.336611030807968e-07 3.365184052921731e-07 -7.785332630473459e-07 4.429060530560921e-07 -6.949756083675228e-08 -5.330572486111067e-07 -5.193657426487852e-07 3.997876836855409e-07 1.582197373339507e-07 -7.883841542748952e-07 -2.014474410819856e-07 1.1369543566512822e-07 2.341312365266078e-06
PC9 2.3832505732818857e-06 1.2072756401737978e-08 -3.812499877912819e-07 -1.0191569837677308e-06 4.605318528210838e-07 -5.947279366697479e-07 2.2421665559354642e-07 -2.8710255009895585e-07 3.336611030807967e-07 1.2943796066307657e-05 -2.5710810760581487e-07 1.6823327012894378e-09 -4.068770294114299e-07 5.483200374856364e-08 -8.454338793626428e-07 4.4467083009592703e-07 3.8820276817948515e-07 4.767393507338374e-07 -5.256649642438053e-07 -2.495123672268466e-07 -7.279278709697359e-07 1.0689113765786953e-06
