 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.0008013788610403976 -9.210561900144942e-09 -2.418704548890404e-05 1.4928026776251827e-06 1.297886943255868e-06 -9.849638581424286e-08 2.2481836874340397e-06 2.0167512740894606e-06 -1.0314769187190966e-06 2.4777711172495456e-06 -1.1099277066130002e-06 3.325272093299496e-07 -4.7450714984237126e-07 -1.7875639555370755e-06 -1.2377799819389313e-06 -1.906614001970838e-06 1.3191351902610744e-06 -1.6617872640459637e-06 -9.931186034890145e-07 6.494105261979916e-07 -4.3425579295514046e-07 6.167139924310406e-06 -7.812375962938264e-06 -1.6143312478273067e-07
PC1 -9.210561900145201e-09 2.688144890975276e-06 -1.5683833518316302e-06 -3.772712252890149e-07 -7.591994899135044e-08 -2.017928192235348e-07 6.088533168087766e-08 1.0911546725373231e-07 1.0136986342356512e-07 -7.960355513607047e-09 1.8774495879775442e-07 -3.803543744346871e-09 6.713968199097357e-07 -1.6543340379628898e-07 -2.804572928188936e-07 -7.171695535001382e-07 -6.714614086649722e-07 2.634861283629379e-07 5.8058947574406834e-08 2.1388333183598467e-07 4.2166974778223665e-08 -1.3772689452941953e-07 1.260440437016859e-06 4.292133870926948e-06
PC2 -2.4187045488904026e-05 -1.5683833518316307e-06 4.942416790178e-05 9.876580540629805e-07 1.4559862121542048e-06 -6.012798921596708e-07 -6.189642119231225e-07 -3.823842066201265e-07 9.134244382932892e-07 -5.776637103426655e-07 1.2707136924812136e-07 -1.1427069106406372e-07 -1.0461859104333401e-06 7.525997072208834e-07 -9.113148398241579e-07 1.414153235671657e-07 9.986565658310783e-08 6.642432379805952e-07 1.594005093993745e-07 -1.0100317549690777e-07 -2.1210469241360717e-07 -7.248612587454425e-06 5.864878077640697e-06 3.3466267387469167e-06
PC3 1.492802677625184e-06 -3.7727122528901446e-07 9.8765805406298e-07 5.141817582621843e-06 1.0412477866576143e-07 1.2505719874439836e-06 -1.1152654095902648e-08 4.877522830393823e-07 -1.7065905557889104e-07 -1.0162225427785337e-06 -9.666056809355519e-08 4.4179317238200594e-07 5.776833750834664e-08 -7.513634453871967e-07 1.3364630415200572e-07 -3.929884539592208e-09 2.3057719569792196e-07 -3.673312790849362e-07 -5.606912986912574e-07 4.663370055091742e-07 1.6144374694703242e-07 -4.616731663463959e-07 3.722287195025849e-06 9.78931824229303e-07
PC4 1.2978869432558667e-06 -7.591994899135046e-08 1.4559862121542043e-06 1.0412477866576137e-07 9.707643815408277e-06 1.6095968924473212e-06 -4.5885375240799133e-07 1.8321733581068524e-07 -1.3631724191326993e-06 5.151180634531407e-07 4.220547153340677e-07 2.7305496928156264e-07 -1.0440318114355464e-06 -6.982718946398301e-07 1.0504995377930519e-07 -5.88482520373107e-08 1.421460012692346e-07 -3.233773952397328e-08 -4.620813637453881e-07 -1.5158555309296656e-07 9.153914993144991e-08 6.612076388664475e-07 -3.462643285731624e-06 -2.800814161970267e-06
PC5 -9.849638581424419e-08 -2.0179281922353482e-07 -6.012798921596697e-07 1.250571987443983e-06 1.609596892447321e-06 1.7023312441706245e-05 3.6633957913575926e-07 9.946061849283415e-07 -5.960814784647869e-07 -5.054508992789945e-07 -2.6271927672789965e-07 -9.096363003605417e-07 6.962676762072412e-07 -1.198720900614753e-06 3.995278291880481e-07 6.613088212911038e-08 -1.3431694510610529e-07 8.537429226178701e-07 -1.620724261134559e-07 1.6381959526703257e-07 -1.9129258499761557e-07 -3.7967295865045094e-07 2.1837309386269706e-06 3.3346305889951348e-06
PC6 2.2481836874340385e-06 6.088533168087776e-08 -6.189642119231226e-07 -1.1152654095902608e-08 -4.588537524079915e-07 3.663395791357593e-07 1.5938972528541923e-05 4.720688945337657e-09 1.6046076813935913e-07 1.9462909914629654e-07 9.580648636812317e-08 -3.629398701396546e-07 -7.428272553029269e-08 -1.1939942768919877e-07 -2.598439608465189e-07 -1.4616803635336154e-07 -5.0294727115323434e-08 2.925114030690356e-07 -3.795651230987544e-07 -3.3219011052372004e-07 -6.069019777059888e-07 3.4008365531923362e-06 -2.017004144856672e-08 -4.007381360400254e-06
PC7 2.0167512740894615e-06 1.0911546725373233e-07 -3.8238420662012656e-07 4.877522830393824e-07 1.8321733581068543e-07 9.946061849283415e-07 4.720688945337504e-09 1.361885066414646e-05 9.829097860256656e-07 -3.4057825901377724e-07 -1.5735275363990522e-07 1.1168180467081095e-06 3.10856925340322e-07 1.3333035815056383e-07 -3.8056284775483396e-07 -4.497522947965358e-07 8.773859649824054e-08 -4.753072132190067e-07 1.189166135182155e-07 -1.1848595513486499e-08 -4.3571209947146454e-07 -2.0934838914477116e-06 2.645319439859895e-06 1.7165432498152147e-06
PC8 -1.031476918719096e-06 1.0136986342356495e-07 9.1342443829329e-07 -1.7065905557889086e-07 -1.3631724191326989e-06 -5.960814784647872e-07 1.6046076813935865e-07 9.829097860256662e-07 1.5126733418196093e-05 3.4837744324829976e-07 3.483407276202906e-07 -8.28658836088743e-07 3.428570037569783e-07 -1.081971056809247e-07 -5.314527178714399e-07 -4.1494496703614634e-07 2.8412522224174556e-07 6.283015907607758e-08 -7.977089685760769e-07 -2.2063226506010278e-07 4.1725370669153147e-08 -1.1996179943130127e-06 4.60664444680467e-06 5.834205850487004e-06
PC9 2.477771117249542e-06 -7.960355513607204e-09 -5.776637103426658e-07 -1.016222542778534e-06 5.15118063453141e-07 -5.054508992789947e-07 1.946290991462961e-07 -3.40578259013777e-07 3.483774432483e-07 1.3089933928023297e-05 -1.2979510851983463e-07 -5.293147558560291e-09 -3.347079442748545e-07 9.954007964858698e-08 -8.854463796246415e-07 4.00816734015991e-07 4.85553797303253e-07 4.818900071725696e-07 -6.334213933502426e-07 -3.340014148751147e-07 -7.409575963882762e-07 3.2996592130793607e-06 -5.073403045048756e-06 -6.560324574227188e-07
