 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0007547360469701455 -7.559692337760183e-08 -2.3410681212648188e-05 1.7304070460022706e-06 9.769910718809797e-07 2.817374850410447e-08 2.1635775472675513e-06 2.3440998265655437e-06 -3.651960908145416e-07 2.462039219867724e-06 -1.344346439676897e-06 4.648818963617699e-07 -4.7353958611521355e-07 -1.890241862062103e-06 -1.56079407714373e-06 -1.9901968768125436e-06 1.1663085654918678e-06 -1.627598314170837e-06 -7.202663627093608e-07 1.0555146201607088e-06 -7.76831191763507e-07 -1.1524023380746309e-07
PC1 -7.55969233776018e-08 2.50499228994092e-06 -1.6152754687140411e-06 -3.4855462979335953e-07 -7.076637527239339e-08 -2.9883078722274656e-07 7.66827850247026e-08 9.26429284525181e-08 4.964451185446709e-08 -1.353895057577601e-08 1.6859309115709056e-07 7.385932300977554e-09 6.335178690564309e-07 -1.2986417595169126e-07 -2.6517087901837574e-07 -6.989428945006899e-07 -6.393249458851653e-07 2.3445104134380435e-07 3.61853919579619e-08 2.055854923921476e-07 1.8576115552807127e-08 1.8178406269308413e-06
PC2 -2.341068121264818e-05 -1.6152754687140422e-06 4.807849067444225e-05 8.732741496811253e-07 1.3863728684454494e-06 -5.640910774055629e-07 -4.825272008459246e-07 -5.599150996552959e-07 1.0855355189646737e-06 -3.307489870758202e-07 -1.823839005937499e-08 -3.3381804606055174e-09 -1.012472029474195e-06 9.017142051326577e-07 -1.0280533789279341e-06 7.422945325615487e-08 1.149947977364154e-07 7.453449638502503e-07 1.4420069014708814e-07 -4.6598320905520504e-07 -2.963231242864795e-07 -3.2178443138996867e-06
PC3 1.73040704600227e-06 -3.485546297933595e-07 8.732741496811249e-07 4.879764539838771e-06 1.4729497908666542e-07 1.2186881087778328e-06 2.1293715320734204e-08 4.975337715583471e-07 -2.339525982713642e-07 -9.749773370899418e-07 -8.86696147878253e-08 4.473610962830801e-07 5.4247891678430595e-08 -7.65219245018855e-07 9.944051951582716e-08 -4.241156374168074e-08 2.9147703096257405e-07 -3.6973566463887023e-07 -5.366953450566863e-07 4.199545711249184e-07 1.1998771080769023e-07 1.1311906201515676e-06
PC4 9.76991071880978e-07 -7.07663752723935e-08 1.3863728684454491e-06 1.4729497908666568e-07 9.168292414483296e-06 1.6417585953762441e-06 -4.253966113097166e-07 2.5625413734908007e-07 -1.3363210308990178e-06 4.853263573138735e-07 3.744405721413357e-07 2.501777374942586e-07 -1.058048339885278e-06 -6.655307634821175e-07 5.68280525362526e-08 6.837428828136238e-09 6.069868784031068e-08 -6.61101945777339e-08 -4.804417009972929e-07 -1.3188925631638155e-07 9.49296570109272e-08 -1.342009531372864e-06
PC5 2.8173748504105283e-08 -2.988307872227464e-07 -5.640910774055631e-07 1.2186881087778328e-06 1.6417585953762441e-06 1.6667877929486625e-05 3.894549999664256e-07 9.819777969522372e-07 -7.596024475171689e-07 -5.942297895938341e-07 -4.270765756038454e-07 -8.840203503273277e-07 5.869534767042143e-07 -1.2115487471935632e-06 5.070705084455885e-07 8.87767491658813e-08 -7.004089699867217e-08 7.684153078229979e-07 -1.90286981414195e-07 2.1038640309934325e-07 -1.286636748803963e-07 1.650244439708919e-06
PC6 2.1635775472675518e-06 7.668278502470266e-08 -4.825272008459247e-07 2.1293715320734257e-08 -4.253966113097164e-07 3.8945499996642585e-07 1.5694986340886244e-05 -9.251527201812263e-08 2.912885304086572e-07 2.1065497060623532e-07 1.077983001929257e-07 -3.5710023339883053e-07 -3.1311978250050514e-08 -1.5672794555215832e-07 -2.0027480939343066e-07 -9.938262852688326e-08 -9.502916541403606e-08 2.790166071231596e-07 -4.32861000419353e-07 -2.267994217318261e-07 -5.38752169407709e-07 1.5759411608240983e-06
PC7 2.3440998265655463e-06 9.264292845251812e-08 -5.59915099655296e-07 4.975337715583475e-07 2.5625413734908023e-07 9.81977796952237e-07 -9.251527201812289e-08 1.3394131099761453e-05 1.002353920781886e-06 -2.8082497173417526e-07 -1.2058490003601528e-07 1.2401838346498994e-06 4.2225202368199693e-07 2.3626928629993925e-07 -3.612104823582397e-07 -5.570309427781526e-07 1.4183527533942878e-07 -4.168148298595066e-07 6.913193319214998e-08 5.1814050540550936e-08 -4.889039138351288e-07 -3.220679385151237e-07
PC8 -3.6519609081453655e-07 4.964451185446698e-08 1.0855355189646745e-06 -2.339525982713641e-07 -1.3363210308990184e-06 -7.596024475171689e-07 2.912885304086575e-07 1.0023539207818862e-06 1.4869119666642612e-05 3.419799367284551e-07 3.670876242133721e-07 -7.959393593343851e-07 3.8088455281234663e-07 -1.132848649096609e-07 -5.12499868488138e-07 -4.5325748169505167e-07 4.0008923206464566e-07 1.0730327429022874e-07 -7.70523933115931e-07 -2.5756033844202445e-07 1.2452473230202545e-07 2.718261213532751e-06
PC9 2.4620392198677242e-06 -1.353895057577602e-08 -3.3074898707582004e-07 -9.749773370899412e-07 4.85326357313874e-07 -5.942297895938338e-07 2.1065497060623538e-07 -2.8082497173417536e-07 3.4197993672845525e-07 1.275193429272874e-05 -2.1441289211627788e-07 -3.24514409435868e-08 -4.4931095997626845e-07 1.0777591929053721e-07 -8.43891002233223e-07 4.691427213204536e-07 4.021860030041014e-07 4.3699476297750674e-07 -5.483009692291075e-07 -2.7115550436016746e-07 -7.491887946868371e-07 1.0827891761162376e-06
